Gene = CASD1
index = 281
Annotated 5SS: [  420  7859  8526 17409 18453 23452 24005 25726 28097 29259 34733 35904
 37378 39837 41681 42630 44778]
Annotated 3SS: [ 7761  8404 17363 18389 23406 23880 25510 27673 29168 34612 35746 37297
 39734 41539 42551 44684 45693]
SMsplice 5SS: [  420  7859  8526 17409 18453 23452 24005 29259 33301 35904 41681 44778
 45090]
SMsplice 3SS: [ 7761  8404 17363 18389 23406 23880 29168 33154 35746 41539 44684 44997
 45693]
top_k =  500
Partition function (log Z): 2.2474790232776343

Sorted 5' Splice Sites (High to Low Probability):
Position 8526: 0.9827028429375658
Position 24005: 0.9703467971352021
Position 35904: 0.967203055900797
Position 7859: 0.9649974743480216
Position 29259: 0.9609009669008609
Position 41681: 0.943356285428776
Position 420: 0.8942000960608956
Position 17409: 0.7975664726787015
Position 23452: 0.6839547684467462
Position 44778: 0.6663170175548212
Position 18453: 0.634394398977775
Position 35510: 0.5489661674625363
Position 33301: 0.47547930786734605
Position 45090: 0.4586844683799595
Position 34733: 0.4538331962197435
Position 42630: 0.41882074289509985
Position 8255: 0.39624704654535114
Position 18944: 0.3571404574808634
Position 8300: 0.30541778629990035
Position 20858: 0.28764407926695723
Position 39824: 0.2852879755154285
Position 33362: 0.2364938722618032
Position 20625: 0.2129385340394856
Position 30946: 0.2122888296829359
Position 37378: 0.1963071332043161
Position 38118: 0.15825820603611349
Position 28287: 0.12395068964963148
Position 28097: 0.12327036252017187
Position 1139: 0.12159467598867994
Position 20730: 0.11222235523105033
Position 35371: 0.1068957145393293
Position 40012: 0.09688531071727029
Position 30883: 0.09442328166268656
Position 42394: 0.08298911713083823
Position 41916: 0.07129908159228766
Position 356: 0.0646320860883078
Position 13243: 0.058959619283841726
Position 21722: 0.05627126407475862
Position 39837: 0.05501097101127744
Position 41714: 0.052996801166439685
Position 39118: 0.05122469245179986
Position 2190: 0.05052041278114992
Position 15226: 0.04478671438660759
Position 38286: 0.04478180500942432
Position 40799: 0.044470966504196574
Position 36487: 0.04356662705407527
Position 44835: 0.04159788393815094
Position 8843: 0.04117064016923604
Position 35202: 0.03896269610511854
Position 39172: 0.03675862197659488
Position 25726: 0.034113237143161335
Position 39205: 0.03380405675260386
Position 2134: 0.03164898814117233
Position 29690: 0.029747577579064915
Position 17425: 0.02958375061271733
Position 42118: 0.02752775932797727
Position 43896: 0.026070571777976417
Position 34672: 0.02470671209487894
Position 116: 0.024533794666804123
Position 44782: 0.02359343795930688
Position 18747: 0.020513937965579564
Position 44868: 0.02015646434992155
Position 38086: 0.018554315915278986
Position 31178: 0.01761883067738272
Position 7029: 0.014436439362617843
Position 34724: 0.013892483154727374
Position 40372: 0.013414896604839677
Position 41886: 0.013271879433001997
Position 45888: 0.01136496765651461
Position 1859: 0.011233911470927711
Position 2663: 0.010653116760248089
Position 40378: 0.010303096037888664
Position 5864: 0.009700661891772126
Position 43785: 0.009484176161861663
Position 165: 0.0093999374766734
Position 46236: 0.008980875894103858
Position 1021: 0.008679204628678916
Position 8734: 0.008257656319767675
Position 5229: 0.0075157883070526964
Position 5584: 0.007231605882067268
Position 1084: 0.0072059563446035075
Position 1771: 0.0071689646254038146
Position 33643: 0.007094611283417664
Position 1160: 0.006959195826979168
Position 39186: 0.00601863456938049
Position 5370: 0.006012707425061415
Position 2924: 0.005977134663099262
Position 43419: 0.005340509660804296
Position 40398: 0.004968828171226751
Position 29640: 0.004680149606590951
Position 8338: 0.004306985614207551
Position 8057: 0.004293630249007795
Position 35926: 0.003669430481655124
Position 11333: 0.0036530367921742907
Position 13412: 0.003633034356345774
Position 35837: 0.0035499972305066477
Position 44831: 0.0035424247527537844
Position 13971: 0.0031538859102097187
Position 30115: 0.0028660333757393203
Position 708: 0.0023561288848337196
Position 41616: 0.0021496700952574246
Position 24512: 0.0020514103203261385
Position 9015: 0.001896133530546773
Position 8650: 0.001555561524987219
Position 42624: 0.0014297934905493459
Position 861: 0.0014007268215262998
Position 36329: 0.0013344190997135615
Position 45293: 0.0011766527969203028
Position 37178: 0.0011744549180463474
Position 15206: 0.001082244166098449
Position 14338: 0.0007868789338061792
Position 341: 0.0007800307467530749
Position 877: 0.0006813395319379567
Position 24542: 0.0006586820717976605
Position 13141: 0.000635493981943301
Position 15353: 0.0006165945320401765
Position 37445: 0.0005511620853846765
Position 144: 0.000506394002107792
Position 557: 0.0004428735336075239
Position 139: 0.00039906854202530515
Position 730: 0.0003141456895173122
Position 234: 0.00028123848212710626
Position 25028: 0.00027598864063885627
Position 1575: 0.0002710910622938406
Position 1897: 0.0002627010117747743
Position 43866: 0.0002590539071176295
Position 24282: 0.00023097329883970216
Position 1872: 0.00012311659547201682
Position 37076: 0.00011592568733602509
Position 724: 9.36575220311932e-05
Position 665: 3.667318692698369e-05
Position 368: 3.2131050893011506e-05
Position 33242: 1.2962161338863765e-05
Position 631: 1.25745644326482e-05
Position 29658: 1.182183709330979e-05
Position 783: 1.1268534253933602e-05
Position 1463: 7.536588015767068e-06
Position 697: 6.9865490291512824e-06
Position 85: 6.747848934344089e-06
Position 849: 5.815584096389169e-06
Position 854: 4.898943252137762e-06
Position 8484: 4.101008577612172e-06
Position 547: 3.505514343772111e-06
Position 1116: 2.831742970578793e-06
Position 604: 2.5078478164234836e-06
Position 1119: 1.8609772728122292e-06
Position 1256: 1.0281980183821154e-06
Position 223: 6.993172258257085e-07
Position 1206: 4.498599278115426e-07
Position 762: 1.1790721922636745e-07
Position 771: 3.911585663221789e-08
Position 267: 3.21568652997582e-08
Position 20: 1.0796288874839732e-08
Position 270: 9.173987116439329e-09
Position 374: 1.817095772261412e-11
Position 453: 6.2919120919103865e-12
Position 594: 1.7067165904726817e-13
Position 634: 1.649805596602847e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 41539: 0.9999999999999974
Position 8404: 0.9772274892780605
Position 35746: 0.9744224836129591
Position 23880: 0.9703467971352018
Position 7761: 0.9476429833240413
Position 44684: 0.9012381822432827
Position 17363: 0.8271502232914186
Position 33154: 0.7119861422904883
Position 29168: 0.6852165427182184
Position 23406: 0.6839547684467463
Position 8056: 0.6558037526269862
Position 18389: 0.6489446355182046
Position 20598: 0.5947692636070108
Position 34612: 0.4843951850267402
Position 45693: 0.4645047709185977
Position 44997: 0.452898730384654
Position 35476: 0.43035687450367377
Position 42551: 0.4063003486629672
Position 39734: 0.373478618066199
Position 18851: 0.3201832356039969
Position 30778: 0.2959397389555751
Position 29148: 0.25871941134984383
Position 37297: 0.1956169059244638
Position 35150: 0.18904060588138474
Position 37922: 0.18713349485487532
Position 46591: 0.14115573874722293
Position 27923: 0.12327036252017187
Position 979: 0.1218374536501599
Position 28161: 0.09608266036963378
Position 39036: 0.09183175434660651
Position 42325: 0.0844152777117291
Position 35445: 0.07542709772192567
Position 47116: 0.0708931728241165
Position 46015: 0.06672149786328534
Position 41805: 0.06354310120667628
Position 8645: 0.051373894074466846
Position 15097: 0.046485553084746216
Position 21551: 0.044976313946378445
Position 40532: 0.044470966504196595
Position 2020: 0.04442156829800845
Position 41828: 0.04237800117553299
Position 46710: 0.038709533994908805
Position 38163: 0.03446083210594161
Position 39926: 0.03441840233231309
Position 25510: 0.034113237143161355
Position 18575: 0.033437204168291726
Position 13046: 0.03123869786333941
Position 36400: 0.02992292946072559
Position 44977: 0.029325107494064584
Position 39920: 0.029287236845464117
Position 40105: 0.028686820813955106
Position 28275: 0.02786802927999769
Position 29557: 0.024236827428304734
Position 38907: 0.02376835192052255
Position 12879: 0.023262722273435735
Position 43692: 0.019096936356373294
Position 42511: 0.018535799750489357
Position 1714: 0.01787328775116887
Position 31093: 0.01761883067738273
Position 43843: 0.016696405135452
Position 36211: 0.014824066257597525
Position 8242: 0.014076535647244395
Position 7682: 0.013665137820362083
Position 5335: 0.013244313307128679
Position 7893: 0.013052942479797651
Position 20709: 0.01231223750780016
Position 39088: 0.012205899483250042
Position 8071: 0.0118464322625786
Position 45431: 0.011769678514501804
Position 45887: 0.011605288659721148
Position 21381: 0.01129495012838018
Position 30800: 0.010772372390047275
Position 45708: 0.010129891817474751
Position 5741: 0.009700661891772126
Position 29047: 0.009565065963258495
Position 29509: 0.009153656892798461
