Gene = FNDC9
index = 561
Annotated 5SS: [181]
Annotated 3SS: [2177]
SMsplice 5SS: [ 181  872 1446]
SMsplice 3SS: [ 767 1318 2177]
top_k =  500
Partition function (log Z): -5.334362809442405

Sorted 5' Splice Sites (High to Low Probability):
Position 181: 0.8979988355410179
Position 1446: 0.7185393187042565
Position 872: 0.48680653917400357
Position 2344: 0.39807118346513287
Position 341: 0.07687551279226189
Position 2417: 0.06707498100852036
Position 2659: 0.06137574971954756
Position 3098: 0.05695311205429552
Position 1024: 0.051390318707548614
Position 2061: 0.042634091239705366
Position 393: 0.03183733096261004
Position 3667: 0.019900730966848527
Position 2197: 0.012643241907546447
Position 502: 0.010089280095589983
Position 993: 0.009333076251012042
Position 2801: 0.008411718236590126
Position 2592: 0.007976000814564798
Position 887: 0.004821979940778329
Position 1760: 0.004225029434866962
Position 491: 0.004072489681579635
Position 29: 0.0034291013884979703
Position 2655: 0.0029112334192491667
Position 3249: 0.0028147208434256875
Position 3043: 0.0021210138338535853
Position 447: 0.0017525721232011194
Position 1804: 0.0015704088432530571
Position 2503: 0.0009500597300745179
Position 1047: 0.0007738804952472223
Position 2909: 0.0007631120411926315
Position 1919: 0.0004836531918636479
Position 2368: 0.0004319301053502419
Position 2235: 0.0004159939485705348
Position 1241: 0.0004066167430770901
Position 1608: 0.00028652884825845353
Position 1818: 0.0001948615051181914
Position 1245: 0.0001324442961204322
Position 1500: 0.0001190101417643183
Position 1944: 0.00011353756213738732
Position 1037: 0.00010160084489830249
Position 903: 8.813462549939233e-05
Position 582: 7.575597901564296e-05
Position 651: 5.7118741198793033e-05
Position 548: 4.725620034997858e-05
Position 1453: 4.473105047138873e-05
Position 1425: 4.370518669643652e-05
Position 1209: 4.335782166564098e-05
Position 567: 4.070450537863844e-05
Position 2096: 3.068951332928278e-05
Position 2108: 3.0220536070481854e-05
Position 1783: 2.6110774122210405e-05
Position 3231: 2.596573736494895e-05
Position 405: 2.165923748415908e-05
Position 562: 1.863074082124804e-05
Position 1404: 1.693840027861688e-05
Position 1555: 1.6209279703979247e-05
Position 264: 1.5763609420587668e-05
Position 63: 6.36178199900327e-06
Position 557: 6.2605026259600374e-06
Position 621: 5.932489093827976e-06
Position 586: 5.611338984424762e-06
Position 536: 5.423754458132214e-06
Position 331: 5.352169261541742e-06
Position 740: 4.87662149482412e-06
Position 546: 4.335895063958039e-06
Position 383: 1.4092453124605865e-06
Position 1284: 3.0923235547048137e-07
Position 1333: 2.767741256879766e-07
Position 1278: 2.595790267061988e-07
Position 1371: 2.3296191295755536e-07
Position 48: 1.8995199272799838e-07
Position 61: 8.956532508793218e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2177: 0.7468237554171119
Position 1318: 0.6400966924644844
Position 767: 0.46517993531009416
Position 3934: 0.11962339940288244
Position 2441: 0.10803697705906057
Position 2978: 0.08803239400047617
Position 2560: 0.08208794010471787
Position 3714: 0.07749190989333168
Position 3357: 0.06490404719143153
Position 817: 0.05823204505368021
Position 3041: 0.05541356118811171
Position 2586: 0.0490800692566723
Position 2324: 0.04433935931315982
Position 3470: 0.03965551256148578
Position 2282: 0.03506961630590648
Position 1959: 0.03324479982254179
Position 3474: 0.03216151707901712
Position 1332: 0.02302136416856461
Position 1859: 0.022908182963868987
Position 1360: 0.021298234452070547
