Gene = TXNRD3NB
index = 1514
Annotated 5SS: [481]
Annotated 3SS: [590]
SMsplice 5SS: [481]
SMsplice 3SS: [590]
top_k =  500
Partition function (log Z): -7.743068820003032

Sorted 5' Splice Sites (High to Low Probability):
Position 481: 0.6117770584667436
Position 430: 0.33342102616614827
Position 165: 0.06895028877891626
Position 734: 0.06836796972594962
Position 249: 0.020337066833425104
Position 743: 0.0034008123072306
Position 394: 0.003218109473357548
Position 518: 0.00053349378084804
Position 183: 0.00045812689722301767
Position 330: 0.00022587171154101932
Position 181: 0.0001744839554625604
Position 719: 0.0001388347051704124
Position 485: 0.0001162158522446383
Position 423: 0.0001150969221011165
Position 263: 0.00010768825801548916
Position 462: 5.013007799546531e-05
Position 591: 1.662530914335393e-05
Position 510: 1.0767144757677144e-05
Position 358: 1.331039637779299e-06
Position 271: 1.3004661089241826e-06
Position 17: 3.908864557715894e-07
Position 741: 2.835983466751346e-07
Position 224: 4.0560678340303174e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 590: 0.9296185469448225
Position 812: 0.07093576275837554
Position 566: 0.048992516883276604
Position 344: 0.03453107488405433
Position 530: 0.01678355343495582
Position 347: 0.0020229081912054325
Position 773: 0.0013000450077354656
Position 833: 0.001278858105965009
Position 350: 0.0009774230414458108
Position 260: 0.000685698559325899
Position 597: 0.0006840487296492329
Position 282: 0.0006629701850065444
Position 619: 0.00041325367884037354
Position 271: 0.00040310473138012394
Position 507: 0.0002840524069132006
Position 243: 0.0002321044486572997
Position 423: 0.00020849517365191699
Position 649: 0.00019774411817720565
Position 310: 0.00016394696620319218
Position 248: 0.00015683247266234205
Position 371: 0.00012825026341516856
Position 510: 0.00010315279203020755
Position 622: 9.46265035041166e-05
Position 571: 9.056440023981619e-05
Position 471: 7.90993910999616e-05
Position 542: 7.747365367526925e-05
Position 670: 6.872080799778351e-05
Position 755: 5.964182183828546e-05
Position 380: 3.5189532062802275e-05
Position 840: 3.0658313743981265e-05
Position 325: 2.6095380338112675e-05
Position 284: 2.4990726018878774e-05
Position 321: 1.4345899871011273e-05
Position 393: 1.3692388162546177e-05
Position 369: 1.3364028170395183e-05
Position 290: 6.952283843381595e-06
Position 384: 5.49886996623062e-06
Position 628: 3.653276591075505e-06
Position 695: 2.2551043748804384e-06
Position 455: 2.031527337750157e-06
Position 656: 1.555421040511071e-06
Position 428: 1.3156967130321021e-06
Position 631: 1.1043895502604524e-06
Position 399: 8.515718479920138e-07
Position 538: 8.079641655892881e-07
Position 302: 6.755547036106366e-07
Position 386: 6.570821971458902e-07
Position 292: 6.336688628593182e-07
Position 551: 5.157217894703551e-07
Position 438: 4.3474756693804384e-07
Position 434: 3.7441572590654097e-07
Position 731: 2.4645631223727247e-07
Position 706: 2.418218801873056e-07
Position 709: 1.4404521570639893e-07
Position 440: 7.216997042919035e-08
Position 219: 6.929438658406221e-08
Position 444: 4.5522305615927145e-08
Position 451: 2.716531352119666e-08
Position 86: 9.91978114111608e-10
Position 715: 9.44477313875815e-10
Position 82: 5.1039373572747035e-11
Position 88: 8.217255901706426e-12
Position 221: 2.332112561320391e-12
Position 149: 1.0889666810512059e-12
Position 115: 4.225820369475145e-13
Position 112: 3.100659370260003e-13
Position 125: 2.9087804998784306e-13
Position 181: 2.589618652899313e-13
Position 138: 2.0637674865632566e-13
Position 146: 1.8287187430635973e-13
Position 131: 1.2221928700524275e-13
Position 161: 1.1887375321708124e-13
Position 169: 6.892771234021542e-14
Position 110: 6.339581136596175e-14
Position 106: 5.640791949728129e-14
Position 97: 1.4351900464692232e-14
Position 143: 1.320351244085579e-15
