Gene = TCAF1
index = 1382
Annotated 5SS: [  195 26167 39354 39740 41061 41948 43332 45056]
Annotated 3SS: [25532 38358 39641 40846 41707 42993 44804 48012]
SMsplice 5SS: [  195 25667 38753 39354 39740 41860 43332 44707]
SMsplice 3SS: [25532 38358 39230 39641 41707 43242 44550 44804]
top_k =  500
Partition function (log Z): -27.908715253126076

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.5437748762871597
Position 129: 0.45409750650304004
Position 6745: 0.030157912450639937
Position 12741: 0.02131374343538455
Position 2210: 0.009231617107684848
Position 646: 0.005974445478350507
Position 5606: 0.004745758463376836
Position 13719: 0.0018454425347551697
Position 1593: 0.0018289423337362238
Position 3980: 0.0016046741159038693
Position 609: 0.0015286567311408117
Position 12572: 0.0014412357555096554
Position 557: 0.0010658310039656114
Position 173: 0.0009817231117386633
Position 1877: 0.000586866107153304
Position 218: 0.0005519499295772218
Position 360: 0.00047968458695628877
Position 4187: 0.0004742721285207523
Position 1408: 0.0004558480303021507
Position 1275: 0.0004167445226075944
Position 289: 0.0003370188892367176
Position 5746: 0.00033012626830135805
Position 605: 0.0003150430091143406
Position 8705: 0.00021822217749917414
Position 82: 7.516262328766934e-05
Position 227: 4.8632573401017495e-05
Position 733: 3.651275139024296e-05
Position 138: 1.9606860702534457e-05
Position 430: 1.6805135294128046e-05
Position 335: 1.4350472803472842e-05
Position 616: 1.3461874802333739e-05
Position 201: 8.249460163882136e-06
Position 676: 8.118151847976675e-06
Position 145: 7.384836519375529e-06
Position 845: 4.836935746552362e-06
Position 324: 3.4133140642938025e-06
Position 987: 1.0025560695687887e-06
Position 133: 7.222897889685364e-07
Position 1410: 6.68867593825895e-07
Position 792: 4.408917131717732e-07
Position 1343: 4.0922846517066174e-07
Position 546: 2.3027978890282438e-07
Position 385: 2.2227653082532856e-07
Position 907: 1.70028447301412e-07
Position 1351: 1.6103175778382653e-07
Position 933: 1.3884943334705884e-07
Position 540: 1.175297229055091e-07
Position 3: 7.055704301079202e-08
Position 199: 5.2882472768000626e-08
Position 1207: 4.7171082810099325e-08
Position 563: 3.667568591645987e-08
Position 879: 3.405240738666115e-08
Position 717: 2.3381714230508938e-08
Position 710: 1.864384992155817e-08
Position 877: 1.8348442609457687e-08
Position 1109: 1.0881847271644987e-08
Position 234: 3.157218690356674e-09
Position 241: 2.6594531186267183e-09
Position 863: 4.689020236339118e-10
Position 603: 4.3754370964031117e-10
Position 259: 2.636141176743867e-11
Position 300: 9.078676102078093e-21

Sorted 3' Splice Sites (High to Low Probability):
Position 25532: 0.8121465707576723
Position 12830: 0.0406871964282161
Position 6651: 0.03766280569118719
Position 13630: 0.03529629099319772
Position 12600: 0.023248972022844153
Position 14325: 0.015617987271418124
Position 10295: 0.015354024760570068
Position 433: 0.011771387606104019
Position 288: 0.010285051887815649
Position 1342: 0.008063928079193554
Position 10194: 0.007292780025074551
Position 12561: 0.0066240406150104925
Position 12676: 0.006604626087375916
Position 2102: 0.006244029765558937
Position 8806: 0.004792609789821211
Position 5522: 0.004767285022593777
Position 16548: 0.004597497321237951
Position 5156: 0.003992475077507369
Position 12424: 0.0030150347468365984
Position 10917: 0.0026421769633297354
Position 2895: 0.002281663964462934
Position 11216: 0.0018424686469928268
Position 3876: 0.001474766494144897
Position 11457: 0.0013377518221514002
Position 2129: 0.0013109630938015712
Position 355: 0.0010041360763825868
Position 2132: 0.0008742435953265876
Position 5438: 0.000815122978590466
Position 7479: 0.000757742485336497
Position 10321: 0.0007218913921420562
Position 1511: 0.000712820079502162
Position 1191: 0.0006024655776116058
Position 7340: 0.0005678155188153474
Position 2113: 0.000484676326225768
Position 9952: 0.00047918944251427553
Position 7963: 0.00047876473190098796
Position 9785: 0.00041656937128049576
Position 1773: 0.0003695754947741906
Position 6891: 0.0003631982538365187
Position 8587: 0.0003194812881651768
Position 4029: 0.0002976301093270533
Position 6603: 0.00029368543183364156
Position 5935: 0.00029127736629093475
Position 8708: 0.00026892428540972876
Position 5298: 0.0002573011687676337
Position 6771: 0.00023482933358908424
Position 3701: 0.00022850850205118715
Position 5548: 0.00022692739826668618
Position 706: 0.00022534637707396528
Position 6939: 0.0002047370199661838
Position 3711: 0.00015232006697595617
Position 7518: 0.00015156017259701447
Position 6493: 0.00015113257728482802
Position 1455: 0.00015096124829905836
Position 1874: 0.00014087441835879108
Position 3959: 0.00012709887061543816
Position 455: 0.00011465464967731205
Position 1968: 0.00011461119184326213
Position 7035: 0.00010831910108783834
Position 4325: 0.00010238081436015019
Position 2557: 9.720412818863886e-05
Position 2019: 9.359270065083662e-05
Position 3543: 9.127639973187103e-05
Position 5367: 9.086034278058478e-05
Position 531: 8.714844484914295e-05
Position 5875: 8.381643454570389e-05
Position 1994: 8.33730751277067e-05
Position 4854: 8.273013163262355e-05
Position 2650: 8.227445645087787e-05
Position 4908: 7.66131399735163e-05
Position 5331: 7.37437033117706e-05
Position 1740: 6.77762554889238e-05
Position 4177: 6.736627282544842e-05
Position 3416: 6.724264809114869e-05
Position 2861: 6.472212272564315e-05
Position 6830: 6.426254608709997e-05
Position 3819: 6.370680439225665e-05
Position 2833: 6.005796334084508e-05
Position 4741: 5.4352057656661527e-05
Position 3054: 5.2686375059743825e-05
Position 3984: 5.2000689210951355e-05
Position 2287: 5.175342272965257e-05
Position 1055: 4.789612918548577e-05
Position 405: 4.756092757975197e-05
Position 2454: 4.346915405629305e-05
Position 3929: 3.545372330549478e-05
Position 2587: 3.485224489204462e-05
Position 1427: 3.4023597100825716e-05
Position 1458: 3.103958023049566e-05
Position 1407: 2.834789454312056e-05
Position 1297: 2.7257167834150684e-05
Position 1711: 2.4861919998062332e-05
Position 1289: 2.4605360202472703e-05
Position 2957: 2.3572327947617132e-05
Position 3057: 2.2025738054503913e-05
Position 1759: 2.166025084573505e-05
Position 3034: 2.034297005967774e-05
Position 3263: 1.9427834252310315e-05
Position 2243: 1.913740735822625e-05
Position 725: 1.7551293795971646e-05
Position 4155: 1.570466397440177e-05
Position 4297: 1.3253404868398012e-05
Position 1674: 1.3181230707807535e-05
Position 1004: 1.111373732216136e-05
Position 1650: 1.0514724041100922e-05
Position 703: 9.706874558203094e-06
Position 3525: 8.956381407650988e-06
Position 740: 7.616650098391497e-06
Position 2905: 6.859354109902399e-06
Position 888: 6.310128476693825e-06
Position 1562: 3.878223622388588e-06
Position 239: 2.117972209855827e-06
Position 3724: 2.033942926077585e-06
Position 1132: 1.8618674440923634e-06
Position 551: 1.851788760293841e-06
Position 1906: 1.3871466888769825e-06
Position 509: 1.3798121521571813e-06
Position 1061: 1.0273690173552995e-06
Position 579: 9.63502843041269e-07
Position 1834: 5.6500839677879e-07
Position 556: 5.19570343572303e-07
Position 1780: 4.473443920500216e-07
Position 1592: 3.5646751026054716e-07
Position 458: 2.0126088178315164e-07
Position 1071: 1.5327853202462783e-07
Position 536: 1.5239009283816832e-07
Position 587: 1.517859421413581e-07
Position 668: 9.527070615632021e-08
Position 408: 7.831774960082025e-08
Position 295: 1.0839665098292347e-08
Position 784: 4.805353781785021e-09
Position 310: 3.4868331337979184e-09
Position 81: 3.3588525101330194e-09
Position 199: 3.0864977667083653e-09
Position 110: 1.6976237531495581e-09
Position 78: 1.5167083526109455e-09
Position 297: 1.487975904783058e-09
Position 250: 1.338302553049422e-09
Position 781: 9.983658915284158e-10
Position 215: 9.0475096711042e-10
Position 466: 8.035663818563169e-10
Position 758: 7.054606797497504e-10
Position 1575: 6.621594195746999e-10
