Gene = SSR2
index = 1341
Annotated 5SS: [  72  947 2690 5999 9150]
Annotated 3SS: [  791  2590  5889  9071 11308]
SMsplice 5SS: [  72  947 9150]
SMsplice 3SS: [  840  9071 11308]
top_k =  500
Partition function (log Z): -2.637556620730917

Sorted 5' Splice Sites (High to Low Probability):
Position 947: 0.9796606863893049
Position 72: 0.9330826612547346
Position 5999: 0.4949537381179023
Position 2690: 0.4845364955863838
Position 9150: 0.36400996869310376
Position 9186: 0.2993488702735231
Position 1879: 0.28084314713263114
Position 2828: 0.13197907089028613
Position 8575: 0.07808519744327286
Position 7658: 0.06828569004140209
Position 11480: 0.06316592870515726
Position 9244: 0.0533788190061264
Position 536: 0.03544932923683911
Position 2708: 0.03328709642810124
Position 5807: 0.025158002930740737
Position 147: 0.01985627715910589
Position 741: 0.017276684214986675
Position 9985: 0.016864866860014645
Position 2758: 0.015346397895267525
Position 6068: 0.013820665488772862
Position 8683: 0.01217582249843748
Position 623: 0.011229298144790028
Position 2718: 0.008181341085490668
Position 2963: 0.0077719022004179355
Position 4109: 0.007725988089703574
Position 1173: 0.006879398548828772
Position 6650: 0.005984876666560156
Position 1156: 0.005341369031807943
Position 326: 0.003884427706218001
Position 9473: 0.0037719609818931896
Position 336: 0.0037464302554728037
Position 10830: 0.0034849310720728895
Position 11501: 0.0031144098864348386
Position 8565: 0.002944748548095914
Position 233: 0.002516744325849127
Position 7793: 0.002178440960053255
Position 4325: 0.0019368494383009503
Position 694: 0.0019197382130228722
Position 454: 0.001803777241913818
Position 361: 0.0017998492987708076
Position 9259: 0.001680528582490092
Position 4319: 0.0016127968855642542
Position 4491: 0.0016077817281555462
Position 6707: 0.0014756532376677843
Position 2843: 0.0011254751499101662
Position 11692: 0.0010701455770974653
Position 759: 0.0008489195871576397
Position 2515: 0.0007538891822606912
Position 1765: 0.0007402204020656333
Position 121: 0.0007354211633132304
Position 198: 0.0005772378384625707
Position 614: 0.000435026955519559
Position 2205: 0.00040988987619462497
Position 4121: 0.000341962855502546
Position 1344: 0.00032914667021549855
Position 2470: 0.0003210141514841849
Position 644: 0.00026138362114409613
Position 1499: 0.00016341331985063272
Position 1824: 0.00014576499770787736
Position 752: 0.00010173922033568519
