Gene = TMEM88B
index = 1455
Annotated 5SS: [258]
Annotated 3SS: [1425]
SMsplice 5SS: [258]
SMsplice 3SS: [1425]
top_k =  500
Partition function (log Z): -5.695362601452175

Sorted 5' Splice Sites (High to Low Probability):
Position 258: 0.9984127567228142
Position 521: 0.013497383686000213
Position 731: 0.006245121458413735
Position 527: 0.005541701423157542
Position 4: 0.0018910787552404013
Position 204: 0.00046558584280690426
Position 43: 0.00043338774546914657
Position 489: 0.000379195520980476
Position 371: 0.0003183164836885203
Position 273: 0.0003123146906251954
Position 775: 0.00024570258845841116
Position 1055: 0.0001997656623853249
Position 576: 0.00019723972850577436
Position 567: 0.0001556985529255989
Position 122: 0.000136781378600971
Position 119: 0.00013578073076139706
Position 667: 0.0001187233002410787
Position 1147: 6.920332057704623e-05
Position 46: 5.807971015054618e-05
Position 266: 4.875522004859504e-05
Position 645: 3.221475604442499e-05
Position 319: 3.198453469676974e-05
Position 543: 2.5542381623548663e-05
Position 373: 2.384815870634582e-05
Position 294: 2.186223413550034e-05
Position 110: 1.407366895380604e-05
Position 304: 1.2554836693256207e-05
Position 847: 5.678533387597119e-06
Position 245: 5.624104140274674e-06
Position 462: 3.024624035615239e-06
Position 833: 1.4688121394163056e-06
Position 332: 9.39682886630913e-07
Position 1449: 3.1466499619092414e-07
Position 228: 3.98838614515726e-10
Position 310: 7.846094770655072e-11
Position 225: 2.1923123425365077e-11
Position 357: 2.0188553254270347e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1425: 0.7899994091274872
Position 364: 0.07514280461748388
Position 345: 0.04523282153838815
Position 1468: 0.035663539516142435
Position 665: 0.024259879008859703
Position 1375: 0.023627584848974526
Position 389: 0.012446219818138551
Position 975: 0.0036277708153420354
Position 922: 0.0031068713706119194
Position 366: 0.0026880013240088976
Position 859: 0.0025208606635940094
Position 1341: 0.0018786885585249421
Position 192: 0.001646370535622957
Position 619: 0.0015582075164582662
Position 592: 0.0009982079242752708
Position 451: 0.000713880493372796
Position 643: 0.000547383722887633
Position 495: 0.0004262319246676553
Position 876: 0.00042590484170906243
Position 117: 0.00034780187024524806
Position 95: 0.00030248891784229046
Position 576: 0.0002931434249288461
Position 630: 0.00028545878345270667
Position 403: 0.00025213881852339083
Position 804: 0.0001673314857457091
Position 475: 0.00015508368297475973
Position 326: 0.00012844587076834508
Position 599: 9.451641729224198e-05
Position 505: 9.250610704700924e-05
Position 415: 8.035421989913782e-05
Position 484: 5.931993301715886e-05
Position 421: 5.926190870782073e-05
Position 1555: 4.937450176340394e-05
Position 727: 4.3348902364945256e-05
Position 549: 2.7640264243067145e-05
Position 747: 2.6037138192305602e-05
Position 457: 1.541322191472768e-05
Position 516: 1.2535902878684903e-05
Position 817: 1.0890701835952764e-05
Position 102: 8.187895275594072e-06
Position 667: 7.273158011253524e-06
Position 555: 5.1461350405939325e-06
Position 792: 4.849199385198829e-06
Position 558: 8.35984376376296e-07
Position 775: 6.264829917611343e-07
Position 740: 4.3309243333992555e-07
Position 765: 3.297595573895263e-07
Position 1632: 2.898401602705935e-07
Position 256: 1.502585691340828e-09
Position 427: 3.697788978922582e-10
Position 430: 3.5461490503478446e-10
Position 288: 1.1274922836922273e-12
Position 262: 3.910066760056743e-15
Position 304: 7.512581110409842e-16
