Gene = HYI
index = 669
Annotated 5SS: [ 395  604 1785 2055 2192 2342 2580]
Annotated 3SS: [ 491 1669 1975 2141 2271 2444 2677]
SMsplice 5SS: [ 395  604 1785 2055 2192 2342 2580]
SMsplice 3SS: [ 491 1669 1975 2141 2271 2444 2677]
top_k =  500
Partition function (log Z): 7.733873702482738

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9979926003548644
Position 2192: 0.9065366570806039
Position 2342: 0.8590748597109913
Position 604: 0.8217105722268708
Position 1785: 0.7903839543296209
Position 2055: 0.7554779640807744
Position 2580: 0.6158989175236119
Position 2562: 0.34289173205656326
Position 577: 0.16711372260946367
Position 1895: 0.06474820846765952
Position 1379: 0.057266501156958444
Position 2162: 0.04317020867233655
Position 1360: 0.02602373642681252
Position 1087: 0.01942004884943283
Position 959: 0.012580893013162104
Position 2338: 0.009471577568482593
Position 1459: 0.007454919285158317
Position 1864: 0.007242937030448698
Position 2206: 0.004589169741013885
Position 741: 0.004472582680063167
Position 1555: 0.0033997002786240256
Position 916: 0.002811950732321847
Position 1882: 0.0027445968386948186
Position 1794: 0.001965283635951841
Position 655: 0.0016392166401765773
Position 1401: 0.0014188188743167393
Position 734: 0.001337843185488498
Position 2566: 0.0008768919195086736
Position 1620: 0.0008349237036585652
Position 2256: 0.0007513941723100568
Position 1824: 0.0005352516244596742
Position 572: 0.0004932785672813398
Position 1267: 0.00044385135961676496
Position 1828: 0.0003770195185315492
Position 709: 0.0003634853181354357
Position 1394: 0.0003335890888153951
Position 265: 0.00032765330362881715
Position 728: 0.00032669579193860747
Position 1430: 0.00030893206680038075
Position 2849: 0.00028183703681359954
Position 87: 0.0002778322306810037
Position 373: 0.0002753760586000256
Position 21: 0.0002717066926864856
Position 2029: 0.0002603047148787995
Position 2748: 0.00024268292944301805
Position 315: 0.00023657640483227323
Position 856: 0.00016949658934040468
Position 1169: 0.00012472598581127726
Position 1012: 0.00011208554513568194
Position 1183: 7.937704004982738e-05
Position 2253: 7.869995671163625e-05
Position 1600: 6.722856620391038e-05
Position 2860: 6.452900779541255e-05
Position 1440: 6.433915509421546e-05
Position 304: 5.352435094936848e-05
Position 1318: 5.244116204500574e-05
Position 1260: 3.828826880453359e-05
Position 1299: 2.3591247072405055e-05
Position 1692: 2.0987043721758047e-05
Position 2243: 1.1967145371087596e-05
Position 2456: 1.09023301285648e-05
Position 2652: 1.0419488885510025e-05
Position 1773: 9.629584235904081e-06
Position 46: 6.445332553521184e-06
Position 1830: 5.685010355560904e-06
Position 1844: 5.572906678908214e-06
Position 1091: 4.631260476227379e-06
Position 399: 4.205545043887537e-06
Position 633: 3.262899937079751e-07
Position 81: 2.8695787684838523e-07
Position 91: 2.2883771496987112e-07
Position 432: 1.9523938370447993e-07
Position 695: 1.9034217745208052e-07
Position 755: 1.8013785895129374e-07
Position 225: 5.068443511613545e-08
Position 456: 3.6391000065291965e-08
Position 34: 2.9768775798968835e-08
Position 2465: 1.1412663289633853e-08
Position 2555: 8.346217815350645e-09
Position 2196: 7.852236796632754e-09
Position 2686: 2.993782359966601e-09
Position 454: 1.9566658129211645e-09
Position 298: 2.3121826562543005e-10
Position 527: 4.2758175471758716e-11
Position 597: 1.938728570441302e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2141: 0.9767891696292926
Position 491: 0.9720421299756282
Position 2444: 0.9489003898174958
Position 2677: 0.8860138648359391
Position 1669: 0.8721391466906135
Position 2271: 0.8499566221654008
Position 1975: 0.39088447861575304
Position 1957: 0.31045033486978846
Position 1213: 0.07856785461385235
Position 2780: 0.021479895200562423
Position 654: 0.01861993896636513
Position 494: 0.018030783681605857
Position 2455: 0.015038074158807884
Position 1881: 0.013302546183495615
Position 2029: 0.012271633207261805
Position 984: 0.011807839633691872
Position 2914: 0.011244502423737463
Position 2680: 0.010949778139026338
Position 2289: 0.009421789037718025
Position 1276: 0.008834723941415363
Position 1554: 0.008060762897942702
Position 2917: 0.007760714924443521
Position 2887: 0.00656168912529395
Position 1978: 0.00601522803648581
Position 942: 0.005969698643078842
Position 2972: 0.005745247965955411
Position 2723: 0.005679376922616425
Position 1501: 0.005298425759828705
Position 2818: 0.004921063184665893
Position 2397: 0.004833516580896509
Position 2256: 0.0027269742584877564
Position 2464: 0.002679036731340864
Position 2158: 0.0024903508508647954
Position 1999: 0.0023226994131853715
Position 1911: 0.002226065951980171
Position 1942: 0.0020532032994263873
Position 1283: 0.001977727907110231
Position 1784: 0.0017781284294570356
Position 887: 0.0017358267490857257
