Gene = NANS
index = 910
Annotated 5SS: [  202  4259 20279 21609 24344]
Annotated 3SS: [ 4042 20178 21453 24076 26106]
SMsplice 5SS: [  202  4210 20279 21609 24265]
SMsplice 3SS: [ 4042 20178 21322 24110 26106]
top_k =  500
Partition function (log Z): -14.866974271563414

Sorted 5' Splice Sites (High to Low Probability):
Position 202: 0.9999184128626666
Position 4210: 0.6616159025101381
Position 7354: 0.1408090555495138
Position 4259: 0.10621491421677813
Position 524: 0.08486296322138943
Position 8219: 0.04642276242072186
Position 3717: 0.03731259946890331
Position 6325: 0.017635936456238482
Position 439: 0.014056179522456662
Position 11844: 0.01149446343073123
Position 909: 0.006605792640086495
Position 9694: 0.006349486178282726
Position 2111: 0.005735400398337219
Position 1911: 0.00509234779661477
Position 13000: 0.004465412226685367
Position 1456: 0.0038090632366037337
Position 3798: 0.0031221059581193174
Position 4150: 0.002558008284053473
Position 4223: 0.002430762539677149
Position 462: 0.0021257064755649552
Position 367: 0.0017841735006592795
Position 380: 0.0014331844176980189
Position 1725: 0.0008258961735450465
Position 3608: 0.0008115889090131478
Position 422: 0.0008064928002853553
Position 2562: 0.0008025508104163175
Position 2634: 0.0007502649022218724
Position 5660: 0.0003775884057768436
Position 4407: 0.00021216261188991372
Position 4605: 0.00018890111946711955
Position 5653: 0.00015986195309166502
Position 106: 4.041044448671409e-05
Position 39: 1.647395244980206e-05
Position 1699: 1.0048545633485806e-05
Position 1584: 8.287763136684122e-06
Position 2428: 5.845511166810129e-06
Position 365: 5.699820249810402e-06
Position 3262: 5.609511947643728e-06
Position 6129: 4.70523061428215e-06
Position 2821: 3.999660518966013e-06
Position 90: 1.5038626679121949e-06
Position 42: 9.839949413327493e-07
Position 683: 9.385299749838704e-07
Position 1458: 7.819270793315002e-07
Position 660: 6.323892133437532e-07
Position 172: 4.949528445301595e-07
Position 722: 3.5693841465262934e-07
Position 4525: 3.3979393810452915e-07
Position 295: 3.19500841036116e-07
Position 702: 9.435622335678718e-08
Position 303: 8.526216805981199e-08
Position 699: 6.182757208655974e-08
Position 92: 4.7538890927863506e-08
Position 503: 2.3888639911286468e-08
Position 782: 2.2094068130400852e-08
Position 651: 1.3109407089991402e-08
Position 529: 1.2829835883689334e-08
Position 3: 9.958282044507258e-09
Position 326: 1.0541883076135953e-09
Position 123: 1.0852430154174562e-10
Position 331: 1.6376812192307762e-14
Position 433: 1.2068818876636568e-21

Sorted 3' Splice Sites (High to Low Probability):
Position 4042: 0.7154165488958645
Position 13313: 0.22606538972380705
Position 7254: 0.15428253514501103
Position 13405: 0.146165550568336
Position 326: 0.13117067688632716
Position 11420: 0.07718331442713654
Position 9436: 0.0597652567166665
Position 6065: 0.05566670150265896
Position 14090: 0.05349191182670428
Position 6122: 0.03720796074751571
Position 3564: 0.03534235930033397
Position 6218: 0.03452655610022436
Position 11731: 0.033399235103070926
Position 7907: 0.03298726523904711
Position 17092: 0.027522097576073847
Position 3999: 0.02609470924343256
Position 8597: 0.02605656316545004
Position 7892: 0.02537965175400619
Position 15693: 0.01739799289689702
Position 8017: 0.014299620184965518
Position 15301: 0.013184261513596493
Position 6529: 0.01257757233217969
Position 612: 0.012450636765683466
Position 4147: 0.011286346886492677
Position 7295: 0.011020115949316074
Position 11025: 0.010706880585603262
Position 4106: 0.010676858480744707
Position 8046: 0.00924177903996742
Position 12719: 0.008941455797653092
Position 8618: 0.008667180221576153
Position 3636: 0.007898283576284618
Position 1823: 0.007689044956657057
Position 4294: 0.006254174556191203
Position 9936: 0.0060413096599673905
Position 10333: 0.0052280839425544665
Position 4072: 0.00457257981613049
Position 8927: 0.004497377218475436
Position 4374: 0.004280187847574938
Position 10418: 0.0039016634215756187
Position 6823: 0.003888425341192774
Position 4132: 0.003795149701711185
Position 1796: 0.0036929662810279793
Position 7460: 0.003501218876154231
Position 6061: 0.0033485035446377113
Position 5751: 0.003220780601020054
Position 5803: 0.0032125625783574426
Position 3598: 0.0031502044377116935
Position 1210: 0.0027591682865082253
Position 9716: 0.0027582633047234938
Position 10583: 0.0026799079035282614
Position 6242: 0.0025741825160982904
Position 10489: 0.002381009276671147
Position 5906: 0.00223972163549871
Position 7535: 0.0022171120170687846
Position 1583: 0.0018599133081911574
Position 9675: 0.0018264136394258424
Position 399: 0.0016177667137040953
Position 10631: 0.0015922731838277039
Position 8329: 0.00153743709067365
Position 4182: 0.0013775656618933464
Position 9845: 0.0013578161160611396
Position 4297: 0.0013184959523672845
Position 6597: 0.0012652636537788685
Position 4336: 0.0011677629764740452
Position 4066: 0.0011575271652790396
Position 445: 0.001146398313612172
Position 2200: 0.001120483032309775
Position 7171: 0.0010757185112724875
Position 581: 0.0010330444619239278
Position 7268: 0.0008874216863577186
Position 9343: 0.0007742022791829904
Position 5832: 0.0007607956012958715
Position 1362: 0.000745710429738685
Position 5949: 0.0007199950307780272
Position 6370: 0.0006400479705615026
Position 5532: 0.0006195003467621301
Position 2467: 0.0006004433100000539
Position 1278: 0.000567586098080999
Position 3681: 0.0005414333433416554
Position 3979: 0.0005324448819833947
Position 4011: 0.0005234711758184097
Position 6292: 0.0005231591807306148
Position 1910: 0.0004426261609105245
Position 8550: 0.0004330861932347053
Position 3903: 0.0004258869643536609
Position 4794: 0.0004236994900199979
Position 2305: 0.000414414657011196
Position 2470: 0.00040163182238736595
Position 2545: 0.00038888748971515073
Position 6738: 0.000375623620211418
Position 402: 0.00037190580292547303
Position 7856: 0.0003296401692435151
Position 3404: 0.0003229573777022617
Position 1388: 0.0003047756474552605
Position 2720: 0.000278207389958526
Position 776: 0.0002528494911856521
Position 825: 0.00025244898862280656
Position 3008: 0.00024315476456730333
Position 5806: 0.00022053264304639728
Position 1206: 0.00020501830731711442
Position 1829: 0.0001737923249699463
Position 5234: 0.0001650125202693482
Position 2860: 0.00014214196618315945
Position 1142: 0.00013498533772302425
Position 5572: 0.0001127447600168638
Position 632: 0.00010279988176956306
Position 749: 7.981368573421117e-05
Position 2006: 7.131466755842004e-05
Position 548: 7.091203516500345e-05
Position 2701: 6.736049847998252e-05
Position 2680: 6.257675519315442e-05
Position 1856: 5.895654626451683e-05
Position 3116: 5.804764805567074e-05
Position 5575: 5.1724761680440875e-05
Position 2033: 5.112813568422286e-05
Position 2561: 4.861060151407299e-05
Position 1302: 4.813719252326548e-05
Position 2239: 4.0427775962635256e-05
Position 2244: 4.019807568949546e-05
Position 2044: 3.8171620566137415e-05
Position 527: 3.5234447211331296e-05
Position 734: 3.295582952101814e-05
Position 2164: 3.0435175808158646e-05
Position 1761: 2.8067076920143616e-05
Position 1078: 2.8054783669755126e-05
Position 462: 2.368337057609328e-05
Position 2140: 2.3432237597215542e-05
Position 2329: 2.3082876174507483e-05
Position 964: 2.1687557663921708e-05
Position 1008: 1.994766729536059e-05
Position 1669: 1.9049869848646722e-05
Position 841: 1.8834769226063895e-05
Position 1122: 1.663809993358078e-05
Position 1116: 1.353848406869125e-05
Position 1455: 2.1797345134799816e-06
Position 1441: 6.965141313770953e-07
Position 1916: 6.437589262582152e-07
Position 1862: 6.356447771459308e-07
Position 1978: 6.263073423184472e-07
Position 3182: 6.214553264126653e-07
Position 1826: 4.964875643253095e-07
Position 1755: 4.83548909602818e-07
Position 3135: 4.808012427068346e-07
Position 466: 4.667346036193999e-07
Position 1949: 4.488023650179956e-07
Position 271: 3.778619051616425e-07
Position 1228: 3.68133080931083e-07
Position 1568: 2.746718163669575e-07
Position 620: 2.6222922325645683e-07
Position 2492: 2.5612317801104127e-07
Position 2447: 2.390357158395191e-07
Position 1364: 9.556003819534152e-08
Position 1955: 8.472988192329008e-08
Position 1327: 7.343036250884896e-08
Position 1414: 2.488494091110726e-08
Position 699: 1.882092766364002e-08
Position 641: 1.6969211674855745e-08
Position 870: 1.5861509751091215e-08
Position 1314: 1.1320736400206035e-08
Position 141: 9.777782063929123e-09
Position 159: 7.789823950025844e-09
Position 476: 6.966464183896243e-09
Position 709: 4.090426961702262e-09
Position 150: 2.9605671862385136e-09
Position 874: 2.160033275362484e-09
Position 556: 2.141761412785231e-09
Position 267: 2.1260721448174857e-09
Position 175: 1.2420539010775114e-09
Position 905: 1.229421303892108e-09
Position 722: 1.157900594543026e-09
Position 651: 4.6279249760794533e-10
Position 888: 3.463787819865441e-10
Position 862: 2.962914906125624e-10
Position 201: 6.618222535508855e-11
Position 529: 3.6016815876547545e-11
Position 81: 2.9736130103260265e-11
Position 180: 2.293096538591769e-11
Position 622: 1.9476412038331656e-11
Position 87: 5.752786253516843e-12
