Gene = MCIDAS
index = 821
Annotated 5SS: [ 297  481  740 4365 5140 6300]
Annotated 3SS: [ 383  647 4291 4915 6188 6508]
SMsplice 5SS: [ 297  481  740 4365 6300]
SMsplice 3SS: [ 383  647 4291 6188 6508]
top_k =  500
Partition function (log Z): 1.7150291933517958

Sorted 5' Splice Sites (High to Low Probability):
Position 481: 0.9947705362493203
Position 6300: 0.9852424421497825
Position 297: 0.9801218749786011
Position 740: 0.7977010978350756
Position 3753: 0.32125229979350656
Position 4587: 0.16473326912171216
Position 4059: 0.15115023162145855
Position 4710: 0.149868990194433
Position 5140: 0.08991565475542297
Position 4096: 0.08324332133981238
Position 3279: 0.0753233480281424
Position 4454: 0.06942413335578107
Position 2930: 0.05587424510087871
Position 1062: 0.04955621934312026
Position 3211: 0.044494239511308015
Position 4346: 0.037609815248779294
Position 5232: 0.032454701243618204
Position 4451: 0.021640770251996466
Position 5086: 0.015950097648672616
Position 4369: 0.012968387890488438
Position 6810: 0.011922200192319982
Position 4585: 0.009477624721364559
Position 4038: 0.009241295542872422
Position 6291: 0.006752877362445078
Position 1256: 0.006563167637195998
Position 3162: 0.005635967324200985
Position 3965: 0.00420127598990167
Position 1516: 0.002823713977605769
Position 857: 0.002733891873517463
Position 2233: 0.0025208459046255835
Position 6599: 0.002246353639105848
Position 531: 0.0021605388820408826
Position 5652: 0.0021105866487843164
Position 6419: 0.002032089960625452
Position 2851: 0.0017058044334109079
Position 3525: 0.0014784495063943394
Position 3203: 0.0011108347967881947
Position 3252: 0.0010155699565649102
Position 6412: 0.000981994612697462
Position 4654: 0.0007858769171969511
Position 3608: 0.0006615991694709414
Position 110: 0.000583181181062263
Position 305: 0.0005596954869688804
Position 3035: 0.0005375399347667623
Position 2063: 0.0005102154893613791
Position 6945: 0.00048265841177384724
Position 919: 0.0004260571203123324
Position 3600: 0.00029360744593992554
Position 2262: 0.00026258620647747665
Position 3044: 0.0002522397196727173
Position 1929: 0.0002171215856645316
Position 3827: 0.00017695294898499545
Position 47: 0.00016496013703660612
Position 700: 0.0001547724292127551
Position 185: 0.00014036435337751247
Position 1326: 0.00013997924525263166
Position 720: 0.0001368674636113705
Position 7087: 0.00011040415130223782
Position 1066: 0.00010359258342357634
Position 1895: 9.193233649887146e-05
Position 440: 8.078269868598155e-05
Position 434: 5.3850314127394995e-05
Position 2217: 5.0235177948014786e-05
Position 513: 4.89526032694833e-05
