Gene = GEMIN5
index = 584
Annotated 5SS: [  242  1185  2369  6111  6752  9683 10825 12348 13741 16867 18243 20279
 21212 25311 26483 30619 32847 33703 35130 35671 36871 39019 39770 42118
 45823 46969 48889]
Annotated 3SS: [ 1023  2186  5958  6631  9549 10658 12134 13654 16783 18105 20204 21029
 25170 26310 30390 32732 33579 35033 35532 36722 38898 39558 41865 45659
 46466 48791 49831]
SMsplice 5SS: [  242  2369  6111  6752  9683 10825 12348 13741 16867 18243 20279 21212
 25311 26483 30619 33703 34756 35130 35671 36871 37794 39019 39770 42118
 45823 46752 48889 49992]
SMsplice 3SS: [ 2186  5958  6631  9549 10658 12231 13654 16783 18105 20204 21029 25170
 26310 30437 33579 34436 34899 35532 36722 37704 38898 39693 41865 45659
 46466 48791 49884 50095]
top_k =  500
Partition function (log Z): 36.757271358961695

Sorted 5' Splice Sites (High to Low Probability):
Position 18243: 0.9856364073990888
Position 21212: 0.9720025118976775
Position 12348: 0.9719808414703554
Position 26483: 0.9567909400499982
Position 45823: 0.9545250960270063
Position 36871: 0.9513914680605017
Position 35671: 0.951309281928882
Position 6752: 0.9414646737781077
Position 39019: 0.9393960412864931
Position 6111: 0.9384924467535841
Position 25311: 0.9125658016534838
Position 242: 0.9084621200201437
Position 9683: 0.9052492367213869
Position 33703: 0.9035015286983966
Position 2369: 0.8941408878264923
Position 42118: 0.8675650388859816
Position 34756: 0.826297060833625
Position 39770: 0.8211621973738518
Position 20279: 0.8009595010616576
Position 30619: 0.7847949914793205
Position 46752: 0.7660079451856551
Position 13741: 0.7295380783534715
Position 48889: 0.6814467858254926
Position 1185: 0.6780602442928245
Position 16867: 0.607223103283245
Position 10825: 0.6071477157978454
Position 49992: 0.5932135093777797
Position 37794: 0.5904243926549941
Position 35130: 0.5618343159334458
Position 25680: 0.5332211195174703
Position 46969: 0.5112793214754797
Position 14063: 0.40972803628719323
Position 35399: 0.39535058430175085
Position 7674: 0.3845031993275575
Position 884: 0.32082421329901195
Position 34138: 0.30202199101097127
Position 8025: 0.28284492912070186
Position 33982: 0.2728692888332414
Position 12135: 0.2162978938687579
Position 46613: 0.21613926378295623
Position 32847: 0.1927399746935985
Position 8139: 0.1676611663037019
Position 16419: 0.14610699070598804
