Gene = RAB29
index = 1107
Annotated 5SS: [ 174  614 2951 3975 4714]
Annotated 3SS: [ 359 2878 3792 4591 4992]
SMsplice 5SS: [ 614 2951 3975 4714]
SMsplice 3SS: [2878 3792 4591 4992]
top_k =  500
Partition function (log Z): 1.7341015275162763

Sorted 5' Splice Sites (High to Low Probability):
Position 3975: 0.9852341188706752
Position 4714: 0.9476206719304275
Position 614: 0.9039512005656094
Position 2951: 0.8257831875045171
Position 174: 0.3550710463599558
Position 5141: 0.14113778019303463
Position 178: 0.11878383990110476
Position 1249: 0.06040290117203407
Position 1334: 0.05695969677845555
Position 6273: 0.056944499264940385
Position 5104: 0.05541193387166535
Position 3690: 0.03302496185853672
Position 7233: 0.02627958193169931
Position 1013: 0.0220428143379713
Position 845: 0.02123018324991367
Position 2424: 0.021212119228396574
Position 2686: 0.021111618392181408
Position 607: 0.020875303652598234
Position 1008: 0.017578847922525422
Position 4838: 0.01739038703717985
Position 239: 0.014316873884672131
Position 4434: 0.013389446765150541
Position 4115: 0.013178464519970163
Position 5080: 0.012895352097708356
Position 372: 0.01237874636918209
Position 5092: 0.010332571084826755
Position 286: 0.009455436005745286
Position 5221: 0.007444273314422758
Position 118: 0.006659985184202157
Position 6309: 0.005220103358887007
Position 6353: 0.00517808969642814
Position 4745: 0.0046175863800300395
Position 183: 0.004182171645512053
Position 1438: 0.00361168660534186
Position 4273: 0.0036000584672725372
Position 3948: 0.002839930291596108
Position 1850: 0.0027952866651683294
Position 73: 0.00276064076865753
Position 5109: 0.002473545774420117
Position 7230: 0.0021799072744440075
Position 6525: 0.002134907022700056
Position 45: 0.00186030062262703
Position 3613: 0.0017066775309174523
Position 7142: 0.001521859135578976
Position 3899: 0.0010193617023706637
Position 3097: 0.00100950378782867
Position 4662: 0.0008021707020485098
Position 3171: 0.0007807236232322658
Position 6238: 0.0007738211173757076
Position 6681: 0.0006963617549849545
Position 318: 0.0006451430289986901
Position 3194: 0.0004892015567896765
Position 406: 0.000407882772446369
Position 230: 0.00035186010481771187
Position 4019: 0.0003513385019015562
Position 3219: 0.00028729701492566834
Position 4410: 0.0002688503937344501
Position 2956: 0.000268137755175298
Position 4521: 0.00022542226574017972
Position 376: 0.00018499557449069208
Position 630: 0.00016789268724839233
Position 2288: 0.0001648369637868856
Position 7240: 0.00015542940620777185
Position 1064: 0.00014949389726860889
Position 730: 0.00014693634635468502
Position 1838: 0.00013201656333510962
Position 168: 0.00010937687443725513
Position 1139: 7.738740833185689e-05
Position 5150: 6.23233813689927e-05
Position 198: 5.501555790387689e-05
Position 330: 5.1342939616931615e-05
Position 422: 5.079044665526285e-05
Position 312: 4.222452222566724e-05
Position 5810: 3.9886714811576206e-05
Position 93: 2.1261831585623006e-05
Position 214: 2.1005777096644594e-05
Position 600: 7.510627828653103e-06
Position 323: 6.767679230173999e-06
Position 621: 6.2833230535898154e-06
Position 203: 6.004362095126949e-06
Position 559: 4.43478893648314e-06
Position 4718: 3.980752804613745e-06
Position 350: 3.934314593778058e-06
Position 738: 2.7048679656552654e-06
Position 4636: 2.3133559477042843e-06
Position 4641: 1.897814681030326e-06
Position 688: 1.4122294849662353e-06
Position 116: 1.3639835631951104e-06
Position 6188: 1.2813484645119164e-06
Position 693: 6.590555652137138e-07
Position 77: 4.037912517676249e-07
Position 113: 3.506931278679763e-07
Position 5324: 2.508904623449847e-08
Position 140: 1.1150482956839622e-08
Position 5131: 1.460644275264795e-09
Position 30: 1.0344935448307559e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3792: 0.9746868424256306
Position 4992: 0.7053130315409435
Position 4591: 0.4857934387000479
Position 2878: 0.4667283986595073
Position 4613: 0.4596282014925246
Position 6998: 0.2587128537571261
Position 2840: 0.25133602118070186
Position 487: 0.22815386659607473
Position 7326: 0.11659497038605586
Position 6118: 0.10910583800534389
Position 354: 0.10775793197161741
Position 2895: 0.09234035166741769
Position 517: 0.05848536317415929
Position 915: 0.056142404746126834
Position 6432: 0.04222281121693264
Position 1248: 0.035635821224907986
Position 3566: 0.03160685989488892
Position 285: 0.022751332326504812
Position 2221: 0.02206461161613365
Position 1082: 0.022033425949660346
Position 5531: 0.02042853707411773
Position 7141: 0.019939934534520757
Position 6187: 0.017297178893373656
Position 1190: 0.01683900291024607
Position 810: 0.014931849893222666
Position 541: 0.014595089862939411
Position 4074: 0.012172726502906154
Position 359: 0.011992233016656676
Position 4551: 0.011685448401427127
Position 2616: 0.011039182573905938
Position 6202: 0.009932433868050273
Position 3886: 0.00948779324707729
Position 4150: 0.008765166960660816
Position 2856: 0.007990472258021922
Position 2600: 0.00776953917047752
Position 734: 0.007455885718957893
Position 5054: 0.006724846590402756
Position 6597: 0.00627608163705015
Position 3797: 0.00622280439150174
Position 2791: 0.005417462958693869
Position 4545: 0.005175318800565912
Position 497: 0.004666673325174331
Position 5544: 0.004539554762487459
Position 1012: 0.004517759680043594
Position 4617: 0.0044538749418304244
Position 1123: 0.004011333806921697
Position 395: 0.003953620652258508
Position 756: 0.002770791814188797
Position 4521: 0.0026120227542857687
Position 1115: 0.0024900318946173027
Position 1674: 0.0022572472236411993
Position 4313: 0.0022154949921739573
Position 7158: 0.002193073208752661
Position 7133: 0.0021198151828701263
Position 419: 0.0021180705565781543
Position 5588: 0.0018959882962012629
Position 1053: 0.0016865709674244048
Position 3736: 0.001659998839768363
Position 1154: 0.0016462494498315388
Position 2563: 0.0016058971410261975
Position 2168: 0.0014483582510828768
Position 976: 0.0014474935376611034
Position 2904: 0.0014303498257151374
Position 3531: 0.0012432857382976585
Position 3665: 0.001220475482741296
Position 4316: 0.0012139422582959382
Position 5751: 0.0011634532106453777
Position 1049: 0.0011380274244831622
Position 837: 0.0010614701619395678
Position 4383: 0.0010603782249265592
Position 3131: 0.0009830271604230026
Position 4641: 0.0009737964265342111
Position 1194: 0.0009542645485649802
Position 4224: 0.0009247541306435272
Position 4104: 0.000892974987340147
Position 1095: 0.0007690175793778552
Position 3375: 0.0007047258769154444
Position 3054: 0.0007022810086651253
Position 4661: 0.000700541665108941
Position 576: 0.000634115902324022
Position 5701: 0.0006328155670854351
Position 356: 0.0006291327793674976
Position 6645: 0.0005912278550347613
Position 5290: 0.0005620938646745621
Position 4964: 0.0005586243729151731
Position 5221: 0.0005500982452651112
Position 1504: 0.0005309615421185798
Position 4794: 0.0004867268933030039
Position 1270: 0.00044618479340304516
Position 402: 0.00041924512818580973
Position 7301: 0.0003881972990506812
Position 1333: 0.00032982766214890183
Position 1330: 0.000326105705242113
Position 564: 0.000319009620512417
Position 4407: 0.0003180634661003093
Position 4338: 0.0003153112991416326
Position 404: 0.00030986310503181393
Position 4174: 0.00030670196296414743
Position 1031: 0.00030381728014855394
Position 5628: 0.00022746034396463208
Position 2197: 0.00021481604345940044
Position 5416: 0.00021103163414213359
Position 1063: 0.00018398945309903043
Position 4248: 0.00016584259741788616
Position 5318: 0.00015704848317391843
Position 973: 0.0001543621062703438
Position 5008: 0.0001542574956764841
Position 799: 0.00015372239018908752
Position 7330: 0.00015151328253663266
Position 688: 0.00014704086658012022
Position 3892: 0.00014295622226523244
Position 4972: 0.0001424979828871543
Position 4292: 0.00013903639050146064
Position 1682: 0.00013535256284400666
Position 4828: 9.264813863522201e-05
Position 581: 9.093935718014426e-05
Position 1174: 7.987906426538427e-05
Position 4211: 7.65215045127703e-05
Position 4807: 6.586458308199198e-05
Position 4342: 4.6415612065265206e-05
Position 4734: 3.7339101386761714e-05
Position 4467: 3.624664678671554e-05
Position 2150: 3.5856311602280284e-05
Position 4742: 2.3287735562874555e-05
Position 4453: 1.6724111799317513e-05
Position 113: 1.5282051310208575e-05
Position 203: 1.4463194305279208e-05
Position 368: 1.0676508594960403e-05
Position 432: 9.179709925185971e-06
Position 948: 7.751277049616756e-06
Position 940: 7.553968122695928e-06
Position 738: 7.516076007619744e-06
Position 844: 7.085642453318398e-06
Position 308: 5.167039823194139e-06
Position 840: 4.892478586629439e-06
Position 675: 4.516342577588407e-06
Position 214: 3.973246550184557e-06
Position 1628: 3.7418998996531025e-06
Position 304: 2.7936232721406163e-06
Position 933: 2.6299763671712435e-06
Position 317: 2.6102845203747566e-06
Position 1407: 2.401424822492156e-06
Position 549: 2.1190684488275568e-06
Position 5027: 2.117280550530364e-06
Position 4156: 1.0586243074072906e-06
Position 122: 4.669245842160345e-07
Position 826: 4.6033490465716055e-07
Position 218: 3.3227668100203027e-07
Position 168: 3.2339823031203686e-07
Position 364: 3.0142239029657053e-07
Position 140: 2.8482809396173413e-07
Position 587: 1.5704111930674024e-07
Position 238: 1.1287880496578991e-07
Position 248: 1.0711110854902133e-07
Position 4994: 9.355146299730808e-08
Position 5030: 6.74983271321796e-08
Position 154: 5.640455749439485e-08
Position 262: 4.700024179753002e-08
Position 223: 1.9763998086906954e-08
Position 330: 1.3830042843629098e-08
Position 4923: 1.1763762395332826e-08
Position 600: 8.07401041166413e-09
Position 4393: 2.7233349589369527e-09
Position 182: 2.462004353966995e-09
Position 323: 1.3866531636951502e-09
Position 125: 7.111618274185846e-10
Position 226: 8.015991349840239e-13
