Gene = SSC4D
index = 1338
Annotated 5SS: [  282  5389  8688  9410 10976 12178 14443 15866 16291 17732]
Annotated 3SS: [ 5189  8651  9103 10897 11862 14364 15790 15978 17653 19319]
SMsplice 5SS: [  282  4041  6621  8733  9410 10976 12178 14443 15866 16291 17732]
SMsplice 3SS: [ 3940  6489  8651  9103 10897 11996 14364 15737 15978 17653 19319]
top_k =  500
Partition function (log Z): 9.651773577429463

Sorted 5' Splice Sites (High to Low Probability):
Position 15866: 0.9950561714475668
Position 282: 0.9889004074383311
Position 6621: 0.942719670277453
Position 17732: 0.8731100798626895
Position 12178: 0.7247145530510728
Position 16291: 0.695163731658479
Position 10976: 0.6795574136807314
Position 9410: 0.6446859030266356
Position 14443: 0.5112878484316836
Position 8733: 0.4624158504541708
Position 66: 0.35281671454639746
Position 1486: 0.3142648347124408
Position 10980: 0.29372138891089056
Position 8688: 0.2518878387204335
Position 14473: 0.24189421024812177
Position 5389: 0.22123708296254171
Position 17949: 0.19229296457187778
Position 12215: 0.19109448396004666
Position 16309: 0.16641480370048053
Position 5318: 0.12180299355083453
Position 14479: 0.08581027897291434
Position 11883: 0.08419376512705085
Position 14657: 0.07975807689683821
Position 14484: 0.06803323472292913
Position 13512: 0.06539357498986621
Position 19387: 0.05696479867068017
Position 702: 0.05445171972321037
Position 4265: 0.04932775245457575
Position 5586: 0.04331605943812228
Position 9641: 0.04198372339202737
Position 14575: 0.04034528953811776
Position 14760: 0.03506781700215737
Position 16009: 0.03446505471618516
Position 7703: 0.03254994190864641
Position 4283: 0.026882738324092898
Position 17911: 0.026758952003037
Position 8554: 0.024860902051241696
Position 11580: 0.024266433289795927
Position 11863: 0.02390376180531923
Position 11752: 0.01820007323271315
Position 14579: 0.017923724427677038
Position 16514: 0.01657108608001494
Position 9214: 0.016092715295489828
Position 18364: 0.015226045450786822
Position 14488: 0.011419779649373362
Position 13255: 0.010790235459598918
Position 9498: 0.01058969025133877
Position 1368: 0.00956941808307369
Position 999: 0.009248846011454823
Position 12386: 0.009189983796808868
Position 8881: 0.008933887620585815
Position 11874: 0.007182007843259235
Position 7870: 0.0063878493241530665
Position 16556: 0.006158811874458312
Position 11804: 0.005845463876729588
Position 16188: 0.005159651617913214
Position 10452: 0.0048516668213209315
Position 755: 0.0046824847101344744
Position 12537: 0.004593761097611063
Position 15996: 0.004363609858931983
Position 11985: 0.003947116334884112
Position 11526: 0.003629113548065841
Position 11662: 0.003384639686491291
Position 12130: 0.0032957579010903276
Position 17756: 0.0025897732794685218
Position 16061: 0.0025449334164901393
Position 17407: 0.0024437824152871925
Position 6877: 0.0024191054727195215
Position 22: 0.002327912252845844
Position 16032: 0.0023009016965970007
Position 14644: 0.002247408096028903
Position 604: 0.0020368591523619575
Position 1870: 0.001988824114258124
Position 17736: 0.001526732653343224
Position 8989: 0.0014380084234185064
Position 3179: 0.001295916717100745
Position 15905: 0.0012837487812896774
Position 17462: 0.0012079853813126693
Position 11590: 0.0010952464845062917
Position 321: 0.0010700064459067174
Position 4086: 0.0008729678235431672
Position 10991: 0.0007895777728781449
Position 840: 0.000688794367162851
Position 11315: 0.0005948439850301763
Position 15876: 0.0004476579064107204
Position 11192: 0.0003739438842691211
Position 12572: 0.00035642234255769966
Position 15884: 0.0003521684933821762
Position 4751: 0.0003388314913178331
Position 580: 0.00025705981202972446
Position 11160: 0.00024172951598805357
Position 523: 0.00019944894809133864
Position 1113: 0.00019161447348223096
Position 3136: 8.735759018223774e-05
Position 220: 7.078859734477048e-05
Position 11670: 5.123461226790291e-05
Position 11432: 5.062127810937986e-05
Position 337: 2.8852409801450587e-05
Position 740: 2.4164838549450303e-05
Position 761: 2.2464711418398476e-05
Position 315: 2.0580357318204267e-05
Position 317: 1.76541735872495e-05
Position 10874: 7.957130847086811e-06
Position 11946: 7.617899684962102e-06
Position 634: 4.529146586632015e-06
Position 309: 4.161134586750355e-06
Position 415: 3.688084828155831e-06
Position 313: 3.659225593855502e-06
