Gene = BEND5
index = 132
Annotated 5SS: [  313 15582 18019 34296 40680]
Annotated 3SS: [15447 17633 34146 40465 48874]
SMsplice 5SS: [  313   954  2536  3324  3859 10153 18019 23777 24789 30892 34296 40680
 45081]
SMsplice 3SS: [  756  2412  3118  3781 10083 17849 23647 24668 30804 34146 40465 44922
 48874]
top_k =  500
Partition function (log Z): -20.27310013650212

Sorted 5' Splice Sites (High to Low Probability):
Position 313: 0.9862949563330607
Position 3859: 0.8828589081250573
Position 954: 0.8078244187531518
Position 10153: 0.6941928791528166
Position 2536: 0.6309399863044054
Position 18019: 0.5216823039903957
Position 5281: 0.24008773785909968
Position 15582: 0.13637542890158594
Position 1366: 0.1015998420215259
Position 1432: 0.049243774599980084
Position 15609: 0.04738334120664941
Position 12589: 0.024840340157178845
Position 962: 0.022436366043250295
Position 2349: 0.017528309053578394
Position 2690: 0.013281674882520978
Position 3194: 0.011093670396850358
Position 2284: 0.008892050295924816
Position 4871: 0.008373440917824475
Position 945: 0.007930338426609703
Position 4132: 0.007789530098252638
Position 4004: 0.005853079220133035
Position 338: 0.005457617055594141
Position 812: 0.003548299398844366
Position 143: 0.0026113311398055527
Position 195: 0.0021376277539079504
Position 2234: 0.0020585945832992184
Position 2238: 0.0019241781924317738
Position 1725: 0.0019204977880396595
Position 2834: 0.0018278604224067747
Position 3578: 0.001481842449855483
Position 197: 0.0013973879054581767
Position 2955: 0.001396559663452741
Position 2304: 0.0011664935473034196
Position 1323: 0.0009539642065267171
Position 89: 0.0007257530397332064
Position 550: 0.000502624520357852
Position 2228: 0.0004631979368943223
Position 2827: 0.00045273728814014064
Position 2798: 0.000360429395958682
Position 546: 0.0003495452175986495
Position 2725: 0.0003354396170715542
Position 3083: 0.00028975073372801196
Position 206: 0.0002766546617420883
Position 3569: 0.0002657178187270634
Position 147: 0.00022183465167532583
Position 574: 0.00021859846547648372
Position 646: 0.00020607641245077974
Position 1061: 0.00010089791603194272
Position 642: 6.787854672414141e-05
Position 1154: 4.6520721826028794e-05
Position 4067: 3.4670984372673236e-05
Position 777: 2.957250913794571e-05
Position 764: 2.7877037445984794e-05
Position 4021: 2.2234373113310265e-05
Position 1035: 1.72419758113977e-05
Position 140: 1.7226531211100736e-05
Position 99: 1.3590731759510646e-05
Position 1387: 1.1495850369579953e-05
Position 4514: 6.122025974735947e-06
Position 4523: 5.866715356511296e-06
Position 120: 5.816668835075078e-06
Position 104: 5.726048721532647e-06
Position 572: 5.363864726054122e-06
Position 1247: 4.317525349007054e-06
Position 2495: 4.315688668812722e-06
Position 900: 3.2363415526694476e-06
Position 1292: 3.1256206872187505e-06
Position 798: 3.002270061630577e-06
