Gene = ERO1B
index = 508
Annotated 5SS: [  304 12111 28564 29936 32101 38564 45708 46197 49158 51762 55339 55717
 56916 60062 61154]
Annotated 3SS: [11990 28479 29893 32017 38489 45586 46149 49145 51734 55245 55469 56845
 59974 61019 63408]
SMsplice 5SS: [  304  5401 12111 21871 24356 24638 28564 28757 29936 32101 38564 39157
 46197 55339 55717 60062 60379 61154 65852]
SMsplice 3SS: [ 5311 11990 21743 24112 24527 28479 28641 29787 32017 38489 39075 46149
 55245 55469 59974 60264 61019 65762 65949]
top_k =  500
Partition function (log Z): -15.28817920002258

Sorted 5' Splice Sites (High to Low Probability):
Position 12111: 0.9999999998893606
Position 29936: 0.9992382377627976
Position 28564: 0.9837216790854776
Position 24356: 0.9248444999872063
Position 46197: 0.9206322283677828
Position 39157: 0.9017827166664794
Position 38564: 0.8637338408822411
Position 24638: 0.8488121529158859
Position 304: 0.8456543929299214
Position 5401: 0.720419483479127
Position 28757: 0.5542101056309083
Position 21871: 0.5201723320523488
Position 519: 0.3983813030665969
Position 1956: 0.2993374320033761
Position 905: 0.26361282683735154
Position 45708: 0.25241088214773394
Position 21023: 0.23210684780414362
Position 10525: 0.2099687572696921
Position 10476: 0.18761589574388396
Position 22601: 0.15289460794657073
Position 10469: 0.14353775601065383
Position 23763: 0.11831192623171057
Position 1267: 0.09779160399365198
Position 25054: 0.07839193385583176
Position 28773: 0.06799052668681517
Position 19144: 0.04609447243555269
Position 1941: 0.04153981766147773
Position 14642: 0.03705746564527879
Position 19089: 0.03562761282975405
Position 24229: 0.03201094225057399
Position 48513: 0.03143666864349739
Position 196: 0.02934996444117605
Position 545: 0.023878816883746372
Position 676: 0.023826368793885458
Position 22098: 0.01953245161172924
Position 25303: 0.015742272289659114
Position 1958: 0.006878220634588579
Position 2839: 0.006794755950022861
Position 1203: 0.006297942413434242
Position 697: 0.005754347145355633
Position 416: 0.00539690128241549
Position 1196: 0.0022807393441032528
Position 14157: 0.0015170481703770961
Position 14217: 0.0015064964309137825
Position 169: 0.001453114835256939
Position 987: 0.0014004153939773058
Position 496: 0.0013200199711482514
Position 190: 0.001187468681436987
Position 551: 0.0011229669629420549
Position 184: 0.0010694577298904625
Position 3642: 0.0010145090391988315
Position 1605: 0.0005536180471849195
Position 701: 0.00046440947741863137
Position 1628: 0.0003954311526827306
Position 214: 0.00028885668668921313
Position 186: 0.00024102987714808634
Position 1279: 0.0002395763508979901
Position 241: 6.0408591070832614e-05
Position 314: 4.7248178768280675e-05
Position 33208: 4.706313306583554e-05
Position 13862: 4.658849998518034e-05
Position 30729: 4.306131770810399e-05
Position 1524: 2.726717256344725e-05
Position 375: 1.6881337006315886e-05
Position 30700: 1.6424566027512507e-05
Position 13867: 1.577998971346197e-05
Position 30658: 1.4398008460781216e-05
Position 32116: 1.398034335745567e-05
Position 32171: 1.3863450020616953e-05
Position 129: 1.3035963043629036e-05
Position 253: 1.1279448242539972e-05
Position 30688: 7.721216103989705e-06
Position 30739: 7.420880995651492e-06
Position 589: 5.292005172212297e-06
Position 31981: 4.936786171113588e-06
Position 42: 2.2649595307336574e-06
Position 587: 9.558819279168026e-07
Position 265: 5.83785933018293e-07
Position 44: 4.228231521048481e-07
Position 98: 3.4283930600532666e-07
Position 77: 1.9193594055849747e-07
Position 465: 1.357192030094043e-07
Position 56: 5.5766233270455446e-08
Position 119: 3.392923651906189e-08
Position 132: 2.2930300213562368e-08
Position 151: 1.3264046232676308e-09
Position 289: 1.9532016920879788e-10
Position 148: 1.3253183779800828e-10
Position 292: 6.297106766034628e-11
Position 604: 6.132035300191082e-12
Position 606: 2.003707908409442e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 28479: 0.9837302664420081
Position 11990: 0.980442004188893
Position 24112: 0.9674710743832928
Position 29787: 0.9581450785060417
Position 46149: 0.945053420476732
Position 39075: 0.9020918593182554
Position 38489: 0.8637948734915898
Position 49145: 0.7998062596419472
Position 5311: 0.648025091396569
Position 28641: 0.5944478934690266
Position 10392: 0.5411224090242297
Position 21743: 0.5201723320523489
Position 24527: 0.4283206832906267
Position 24493: 0.4098771698447147
Position 494: 0.33576513331458646
Position 1868: 0.29202443143178924
Position 45586: 0.25452144317586645
Position 20853: 0.23210684780414365
Position 22424: 0.15289460794657064
Position 48394: 0.1393737347258208
Position 23590: 0.1183125200245327
Position 24962: 0.08538286336015741
Position 19040: 0.08172208526530672
Position 5254: 0.07239439214473875
Position 433: 0.056237673626468636
Position 1124: 0.054627450548598355
Position 757: 0.04789466265458473
Position 29893: 0.041124803288250404
Position 873: 0.039010878931806006
Position 1105: 0.031519763078316616
Position 14511: 0.029619382648879082
Position 47984: 0.02860133763632169
Position 853: 0.025090225748627758
Position 738: 0.024564008850344165
Position 28702: 0.02393879446784657
Position 806: 0.02356218367419504
Position 51007: 0.021544037943248367
Position 1889: 0.019799878337310364
Position 12031: 0.019557995700467245
Position 21974: 0.019532451611729174
Position 694: 0.016368095114053932
Position 1870: 0.012795750039090989
Position 49727: 0.012113718463732524
Position 594: 0.012096962339415967
Position 1080: 0.010021559013108616
Position 25139: 0.008757317184686801
Position 835: 0.007627040067372571
Position 14514: 0.007438089970788547
Position 1940: 0.0074329318559465465
