Gene = LELP1
index = 779
Annotated 5SS: [89]
Annotated 3SS: [1243]
SMsplice 5SS: [89]
SMsplice 3SS: [1243]
top_k =  500
Partition function (log Z): -7.89388058235519

Sorted 5' Splice Sites (High to Low Probability):
Position 89: 0.8635003181620208
Position 1344: 0.31865007960017955
Position 223: 0.12598422339421175
Position 233: 0.009194360068136731
Position 108: 0.006442762000688742
Position 1284: 0.004573411733974347
Position 156: 0.003651676368842072
Position 978: 0.0029918196750867484
Position 1330: 0.0017108167695523368
Position 177: 0.0014702534128046758
Position 1392: 0.0009312989970318283
Position 1417: 0.0007569666356266058
Position 637: 0.0007510722333607567
Position 718: 0.0006743384188309626
Position 1435: 0.0006683158150338848
Position 733: 0.0005023998776944437
Position 274: 0.0004715827143446865
Position 399: 0.0004623565926697392
Position 622: 0.0004553541443933857
Position 1342: 0.0004405123672279996
Position 969: 0.000431179658052681
Position 441: 0.00023793734876641022
Position 1202: 0.00023363194182565434
Position 1402: 0.00023064093620376054
Position 697: 0.00021176879698905844
Position 1187: 0.00019611602852874358
Position 1198: 0.00018919109411126602
Position 146: 0.00012984529978548782
Position 1332: 0.00012011006690129454
Position 868: 0.00010254603581181562
Position 1456: 0.00010235079467582293
Position 394: 8.877056992828464e-05
Position 1419: 7.38346740637559e-05
Position 203: 6.922214836396095e-05
Position 1059: 5.2745038333172754e-05
Position 114: 5.007031594045023e-05
Position 1272: 4.898504244690782e-05
Position 1348: 3.7044905031380296e-05
Position 560: 3.237071843165155e-05
Position 999: 2.7843346656292512e-05
Position 964: 2.3906805055511202e-05
Position 186: 2.3438086069890945e-05
Position 68: 2.1065303533910635e-05
Position 1172: 1.0204425313912596e-05
Position 433: 7.422878797721689e-06
Position 235: 6.145565349860166e-06
Position 335: 5.432272091542735e-06
Position 629: 4.6356260400665e-06
Position 958: 4.295900532933247e-06
Position 557: 3.680371904436253e-06
Position 985: 3.065829229760172e-06
Position 237: 2.9794329163329417e-06
Position 191: 2.7741932434103873e-06
Position 782: 2.3417415550494786e-06
Position 772: 2.106210381282934e-06
Position 349: 1.941776616218638e-06
Position 257: 3.989157141339543e-08
Position 445: 8.74576513096665e-09
Position 63: 3.72627907116148e-09
Position 210: 3.254470211836493e-09
Position 93: 2.581403552902417e-09
Position 220: 2.303775398043862e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1243: 0.7242253303765547
Position 1556: 0.39237022713014447
Position 1456: 0.045774661047887036
Position 220: 0.045333029528832516
Position 430: 0.03840491735739283
Position 533: 0.033866573545759976
Position 802: 0.016555328733871808
Position 1480: 0.015344723374753112
Position 600: 0.008208503858053533
Position 450: 0.003903740152695491
Position 175: 0.0027637798816260873
Position 300: 0.0023377315710317137
Position 356: 0.0018572123388035646
Position 998: 0.0016704269956557358
Position 541: 0.001499813381359235
Position 381: 0.0013628468874990276
Position 1303: 0.0013139965876226118
Position 1402: 0.001246378017388624
Position 697: 0.0011753214296369838
Position 1558: 0.0008498199357437016
Position 1250: 0.0007552076041040004
Position 804: 0.0006876992420258998
Position 1378: 0.0006456540255182733
Position 878: 0.0005263789090158451
Position 255: 0.0004104666359387383
Position 203: 0.000407198110088786
Position 480: 0.00039881828064919166
Position 1104: 0.0003839981496693144
Position 1156: 0.0003172884358771366
Position 1562: 0.00019689162942496742
Position 1417: 0.00019240708601945492
Position 810: 0.00019208183870163216
Position 1435: 0.00018926752668363867
Position 958: 0.0001512342522262996
Position 227: 0.00012461820398230797
Position 1360: 0.00011407911692514124
Position 1631: 0.00010599376470831787
Position 1129: 0.00010523793682470181
Position 933: 0.000100823793527412
Position 1365: 9.87900358908898e-05
Position 1492: 9.414265505151213e-05
Position 664: 7.818432434813275e-05
Position 763: 6.526563038083422e-05
Position 1330: 6.075734334048403e-05
Position 433: 5.915252512827341e-05
Position 272: 5.3580102655462315e-05
Position 1375: 5.3059565260518576e-05
Position 1342: 5.18746878374264e-05
Position 172: 4.752296235611125e-05
Position 365: 4.255839690510299e-05
Position 394: 3.751555245536313e-05
Position 1424: 3.322442741668946e-05
Position 460: 3.299760469854617e-05
Position 732: 2.2378825356147906e-05
Position 723: 2.2024058921732586e-05
Position 1016: 1.9957998874883677e-05
Position 1178: 1.9598564159447817e-05
Position 1161: 1.663741080984076e-05
Position 743: 1.4181963329065588e-05
Position 755: 1.107782523134571e-05
Position 772: 1.0888992702584267e-05
Position 257: 1.0320460308615827e-05
Position 1315: 1.0092501542778838e-05
Position 780: 8.579863237105004e-06
Position 717: 7.556093266604388e-06
Position 465: 7.28088874711331e-06
Position 156: 5.225478183101608e-06
Position 1201: 3.1987630926808478e-06
Position 186: 2.8258694376053972e-06
Position 1284: 2.81323823877194e-06
Position 1172: 2.6354284461089287e-06
Position 304: 5.8305678616091885e-09
Position 302: 3.8704608443031084e-09
Position 1057: 2.7861302910765053e-09
Position 403: 1.1677653890426513e-09
Position 146: 2.9767692338600664e-10
Position 274: 1.753818904916721e-14
