Gene = OSCP1
index = 987
Annotated 5SS: [  194 11696 18030 18650 27089 27684 28302 29976 31461]
Annotated 3SS: [11540 17861 18568 26984 27554 28231 29835 31396 32195]
SMsplice 5SS: [  194 11696 18030 18650 25711 27684 28302]
SMsplice 3SS: [11540 17921 18568 25649 27554 28231 32195]
top_k =  500
Partition function (log Z): 1.630005575407543

Sorted 5' Splice Sites (High to Low Probability):
Position 11696: 0.9996672486909666
Position 18650: 0.9833339278906581
Position 18030: 0.9747685604220093
Position 28302: 0.8547440672468469
Position 194: 0.8273235690477617
Position 27684: 0.621991662554292
Position 25711: 0.5880765416019241
Position 9633: 0.4967197454728306
Position 2639: 0.4182557814819457
Position 8009: 0.22579917078181277
Position 17614: 0.20009805439820205
Position 29976: 0.19995081995685834
Position 27089: 0.18662346515544595
Position 88: 0.1713890998432355
Position 13393: 0.15565340056003196
Position 31461: 0.13720635625100203
Position 6554: 0.13071499875343812
Position 25765: 0.11324694121791203
Position 31797: 0.1054606261792213
Position 16831: 0.0901639632160052
Position 10193: 0.07497941369550348
Position 18186: 0.07361502850937673
Position 18965: 0.07359745230565905
Position 6448: 0.06801762726361019
Position 18510: 0.05838786343534601
Position 17589: 0.05688516972191483
Position 25866: 0.05135041976770301
Position 28370: 0.05015565533861664
Position 19040: 0.048021816086733324
Position 16894: 0.04473783089592451
Position 27635: 0.044246588491162614
Position 3061: 0.04279219370026703
Position 6343: 0.0427631458486559
Position 16877: 0.03722976453787588
Position 27572: 0.03701483245514336
Position 6757: 0.03670751021062432
Position 9999: 0.03609205944950826
Position 19363: 0.030703750996769225
Position 5675: 0.026268160081161285
Position 2169: 0.02565122218389537
Position 13424: 0.024710320100128174
Position 17266: 0.024366675400514237
Position 9932: 0.02366609312401192
Position 21259: 0.023059587279653525
Position 31649: 0.02228600215025742
Position 18379: 0.020475928080067714
Position 9475: 0.020398692868896985
Position 16399: 0.020191276445019175
Position 11258: 0.02005612637098332
Position 16819: 0.017899640237009854
Position 2324: 0.016083968433317056
Position 18338: 0.015095668684325322
Position 28232: 0.014864275230902233
Position 9855: 0.014856876686760565
Position 16758: 0.014569217527597891
Position 32082: 0.013791307750362664
Position 19548: 0.01345227465997141
Position 9442: 0.013023248141381089
Position 18865: 0.011487950246808227
Position 26985: 0.010327784827824616
Position 2779: 0.010175292440630066
Position 2846: 0.008399986603032317
Position 10422: 0.007066938537111609
Position 10216: 0.006772020369793484
Position 21002: 0.005460467373599423
Position 12734: 0.0051954709334563354
Position 30897: 0.004810595700600063
Position 3732: 0.004456016883203606
Position 21012: 0.003980384927227014
Position 18097: 0.0035480345608234734
Position 20258: 0.003114530002637549
Position 9539: 0.002658765506527457
Position 18748: 0.0023975327914383857
Position 458: 0.001534506752876495
Position 900: 0.0011859199648247898
Position 6195: 0.0010083051841661885
Position 6491: 0.0009717726487561046
Position 19598: 0.0007763650505311036
Position 18710: 0.0007359567477568708
Position 16213: 0.0006482607422767386
Position 84: 0.00047032243423498197
Position 2197: 0.00037729029601085966
Position 415: 0.00031871853540773107
Position 924: 0.00031390338976722396
Position 2665: 0.0002939522125987212
Position 877: 0.0002540063423057642
Position 1334: 0.0002136217835821711
Position 18766: 0.0002023940030538006
Position 2173: 0.00019100947470108285
Position 2291: 0.0001757093570862881
Position 576: 0.00015603589276461146
Position 2424: 0.00013556191142853513
Position 2354: 0.0001307683461199521
Position 1736: 0.00012739606048671245
Position 1718: 0.00010536098723092707
Position 14619: 9.835745279324198e-05
Position 18997: 9.568635995175696e-05
Position 2144: 7.45650381827543e-05
Position 499: 7.316956434537939e-05
Position 724: 4.0589610225313755e-05
Position 1239: 3.7291211307111036e-05
Position 18986: 3.1178138546020887e-05
Position 2407: 2.8925197592580564e-05
Position 1714: 2.6649468912997283e-05
Position 2589: 2.0659880339135208e-05
Position 18654: 1.1369298441137708e-05
Position 3057: 8.958507739911396e-06
Position 2858: 6.992288938545359e-06
Position 3065: 4.041989319166506e-06
Position 2725: 3.1935552169848566e-06
Position 3323: 2.568768771281785e-06
Position 2678: 3.193889503618539e-07
Position 526: 4.5181030632945955e-08
Position 70: 2.0617017468019837e-08
Position 972: 6.0238606588569125e-09
Position 61: 3.228809741736159e-09
Position 403: 4.453992490039915e-10
Position 352: 1.4870884552349052e-11
Position 469: 6.748518917360537e-12
Position 478: 4.962737259247431e-12
Position 544: 3.858511024709687e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11540: 0.9904674915884418
Position 32195: 0.8899310589747647
Position 18568: 0.8199889027072839
Position 28231: 0.7908646819688301
Position 25649: 0.7546802371546356
Position 17921: 0.7040364623319513
Position 27554: 0.6318193070773728
Position 2563: 0.42487993814924435
Position 9323: 0.3150263568136318
Position 17861: 0.26553837087819665
Position 17540: 0.25738483061610323
Position 9320: 0.20948546029321802
Position 16657: 0.200100371149214
Position 29835: 0.18571043108072494
Position 6417: 0.17896973849284778
Position 13291: 0.17020560886445474
Position 26984: 0.16539050405076383
Position 18590: 0.1644761751267589
Position 7868: 0.12915372127085464
Position 18906: 0.11920015664876195
Position 31531: 0.11822598357093322
Position 28113: 0.11304398149188004
Position 31396: 0.09800715430193523
Position 7884: 0.09662835119134947
Position 10095: 0.08175143406529699
Position 9788: 0.07461502926028074
Position 27480: 0.07212887357166031
Position 18096: 0.06224360855119923
Position 6256: 0.05817365648428084
Position 2804: 0.0501830424827341
Position 32081: 0.04798799972374704
Position 31116: 0.042251534458035256
Position 19266: 0.03482311130655748
Position 26925: 0.031769626015934846
Position 2125: 0.030999780783737513
Position 6711: 0.02906518493589617
Position 18153: 0.0277373893986173
Position 5592: 0.026147576359863537
Position 17157: 0.024366675400514234
Position 32049: 0.02385962079815178
Position 31698: 0.023251929202735295
Position 18452: 0.023223610308713557
Position 18449: 0.02291100489883676
Position 21072: 0.020541965219823537
Position 10974: 0.020056126370983314
Position 28143: 0.01823000629047337
Position 29888: 0.018173081799100852
Position 18288: 0.018069223329425663
Position 17996: 0.015485188555247005
Position 16342: 0.009906830894318635
Position 16281: 0.009661583044011853
Position 20955: 0.009461265381691156
Position 6184: 0.00919493198669121
Position 2080: 0.008486127227219201
Position 9294: 0.008288634882786364
Position 30673: 0.00824135934785961
Position 18328: 0.00792433027157302
Position 10215: 0.007066938537111609
Position 13262: 0.006507227567055107
Position 31551: 0.00589290140366984
Position 19393: 0.005880849793382249
Position 29866: 0.005599984481580545
Position 11403: 0.004854503289655923
Position 16797: 0.004500045265199334
Position 3649: 0.004456016883203604
Position 11574: 0.004345253812868539
Position 19428: 0.003916206873520754
Position 12668: 0.003915378364523435
Position 18787: 0.003661366427088161
Position 30955: 0.003579778412812001
Position 18764: 0.0030247472260939087
Position 18378: 0.002899971773174822
Position 6105: 0.002722135104840203
Position 21092: 0.002113489955472109
Position 13311: 0.0020585120706014953
Position 18885: 0.0016019608327369258
Position 13247: 0.0015923721580486283
Position 20144: 0.00159138805031082
Position 20112: 0.0015231419523267307
Position 18197: 0.0015085864184946124
Position 2469: 0.0013871978697931804
Position 28719: 0.0013058178190739338
Position 32342: 0.0013031688405422464
Position 2530: 0.001243991150440906
Position 2406: 0.00120307020273497
Position 12597: 0.001143451573476529
Position 28662: 0.0010436884863117579
Position 29262: 0.001039660212823822
Position 165: 0.0010239143233540203
Position 1886: 0.0009309531818992458
Position 6621: 0.0009048790903493791
Position 29687: 0.0008929242727349348
Position 18986: 0.0008598876582872306
Position 2082: 0.0008145310869526337
Position 6490: 0.0007879925977333693
Position 28861: 0.0006668156392399149
Position 16032: 0.0006482607422767386
Position 16364: 0.0006228625066886884
Position 622: 0.000611446479994439
Position 1973: 0.000572018353816689
Position 21068: 0.0005408734153037162
Position 25848: 0.0004954368547196206
Position 2962: 0.00048531321379723764
Position 807: 0.0004139608963764753
Position 2450: 0.00038628045879115326
Position 5948: 0.00036484121661189734
Position 270: 0.00034756124456553864
Position 1639: 0.0003171002386109166
Position 18120: 0.00030035323115830046
Position 309: 0.0002957119683597512
Position 19304: 0.00028935217540368766
Position 18807: 0.00027530272650287246
Position 18635: 0.00020651627716849154
Position 2049: 0.00019894787170373225
Position 1232: 0.00017474359992659434
Position 1992: 0.00016362534268609167
Position 2227: 0.00015780439259641067
Position 28823: 0.0001322804995476106
Position 5522: 0.00012058372129774958
Position 2256: 0.00011385831502807323
Position 18908: 0.00011075398150316039
Position 14553: 9.835745279324182e-05
Position 24479: 8.850638755623997e-05
Position 1865: 8.338310268342274e-05
Position 26580: 7.56118125205889e-05
Position 18537: 7.50502346432681e-05
Position 778: 6.442700804111351e-05
Position 502: 6.0483372658678164e-05
Position 18810: 5.665612682661015e-05
Position 781: 5.5809212911007584e-05
Position 18613: 5.426245445486642e-05
Position 2638: 5.080506276697467e-05
Position 12512: 5.045936380680266e-05
Position 1822: 4.79191297514103e-05
Position 1140: 4.555890217113873e-05
Position 12443: 4.3977573295414894e-05
Position 1803: 4.2568820909549365e-05
Position 12556: 4.2204058354154155e-05
Position 1850: 3.952895651163202e-05
Position 698: 3.8519114472994216e-05
Position 1847: 3.78820428473892e-05
Position 618: 3.787266616068742e-05
Position 24340: 3.679478405508702e-05
Position 18601: 3.5512816889438066e-05
Position 2195: 3.391918540260505e-05
Position 21975: 3.332292745346114e-05
Position 19039: 3.189399387469879e-05
Position 642: 3.187362443811591e-05
Position 2346: 3.1792370229107574e-05
Position 2164: 3.082033012129228e-05
Position 384: 3.007361744533343e-05
Position 2130: 2.6243923072671284e-05
Position 486: 2.5174504224155562e-05
Position 18869: 2.5122194463239376e-05
Position 325: 1.9705054887397794e-05
Position 381: 1.7295536566927096e-05
Position 7588: 1.709831960866133e-05
Position 22264: 1.6887400497303466e-05
Position 19225: 1.4539803068510243e-05
Position 19171: 1.4408163732336305e-05
Position 1050: 1.427630861204153e-05
Position 21521: 1.3937443597867358e-05
Position 2418: 1.3605512975256632e-05
Position 2478: 1.32332459479443e-05
Position 860: 1.3029494724730199e-05
Position 1265: 1.0449962290485991e-05
Position 369: 1.0075715113557848e-05
Position 2191: 9.584526637792112e-06
Position 22730: 7.99947418594032e-06
Position 2423: 7.775447248793121e-06
Position 18752: 7.618821415702706e-06
Position 18111: 6.116781791047114e-06
Position 274: 6.010069908156142e-06
Position 1089: 5.84823944303526e-06
Position 2059: 5.269256823333033e-06
Position 21258: 5.148033008307104e-06
