Gene = PDPN
index = 1008
Annotated 5SS: [  636 23842 27052 30261 30947]
Annotated 3SS: [23707 26921 30221 30834 32439]
SMsplice 5SS: [  636 23842 27052 30947]
SMsplice 3SS: [23707 26921 30834 33261]
top_k =  500
Partition function (log Z): -22.474038435721656

Sorted 5' Splice Sites (High to Low Probability):
Position 636: 0.9706579482165133
Position 2250: 0.6550597245345383
Position 398: 0.2771760627321937
Position 1730: 0.14293687846802333
Position 7395: 0.1237913334500501
Position 376: 0.11520287778578808
Position 1250: 0.11461990912110107
Position 383: 0.05900613991616757
Position 2274: 0.0509326845388347
Position 877: 0.04692417067299774
Position 4464: 0.04411222372827547
Position 211: 0.04014833834958359
Position 77: 0.03749363753226287
Position 1295: 0.02221094209386785
Position 361: 0.014693446749491081
Position 4578: 0.005954595263146284
Position 1289: 0.0034895800251314507
Position 2104: 0.0032837876822225595
Position 2268: 0.003156706715119687
Position 1630: 0.0026610026121731364
Position 1299: 0.0025930296131645367
Position 1379: 0.0024724597790725103
Position 2866: 0.0017517749560072495
Position 715: 0.001618775462897339
Position 39: 0.0016016443745303093
Position 1784: 0.0014217882297591121
Position 2175: 0.0012323963976285273
Position 1353: 0.0008658598264259703
Position 754: 0.0005632675937839076
Position 724: 0.0005478678440495142
Position 578: 0.0004709022180994744
Position 112: 0.00045943773380702175
Position 758: 0.00044008058746923437
Position 839: 0.0004362793839635187
Position 1700: 0.0004230219910883083
Position 1646: 0.0004152472550735953
Position 935: 0.0004090466095887013
Position 942: 0.0002840213827048461
Position 996: 0.0002180090183566014
Position 496: 0.0001601407567131832
Position 816: 0.00015395977863548493
Position 1349: 0.00011330222828730127
Position 463: 5.278415270443332e-05
Position 1345: 3.915241842603996e-05
Position 144: 3.495464389813529e-05
Position 1212: 3.2907473671827105e-05
Position 123: 2.752687396012566e-05
Position 1394: 2.5483752598603236e-05
Position 126: 2.3298517689846492e-05
Position 182: 1.8015964547622687e-05
Position 620: 1.381487035055697e-05
Position 1083: 8.721606518160628e-06
Position 928: 6.850538694399224e-06
Position 141: 5.836419261167714e-06
Position 2421: 4.354491542165682e-06
Position 1107: 3.421493012864696e-06
Position 580: 7.649834721819126e-07
Position 652: 7.308679878488436e-07
Position 239: 4.1606716840869386e-07
Position 1055: 1.846333340147799e-07
Position 487: 5.241915108912004e-08
Position 116: 2.729537751456293e-08
Position 809: 1.4937935028397536e-09
Position 905: 1.4374225750728978e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2127: 0.43575143044526793
Position 544: 0.41704035856754906
Position 12361: 0.21064710327412384
Position 2174: 0.13361628468271855
Position 7288: 0.13286446388158782
Position 1541: 0.12935047895413224
Position 5238: 0.12719545795361775
Position 517: 0.12619418893741458
Position 1201: 0.10830115827280548
Position 7497: 0.09580073168476212
Position 9108: 0.08587641110725869
Position 2154: 0.0769943317828615
Position 8062: 0.07366259419927551
Position 11913: 0.07226326813588116
Position 2042: 0.05683679876816636
Position 12235: 0.048250151942371394
Position 8744: 0.04345831726734399
Position 768: 0.03158236278963092
Position 4348: 0.02908561748295359
Position 1557: 0.02587726926969542
Position 2490: 0.02523774406532519
Position 4928: 0.022692756865916836
Position 991: 0.019274035795517997
Position 5708: 0.01680892158327764
Position 3821: 0.016576751147579758
Position 12165: 0.01651812562205078
Position 4394: 0.015474094038480053
Position 1157: 0.012554743558331739
Position 2132: 0.011758983181604005
Position 2603: 0.0110218271802423
Position 6752: 0.010884525484784932
Position 6075: 0.010537402358485387
Position 1986: 0.010348036499849821
Position 1127: 0.010034170094759676
Position 1885: 0.007833979585725294
Position 10229: 0.0073583400140321475
Position 4544: 0.006205506430523724
Position 1908: 0.005860571268946618
Position 9129: 0.005520240603476865
Position 4144: 0.005221236303020956
Position 5258: 0.004340594792137503
Position 8274: 0.0037091173805350527
Position 5294: 0.003541112150928332
Position 2740: 0.0034507961407232363
Position 4419: 0.0030408046481303743
Position 2458: 0.0029071635111853167
Position 4906: 0.0027530373480534522
Position 4951: 0.0020100649926670707
Position 522: 0.0015540040255092307
Position 5234: 0.001547205807972363
Position 6851: 0.0014772847852083937
Position 6797: 0.0013971384719351622
Position 6407: 0.001379492591867752
Position 1364: 0.0013047999747006185
Position 5733: 0.001130847695700926
Position 6119: 0.0008798692782001848
Position 5668: 0.0007447469128889452
Position 1640: 0.0006685732363957576
Position 4817: 0.0006256106567907832
Position 1205: 0.000616840402773129
Position 968: 0.0005387642619511294
Position 2632: 0.0004995090784567211
Position 477: 0.00043489927143833035
Position 1203: 0.00042477468899077974
Position 965: 0.0003946484806760477
Position 1928: 0.00037989412618569566
Position 1438: 0.00026077118937524473
Position 815: 0.00020853730149175603
Position 732: 0.00020316236887935708
Position 1409: 0.000196674055474723
Position 1676: 0.00019344270607262606
Position 1029: 0.0001874942591835767
Position 1564: 0.0001701261451012266
Position 2549: 0.00016853455405044379
Position 2071: 0.00013723978276206425
Position 547: 0.00012999318636706917
Position 1820: 0.00011697202389976389
Position 629: 5.7677030150110595e-05
Position 824: 4.516885650989523e-05
Position 1972: 3.6595279912927924e-05
Position 797: 2.2026940289607172e-05
Position 152: 2.0990094523486783e-05
Position 396: 2.0484137883299463e-05
Position 791: 2.0017688726614075e-05
Position 723: 1.9762254556710192e-05
Position 868: 1.611535894785556e-05
Position 606: 1.3034670823242753e-05
Position 4175: 1.1697066502019586e-05
Position 577: 1.1347779262190058e-05
Position 793: 1.034756576018003e-05
Position 788: 9.690263834385456e-06
Position 549: 8.401009360943306e-06
Position 1179: 6.6779534392420494e-06
Position 785: 5.8456790162878895e-06
Position 584: 4.7306348815938885e-06
Position 182: 3.7151258025301537e-06
Position 1047: 3.583906587144641e-06
Position 632: 3.020232654512007e-06
Position 200: 2.9582287042233717e-06
Position 853: 2.3509960517003825e-06
Position 1041: 2.1741967533114987e-06
Position 1076: 2.1140854697981637e-06
Position 173: 1.7822177801420127e-06
Position 259: 1.7490332913148176e-06
Position 850: 9.370713986753384e-07
Position 830: 8.672178401169375e-07
Position 993: 5.800266612109279e-07
Position 1223: 4.681660080137356e-07
Position 752: 4.006061899180439e-07
Position 149: 3.312713952251742e-07
Position 737: 3.288786518148871e-07
Position 777: 1.1734796354092929e-07
Position 293: 5.018460145551649e-08
Position 1181: 3.285988561903427e-08
Position 805: 2.9202678841964454e-08
Position 2300: 2.9188561638343577e-08
Position 361: 2.1860717962494085e-08
Position 278: 1.9941218212590996e-08
Position 267: 6.6364703743305334e-09
Position 232: 4.056172103718437e-09
Position 407: 2.6547176558822995e-09
Position 336: 2.235881470174904e-09
Position 376: 1.3931615501427487e-09
Position 261: 1.3920874700087495e-09
Position 160: 1.1044544823608015e-09
Position 334: 6.488222443789772e-10
Position 635: 2.4151360729374087e-11
