Gene = BCAS2
index = 128
Annotated 5SS: [  141   341  4952  6050 10940 11648]
Annotated 3SS: [  247  4880  5887 10888 11566 13382]
SMsplice 5SS: [  141   341  4952 10940 11648]
SMsplice 3SS: [  247  4880 10888 11566 13382]
top_k =  500
Partition function (log Z): 6.970131155292881

Sorted 5' Splice Sites (High to Low Probability):
Position 141: 0.9949172487196195
Position 4952: 0.9825984009133908
Position 341: 0.9748167896224824
Position 11648: 0.8064897114911567
Position 10940: 0.7950112987848416
Position 6050: 0.4700569688389863
Position 13526: 0.17346249594049806
Position 12060: 0.13321471981875757
Position 4771: 0.09721608036346482
Position 9867: 0.0889949188592318
Position 8205: 0.08747179937287712
Position 4401: 0.05611095210560746
Position 2624: 0.04803282777023993
Position 5503: 0.04457031008233936
Position 11746: 0.03784636949576967
Position 8252: 0.03001674369998407
Position 2861: 0.029171611460184706
Position 6025: 0.024193688587532205
Position 345: 0.024105279877852475
Position 11429: 0.023656381713585542
Position 6039: 0.02207939884851743
Position 4698: 0.02165431163823584
Position 12626: 0.01399648752738159
Position 7926: 0.01322112085229597
Position 4706: 0.01218703131641907
Position 4702: 0.012056189138664856
Position 11040: 0.011188275089565377
Position 5263: 0.011020437012571316
Position 1899: 0.010952250470819137
Position 4042: 0.009740043444896195
Position 1919: 0.008482783593081819
Position 9465: 0.00826929820825491
Position 8476: 0.008031575819744976
Position 12357: 0.0066492248047903355
Position 7670: 0.006214279739032509
Position 2666: 0.006036209204931443
Position 5525: 0.00547692860105352
Position 3159: 0.005273853665736135
Position 7691: 0.005059895192351075
Position 13277: 0.005033754395994791
Position 10032: 0.004923806816535981
Position 11083: 0.00423526366596615
Position 1135: 0.0037029588810195357
Position 3889: 0.0036452344453461105
Position 8022: 0.003642764932655639
Position 13653: 0.003120998725125774
Position 2890: 0.002948447372363547
Position 2079: 0.0028792694935209197
Position 7913: 0.002761494881510841
Position 61: 0.002573710700137094
Position 6298: 0.002222713529408735
Position 3763: 0.002001821522015053
Position 5519: 0.0017923075884106313
Position 11698: 0.0015260354574384005
Position 3316: 0.0014704874908064416
Position 2877: 0.0014162388956960343
Position 9448: 0.0014091158472536603
Position 2626: 0.0011839722596080123
Position 3019: 0.0011703054967688038
Position 362: 0.0010776348651430723
Position 5969: 0.0009480602939958995
Position 1090: 0.0009266376286500929
Position 112: 0.0008717833196093538
Position 7429: 0.000826785839002363
Position 5985: 0.0006212170340696041
Position 145: 0.0005934953276519256
Position 127: 0.0005385910374962737
Position 4942: 0.0004327645713146197
Position 11652: 0.00043022309869719335
Position 5764: 0.00041365062285969627
Position 78: 0.0002675360469093051
Position 5507: 0.00014654582854623427
Position 5523: 0.00012364945117679905
Position 39: 0.00010447698892075543
Position 2035: 7.976020589721677e-05
Position 152: 6.089911556263936e-05
Position 5545: 5.8665705097070386e-05
Position 1218: 5.823258265863195e-05
Position 4990: 4.884108583070253e-05
Position 129: 4.4547884354632316e-05
Position 1857: 3.7029391254629065e-05
Position 1675: 3.0796332630642304e-05
Position 2656: 2.8209434324610975e-05
Position 5721: 2.624921719609141e-05
Position 2473: 2.4808317785494978e-05
Position 5299: 2.256752991751799e-05
Position 2662: 2.142983086802597e-05
Position 5705: 2.140510691197762e-05
Position 5267: 2.0953293188817548e-05
Position 1052: 1.8308983730495722e-05
Position 4998: 1.8295496003241145e-05
Position 1294: 1.7605956919564717e-05
Position 160: 1.6774833389602495e-05
Position 2033: 1.533282328199085e-05
Position 746: 1.5124978641391301e-05
Position 4074: 1.43689869981725e-05
Position 5218: 1.3725680337681861e-05
Position 603: 1.176783259798109e-05
Position 1633: 1.1461487373417566e-05
Position 2198: 9.72379292128452e-06
Position 2582: 9.674709730546e-06
Position 1592: 9.620302728660817e-06
Position 651: 8.33725526575217e-06
Position 2609: 6.668804713709547e-06
Position 84: 4.500401083984768e-06
Position 187: 2.8255700704054282e-06
Position 1883: 2.263416608446094e-06
Position 98: 1.9196938518253373e-06
Position 66: 1.8229375971216291e-06
Position 1334: 1.4352115962699557e-06
Position 1250: 1.4035545681135468e-06
Position 1267: 1.2263426713744804e-06
Position 905: 1.1799939203325213e-06
Position 6135: 1.1628684262360176e-06
Position 2166: 1.1406633301839356e-06
Position 6196: 1.0716587429024203e-06
Position 506: 8.625662618513659e-07
Position 2161: 6.611572822727008e-07
Position 1237: 5.726505558816999e-07
Position 2276: 5.57926689044549e-07
Position 2132: 5.520095078196732e-07
Position 1992: 4.996847921114411e-07
Position 1104: 3.523639730162172e-07
Position 861: 3.494791075267015e-07
Position 154: 2.0805306648536086e-07
Position 463: 1.7198302118387593e-07
Position 81: 1.0958238709052106e-07
Position 3: 5.0956503044708366e-08
Position 461: 2.1868267325590012e-08
Position 380: 1.636380108832366e-08
Position 364: 1.3522374779146155e-08
Position 455: 1.0369125112717771e-08
Position 349: 4.400588207313295e-12
Position 260: 4.252470566429299e-12
Position 494: 1.1380330235655077e-12
Position 417: 6.841246860335301e-14
Position 228: 8.312753299860313e-15
Position 467: 3.5356175704178664e-15
Position 203: 2.3485158777703557e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 247: 0.9991360323862656
Position 10888: 0.8122173882486116
Position 11566: 0.7983601105485557
Position 13382: 0.7518169410568153
Position 4880: 0.7477564687968695
Position 5887: 0.5201868185198645
Position 11803: 0.2765945036830162
Position 4835: 0.1555976130235782
Position 8140: 0.09761273075267489
Position 4565: 0.08819368326002615
Position 4730: 0.0840140678979123
Position 13775: 0.05494056796171359
Position 2376: 0.0482512676389503
Position 14032: 0.040040702529891566
Position 11520: 0.0394175148636743
Position 9728: 0.0385874512061727
Position 5289: 0.037195664024548304
Position 4853: 0.03588681374825535
Position 2752: 0.03473764060556008
Position 13434: 0.032500146930678105
Position 9722: 0.0315852631315785
Position 12533: 0.028342193382374956
Position 13815: 0.0280484251047627
Position 4321: 0.02663272799610185
Position 4298: 0.023320384972241644
Position 9835: 0.023200948000135932
Position 11249: 0.021718624923845933
Position 1776: 0.020474194658085917
Position 7788: 0.01923433797944304
Position 13678: 0.01877846505871142
Position 11502: 0.015467919794074735
Position 3887: 0.015354743538421398
Position 7765: 0.01417816843643314
Position 13846: 0.013732553485858962
Position 5085: 0.012301501691533316
Position 13788: 0.010963697747176149
Position 12201: 0.008965802129032226
Position 5245: 0.008350790367543501
Position 13712: 0.007284777701147138
Position 9154: 0.006769442165165794
Position 7547: 0.006521888874007183
Position 11745: 0.005941472283142887
Position 12608: 0.0059147658181832475
Position 4589: 0.005687649063786372
Position 13886: 0.005446154213769558
Position 7981: 0.005320484429195156
Position 12332: 0.005077285878889821
Position 13006: 0.005033754395994791
Position 8376: 0.0047924102603745
Position 996: 0.004558242490879452
Position 4627: 0.0036775465687148862
Position 11594: 0.0034659141643322805
Position 10896: 0.0034492084692478867
Position 7583: 0.003415914798913535
Position 2527: 0.0033989658917094336
Position 4641: 0.0032780737149933443
Position 10963: 0.0032554189703204285
Position 9246: 0.0029847829570777778
Position 11146: 0.002980771869995723
Position 13830: 0.0028972694082151033
Position 13927: 0.0028236400378204695
Position 8355: 0.0022947277514204258
Position 5392: 0.002190406182176574
Position 13979: 0.0021425456229747157
Position 7984: 0.002124252950078526
Position 2530: 0.0021141216935218025
Position 5047: 0.0019703970831039886
Position 2860: 0.0017746387428173892
Position 2928: 0.0017576346304244202
Position 11931: 0.0015152996407574108
Position 7351: 0.00141410441388361
Position 4368: 0.001244171477102047
Position 9810: 0.001173940439579463
Position 7260: 0.0011372350702818558
Position 4698: 0.0010541694539660557
Position 2372: 0.001039897171663301
Position 4188: 0.0008735753553898975
Position 254: 0.0008630198838293225
Position 3268: 0.0008247673972609459
Position 1782: 0.000807149323246
Position 3453: 0.0007987473277367634
Position 5969: 0.0007904725019976223
Position 11724: 0.0007384733312526113
Position 5681: 0.0007272967542916346
Position 3786: 0.0007270130466136695
Position 13438: 0.0007245661087804589
Position 4547: 0.000676287300029376
Position 13618: 0.0006745816398505416
Position 3307: 0.0006471575292693676
Position 6193: 0.0005673032948919513
Position 4141: 0.0005194033777940433
Position 1800: 0.0004926058508614878
Position 13693: 0.00048749342224045167
Position 3612: 0.0004833974410088179
Position 5257: 0.0004451403576189439
Position 3018: 0.000429034290291562
Position 3073: 0.00040576858769873634
Position 4909: 0.0003663894850433121
Position 3615: 0.0003480483724353139
Position 5298: 0.0003422623618086113
Position 2983: 0.00033725769313809714
Position 2556: 0.00032987997911950996
