Gene = SGOL1
index = 1250
Annotated 5SS: [  133  2306  2584  7921  9591 15149 15468]
Annotated 3SS: [ 2156  2386  7843  9531 14958 15375 24964]
SMsplice 5SS: [  133  2306  2584  7921  9591 15149]
SMsplice 3SS: [ 2156  2386  7843  9531 14958 24964]
top_k =  500
Partition function (log Z): -9.10815469682763

Sorted 5' Splice Sites (High to Low Probability):
Position 2584: 0.9249919220622036
Position 9591: 0.9054762096525846
Position 2306: 0.8405376293729369
Position 15149: 0.8086830798748137
Position 3803: 0.6422804835381004
Position 7921: 0.5583814854992392
Position 133: 0.3584155429730239
Position 232: 0.33140920798521345
Position 244: 0.21447737578117357
Position 14519: 0.15563084421061565
Position 2274: 0.13038587376224556
Position 6088: 0.11599207851563686
Position 2880: 0.09380721840036767
Position 880: 0.08990864374368297
Position 735: 0.05982190999692942
Position 15103: 0.04993916599252668
Position 15552: 0.030995762687976665
Position 15468: 0.02954814666370184
Position 24: 0.024885122298473027
Position 490: 0.021682860802167355
Position 91: 0.02034873538744838
Position 15571: 0.01632418110180332
Position 2810: 0.01245368362789544
Position 699: 0.007931970884953342
Position 7671: 0.007635061872242484
Position 3433: 0.006979132962266714
Position 1868: 0.0058174516363424505
Position 1161: 0.00525701046694543
Position 8872: 0.004761021970010049
Position 1758: 0.0046730932893757245
Position 704: 0.004565496597865474
Position 3869: 0.004287974845327354
Position 2433: 0.004265387635315046
Position 3131: 0.0034280771832076685
Position 603: 0.0030885324474127463
Position 2525: 0.002698189391007852
Position 15160: 0.0026185990389367367
Position 9943: 0.002475156926566506
Position 11187: 0.00246405247944069
Position 671: 0.002091954458974799
Position 1412: 0.0019805378596032884
Position 15023: 0.001960280072873964
Position 388: 0.0017851102540653654
Position 236: 0.0017255726919952062
Position 44: 0.0012735921383649716
Position 259: 0.0010795856468942616
Position 5762: 0.0010094805761140893
Position 5738: 0.0008441271605061509
Position 859: 0.0008122989544010854
Position 21: 0.0007509162561427841
Position 1166: 0.0007259200805572895
Position 2922: 0.0007202399220909313
Position 29: 0.0005223989094003446
Position 434: 0.00047907125808693796
Position 3778: 0.00047834179929181255
Position 121: 0.0004697591332631761
Position 2619: 0.00043004383486859897
Position 443: 0.00039741094112173415
Position 4798: 0.0003879555037419773
Position 164: 0.00031241830575865783
Position 9636: 0.00027198312419987743
Position 4854: 0.0002700316056360517
Position 2024: 0.00023943914790706567
Position 2467: 0.00023434330474475247
Position 1568: 0.00022792913128493508
Position 3861: 0.00016608489267903813
Position 3435: 0.00015515994814720133
Position 1378: 0.00015089988622997655
Position 530: 0.0001296875975000304
Position 1777: 8.09928051276999e-05
Position 990: 7.44021149068712e-05
Position 294: 7.151043372421823e-05
Position 172: 5.638255228456618e-05
Position 1081: 5.0223258668249475e-05
Position 287: 4.80296315298023e-05
Position 4391: 4.6577742970281914e-05
Position 1297: 4.501682469496502e-05
Position 448: 4.420576459395284e-05
Position 828: 4.131421644915787e-05
Position 10972: 2.8361529268681126e-05
Position 10657: 2.566874040038603e-05
Position 2569: 2.4854004186504983e-05
Position 2614: 1.763373906409976e-05
Position 2635: 1.09513787992768e-05
Position 538: 9.30138691862971e-06
Position 4027: 3.4198290929681624e-06
Position 359: 3.2788759675411933e-06
Position 213: 1.0708513419898736e-06
Position 523: 4.341502664197304e-07
Position 553: 3.0195352628499107e-07
Position 432: 7.797258506124676e-08
Position 262: 5.001653448624308e-08
Position 3827: 4.7831755265742e-08
Position 3914: 4.781002111438599e-08
Position 311: 2.4015966350816473e-08
Position 124: 1.8343087708786462e-08
Position 3982: 1.3703935098967744e-08
Position 271: 4.3301742004213474e-09
Position 112: 3.563379689995969e-09
Position 138: 1.0116390732343221e-09
Position 60: 2.0944654352029305e-10
Position 516: 1.8503705877130496e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2156: 0.9667540890219298
Position 2386: 0.9186598937326421
Position 14958: 0.8241930608144211
Position 7843: 0.5461006228093134
Position 9531: 0.46838677085829455
Position 15375: 0.4523293286077204
Position 3668: 0.42779407432502276
Position 9399: 0.4176075731949297
Position 24964: 0.32411467523540183
Position 3671: 0.21137169165012204
Position 14426: 0.12788532480325362
Position 5912: 0.10463580995382087
Position 627: 0.09298072984218585
Position 2715: 0.06738695855682524
Position 16365: 0.05927134849545932
Position 14941: 0.04887210197321939
Position 15766: 0.03966797102777258
Position 15820: 0.03679133086582576
Position 15541: 0.02984910223572206
Position 14299: 0.029565255888916536
Position 630: 0.02777508622240376
Position 18124: 0.02766908033622656
Position 2809: 0.017835654903876248
Position 9286: 0.017313734670806456
Position 19790: 0.017053832286449085
Position 294: 0.016991896236353724
Position 18695: 0.015533867519253966
Position 2806: 0.012954211616127077
Position 7810: 0.012484019087294584
Position 18908: 0.011602705404835142
Position 5824: 0.011454680383627963
Position 11135: 0.010519140412712591
Position 3746: 0.008120119497592272
Position 7491: 0.00788038920507737
Position 558: 0.006779395440309936
Position 2443: 0.006708532541507602
Position 16412: 0.006190642792524999
Position 9744: 0.005827950103057307
Position 15404: 0.005741429393539636
Position 2750: 0.0057269166930638314
Position 1705: 0.0047411459661526306
Position 9308: 0.0046755350374476
Position 15439: 0.0041749985805792636
Position 17050: 0.003423177070074095
Position 8776: 0.003164778370727634
Position 3338: 0.0029754116972275572
Position 2163: 0.002843907251459458
Position 2496: 0.0028104864012068096
Position 5560: 0.0027141759414502104
Position 3176: 0.002357439030280139
Position 3014: 0.002304258005556851
Position 1027: 0.002207407306682726
Position 12612: 0.001924046721962342
Position 15436: 0.0018471143526813058
Position 385: 0.0018278500571525683
Position 8577: 0.0017268170142337599
Position 2754: 0.0016556912563517507
Position 3341: 0.0015427439113110588
Position 1275: 0.0015427261097201864
Position 6973: 0.0015304903346636102
Position 13232: 0.0014873768224846465
Position 2419: 0.0012638605199209955
Position 364: 0.0012407492747387005
Position 1062: 0.0011560994224333022
Position 2437: 0.0011201123088071317
Position 799: 0.0010982881264210097
Position 709: 0.0010060392215463807
Position 2105: 0.000999713018001954
Position 1747: 0.0009389943215044771
Position 2200: 0.0009359356939924333
Position 3044: 0.0008622550593189451
Position 1639: 0.0008602613288481037
Position 4115: 0.0008583727576865838
Position 685: 0.0008411328401294509
Position 10249: 0.00078143165194137
Position 10400: 0.0007743594208175771
Position 8143: 0.0007393114399803823
Position 7667: 0.0006992672317865386
Position 2529: 0.0006818831849642766
Position 2676: 0.0006670940236796173
Position 8025: 0.0006335772675267932
Position 12345: 0.0006330134230800306
Position 1485: 0.0006264799779999253
Position 803: 0.0005855043819393809
Position 1009: 0.0005737326851617416
