Gene = SNAPIN
index = 1289
Annotated 5SS: [233 531 913]
Annotated 3SS: [ 483  793 2545]
SMsplice 5SS: [233 913]
SMsplice 3SS: [ 793 2545]
top_k =  500
Partition function (log Z): -5.731308205967308

Sorted 5' Splice Sites (High to Low Probability):
Position 233: 0.900552337934102
Position 913: 0.7256294132178939
Position 531: 0.36432872117530246
Position 65: 0.17274786646703136
Position 955: 0.07723579594006759
Position 410: 0.021110421030078094
Position 445: 0.014705548218560474
Position 494: 0.008331613398700229
Position 823: 0.005500569438135894
Position 114: 0.004503960151389982
Position 535: 0.0034071899967656237
Position 2677: 0.002914513916461885
Position 586: 0.002416432014634953
Position 219: 0.0016346651644740405
Position 248: 0.001509148176575087
Position 2453: 0.001184758373996183
Position 371: 0.0011554580409181554
Position 87: 0.0011168648431326479
Position 1936: 0.0008606181638946308
Position 2352: 0.0006595071859512878
Position 2467: 0.000582096288452232
Position 1401: 0.0005767132552225821
Position 1317: 0.0005382398497065368
Position 983: 0.000504211425357024
Position 418: 0.0003496066461197498
Position 42: 0.0002888838641332674
Position 228: 0.0002746057504914925
Position 103: 0.0002658074597273439
Position 1268: 0.00021736699455212504
Position 701: 0.0001971807041349874
Position 403: 0.0001442126588861653
Position 549: 0.00011534361763966888
Position 935: 8.908662124690699e-05
Position 26: 8.095875410575731e-05
Position 1210: 7.89319133802555e-05
Position 278: 6.790643075785224e-05
Position 1649: 5.456983318449469e-05
Position 426: 4.599326478510295e-05
Position 135: 2.590869219660149e-05
Position 378: 2.400880294370451e-05
Position 461: 6.111761844801678e-06
Position 198: 5.690651803379064e-06
Position 313: 1.044283597747948e-06
Position 300: 2.940962682706057e-07
Position 298: 2.3473652260693175e-07
Position 182: 9.337373466221506e-08
Position 264: 2.485053537285418e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2545: 0.8285021542934593
Position 793: 0.5079467969828116
Position 743: 0.30371353351057656
Position 483: 0.2688416207070227
Position 150: 0.13112375528968967
Position 2707: 0.054312231691524666
Position 464: 0.03871919852911881
Position 171: 0.031928318097345004
Position 2639: 0.015658212208904326
Position 403: 0.014056925127929902
Position 629: 0.013502362526401543
Position 328: 0.01306225361662644
Position 1130: 0.012981491923849349
Position 728: 0.01074343343498757
Position 2477: 0.009675947308280499
Position 1291: 0.007526809479121259
Position 1112: 0.005737633287891194
Position 2919: 0.005563294192123989
Position 2947: 0.004195368155081783
Position 281: 0.003849113679008733
Position 663: 0.003427682158216228
Position 2175: 0.003044124314078195
Position 2150: 0.002676403422810265
Position 370: 0.002545299209555321
Position 1265: 0.0023004246433643728
Position 1553: 0.00219019873318514
Position 2807: 0.002026960695681329
Position 1073: 0.001997543556586105
Position 2351: 0.0017966226134709506
Position 852: 0.0013208936848961626
Position 355: 0.0009863307540956341
Position 421: 0.0009088051682062147
Position 1746: 0.0007377706441170995
Position 1749: 0.0006011826719704548
Position 2690: 0.0005344633899933411
Position 2298: 0.0004945007889398139
Position 903: 0.00043497311687827194
Position 749: 0.00042618207344746794
Position 1008: 0.0004194196251199276
Position 2512: 0.00037668975812306306
Position 485: 0.000360572480181906
Position 1880: 0.00033051084453124935
Position 1463: 0.00028634430080995925
Position 342: 0.000272455741093324
Position 855: 0.00026353684145539693
Position 1344: 0.00021406870592933895
Position 2249: 0.0002074750971579307
Position 1559: 0.00020463124913306714
Position 1400: 0.0001845803956330032
Position 2571: 0.00017749217251150087
Position 489: 0.00017738861022729413
Position 1187: 0.0001733445162789905
Position 2953: 0.00015948289355428212
Position 1646: 0.00015384991566799052
Position 1156: 0.00015190714270420233
Position 1579: 0.00014687503378525645
Position 2301: 0.00011491571854213383
Position 577: 0.00011108425119303668
Position 2440: 0.00011098244980126155
Position 350: 0.00010832448235450724
Position 1027: 9.723993991381374e-05
Position 707: 9.121524809573523e-05
Position 383: 8.896147386718641e-05
Position 959: 8.766004805034486e-05
Position 487: 7.514156263916905e-05
Position 376: 7.509650063724633e-05
Position 2816: 6.815041545454798e-05
Position 203: 6.782944059277826e-05
Position 1268: 6.6695886176382e-05
Position 1045: 6.0728847631410637e-05
Position 313: 5.9731459562251326e-05
Position 524: 5.657552429754524e-05
Position 2232: 4.304739415653173e-05
Position 206: 4.26113873152646e-05
Position 770: 3.709241582273282e-05
Position 439: 3.550723999762539e-05
Position 493: 3.386945461303882e-05
Position 1555: 3.1522012963965134e-05
Position 1704: 2.8036900538397647e-05
Position 530: 2.760806333404505e-05
Position 232: 1.9325399069184293e-05
Position 585: 1.5811587071696915e-05
Position 298: 1.2716642749538538e-05
Position 126: 8.29335178060828e-06
Position 363: 3.3712314266284564e-06
Position 182: 1.9006859191949634e-06
Position 751: 1.5025936508284572e-06
Position 822: 1.3656696734877598e-06
Position 763: 9.163706138150823e-07
Position 813: 8.9798538437193e-07
Position 388: 8.336460135418005e-07
Position 426: 7.725927110766685e-07
Position 819: 6.695527817648289e-07
Position 637: 5.701550705470068e-07
Position 566: 3.1545094392616146e-07
Position 935: 1.595326802955263e-07
Position 294: 1.2579470557155359e-08
Position 248: 2.9141030790835457e-09
Position 243: 1.0942967577356028e-13
