Gene = MEIKIN
index = 834
Annotated 5SS: [   299    543   1034   3064  12186  23877  28813  33884  66721  90945
  94435 126959]
Annotated 3SS: [   448    945   3002  12056  23756  28772  33818  66649  90863  94314
 126834 138439]
SMsplice 5SS: [   299    543  12186  23877  28813  33884  60012  60864  90945 116381
 126959 130085]
SMsplice 3SS: [   448  12056  23756  28772  33711  59863  60754  90863 116260 126834
 130003 136642]
top_k =  500
Partition function (log Z): -53.931001158375395

Sorted 5' Splice Sites (High to Low Probability):
Position 12186: 0.9999985381822782
Position 23877: 0.9894772317653583
Position 28813: 0.9650710779622406
Position 33884: 0.9509915873110268
Position 543: 0.9154854047318934
Position 299: 0.5352381374125031
Position 773: 0.4700531306996806
Position 3064: 0.4230106414302094
Position 29268: 0.42108665467355544
Position 323: 0.39217056509086495
Position 34733: 0.20709419577739352
Position 3879: 0.19427048053608795
Position 8109: 0.16135773216164567
Position 30073: 0.1255144442289607
Position 26350: 0.11370028422073572
Position 7979: 0.10117916567701987
Position 6750: 0.06642550238917447
Position 521: 0.06482439832732827
Position 8119: 0.06179109879674919
Position 177: 0.053746948654137074
Position 14349: 0.05289073970657188
Position 26329: 0.05279499889058993
Position 4170: 0.05157560612127651
Position 8611: 0.03851329094859069
Position 20471: 0.03736926424963598
Position 1034: 0.03555259481497848
Position 26315: 0.03219178665545537
Position 3163: 0.022920376483177827
Position 5731: 0.017663617401844953
Position 26684: 0.013548303005160797
Position 25135: 0.012428768722043034
Position 25674: 0.011015659273668474
Position 26044: 0.00986446414592782
Position 3789: 0.005775885232720637
Position 756: 0.00564428625637798
Position 6740: 0.0054114942552042095
Position 29153: 0.00536640808623093
Position 8157: 0.004534815469666135
Position 182: 0.003607562114954441
Position 5890: 0.002421658427520246
Position 3341: 0.002233709169081291
Position 2327: 0.001217233937746014
Position 769: 0.0011835930462786623
Position 71: 0.0011661156728397769
Position 1038: 0.0011608524205980817
Position 407: 0.0010423653143013614
Position 411: 0.0007912933582082031
Position 233: 0.0006595490558002865
Position 2755: 0.0005735475698170933
Position 2271: 0.0004898419004437637
Position 915: 0.0002349219385860074
Position 371: 0.00013718989666396093
Position 449: 0.00011653362916024669
Position 557: 0.00010809895238256662
Position 614: 5.61609250717489e-05
Position 547: 4.7171164803097655e-05
Position 152: 3.564301192781943e-05
Position 112: 3.5241671454093535e-05
Position 746: 3.360222058877337e-05
Position 208: 2.5288479328835774e-05
Position 195: 1.3353851294752828e-05
Position 36: 3.811484711870732e-06
Position 537: 3.7430770310738266e-06
Position 828: 3.0436628222571734e-06
Position 469: 1.8623429453840498e-06
Position 810: 1.8272579667342006e-06
Position 415: 6.691574276206488e-07
Position 65: 2.0118979359629236e-07
Position 166: 9.130150706062837e-08
Position 655: 3.334154656764093e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12056: 0.999939117911774
Position 23756: 0.9895537780792487
Position 28772: 0.9783165723433946
Position 448: 0.9529307023251825
Position 33711: 0.6849260324315813
Position 678: 0.42025126731257356
Position 42512: 0.3759182393450095
Position 29152: 0.36218181619287243
Position 3002: 0.31042525609757227
Position 33818: 0.2740567852060106
Position 7878: 0.2692780746988476
Position 34676: 0.21868209410052483
Position 26155: 0.1949905678287298
Position 3788: 0.1506687164310306
Position 36904: 0.14386587093855335
Position 29949: 0.12586287075689923
Position 40818: 0.07336276830932198
Position 43133: 0.06987903090374369
Position 2826: 0.0675793393038206
Position 34185: 0.06457007717763706
Position 7904: 0.059584737406232824
Position 38276: 0.059008819428568574
Position 2980: 0.057718333003905865
Position 14233: 0.05289103340949611
Position 4071: 0.049348006531774076
Position 633: 0.04742947810280101
Position 29011: 0.044115109186096936
Position 3731: 0.0388879127409493
Position 8495: 0.03851330974683576
Position 20392: 0.03736926424963598
Position 36339: 0.03726009204853686
Position 6664: 0.03652658956674348
Position 37124: 0.029219353877155196
Position 6647: 0.028364921524102214
Position 35338: 0.027747685704587417
Position 36581: 0.02351679140246743
Position 5537: 0.02008530865974231
Position 847: 0.019206100614882555
Position 39609: 0.01761405810476757
Position 28749: 0.016285192487180026
Position 26592: 0.013548303005160845
Position 945: 0.013294488308385864
Position 25056: 0.01243596104488599
Position 25528: 0.011015659273668474
Position 25890: 0.010056529139386566
Position 414: 0.009593323950616257
Position 3589: 0.008111331958259789
Position 6531: 0.006945485553532845
Position 37087: 0.006903801510175259
Position 37421: 0.006873687775510063
Position 37598: 0.006693276862715423
Position 2679: 0.006451546620756795
Position 705: 0.005724342976704838
Position 35461: 0.005195272133414039
Position 36668: 0.004555265857179308
Position 3638: 0.0043864426049132
Position 35985: 0.004304584680299686
Position 262: 0.004155220129591672
Position 26095: 0.0037927981072669865
Position 36109: 0.003234799041367147
Position 31321: 0.0027219666909608017
Position 31927: 0.0026753880412006027
Position 30053: 0.0024935590833282794
Position 403: 0.0022754912894929853
Position 35531: 0.0021288368388176575
Position 2845: 0.0019336267465821333
Position 268: 0.0017214358963682306
Position 3026: 0.0016629038982056152
Position 2165: 0.001526773834228834
Position 617: 0.0014974526914143904
Position 3154: 0.0012527757898093427
Position 956: 0.0012373709642894812
Position 614: 0.001043188361273886
Position 2705: 0.0009272018901174965
Position 3208: 0.0006522502657899642
Position 752: 0.0005728041650634281
Position 859: 0.0004560177562367444
Position 390: 0.00041268050798897284
Position 965: 0.0003543458252173192
Position 28137: 0.00025467792930587366
Position 638: 0.00025064298456177003
Position 3617: 0.00021170916175569716
Position 31996: 0.00018143193556533112
Position 725: 0.00014485388418542978
Position 456: 0.0001411204083574823
Position 2253: 0.00013842191537608112
Position 869: 0.00013823183809012044
Position 3009: 0.00011718302497950653
Position 816: 6.849829409310763e-05
Position 11998: 6.080305517755296e-05
Position 655: 4.279544867072796e-05
Position 2267: 4.129051073316387e-05
Position 26743: 3.7336658601983235e-05
Position 25283: 3.341294242308508e-05
Position 709: 3.170002901117507e-05
Position 377: 3.075909952866788e-05
Position 486: 2.8010050130539352e-05
Position 731: 2.7230701320651454e-05
Position 493: 2.0382179823351453e-05
Position 298: 1.792304250734593e-05
Position 24118: 1.7732473741127076e-05
Position 2628: 1.5594031885717008e-05
Position 304: 1.459364527773636e-05
Position 277: 1.4371319349044706e-05
Position 133: 1.3956675468029276e-05
Position 24640: 1.3781996572448356e-05
Position 24583: 1.374739276298483e-05
Position 282: 9.676598316579427e-06
Position 25703: 9.347909534267086e-06
Position 4146: 7.853802801933774e-06
Position 458: 7.588102995580345e-06
Position 180: 7.426702148442997e-06
Position 24684: 6.5538995600603055e-06
Position 463: 6.4330710930808725e-06
Position 23988: 4.3375530554894625e-06
Position 327: 3.6552494732802302e-06
