Gene = HAX1
index = 639
Annotated 5SS: [ 266 1088 1451 2491 2750 2973]
Annotated 3SS: [ 824 1262 2438 2642 2881 3104]
SMsplice 5SS: [ 266 1451 2491 2768 2973]
SMsplice 3SS: [1262 2397 2642 2881 3104]
top_k =  500
Partition function (log Z): 9.448312688367691

Sorted 5' Splice Sites (High to Low Probability):
Position 2973: 0.9961760666825155
Position 2491: 0.992486709775336
Position 266: 0.6618241556472766
Position 1451: 0.6530406304498116
Position 2750: 0.48529751202773824
Position 2768: 0.48462318630342577
Position 538: 0.28007464817090066
Position 272: 0.20780705683637155
Position 1088: 0.18284979527843603
Position 921: 0.17790724096651134
Position 507: 0.13834681553668646
Position 1126: 0.11287271217791514
Position 1293: 0.08284376153398751
Position 626: 0.06969948595631945
Position 530: 0.06856358116485362
Position 3187: 0.054058500260624906
Position 276: 0.03755942639048058
Position 106: 0.03630441939421385
Position 193: 0.028277779338796164
Position 417: 0.025742953713691927
Position 1339: 0.025204939615507148
Position 600: 0.020113784796905846
Position 1024: 0.01960484996314577
Position 1134: 0.018552442634578423
Position 2778: 0.016794982603145096
Position 513: 0.014331991568797846
Position 475: 0.011267615152161604
Position 1669: 0.011145233896116609
Position 1130: 0.008385980789893712
Position 1455: 0.0043935493491731896
Position 293: 0.004034345836361909
Position 1475: 0.0026376868052654452
Position 2016: 0.0013512316396813583
Position 1398: 0.0012634016612439148
Position 152: 0.0011047545023966892
Position 1521: 0.0010826783206473584
Position 205: 0.0010396229561038077
Position 602: 0.0009926041703130575
Position 3181: 0.0009884156482100894
Position 429: 0.0006095912823532743
Position 1272: 0.0004937993970357778
Position 1584: 0.00047288061622358183
Position 1566: 0.0003905784292658846
Position 908: 0.00028788582246414625
Position 54: 0.00027801375509351915
Position 2936: 0.00025244982076441294
Position 1485: 0.00022547780246775045
Position 1972: 0.00021414328036444997
Position 111: 0.0002037787792113094
Position 2546: 0.00017755128268588468
Position 36: 0.00016472267560512887
Position 2448: 0.00012809141306742558
Position 3171: 0.00012699628537173445
Position 2512: 0.00011343942864945573
Position 2657: 7.825899112347891e-05
Position 299: 7.563195104904949e-05
Position 81: 6.026001353429179e-05
Position 2541: 5.875292585139934e-05
Position 2993: 5.384894073866054e-05
Position 2817: 5.2952872473676026e-05
Position 2913: 5.0423580648697135e-05
Position 185: 4.78675580702497e-05
Position 2970: 3.8665380409806076e-05
Position 666: 2.904383131419049e-05
Position 3175: 2.855540149258737e-05
Position 2754: 2.026550277344586e-05
Position 2977: 1.844174483279507e-05
Position 2681: 1.4078694217692514e-05
Position 3195: 1.2640252556970374e-05
Position 929: 3.401989629591063e-06
Position 2723: 3.071698839501532e-06
Position 3217: 2.3144690784268134e-06
Position 2862: 1.3770614460201382e-06
Position 676: 1.3286831503271743e-06
Position 161: 6.216045822717593e-07
Position 79: 4.735381036491217e-07
Position 302: 1.0768106375622333e-07
Position 69: 8.432749397082056e-09
Position 199: 4.2952863688037725e-09
Position 2961: 3.748747619100262e-09
Position 66: 6.613645067500219e-10
Position 2495: 3.146041077494025e-10
