Gene = AHDC1
index = 42
Annotated 5SS: [  195 44886 50518 50700 56331]
Annotated 3SS: [44707 50405 50661 51401 68674]
SMsplice 5SS: [  195 35624 39441 44886 50735 51470 53085 56331 68830]
SMsplice 3SS: [35477 39312 44707 50661 51401 52974 56155 68674 69260]
top_k =  500
Partition function (log Z): -33.599178383210486

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9997513303746958
Position 3229: 0.5783883989202881
Position 6499: 0.2828448474988448
Position 2197: 0.21053427212153109
Position 2155: 0.1818691305388611
Position 3852: 0.16676509768494233
Position 4723: 0.14359832732587186
Position 6757: 0.14232367176731076
Position 3527: 0.1250255781438105
Position 9074: 0.10939293455545611
Position 1999: 0.07970602096192986
Position 1837: 0.031199058230771008
Position 2109: 0.02420914091093941
Position 6471: 0.020962223285448615
Position 9177: 0.016787443235536686
Position 4790: 0.015046355899822119
Position 5970: 0.012072481108821208
Position 3361: 0.009488148720731893
Position 3682: 0.009050389461691241
Position 1380: 0.0045606877470458235
Position 2267: 0.004195811494136927
Position 3234: 0.0032021383060302985
Position 6714: 0.0026581126045901117
Position 2914: 0.0024509044807529187
Position 1687: 0.0023244741511239796
Position 5183: 0.0018401230196638933
Position 24: 0.0017921876125795598
Position 1038: 0.0012793726154384033
Position 2310: 0.0012541512349168104
Position 2831: 0.001225715116513184
Position 1244: 0.001124544763610542
Position 2444: 0.0009809872043237554
Position 988: 0.0006493822577407608
Position 2243: 0.0006397086873757952
Position 1662: 0.0005546367900291385
Position 326: 0.0004410081472914314
Position 3219: 0.0003721188783359757
Position 3602: 0.00034608460827015996
Position 1664: 0.000292935265901905
Position 1614: 0.00027516570355476356
Position 2060: 0.00025234284505275766
Position 1824: 0.0001949413098934481
Position 1882: 0.00013402061226905695
Position 2473: 5.995126875366637e-05
Position 294: 5.910763880597223e-05
Position 2643: 4.56285667764806e-05
Position 1372: 4.417426540181122e-05
Position 1387: 4.337191321837588e-05
Position 3876: 4.293480367088788e-05
Position 1620: 3.662162016821905e-05
Position 1541: 3.660847060153755e-05
Position 417: 2.5756528403237397e-05
Position 1530: 2.3346124227665863e-05
Position 1959: 1.9087080569299878e-05
Position 289: 1.8219318544047967e-05
Position 496: 1.7303280087585503e-05
Position 1744: 1.6257235293372643e-05
Position 738: 1.5681385868076967e-05
Position 2803: 1.5154763282533284e-05
Position 941: 1.2440535282119803e-05
Position 1044: 1.145152944460438e-05
Position 1179: 5.085337890281054e-06
Position 8: 4.144027783451092e-06
Position 317: 2.8453076942496453e-07
Position 771: 9.982017329937487e-08
Position 1138: 7.877027496245159e-08
Position 962: 6.841802337549006e-08
Position 1084: 6.30099208557077e-08
Position 335: 4.789486721868752e-08
Position 308: 4.245936405740983e-08
Position 946: 3.8883093247332355e-08
Position 832: 2.9519483937484988e-08
Position 48: 2.4816750329612713e-08
Position 591: 9.231509090741699e-09
Position 199: 2.9113049590205795e-09
Position 849: 1.394261315103006e-09
Position 815: 5.475751038752753e-10
Position 341: 4.400431372246192e-10
Position 620: 1.6876215731643744e-10
Position 257: 1.4602086461817788e-10
Position 138: 1.2474623613091212e-10
Position 773: 5.846011098347163e-11
Position 112: 1.2418722710526492e-12
Position 455: 3.452328153143181e-13
Position 447: 1.301875891072651e-13
Position 281: 2.181908785746071e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 3096: 0.37286510715079907
Position 6348: 0.3386162263946491
Position 2037: 0.3057555793248646
Position 3137: 0.25717501210923177
Position 8916: 0.19226999779608872
Position 3759: 0.17615400425697966
Position 9604: 0.1730598699688545
Position 6626: 0.15232145753861834
Position 12736: 0.14683160506159496
Position 10878: 0.13720215125389676
Position 3385: 0.10551662911705299
Position 1914: 0.09089191164298761
Position 4582: 0.07813708153437973
Position 9359: 0.07289215530785767
Position 5914: 0.06762432955028828
Position 1956: 0.06349082784076149
Position 4531: 0.04492890645969106
Position 7252: 0.039040739371275494
Position 6036: 0.03638123376092756
Position 4492: 0.030926586274520537
Position 8980: 0.026860517862563847
Position 3400: 0.024511366606886666
Position 1465: 0.023060105939086684
Position 1116: 0.02278332477729411
Position 2077: 0.019444789409428183
Position 5415: 0.018535620297468917
Position 8287: 0.017517927916530146
Position 7265: 0.01699075691836626
Position 11798: 0.016607916565527656
Position 2093: 0.014755911835894985
Position 7339: 0.014101570653023534
Position 1976: 0.012078634126017788
Position 3303: 0.010527501194180116
Position 4461: 0.009271090318162685
Position 7704: 0.008045775085680044
Position 6831: 0.007217635359867117
Position 937: 0.005664973911884693
Position 1691: 0.004482983269794704
Position 3583: 0.0034873227742696867
Position 1653: 0.003388360589793447
Position 2749: 0.0031233630076679206
Position 1595: 0.0024342229168110613
Position 3164: 0.0022495495283581897
Position 4716: 0.0017188519111234197
Position 1614: 0.0016677334906888511
Position 5388: 0.001426551027044968
Position 5210: 0.0013182177592237186
Position 5114: 0.0012533194726462096
Position 2222: 0.0011616400145715161
Position 99: 0.001017587639940627
Position 2973: 0.0009756946331288318
Position 1479: 0.0009441778940560367
Position 2678: 0.000927536614020212
Position 1404: 0.0008364969804861314
Position 96: 0.0007754247844854843
Position 1953: 0.0007313039164477873
Position 3444: 0.0007017244559895009
Position 3031: 0.0005737213815926878
Position 1214: 0.0005334372949195702
Position 3144: 0.0004716425886249722
Position 3579: 0.0004711585719424777
Position 262: 0.00042818840905391853
Position 2053: 0.0004058062380834941
Position 3616: 0.00040534597820816794
Position 1641: 0.0003956505255983408
Position 2434: 0.00039230296313738557
Position 1501: 0.00036075334762701155
Position 2188: 0.00035685419948075975
Position 3621: 0.00033494262854596676
Position 4944: 0.0002857762535682196
Position 1761: 0.00027733172091593596
Position 5028: 0.00025358889540902477
Position 2339: 0.00021478974863048614
Position 2830: 0.00020532936456943958
Position 1190: 0.00018307336495355751
Position 2606: 0.00016651389478625556
Position 578: 0.0001289091753078649
Position 3201: 0.0001271647683448864
Position 2296: 0.00012617247262740759
Position 2135: 0.00010656080820545748
Position 2262: 9.559989152504498e-05
Position 2367: 8.185309279300983e-05
Position 717: 7.813203241128243e-05
Position 1885: 6.985034857592446e-05
Position 1624: 5.070916428714309e-05
Position 5151: 4.743839804044589e-05
Position 3642: 4.551860870111842e-05
Position 1485: 3.792413812819137e-05
Position 1555: 3.582868770789876e-05
Position 1520: 3.208610627019127e-05
Position 1660: 2.643685398746115e-05
Position 1655: 2.427417377818842e-05
Position 2408: 1.9391958970261535e-05
Position 1187: 1.60493113016064e-05
Position 1674: 1.2358199534606053e-05
Position 1349: 1.0012274101915507e-05
Position 1203: 9.27775647547991e-06
Position 1536: 5.860770236571454e-06
Position 1772: 5.4583482832088985e-06
Position 1295: 4.048034531756539e-06
Position 1516: 2.724447335068867e-06
Position 1763: 2.547109794135882e-06
Position 131: 2.490314885421145e-06
Position 649: 2.1197880532054036e-06
Position 1263: 1.4463874068219628e-06
Position 1089: 1.3901404602630004e-06
Position 974: 1.3707930102015196e-06
Position 611: 8.532779120195236e-07
Position 1363: 6.734097675672288e-07
Position 1889: 4.4331752249417447e-07
Position 1122: 2.9579975394260997e-07
Position 1055: 2.7213147198785755e-07
Position 1287: 2.5865692710753267e-07
Position 1220: 1.5820033464526575e-07
Position 135: 8.727840645551022e-08
Position 2079: 6.191624088420413e-08
Position 1019: 5.6699558413807964e-08
Position 959: 5.364809535693781e-08
Position 804: 4.908233382451254e-08
Position 1227: 3.9749239123664614e-08
Position 849: 3.45010995657997e-08
Position 978: 3.3598237792427844e-08
Position 1240: 1.628259946713971e-08
Position 2104: 9.713393209611996e-09
Position 1304: 6.845995067796867e-09
Position 637: 3.0181972190194735e-09
Position 966: 2.0404738519014993e-09
Position 495: 1.92324408657142e-09
Position 667: 1.882811146849853e-09
Position 182: 1.6274689877066343e-09
Position 767: 1.3840478124052894e-09
Position 786: 1.3584523790332604e-09
Position 382: 1.263465072429171e-09
Position 175: 7.455423640879148e-10
Position 390: 4.760166145511738e-10
Position 70: 3.178972242672813e-10
