Gene = CIZ1
index = 373
Annotated 5SS: [  158   902  1261  3727  6043 10869 11175 12881 13221 14024 15239 21570
 22184 22538 24495 24831]
Annotated 3SS: [  726  1144  3654  5812 10774 11065 12173 13098 13825 15113 21481 22069
 22387 24424 24708 25182]
SMsplice 5SS: [  385   902  1261  6043 10869 11175 14024 15239 21570 22184 22538 24831]
SMsplice 3SS: [  726  1144  5812 10789 11065 13923 15113 21481 22069 22387 24708 25182]
top_k =  500
Partition function (log Z): 22.217479001008268

Sorted 5' Splice Sites (High to Low Probability):
Position 11175: 0.9973511119882745
Position 902: 0.9932563325852165
Position 1261: 0.962197152677627
Position 10869: 0.961372999898206
Position 21570: 0.9531847576987358
Position 22538: 0.9195102884391363
Position 6043: 0.9103405874614687
Position 14024: 0.8518087239194083
Position 24831: 0.8270480823789345
Position 15239: 0.8146575900945805
Position 22184: 0.7326977526167361
Position 12881: 0.6077722209100481
Position 8127: 0.5529427789874651
Position 1073: 0.4826009833572202
Position 24495: 0.4672279569477021
Position 21986: 0.46677610101857697
Position 385: 0.44918869490634306
Position 13221: 0.3728225287840775
Position 13826: 0.3063220613832492
Position 19571: 0.2847488560992728
Position 158: 0.23139167203097233
Position 5548: 0.2119884304538275
Position 22222: 0.1977126164801582
Position 15274: 0.14867181981632127
Position 548: 0.10634055360569424
Position 24051: 0.10084687595690292
Position 369: 0.09298620896045608
Position 6050: 0.08755613423802892
Position 8614: 0.08204766172522991
Position 13486: 0.06891735175731512
Position 12346: 0.0679768297372916
Position 12517: 0.05989418432072345
Position 310: 0.05889403298678357
Position 22514: 0.03444993589842745
Position 3727: 0.03204274246741217
Position 1544: 0.02899468720449074
Position 11503: 0.027482364426859446
Position 318: 0.027480375540394616
Position 21967: 0.025027603074852276
Position 4400: 0.021382928133061183
Position 22253: 0.01889620807043769
Position 13225: 0.017531609708854028
Position 9707: 0.015351136323329403
Position 3686: 0.015213086386321444
Position 1462: 0.015160754356623925
Position 2094: 0.014956431314150946
Position 2260: 0.01211587655579652
Position 8827: 0.012094138022233872
Position 11582: 0.011828302707140172
Position 327: 0.011408302676950506
Position 22552: 0.011171079884453356
Position 265: 0.01062516431885162
Position 25333: 0.009489252505421647
Position 1099: 0.00822874949398478
Position 14453: 0.00790669075066618
Position 5698: 0.0074571405604181365
