Gene = PGBD5
index = 1019
Annotated 5SS: [  148 20752 26688 40538 44802 52336]
Annotated 3SS: [20323 26552 40356 44603 52229 54024]
SMsplice 5SS: [  148 20476 26688 40538 44802 52336]
SMsplice 3SS: [20323 26552 40356 44603 52229 54024]
top_k =  500
Partition function (log Z): -19.770883765550597

Sorted 5' Splice Sites (High to Low Probability):
Position 26688: 0.9945778416034391
Position 148: 0.9678982020653442
Position 20476: 0.670610379570533
Position 20752: 0.32931680201532226
Position 27276: 0.2949100213398791
Position 8138: 0.18944849980811274
Position 624: 0.12740264647646507
Position 28765: 0.1181082278060072
Position 29042: 0.09376811084746359
Position 4398: 0.08450862069148475
Position 10796: 0.08183598943526259
Position 5630: 0.07515368110815442
Position 27935: 0.04105607656522533
Position 30901: 0.03800931948682587
Position 27349: 0.03318448673478413
Position 29012: 0.028474550801023683
Position 29137: 0.018273637648518862
Position 419: 0.013532800351818449
Position 27258: 0.012507158265151683
Position 27712: 0.008762057718429986
Position 28927: 0.006641701472919409
Position 13: 0.005341815721145595
Position 28084: 0.005002214606189102
Position 28884: 0.0048073091420198924
Position 26652: 0.003383553092189369
Position 27119: 0.002990588812371916
Position 461: 0.002058547920043358
Position 26715: 0.0017323069722347275
Position 26950: 0.0015965221185357736
Position 27183: 0.0010977011703648353
Position 162: 0.0007276918449378529
Position 27326: 0.000570135230710874
Position 17: 0.00014671534695357975
Position 272: 6.574051268726892e-05
Position 376: 5.284298853239524e-05
Position 61: 2.661992030801958e-05
Position 27929: 1.8014615088966923e-05
Position 364: 9.833283685847871e-06
Position 7440: 2.3829029735855668e-06
Position 1354: 2.173890910326193e-06
Position 1370: 1.8968169796505116e-06
Position 264: 1.6287846056499558e-06
Position 266: 1.620868187639168e-06
Position 518: 1.2502946187542897e-06
Position 8: 9.575354946809816e-07
Position 464: 8.924886086302457e-07
Position 318: 1.4444477196379515e-07
Position 1685: 1.7332290751682805e-08
Position 204: 1.5800252335440075e-08
Position 108: 9.65022141925938e-09
Position 1310: 9.44430905107565e-09
Position 5317: 7.174555945859099e-09
Position 4917: 5.3194972296448735e-09
Position 2918: 3.5178654609521883e-09
Position 95: 3.254555855082235e-09
Position 5195: 2.5839053456676856e-09
Position 1014: 4.437201694227364e-10
Position 1176: 1.7110719949709226e-10
