Gene = IQCE
index = 714
Annotated 5SS: [  220  8166 10002 12657 13329 14491 19358 19529 23653 24712 25288 27374
 28880 31109 34129 35979 39635 42467 45994 47000 48230]
Annotated 3SS: [ 8117  9955 12527 13193 14419 19243 19477 23581 24638 25237 27209 28823
 30908 34023 35887 39466 42442 45882 46877 48125 51045]
SMsplice 5SS: [  220   523  3578  8166 10002 12657 14491 19358 23494 23653 24712 28880
 34129 35979 36212 39635 47000 48230]
SMsplice 3SS: [  406  3479  8117  9955 12527 14419 19243 23294 23581 24638 28823 34023
 35887 36059 39466 46877 48125 51386]
top_k =  500
Partition function (log Z): 17.898974333634296

Sorted 5' Splice Sites (High to Low Probability):
Position 47000: 0.9982777518165761
Position 24712: 0.9964086566282805
Position 34129: 0.9762207944751347
Position 28880: 0.9614937363124859
Position 19358: 0.9450533172166277
Position 220: 0.9290088044065419
Position 23653: 0.9215744689781756
Position 35979: 0.9030020036502273
Position 39635: 0.8826350754500967
Position 10002: 0.8589028282884952
Position 48230: 0.7959427540583354
Position 8166: 0.7454250749752932
Position 523: 0.6540390129796054
Position 36212: 0.6437332200468876
Position 12657: 0.6409464962668873
Position 3578: 0.6266937893046135
Position 14491: 0.6052608494387799
Position 31109: 0.5938909979110499
Position 16579: 0.577417892098322
Position 19529: 0.5116824638164346
Position 23494: 0.49563041320851203
Position 27374: 0.4014621378772573
Position 39387: 0.39421568255570316
Position 506: 0.30771216902962867
Position 14502: 0.299712247016881
Position 42467: 0.24166050276161558
Position 16346: 0.18902772412638094
Position 13329: 0.17342602374474703
Position 25372: 0.16616066226790646
Position 20937: 0.1636643260164122
Position 39881: 0.15561348909308323
Position 25368: 0.14915907194796002
Position 34553: 0.146448335522693
Position 16495: 0.1401782382482414
Position 23215: 0.12913328068086632
Position 23489: 0.12879143084252068
Position 10069: 0.1250291596064363
Position 3661: 0.10765430866132211
Position 40119: 0.09367055830016655
Position 27650: 0.091648300300127
Position 39669: 0.08911798620308156
Position 6074: 0.07775772326877001
Position 9766: 0.06949993896600497
Position 26018: 0.06871210079125348
Position 36500: 0.06368229623392284
Position 49205: 0.06104387924899543
Position 50631: 0.05913582301897675
Position 36012: 0.0582457407653133
Position 11486: 0.05413615399289694
Position 11921: 0.050323401927434015
Position 47207: 0.049776981740350425
Position 45994: 0.048562098237024585
Position 31151: 0.04383459085389207
Position 16404: 0.04339420864494505
Position 23329: 0.04195437214108087
Position 40115: 0.04177102888551822
Position 17681: 0.03995750391906249
Position 38832: 0.038458375768139895
Position 6430: 0.0382936815608038
Position 23772: 0.03750180533195155
Position 11960: 0.0359131499614836
Position 20648: 0.03519529186431324
Position 32: 0.0350889600528145
Position 34424: 0.03382120089828636
Position 36017: 0.03309540702594264
Position 21253: 0.031698647354585247
Position 9612: 0.031097302480710784
Position 43601: 0.030629193645745723
Position 47974: 0.028867755416849092
Position 12886: 0.026782090615309218
Position 16234: 0.026182669508350163
Position 8080: 0.02610193220388868
Position 17271: 0.024833643147943535
Position 50657: 0.024625219399367015
Position 33854: 0.024475829027242612
Position 29519: 0.02188413897292272
Position 21895: 0.02174985472470972
Position 14795: 0.021648183014130788
Position 42520: 0.021344219343147387
Position 50661: 0.020643353847559612
Position 21473: 0.019973225381792088
Position 42524: 0.01905080048702368
Position 9049: 0.018643156962410663
Position 38140: 0.01855660747065893
Position 50097: 0.01719914392008848
Position 4300: 0.016310774174967103
Position 6110: 0.015823590261118094
Position 14527: 0.01574292978311541
Position 14808: 0.015710809150657354
Position 50702: 0.015501988684400645
Position 50145: 0.015276632232815257
Position 10406: 0.014849744848327462
Position 25288: 0.014341433878731016
Position 14578: 0.014193212238090096
Position 23992: 0.013996181744065602
Position 33218: 0.013937293080103049
Position 8238: 0.013545292109668896
Position 38135: 0.013351014288471772
Position 7777: 0.01317237992745652
Position 33823: 0.01275933375058538
Position 24438: 0.01229029837390412
Position 12164: 0.012244502706377232
Position 20003: 0.01186629317252375
Position 29084: 0.011321009707826218
Position 50706: 0.011281517503150283
Position 26973: 0.010803298763768262
Position 34542: 0.010474806061353018
Position 10842: 0.009902610343865356
Position 10090: 0.009177114313244803
Position 35720: 0.008998063976801106
Position 14967: 0.008978816615419107
Position 21039: 0.007530083793316415
Position 7605: 0.00723327680145529
Position 50124: 0.007225191119722175
Position 51165: 0.007035905876704617
Position 9001: 0.006980049016314564
Position 9066: 0.006378251745860328
Position 37213: 0.005837700430274044
Position 51562: 0.0055455070796256315
Position 34121: 0.0055309954433162035
Position 1943: 0.005169350241089243
Position 1745: 0.005150800465725245
Position 9421: 0.004898356455316191
Position 4528: 0.004894819393763056
Position 19538: 0.004505125810283085
Position 702: 0.004191526810448041
Position 25152: 0.004173322720877727
Position 35456: 0.0037776408246353054
Position 23915: 0.003776841905587268
Position 35049: 0.0036544402545894447
Position 719: 0.0035732529454614885
Position 14985: 0.003449217016025453
Position 50747: 0.003435482683270936
Position 49083: 0.0033848227108920514
Position 10730: 0.0032528574731898025
Position 1729: 0.003067392137578125
Position 47443: 0.003034564296331712
Position 14974: 0.0028236721498882686
Position 29300: 0.002739422019853935
Position 12284: 0.0026975263773740582
Position 19920: 0.0025997785774550513
Position 11929: 0.002565117852359309
Position 6086: 0.0025552257778071203
Position 10415: 0.0024764517170892827
Position 47296: 0.0021695178107000355
Position 10560: 0.0021387834941359206
Position 15499: 0.0021163163553462147
Position 34142: 0.002078937538271898
Position 34612: 0.0019694405311466777
Position 808: 0.0019101422131651159
Position 4488: 0.0019065526679785101
Position 323: 0.0018730353338633993
Position 14815: 0.0017638039306031772
Position 797: 0.0017393123654741666
Position 10555: 0.0017345661717773732
Position 47772: 0.0015468427313246953
Position 49089: 0.0014749578817273225
Position 47703: 0.0013851942850123219
Position 15144: 0.0013494292194144535
Position 23897: 0.0012685463463046518
Position 592: 0.0012342195834864132
Position 6132: 0.001232162908844027
Position 6789: 0.0012189676175453558
Position 6096: 0.001211087214984491
Position 6775: 0.001038514681912823
Position 35995: 0.0010083698381443483
Position 24253: 0.001008327096313986
Position 20196: 0.0009835624549205172
Position 19850: 0.0009816621217819254
Position 35854: 0.0009652096821183926
Position 6663: 0.0009293734944053498
Position 36: 0.0009264955571768139
Position 4216: 0.0009198656211663345
Position 3623: 0.0008989454588133376
Position 4873: 0.0008711653110371678
Position 10006: 0.0007749111128945151
Position 20217: 0.0007368885970612526
Position 25142: 0.0007108981023242202
Position 15: 0.0006698107862974441
Position 47690: 0.000612165945507922
Position 47720: 0.0006051579873821777
