Gene = ARGFX
index = 93
Annotated 5SS: [  113  6197 14362]
Annotated 3SS: [ 6079 14212 15317]
SMsplice 5SS: [ 113 6197]
SMsplice 3SS: [ 6079 15317]
top_k =  500
Partition function (log Z): -9.8168214266421

Sorted 5' Splice Sites (High to Low Probability):
Position 113: 0.9519334516749319
Position 6197: 0.7062422597142902
Position 14362: 0.17783363695227947
Position 8463: 0.1756865891291736
Position 10044: 0.16970176656253103
Position 12966: 0.16434745306584317
Position 9392: 0.12027088145953072
Position 14914: 0.09680665821520561
Position 4245: 0.0859899906870676
Position 11697: 0.053848356725590095
Position 418: 0.04645357306307404
Position 10557: 0.027203845840895094
Position 4188: 0.025768714102200118
Position 82: 0.02161027971416025
Position 3324: 0.018327518843637557
Position 14386: 0.01817966022373283
Position 7386: 0.014357009670803186
Position 342: 0.013973484712434918
Position 6951: 0.007977332592636086
Position 525: 0.004703056601348501
Position 4433: 0.004071283642288943
Position 3397: 0.003807953485077656
Position 15318: 0.002762128399055997
Position 5778: 0.002740840810968649
Position 8913: 0.0026704699545538036
Position 5194: 0.002490193316541423
Position 3914: 0.00212531158679871
Position 10147: 0.0020210378768156095
Position 987: 0.0016982146671438488
Position 4157: 0.0016442700315670643
Position 3389: 0.0013576363510514405
Position 4919: 0.0012331689156568452
Position 730: 0.0009506830453185994
Position 117: 0.000777086737807667
Position 8861: 0.0006480089238950971
Position 3558: 0.0005232911129107328
Position 7701: 0.0004759759996415267
Position 3492: 0.00046718258749801753
Position 2564: 0.00040412052039152675
Position 4979: 0.0002717068116417222
Position 3588: 0.00027097048894229463
Position 4213: 0.00021432777694207678
Position 5076: 0.00020398388571374188
Position 5610: 0.00017630212542331914
Position 1220: 0.00016858457485352475
Position 293: 8.877770347515111e-07
Position 484: 4.0719028365334055e-07
Position 492: 2.1947452205308674e-07
Position 500: 2.050033057664899e-07
Position 236: 4.785642560331286e-08
Position 828: 3.358603125292326e-08
Position 107: 2.8673192656094075e-08
Position 535: 2.6563673668800993e-08
Position 598: 2.490035568834472e-08
Position 487: 2.4416512314473786e-08
Position 132: 2.191053128585349e-08
Position 629: 1.680176402421597e-08
Position 213: 2.426240892507069e-10
Position 192: 8.579355973727095e-11
Position 350: 2.315938715970895e-11
Position 425: 1.8890084371067952e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 6079: 0.6181685279453396
Position 15317: 0.6175743777386973
Position 12757: 0.1848125896894184
Position 8348: 0.17572305709886643
Position 15192: 0.16985157614363738
Position 14212: 0.1632853349807822
Position 9921: 0.16300521995202044
Position 14820: 0.12583998729991838
Position 9274: 0.11930491523315855
Position 15468: 0.09553367196024548
Position 6075: 0.0919721170992283
Position 4116: 0.08081126136423733
Position 11544: 0.054024830410103926
Position 14259: 0.05362020786168888
Position 199: 0.025953900522957096
Position 10320: 0.01713345143536658
Position 9945: 0.013574177535733142
Position 15025: 0.013562745295047866
Position 3284: 0.013294565549113601
Position 10296: 0.010361393476961262
Position 4138: 0.010179236830851032
Position 359: 0.009216726624236352
Position 7266: 0.008378340414629055
Position 9270: 0.008084588255414724
Position 3254: 0.006812599518672927
Position 8721: 0.006488932626950208
Position 4152: 0.0064683716795606245
Position 4003: 0.004810314939331729
Position 7125: 0.004619336348482009
Position 3993: 0.0043374411629109036
Position 4171: 0.0042553906198166715
Position 6817: 0.0036771359955546424
Position 8758: 0.0030051266533568585
Position 4961: 0.0026874029314098067
Position 8672: 0.0023118522982749218
Position 5679: 0.0021429940106627203
Position 203: 0.0017773794947691243
Position 4284: 0.0017247739889490771
Position 6731: 0.0017201576675589154
Position 253: 0.0016745881286958535
Position 7272: 0.0016531072512270852
Position 6099: 0.0013816680475284054
Position 15059: 0.0013717731267121533
Position 4089: 0.0013495954642174885
Position 3200: 0.0013056900806034753
Position 3203: 0.001296546550556481
Position 8809: 0.0011955141097201583
Position 3741: 0.0011682749689565825
Position 885: 0.0010337554913206262
Position 4056: 0.001030930085925444
Position 6760: 0.0009807056686528084
Position 7446: 0.000927221129979612
Position 6734: 0.0009039007378573716
Position 6594: 0.0008420725613877953
Position 4149: 0.0008093789708842608
Position 4778: 0.0007866573980483666
Position 236: 0.0007176847352735034
Position 3230: 0.0006577338362011592
Position 5655: 0.0006453833598000206
Position 3703: 0.0006095616835735454
Position 3551: 0.0005456573547086529
Position 11858: 0.0005423788132568159
Position 4330: 0.0004968084257715693
Position 1582: 0.00047687540787682
Position 4763: 0.0004602029800766164
Position 8236: 0.0004579079647853904
Position 10948: 0.0004321578947105864
Position 881: 0.00042952517247942976
Position 4334: 0.00042491868571706986
Position 12350: 0.0004054918400361456
Position 3186: 0.00039362424760891414
Position 3943: 0.0003856394829638881
Position 413: 0.00038358477538182967
