Gene = TXNDC15
index = 1513
Annotated 5SS: [  728 14380 19853 22622]
Annotated 3SS: [13891 19688 22490 25685]
SMsplice 5SS: [   54 22622]
SMsplice 3SS: [22490 25685]
top_k =  500
Partition function (log Z): -21.071200278127165

Sorted 5' Splice Sites (High to Low Probability):
Position 1005: 0.3988974228666558
Position 1368: 0.3793251852101756
Position 54: 0.2866295174612176
Position 728: 0.2618448360232165
Position 1386: 0.20184678699807396
Position 2500: 0.17129280966623572
Position 3168: 0.11527771734214547
Position 911: 0.021474172107523434
Position 3436: 0.019487988680766136
Position 2495: 0.019387286913668582
Position 1593: 0.01482805389336396
Position 2506: 0.01026475950198514
Position 685: 0.010243704160076068
Position 693: 0.007668333396924126
Position 128: 0.007460837121016657
Position 164: 0.0058638744947577285
Position 2664: 0.004802398939720976
Position 508: 0.004753744576175924
Position 150: 0.003689637064910739
Position 816: 0.003305643294964469
Position 3020: 0.0027965559817011306
Position 2986: 0.0023174323842942704
Position 304: 0.0017629565190026978
Position 7: 0.0016691887449292813
Position 697: 0.0014570154187471052
Position 1032: 0.001209306606493422
Position 1837: 0.0010512446611164504
Position 984: 0.0008124767147531321
Position 378: 0.0006803155925218744
Position 2619: 0.00034871610742608224
Position 678: 0.00031202896821132936
Position 121: 0.00021649499529380022
Position 2927: 0.0001992782495706553
Position 1000: 0.00018261966166506838
Position 2103: 0.00012512351833094554
Position 82: 0.00010360488496631516
Position 430: 8.376499537975606e-05
Position 926: 6.594642654601388e-05
Position 510: 6.384453287545792e-05
Position 957: 5.5805088302032073e-05
Position 890: 4.076695861475888e-05
Position 597: 3.61643413446269e-05
Position 712: 3.321970206552698e-05
Position 628: 2.958941555239725e-05
Position 840: 2.1594129869052748e-05
Position 748: 1.944187903560668e-05
Position 854: 1.827211317349709e-05
Position 734: 1.7194951183886275e-05
Position 947: 1.5059901973358086e-05
Position 76: 1.1969222042512198e-05
Position 2010: 9.174138383426077e-06
Position 944: 9.090140198590148e-06
Position 468: 1.888947886165775e-06
Position 387: 1.0866772663444572e-06
Position 268: 8.311452603880931e-07
Position 295: 7.73366470385075e-07
Position 100: 7.358839733494445e-07
Position 2653: 4.09001195168705e-07
Position 31: 6.110515168002592e-08
Position 13: 4.752787824132942e-08
Position 46: 5.496116847434905e-09
Position 406: 4.057198365872951e-09
Position 200: 3.3238001844879764e-09
Position 23: 1.679578797392843e-10
Position 137: 1.0254414903926488e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1195: 0.5381022460781132
Position 2396: 0.3411884334666659
Position 2953: 0.16505107873420694
Position 6538: 0.0867672085507586
Position 8361: 0.07059293368668693
Position 2806: 0.0664029845515135
