Gene = TIGIT
index = 1401
Annotated 5SS: [ 195 3021 4773 8602]
Annotated 3SS: [ 2897  4442  8494 16792]
SMsplice 5SS: [ 195 3021 5538 8602]
SMsplice 3SS: [ 2897  5400  8494 12058]
top_k =  500
Partition function (log Z): -8.95666551843256

Sorted 5' Splice Sites (High to Low Probability):
Position 8602: 0.9776363784895038
Position 3021: 0.8388814117858912
Position 5538: 0.7558757131902257
Position 195: 0.7365428383071702
Position 4773: 0.4524592693029815
Position 1947: 0.3060665811963672
Position 4550: 0.1774214293754891
Position 2018: 0.1317874545379391
Position 4968: 0.09347757472160312
Position 531: 0.0783419655808047
Position 132: 0.07643515181564559
Position 1658: 0.06887561061410326
Position 2497: 0.06798660760638792
Position 1099: 0.06033849881560749
Position 282: 0.05862511522450738
Position 2444: 0.05685182425927627
Position 8282: 0.04807746097221886
Position 3441: 0.0409888513487963
Position 241: 0.03166366596970577
Position 9647: 0.028810872375250984
Position 10334: 0.024592321924820276
Position 4644: 0.024401404346517212
Position 4541: 0.021928773343518587
Position 6828: 0.020504754618985592
Position 2067: 0.01996427244420581
Position 16998: 0.01904223015429115
Position 4757: 0.015530422465945307
Position 1640: 0.01441815314451157
Position 7810: 0.011654765928567516
Position 4494: 0.011478194801880656
Position 7777: 0.008592348849932024
Position 478: 0.006686928499812798
Position 156: 0.004892852350286249
Position 7658: 0.004801321487361681
Position 6241: 0.004781188138298737
Position 6169: 0.004482875187333274
Position 8983: 0.003982085109642322
Position 11833: 0.003800200708350427
Position 6656: 0.0033467512955658056
Position 10597: 0.0033466874060083134
Position 697: 0.003090306919909091
Position 1791: 0.003070756057466525
Position 1552: 0.0021402689162325363
Position 1612: 0.0017270428283345837
Position 678: 0.0016680441579313646
Position 875: 0.0016446938010755883
Position 9812: 0.0013862130727593752
Position 682: 0.001058554317811845
Position 170: 0.0008838699707885149
Position 9630: 0.0008684137989896074
Position 8667: 0.0007164625767248625
Position 1688: 0.0006994207976789164
Position 3837: 0.0006513393609536469
Position 1492: 0.0006222088706485616
Position 739: 0.0005491220699144105
Position 3834: 0.0005466663873613016
Position 3981: 0.0005443606555849603
Position 606: 0.0004632842763862618
Position 1630: 0.0004381787361355028
Position 1164: 0.0004204938875672278
Position 3866: 0.0003157921115697778
Position 3618: 0.0002627132653987757
Position 9604: 0.000245486557714198
Position 3749: 0.00018227805696142564
Position 732: 0.00017970671341978494
Position 1145: 0.00012780624056867398
Position 262: 0.00012767910211582698
Position 2003: 9.960347928655711e-05
Position 2152: 4.915549346605762e-05
Position 1953: 3.231710710279195e-05
Position 2430: 1.23326469372947e-05
Position 1982: 8.600968932599906e-06
Position 3976: 8.102453172097187e-06
Position 709: 5.951309931181136e-06
Position 259: 4.7445048981260316e-06
Position 658: 2.77896344121661e-06
Position 673: 2.692564594499741e-06
Position 671: 2.654358550721671e-06
