Gene = CCDC163P
index = 293
Annotated 5SS: [ 443  630 2676 3419]
Annotated 3SS: [ 530 2590 3350 4807]
SMsplice 5SS: [ 138  443  630  979 2676 3419 4557]
SMsplice 3SS: [ 361  530  755 2590 3350 4428 4807]
top_k =  500
Partition function (log Z): 8.285864442347165

Sorted 5' Splice Sites (High to Low Probability):
Position 443: 0.9905036252949383
Position 4557: 0.9837225299240098
Position 630: 0.9283787047993455
Position 3419: 0.9117093096256258
Position 2676: 0.8078559045439929
Position 138: 0.5767035767897155
Position 979: 0.5698650339988827
Position 3678: 0.3133537025761259
Position 44: 0.21147593815061108
Position 3819: 0.1988295136334284
Position 935: 0.16786715051771273
Position 3811: 0.11718950468211294
Position 1532: 0.08418708031125334
Position 1171: 0.06954847690238575
Position 3858: 0.03908758889910172
Position 3404: 0.036485890563685806
Position 93: 0.034748436313877765
Position 3074: 0.022791852165185512
Position 4086: 0.021763624021972246
Position 2687: 0.02116516825685039
Position 1894: 0.021100557805769415
Position 82: 0.01889188871207696
Position 1434: 0.01614177726577749
Position 4194: 0.015869845189931304
Position 2927: 0.01514301221172215
Position 3636: 0.012918342468950092
Position 3199: 0.00953896254432328
Position 294: 0.00874404764615844
Position 266: 0.008057487500422537
Position 4068: 0.00728341085872214
Position 4118: 0.006751862803469823
Position 450: 0.006061650294217729
Position 206: 0.005153482687460392
Position 3933: 0.005026844269761363
Position 3976: 0.004775365152832009
Position 4923: 0.004465992878105379
Position 2144: 0.004356449097552619
Position 1019: 0.00431835141485812
Position 127: 0.003837760763648155
Position 1212: 0.0028197940331312504
Position 2452: 0.002459072486470847
Position 4161: 0.0021330462864905483
Position 998: 0.00203326573758048
Position 4275: 0.002033042491416606
Position 1750: 0.0019461966168208152
Position 65: 0.0018254876882772423
Position 3712: 0.0018246174948363097
Position 940: 0.0016664137567371571
Position 2680: 0.001646882128008589
Position 3825: 0.0015265165025360107
Position 634: 0.0010921250497060871
Position 4644: 0.0008624615810085942
Position 3913: 0.000779932875517402
Position 3429: 0.0006052504650666346
Position 4220: 0.0005466595465482687
Position 2671: 0.00037832301611778334
Position 3076: 0.0003768117736289622
Position 269: 0.0002814803469648966
Position 691: 0.00025870309803745364
Position 604: 0.00025479937642794025
Position 539: 0.00022481519556487317
Position 460: 0.00022264710273392873
Position 3629: 0.00020246733729745295
Position 214: 0.00018808916675298892
Position 4607: 0.00012338812898858304
Position 431: 0.00012151645486478182
Position 4701: 0.00011520455568703793
Position 54: 0.00010284023345440091
Position 200: 9.43846166269008e-05
Position 51: 8.030967726500827e-05
Position 4524: 7.950882332128925e-05
Position 4943: 6.866402841030253e-05
Position 1582: 6.219522878015833e-05
Position 1091: 5.2550077531122286e-05
Position 7: 3.0616273690032964e-05
Position 4530: 2.2728523195680614e-05
Position 428: 1.6608384250821727e-05
Position 617: 1.6512401992051473e-05
Position 385: 1.4438143649365093e-05
Position 454: 1.3750347301677416e-05
Position 401: 1.1166413251136386e-05
Position 968: 9.924792717548644e-06
Position 157: 9.525430595655102e-06
Position 234: 7.682814550540276e-06
Position 186: 4.7274298303481355e-06
Position 28: 3.430325172853323e-06
Position 473: 3.1811041757607304e-06
Position 232: 2.4699699310028515e-06
Position 685: 1.2230328024291736e-06
Position 742: 1.1002270109169962e-06
Position 592: 1.090156820888494e-06
Position 672: 1.0163486663206933e-06
Position 31: 9.352443155628225e-07
Position 467: 8.583267231163569e-07
Position 639: 6.837862402858117e-07
Position 575: 5.298663113999141e-07
Position 63: 3.6732610945833404e-07
Position 498: 1.0237000407434797e-07
Position 552: 3.188351023189069e-08
Position 510: 1.578431081989368e-11
Position 170: 4.169290194882141e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4807: 0.9863881609602249
Position 3350: 0.9342242524874592
Position 4428: 0.926149563959391
Position 361: 0.7845379660797535
Position 2590: 0.6854168430793987
Position 3568: 0.6371509158365213
Position 530: 0.5939924076392561
Position 787: 0.35133331365617027
Position 755: 0.3421721544019491
Position 561: 0.19877392143510692
Position 2615: 0.1288575520847042
Position 533: 0.11962862742783519
Position 1332: 0.08320639192960834
Position 837: 0.0665807849992397
Position 307: 0.06531163243863025
Position 4500: 0.06064950208708115
Position 4002: 0.05536275742198657
Position 3496: 0.050953229996258266
Position 1097: 0.04553734009479714
Position 2779: 0.023217777454905452
Position 1708: 0.017663732149846265
Position 157: 0.01448115309814987
Position 595: 0.012693014718885016
Position 3709: 0.009736805992165152
Position 2968: 0.008550727052086166
Position 3265: 0.008386955531129966
Position 2320: 0.007211188018002081
Position 3123: 0.007209533279271639
Position 2230: 0.006180072202743119
Position 1090: 0.00478448206911401
Position 1624: 0.004462846011026976
Position 2803: 0.00433662314073781
Position 598: 0.004254088687712471
Position 2595: 0.004244764119913758
Position 1364: 0.0037448144423124453
Position 4643: 0.0036601457516676436
Position 2828: 0.0035277454922994626
Position 1988: 0.0034342124356476905
Position 1301: 0.003023743060882003
Position 186: 0.0028349112146406797
Position 685: 0.002399977533014228
Position 1385: 0.002184264427632387
Position 1427: 0.002174471033215104
Position 5018: 0.0021634295188363408
Position 4728: 0.0019817423181942083
Position 5021: 0.0019397585098045935
Position 3031: 0.0016472604836962918
Position 2497: 0.0015949309266790365
Position 1270: 0.0015853019775836173
Position 3278: 0.0014375066492020754
Position 3275: 0.0013826268198906275
Position 1352: 0.0013298138559640596
Position 1273: 0.0012426740789048894
Position 3355: 0.001115873516747376
Position 972: 0.0010829131951938427
Position 1063: 0.0010313904259695462
Position 1023: 0.001008473452307181
Position 2051: 0.0009222366619049293
Position 629: 0.0008429667517729938
Position 841: 0.0008189345623398107
Position 1418: 0.0008119290308859712
Position 4705: 0.000802493838254322
Position 3059: 0.0007337598692157302
Position 5045: 0.000613325139617955
Position 4815: 0.0005940080833129085
Position 4456: 0.0005407901613547514
Position 4980: 0.000531982156521982
Position 1712: 0.0005198932962666727
Position 4050: 0.0004766589570773466
Position 3217: 0.00044241247681547333
Position 232: 0.00043723768791081754
Position 1734: 0.0004002829654502996
Position 3570: 0.0003990190792713154
Position 192: 0.0003948854465952141
Position 3073: 0.00030193999022740564
Position 3963: 0.00025632895963510337
Position 871: 0.00021859734225436957
Position 3945: 0.00020756422745720255
Position 4854: 0.00020645883982441698
Position 310: 0.00020460737216848224
Position 4844: 0.00017869340586995524
Position 1203: 0.00015675618767522391
Position 1433: 0.00014853037556242558
Position 394: 0.00014738878979493763
Position 1469: 0.00014222359423494583
Position 4839: 0.00013332414992896693
Position 1479: 0.00013138301000954137
Position 1131: 0.00011824785510967919
Position 4866: 0.00011614735338048233
Position 2785: 0.00010943068399129659
Position 4732: 0.00010203901095299776
Position 316: 8.241102080412357e-05
Position 1118: 8.019740892107355e-05
Position 381: 5.710120660641427e-05
Position 3379: 5.414467533240157e-05
Position 337: 4.7893999857064883e-05
Position 214: 3.553950816412973e-05
Position 166: 3.259348004035067e-05
Position 329: 3.224704446882557e-05
Position 563: 2.0039499575773604e-05
Position 657: 1.5678495239604406e-05
Position 4621: 1.4967443364048607e-05
Position 978: 1.446736307932904e-05
Position 1128: 1.3181790151463664e-05
Position 1060: 1.2914552606177208e-05
Position 1109: 1.1562146875539473e-05
Position 4647: 9.488316039276293e-06
Position 1049: 9.432325508189271e-06
Position 4927: 8.586204791463654e-06
Position 893: 8.155725157484972e-06
Position 312: 7.280390883333012e-06
Position 1036: 4.749046609252631e-06
Position 915: 3.888774006793505e-06
Position 1113: 3.7110675411315275e-06
Position 1342: 3.5685294751763596e-06
Position 1517: 3.1261361497577834e-06
Position 1452: 2.7889360201062686e-06
Position 1397: 2.6931281718065654e-06
Position 844: 2.3817382749101277e-06
Position 873: 2.1504332745423298e-06
Position 939: 1.4533826057532129e-06
Position 1105: 1.0421385217684931e-06
Position 375: 5.638521943683038e-07
Position 333: 5.47549643777383e-07
Position 168: 4.2338929509854256e-07
Position 391: 4.067987182211241e-07
Position 200: 3.5911590470663784e-07
Position 442: 3.49176312193669e-07
Position 322: 1.5398361627304308e-07
Position 92: 4.782045804034203e-08
Position 467: 2.2360247244399335e-08
Position 3605: 1.7200484372954212e-08
Position 81: 3.2484300561447834e-10
