Gene = NFIL3
index = 938
Annotated 5SS: [223]
Annotated 3SS: [12955]
SMsplice 5SS: [  223 13013 13252]
SMsplice 3SS: [12955 13133 13701]
top_k =  500
Partition function (log Z): -8.313582297020126

Sorted 5' Splice Sites (High to Low Probability):
Position 223: 0.9965773825811487
Position 13252: 0.7824916193890565
Position 13013: 0.6453646766719701
Position 4972: 0.25281243362744715
Position 1798: 0.22663962653019482
Position 6393: 0.17706657923053126
Position 1432: 0.17530213456700428
Position 7186: 0.16572698453602927
Position 13602: 0.09183404553986946
Position 1863: 0.06448832290527141
Position 13113: 0.05852665601277676
Position 6108: 0.05603322542905146
Position 7190: 0.051629612844954265
Position 10116: 0.051007737933889366
Position 5990: 0.03939034172486833
Position 2737: 0.031836961641257974
Position 14007: 0.0298931340424775
Position 8551: 0.01665130665282474
Position 13971: 0.012030605392935786
Position 921: 0.011875973282074398
Position 3905: 0.010369145547417934
Position 4766: 0.00945850294371196
Position 6398: 0.007872067042300502
Position 1807: 0.00715665234415753
Position 539: 0.006366481227382149
Position 3275: 0.004952571533307975
Position 1288: 0.004205754367758881
Position 1672: 0.0038230217637189486
Position 1344: 0.0029893865043716557
Position 834: 0.002717800008054598
Position 6047: 0.00225210726905692
Position 940: 0.002102858022568692
Position 4139: 0.0015718075883394346
Position 3383: 0.0015645021575336146
Position 1463: 0.0015075797411464996
Position 2276: 0.0006286068187613223
Position 694: 0.0005408325904593874
Position 333: 0.00048725423335714573
Position 6059: 0.0004587695148137879
Position 639: 0.0003694830622412947
Position 877: 0.00032628008509646197
Position 475: 0.00023715085991577416
Position 302: 0.00018889586483022416
Position 426: 0.00014362609303359233
Position 360: 0.00012092678900019394
Position 1068: 9.807641944934184e-05
Position 1079: 7.110180274867149e-05
Position 1006: 7.06479923103983e-05
Position 1802: 4.853536031924885e-05
Position 462: 3.56593700868081e-05
Position 1420: 2.279964948905489e-05
Position 706: 2.0183439608797742e-05
Position 3938: 1.8791653948175593e-05
Position 1266: 1.5668631462062137e-05
Position 722: 1.5150282416473939e-05
Position 1316: 1.2153064967190192e-05
Position 318: 8.701302104713274e-06
Position 325: 7.577419083762429e-06
Position 980: 3.977239190829119e-06
Position 508: 2.4706703793255378e-06
Position 798: 2.446229936431478e-06
Position 710: 2.206013384018757e-06
Position 805: 2.146489374599435e-06
Position 925: 1.3825508536881434e-06
Position 907: 1.2431790005696943e-06
Position 661: 1.0499818495934142e-06
Position 884: 6.889443035783338e-07
Position 316: 5.510252217597913e-08
Position 601: 7.421833610633304e-09
Position 762: 3.264012582936666e-09
Position 752: 3.0347574871850487e-09
Position 1132: 2.208535267940688e-09
Position 400: 2.0187684095531287e-09
Position 533: 1.2755847409844536e-09
Position 465: 1.2004172635166737e-10
Position 603: 1.01477076897502e-10
Position 498: 5.081052065632953e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12955: 0.9585016303031421
Position 13701: 0.5001157918451307
Position 13133: 0.48721064690139854
Position 14274: 0.25484606817395433
Position 7105: 0.21744609875526824
Position 6314: 0.19198351431072752
Position 4849: 0.18487893066517183
Position 13107: 0.16090281696492303
Position 1217: 0.13448133692191377
Position 1564: 0.1291242392277106
Position 1711: 0.12194737208877063
Position 13516: 0.07851604344543917
Position 5897: 0.07386052801736953
Position 4896: 0.061386870379053556
Position 9956: 0.051007737933889366
Position 1401: 0.043987654008375045
Position 13917: 0.04379594365369846
Position 13933: 0.03517675796692276
Position 2699: 0.031509468693690625
Position 1650: 0.02777414911820162
Position 5970: 0.02580656491552765
Position 13578: 0.021544718469145636
Position 14665: 0.01902222141580293
Position 8435: 0.01665130665282474
Position 13366: 0.01430904335279044
Position 14034: 0.009032093857007132
Position 13524: 0.009017891190151825
Position 766: 0.0079394563148348
Position 3662: 0.007759877360295392
Position 13681: 0.007685323497651374
Position 4765: 0.007084004520092271
Position 1831: 0.005818584938380526
Position 1415: 0.004874261157876268
Position 1745: 0.0042481857572527525
Position 4629: 0.004226613351760934
Position 404: 0.0039651769747356645
Position 1101: 0.003698582075267474
Position 4590: 0.003402176269699872
Position 1507: 0.003209201970538851
Position 783: 0.0029067105260990444
Position 3250: 0.0028058161392628465
Position 3852: 0.002556003609790441
Position 1540: 0.002531579367528084
Position 14105: 0.002307530675347139
Position 522: 0.0021863842008172643
Position 444: 0.002090323024271794
Position 1721: 0.002064833038568587
Position 809: 0.002024666253387801
Position 4038: 0.001942620967173468
Position 4508: 0.0018465254440773202
Position 1603: 0.0016488237534243986
Position 13704: 0.001591806042778026
Position 704: 0.0012934944028507693
Position 3146: 0.0011840688823791725
Position 3111: 0.001060068334875221
Position 1288: 0.0009631082384637192
Position 4216: 0.0008198558324294822
Position 3038: 0.0008021402220012977
Position 10181: 0.0006814089838618589
Position 2641: 0.0006809339383888507
Position 601: 0.0006146087638357716
Position 6014: 0.0004982114141175789
Position 3803: 0.00047255382605299165
Position 7839: 0.0004084322277058414
Position 2078: 0.00038374138489804106
Position 1382: 0.0003718775684927182
Position 2103: 0.00036695833937575717
Position 3132: 0.00036571849893089704
Position 3087: 0.0002884496617701714
Position 10184: 0.0002604361039644057
Position 7237: 0.0002482446273766337
Position 1182: 0.00023412648839135836
Position 425: 0.00019969383848274236
Position 3066: 0.00014378957537286195
Position 1005: 0.0001194669263945845
Position 3683: 0.00011660598169255177
Position 1340: 9.747428296760811e-05
Position 5280: 8.338945953894127e-05
Position 4374: 8.287137232109873e-05
Position 3233: 8.037752770394077e-05
Position 5521: 7.991561687466079e-05
Position 1798: 7.663248640116443e-05
Position 6383: 7.508788166859361e-05
Position 1243: 6.801845330392196e-05
Position 4919: 5.948420238441957e-05
Position 5660: 5.265022633263113e-05
Position 6703: 5.1609535638732445e-05
Position 5528: 4.392837942184449e-05
Position 465: 4.054278308537411e-05
Position 5042: 4.010101740149695e-05
Position 5684: 3.579964263341166e-05
Position 833: 3.436751572176223e-05
Position 5733: 2.571413790491012e-05
Position 713: 1.817115033606682e-05
Position 3381: 1.6912119114284618e-05
Position 3547: 1.6522974246322588e-05
Position 2034: 1.419145711369165e-05
Position 2029: 1.4090550888386434e-05
Position 2978: 1.0192972819208952e-05
Position 544: 9.920136671481783e-06
Position 967: 8.643711202963538e-06
Position 822: 8.48641185755339e-06
Position 1423: 8.277898120411829e-06
Position 1625: 7.824429253013182e-06
Position 892: 7.471751730458782e-06
Position 1637: 7.4026770480322085e-06
Position 2818: 6.7190566449742594e-06
Position 2863: 6.579656419310453e-06
Position 737: 5.250440252281678e-06
Position 2139: 4.9653549765942166e-06
Position 1748: 4.256784378661396e-06
Position 2145: 4.162386674812976e-06
Position 948: 3.892062114847846e-06
Position 1665: 3.0894030524773277e-06
Position 1654: 2.7106962717696106e-06
Position 954: 1.7363911674590773e-06
Position 547: 1.605488269541276e-06
Position 698: 1.2423676173606943e-06
Position 583: 3.4117977963385914e-07
Position 679: 3.2073871415886e-07
Position 642: 2.015175345731075e-07
Position 2080: 1.369416894762759e-07
Position 337: 1.301565663917467e-07
Position 1836: 1.0217231831499867e-07
Position 1856: 9.449484204526803e-08
Position 350: 4.540784421610997e-08
Position 549: 2.4678104780507617e-10
Position 576: 2.1434921182816545e-10
Position 360: 1.1753473195333336e-10
Position 1583: 1.0151812107462017e-10
Position 555: 6.339056234417052e-11
Position 559: 2.24118761360149e-11
Position 565: 1.0128838757049922e-12
