Gene = FH
index = 554
Annotated 5SS: [  171  2580  6159  7795 11159 13759 15720 17319 19325]
Annotated 3SS: [ 2444  6047  7617 10975 13592 15515 17190 19170 21790]
SMsplice 5SS: [  171  2580  6159  7795 11159 13759 15720 17319 19325]
SMsplice 3SS: [ 2444  6047  7617 11000 13592 15515 17190 19228 21790]
top_k =  500
Partition function (log Z): 10.364261265632056

Sorted 5' Splice Sites (High to Low Probability):
Position 2580: 0.9871491081515014
Position 11159: 0.9821079171121783
Position 17319: 0.9247318596351318
Position 6159: 0.9090585747776257
Position 13759: 0.8866155575408284
Position 19325: 0.8855733159704852
Position 7795: 0.8345103032466807
Position 171: 0.5636918139460593
Position 934: 0.530041334641488
Position 4265: 0.512429304661638
Position 15720: 0.49590500554409467
Position 13071: 0.43979886530843876
Position 4060: 0.25615842512234677
Position 21580: 0.24031803041057737
Position 15666: 0.2252059585025144
Position 12555: 0.21621675254525488
Position 481: 0.15312735689553694
Position 13120: 0.12444798144075778
Position 15661: 0.10617191728087864
Position 7026: 0.10289377115158077
Position 702: 0.08424791659655802
Position 9837: 0.08059151994214511
Position 4260: 0.07496013841268531
Position 13693: 0.06724090996350239
Position 1642: 0.06413714150179563
Position 6166: 0.06261646928482867
Position 21901: 0.05721109305903399
Position 15071: 0.05555808290749269
Position 9452: 0.049342227242955956
Position 6563: 0.04758205698673691
Position 7799: 0.045594045278299876
Position 7739: 0.04515940694522888
Position 9797: 0.04373804408497451
Position 18309: 0.032398690869815075
Position 9726: 0.028723276625630872
Position 12675: 0.024828971952131407
Position 17737: 0.024435602093949304
Position 9609: 0.023590061613883963
Position 2910: 0.023114302938093002
Position 3075: 0.02172226883206012
Position 19631: 0.021506184556068
Position 19654: 0.02148281778449672
Position 13699: 0.02095914580958682
Position 20361: 0.017866393649965718
Position 4090: 0.017220378561591393
Position 2862: 0.01704796324413204
Position 13501: 0.015895769341867167
Position 1508: 0.013703715078759272
Position 12717: 0.01319790441504909
Position 8701: 0.012303841314131536
Position 13731: 0.012188140783718477
Position 16232: 0.011528187525419335
Position 13033: 0.01125493395104295
Position 9577: 0.010895786487505237
Position 2296: 0.01041948506607505
Position 2354: 0.010267774443624209
Position 4292: 0.009393620939498581
Position 869: 0.009159416790267246
Position 4851: 0.008630343391232254
Position 4359: 0.008565958049237729
Position 9790: 0.008191876680417166
Position 14293: 0.007648143050739083
Position 918: 0.006438945542325534
Position 20231: 0.006383319265410638
Position 3033: 0.006204121475993787
Position 6674: 0.005985388199126879
Position 3327: 0.005955784721119173
Position 7696: 0.005568519601331768
Position 7803: 0.005529097546639976
Position 2560: 0.005194768514133463
Position 14078: 0.004836549545671746
Position 714: 0.004470024692666079
Position 3925: 0.003951198247035808
Position 10492: 0.0035341337688529926
Position 658: 0.003491365126819835
Position 9584: 0.003482664752257421
Position 19478: 0.003263346880052384
Position 19638: 0.002860982579040013
Position 11655: 0.0028092518025043356
Position 1482: 0.002684001596144187
Position 12596: 0.002615275340063148
Position 5329: 0.0024994330299379615
Position 21575: 0.0023896769615395228
Position 13808: 0.0022744476896842613
Position 2700: 0.0021244206721941707
Position 4572: 0.002019559788903261
Position 14299: 0.002009942209640589
Position 6173: 0.0019328586273290442
Position 4287: 0.001889326610643061
Position 4302: 0.0018573043757622466
Position 13267: 0.0018335955074302484
Position 2529: 0.0017546040105964958
Position 15244: 0.0016274824383067012
Position 1199: 0.0015868090664905366
Position 5639: 0.001552301259550782
Position 7628: 0.0015016978461376048
Position 13689: 0.0013853662299512161
Position 2620: 0.0013141813505165101
Position 12764: 0.0012292638443941347
Position 1487: 0.0010599786637674378
Position 14857: 0.0010591951055922075
Position 4072: 0.0010415288347396135
Position 8906: 0.0010243070696164106
Position 8562: 0.0009896970548425538
Position 5148: 0.0009810426818991171
Position 8444: 0.0009755830965349472
Position 20282: 0.0009738589650865456
Position 1533: 0.0009450974687216268
Position 707: 0.0008924649306402071
Position 15289: 0.0008681918340099399
Position 15206: 0.0008396287429522092
Position 3160: 0.000710432820889817
Position 19650: 0.0006635328551145502
Position 7998: 0.0005458817692736921
Position 1104: 0.0005321013639069428
Position 13771: 0.0005244798855362058
Position 1965: 0.0005063869247102131
Position 7731: 0.00048052627237355134
Position 8852: 0.0003838603753062195
Position 8884: 0.00036493420408110117
Position 2955: 0.00033039107587099506
Position 6285: 0.0003188377547395599
Position 8133: 0.0002899776826376843
Position 6096: 0.00025123391054576207
Position 1931: 0.0002177741674023787
Position 559: 0.00018287826412377996
Position 7657: 0.00017129834623309055
Position 81: 0.00015871357283979505
Position 8651: 0.00015074641946422705
Position 6249: 0.00012515044007475702
Position 15926: 9.961364438058197e-05
Position 754: 7.557701846180999e-05
Position 15865: 7.356189940560286e-05
Position 2714: 5.841786615175258e-05
Position 448: 5.795316919970678e-05
Position 548: 3.136752853702185e-05
Position 8491: 2.9222477018478854e-05
Position 3587: 2.794490752681995e-05
Position 206: 2.724522073638878e-05
Position 41: 2.4114565421849952e-05
Position 1072: 2.362953250465826e-05
Position 3365: 1.3523762630284624e-05
Position 912: 1.173882086582505e-05
Position 758: 1.037187981709972e-05
Position 124: 9.608700175948711e-06
Position 411: 9.315876356172836e-06
Position 2496: 8.486555049026687e-06
Position 401: 8.191266936605722e-06
Position 1163: 8.013028596925867e-06
Position 272: 4.8011866799242836e-06
Position 4523: 4.480948845009625e-06
Position 2704: 4.105614269239556e-06
Position 2601: 3.0430870473655716e-06
Position 2674: 2.8580317624737555e-06
Position 15735: 2.191338534986979e-06
Position 540: 1.386801502560247e-06
Position 1561: 1.2500182673752496e-06
Position 2878: 1.219443898561302e-06
Position 3027: 1.1659780051549904e-06
Position 2732: 1.974681258984694e-07
Position 655: 2.7772950994509662e-08
Position 73: 1.6766810050468896e-08
Position 135: 9.508598290940619e-09
Position 306: 4.270022041591503e-09
Position 773: 2.5545825654996235e-09
Position 314: 6.198157832004029e-10
Position 143: 7.677927633553994e-11
Position 632: 6.6918286560337436e-12
Position 452: 2.112649355804372e-12
Position 473: 1.5557751919374786e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 13592: 0.9876775156328017
Position 6047: 0.9675976782151295
Position 7617: 0.9349446048426188
Position 2444: 0.9190194792957938
Position 17190: 0.7906850790254583
Position 15515: 0.7542212842191343
Position 21790: 0.7481264232584551
Position 19228: 0.7002085019264682
Position 11000: 0.69131539564672
Position 4181: 0.5387763923584056
Position 12946: 0.4352548985873688
Position 10975: 0.28580477368524776
Position 21471: 0.23947396103692517
Position 3966: 0.22065449109238794
Position 9404: 0.19885094722411265
Position 17158: 0.13401675422180792
Position 600: 0.12110690614445496
Position 21738: 0.11631536814773898
Position 12392: 0.0952766313039451
Position 6944: 0.095164996666525
Position 848: 0.09285924230699344
Position 19016: 0.08557185781998913
Position 19170: 0.06890158525231219
Position 13032: 0.06516267014789026
Position 20871: 0.05697380093589537
Position 12968: 0.05549607474134321
Position 21984: 0.053572054880829556
Position 4147: 0.05170766571532754
Position 15495: 0.05082694732212163
Position 12495: 0.05069102864382267
Position 2811: 0.04997711994778161
Position 20085: 0.04795898946914264
Position 19520: 0.047158707330387226
Position 12442: 0.04476299972402449
Position 641: 0.041834704987291124
Position 12626: 0.04023371881890221
Position 14970: 0.038419833985333815
Position 1560: 0.034783928193962504
Position 1388: 0.033569956815996393
Position 18175: 0.0327130847290066
Position 883: 0.03101970262156128
Position 9500: 0.02889880563164934
Position 3861: 0.025292454426212915
Position 2372: 0.024526044595748808
Position 2469: 0.023076778382896946
Position 18960: 0.020234623114871186
Position 754: 0.01987310198600817
Position 3711: 0.018959102027348934
Position 15551: 0.01871666095505085
Position 20230: 0.017335601069565994
Position 12467: 0.017281911027405887
Position 17530: 0.016857715220158005
Position 13348: 0.01589576934186717
Position 6484: 0.015881833039602628
Position 19719: 0.014932284150407591
Position 15011: 0.014909902097622524
Position 6377: 0.014654034774695185
Position 19192: 0.014607342614662904
Position 2844: 0.01453523309017693
Position 6404: 0.013654063437160092
Position 2495: 0.013566490611529283
Position 4202: 0.010857696227143287
Position 2424: 0.010679296400629848
Position 672: 0.010575496410115475
Position 9317: 0.00996219377577199
Position 825: 0.009880122541892864
Position 16090: 0.009655499794444978
Position 1527: 0.009463681157769535
Position 8498: 0.00935053358153086
Position 4707: 0.008630343391232257
Position 12853: 0.008595515191707884
Position 2072: 0.008397904907319455
Position 17606: 0.00793440414170282
Position 3949: 0.007708596487064797
Position 9364: 0.007331776039525314
Position 692: 0.006739944138968079
Position 2244: 0.006555827739652453
Position 354: 0.006309963276505888
Position 2664: 0.006196428390797536
Position 2210: 0.005806507157238848
Position 12225: 0.005556186933234634
Position 15053: 0.00553854306784144
Position 3261: 0.005313808916219249
Position 14199: 0.0052530246440593625
Position 11024: 0.0049877477802106164
Position 506: 0.004890051330760322
Position 13951: 0.0048225016923666795
Position 835: 0.004714995807619639
Position 6080: 0.004699262894621997
Position 3924: 0.004498544164284438
Position 14196: 0.004370522134870016
Position 6275: 0.004134082631785539
Position 12759: 0.004066680443292191
Position 21297: 0.004010689524531125
Position 8566: 0.003952633526960153
Position 12421: 0.003936760783625079
Position 6788: 0.0038905060633210703
Position 7665: 0.003790758417482098
Position 15612: 0.003770096011382227
Position 22010: 0.003582279514276439
Position 13600: 0.0035534656835071103
Position 10416: 0.0035341337688529926
Position 9789: 0.003511734758710929
Position 19978: 0.0031063567501343455
Position 2353: 0.0030486084043995455
Position 12343: 0.0030319083762879668
Position 4189: 0.0030072236056620026
Position 11490: 0.0028092518025043347
Position 17651: 0.002746417272778396
Position 19760: 0.0026674133664555373
Position 3968: 0.0026571340741577167
Position 5138: 0.002499433029937962
Position 19505: 0.002450655698650067
Position 12898: 0.002233316174551897
Position 6598: 0.00212021416249079
Position 5968: 0.0019998598152639827
Position 15808: 0.001994620774658511
Position 12794: 0.0019823150071468913
Position 19389: 0.0019638578463266245
Position 1590: 0.0018470935978380798
Position 13123: 0.0018335955074302477
Position 8752: 0.0017731016490037316
Position 701: 0.0016504522296660364
Position 5601: 0.0015523012595507822
Position 6550: 0.0014032256814023477
Position 6553: 0.0013187437327489542
Position 7008: 0.0013006355239895445
Position 1014: 0.0012433019189053394
Position 762: 0.0012280661658019023
Position 6988: 0.0012259126215463168
Position 4423: 0.001147899953591131
Position 3890: 0.0010932933828236326
Position 20725: 0.001035121559016547
Position 8253: 0.0010268925841404105
Position 5056: 0.0009810426818991171
Position 1400: 0.0009585193538164203
Position 2525: 0.000931519124926996
Position 287: 0.0009010925871144368
Position 16131: 0.0009001115585681711
Position 4472: 0.0008761407841571395
Position 6868: 0.0008653403639051281
Position 1338: 0.0007749007250341569
Position 3878: 0.0007314893355896942
Position 1786: 0.0007241610921125918
Position 1065: 0.0006225992125713421
Position 19597: 0.0006148614709452581
Position 14721: 0.0006120431789997612
Position 887: 0.0006096964161569907
Position 19617: 0.0006023201498680461
Position 19443: 0.0005970571197086932
Position 19033: 0.0005960972978868603
Position 445: 0.0005717112265242574
Position 22080: 0.0005701111243607947
Position 857: 0.0005335068498005712
Position 300: 0.0005235038785584499
Position 1477: 0.0004688455333595244
Position 3875: 0.00046360272896513155
Position 6684: 0.00044637724720313256
Position 3780: 0.00044543453198597836
Position 3596: 0.0004406346493469146
Position 14584: 0.00041987224206280606
Position 6427: 0.000400354388430427
Position 3159: 0.0003943851280535389
Position 17935: 0.0003594411862671852
Position 845: 0.000353856590898086
Position 20785: 0.0003452690878332417
Position 535: 0.0003352066972105631
Position 20633: 0.00028342311200007055
Position 17846: 0.00027773842522427385
Position 3208: 0.000272567985852497
Position 2191: 0.00025786634953453726
Position 540: 0.00025492783952640825
Position 7981: 0.0002540275601675029
Position 2093: 0.0002432315372599407
Position 20053: 0.0002397370275356272
Position 18308: 0.00022435827924216349
Position 17824: 0.00021785964803166212
Position 7937: 0.00021527185296257333
Position 20050: 0.00021063905089327314
Position 19811: 0.00020843300749893626
Position 2756: 0.00018459661377946246
Position 21163: 0.00017827480539484215
Position 464: 0.00017749475967656278
Position 2750: 0.0001691649556123034
Position 2738: 0.00016846692618583686
Position 3555: 0.00016268775754681684
Position 8044: 0.00013124892067484592
Position 8319: 0.00011903066936031974
Position 15580: 6.995804936810351e-05
Position 1405: 6.174779531186849e-05
Position 2861: 5.531818852278949e-05
Position 19559: 5.5309867352895176e-05
Position 16900: 4.878065905345854e-05
Position 17389: 4.849849335202886e-05
Position 14238: 3.453848145028871e-05
Position 2552: 2.7863885358474848e-05
Position 480: 2.760723204216857e-05
Position 14689: 2.7279684529639933e-05
Position 14947: 2.5106771963738294e-05
Position 19477: 2.5037866155043564e-05
Position 12190: 2.2457145684971077e-05
Position 260: 2.138011142226986e-05
Position 15665: 1.1872193156048565e-05
Position 7490: 1.0329505818853601e-05
Position 206: 9.271514925141205e-06
Position 3365: 8.443168779142977e-06
Position 4158: 8.112203977330497e-06
Position 576: 7.23229037129878e-06
