Gene = WASH1
index = 1556
Annotated 5SS: [  138  4889 11359 11712 12021 12396 12775 13022 13831 14659]
Annotated 3SS: [ 4734 11246 11564 11883 12259 12572 12862 13677 14589 14798]
SMsplice 5SS: [  138  4889 11126 11712 12396 12771 13022 13831 14659]
SMsplice 3SS: [ 4734 11071 11564 12259 12572 12862 13734 14589 14798]
top_k =  500
Partition function (log Z): 12.899617433571219

Sorted 5' Splice Sites (High to Low Probability):
Position 11712: 0.9957148679966764
Position 4889: 0.980053513893726
Position 13831: 0.9675631150119722
Position 13022: 0.9462603234928524
Position 12396: 0.8291080801506534
Position 12771: 0.754705869474477
Position 11126: 0.6801239625964242
Position 138: 0.6699935978453309
Position 14659: 0.6653447351814646
Position 10354: 0.3872287613679754
Position 11359: 0.2976508248454412
Position 4409: 0.22494917989163926
Position 14129: 0.22415334532667072
Position 12101: 0.17697891522285916
Position 12775: 0.1652341624958323
Position 428: 0.15489690425750519
Position 8667: 0.13380754234654024
Position 13539: 0.10208450579195527
Position 133: 0.10179235641083202
Position 7199: 0.09532391779638388
Position 12426: 0.07449782203386592
Position 122: 0.07435688581163692
Position 13579: 0.07271537510504937
Position 12753: 0.05708250976405029
Position 1465: 0.05420471820074393
Position 13441: 0.053129656455446726
Position 12021: 0.04787639127314312
Position 5636: 0.042797365252873636
Position 4431: 0.036729475516576376
Position 13611: 0.03609347744474067
Position 1550: 0.028887097240199562
Position 13090: 0.027120525555245148
Position 11130: 0.026455857033960476
Position 4386: 0.025490814857858025
Position 14447: 0.02353269281888445
Position 14440: 0.02328734498140768
Position 10714: 0.021782256452474825
Position 14608: 0.020860507669583746
Position 4866: 0.018701942106040984
Position 4142: 0.017325374178865555
Position 11196: 0.016727387667560868
Position 11907: 0.01557952960383036
Position 14699: 0.013383278356945309
Position 11260: 0.012094209061813539
Position 13086: 0.010828268304693122
Position 13231: 0.01065920514444785
Position 10418: 0.010359435030772796
Position 5672: 0.010311833689981826
Position 359: 0.010074947439047903
Position 13993: 0.009583479999070934
Position 5560: 0.009507288812448882
Position 12047: 0.009417023852265786
Position 11911: 0.00842269353813843
Position 12416: 0.007799706022925985
Position 12612: 0.007440985138905056
Position 12269: 0.0071824736291581145
Position 14403: 0.006869212049235867
Position 2345: 0.006662470933407529
Position 12405: 0.005550431145378471
Position 1564: 0.005317561219364212
Position 14221: 0.004954896748438773
Position 2112: 0.004549387006331833
Position 14392: 0.004519755759269444
Position 5357: 0.002869148928591129
Position 14826: 0.0026064131214419625
Position 14031: 0.0018549867289234607
Position 12674: 0.0016989836406616258
Position 2057: 0.0016180795615779518
Position 11281: 0.0015370043839478646
Position 6249: 0.0014540709579735482
Position 5595: 0.00125059383541504
Position 4368: 0.0012318406851242328
Position 12500: 0.0011468851203302447
Position 5600: 0.001120787050518824
Position 6048: 0.001073617354318518
Position 6395: 0.001047635607658761
Position 11983: 0.0009194007484107415
Position 833: 0.0009172255728828756
Position 6069: 0.0008895947220940635
Position 3126: 0.0008761089085454957
Position 14929: 0.000793128061333903
Position 7280: 0.0007903574182381622
Position 1537: 0.0007581586171378931
Position 8283: 0.0007114267070714682
Position 5896: 0.0007084990652411348
Position 8051: 0.0007008040164782787
Position 14280: 0.0006796015245308216
Position 5694: 0.0006281840260467501
Position 5652: 0.0006060364467941688
Position 13075: 0.0005871022940553427
Position 5564: 0.0005492897990366538
Position 12256: 0.0004883644682941387
Position 12925: 0.00047646813612872534
Position 11960: 0.000424705272154007
Position 8072: 0.0004216213789428619
Position 12129: 0.0003507798809707714
Position 13854: 0.00034926140251615665
Position 12295: 0.0002929380228604649
Position 12260: 0.00023117215315331523
Position 4774: 0.00019381399498827153
Position 12315: 0.0001626515626524862
Position 12877: 0.00015956852442901032
Position 324: 0.000156652366943807
Position 5346: 0.00015650075161505837
Position 172: 0.00014762614501387833
Position 264: 0.00014541772323774783
Position 4893: 0.00012004075671308927
Position 13102: 0.00011593569490685174
Position 422: 8.908949278970345e-05
Position 12049: 8.689339578530339e-05
Position 14269: 6.664156899636705e-05
Position 12573: 4.9284577581638954e-05
Position 164: 4.639994730355637e-05
Position 12970: 4.541691314127113e-05
Position 734: 4.536415909072483e-05
Position 337: 3.0196695241154107e-05
Position 1062: 3.0116948326141133e-05
Position 864: 1.3184969127767353e-05
Position 820: 9.290938406619212e-06
Position 83: 8.867247198560615e-06
Position 974: 8.307971446348297e-06
Position 13507: 6.065540743983396e-06
Position 792: 5.602954429136279e-06
Position 1983: 5.208077086945166e-06
Position 3609: 4.887529513852412e-06
Position 479: 4.858324471595327e-06
Position 1275: 4.500477343066945e-06
Position 1432: 4.48377072981898e-06
Position 2099: 3.365878988661555e-06
Position 921: 3.3342592611359e-06
Position 6031: 2.8668809093084756e-06
Position 1272: 2.597019602469544e-06
Position 632: 1.8638868549736788e-06
Position 1560: 1.5402129854136804e-06
Position 5033: 1.1321148189109129e-06
Position 1828: 9.496318644351883e-07
Position 1824: 6.387478044436351e-07
Position 1668: 5.865112821482656e-07
Position 4853: 3.989392107452813e-07
Position 13328: 3.6721472274808525e-07
Position 13340: 3.033801955236572e-07
Position 41: 2.398189781266578e-07
Position 204: 1.180947143576859e-07
Position 215: 6.688901300065443e-08
Position 488: 3.647894558352626e-08
Position 408: 1.6627060540128313e-08
Position 597: 1.1567932292076812e-08
Position 12511: 5.0131475242568595e-09
