Gene = CMTM7
index = 384
Annotated 5SS: [  395 50343 57882 60803]
Annotated 3SS: [50168 57782 60720 62569]
SMsplice 5SS: [  395 28689 44365 50343 57882 60803]
SMsplice 3SS: [28568 44270 50168 57782 60720 62732]
top_k =  500
Partition function (log Z): -35.5846341819467

Sorted 5' Splice Sites (High to Low Probability):
Position 395: 0.9580950909286879
Position 5738: 0.46251944298437253
Position 11454: 0.20032749204263905
Position 3612: 0.08877455256944099
Position 1361: 0.0838792811865239
Position 4034: 0.06690510280029352
Position 7872: 0.06646265145283177
Position 8154: 0.0446788609648269
Position 9737: 0.034394851710221955
Position 1028: 0.025075459976065296
Position 6339: 0.021076901823692356
Position 6256: 0.017272236502796145
Position 6760: 0.012613932684727013
Position 2892: 0.011139712842518305
Position 902: 0.010155465688965672
Position 399: 0.00323672727959468
Position 2856: 0.0025483166795831846
Position 11490: 0.0012202020058957866
Position 7793: 0.0012069626790910007
Position 6307: 0.000998749136417181
Position 633: 0.0005774750631329769
Position 6885: 0.00032724867877999893
Position 423: 0.00019457047481302608
Position 7877: 0.0001393666914097088
Position 6704: 0.00010605047045491769
Position 180: 0.00010472885417520686
Position 102: 9.121948322792318e-05
Position 536: 7.235879956730396e-05
Position 6005: 4.6858833837606964e-05
Position 883: 4.291199996926973e-05
Position 452: 3.05576037756996e-05
Position 1001: 2.9877762654536792e-05
Position 1060: 2.693092113442042e-05
Position 6351: 1.1533892464162965e-05
Position 982: 1.1348163458970774e-05
Position 268: 9.848886364832054e-06
Position 2135: 9.237694361525519e-06
Position 1378: 7.834124158591973e-06
Position 2049: 6.953083109353271e-06
Position 1440: 5.8137604534354695e-06
Position 1309: 5.646448827579391e-06
Position 1346: 3.7237637868479337e-06
Position 1760: 3.243270677204578e-06
Position 2122: 3.0765524329473912e-06
Position 4940: 2.52639928803004e-06
Position 2023: 2.3863285547080725e-06
Position 1068: 1.849805443840409e-06
Position 965: 1.673932682579204e-06
Position 1409: 1.671424131845699e-06
Position 642: 1.6709316216888144e-06
Position 383: 1.2512356312192786e-06
Position 649: 5.388790935780226e-07
Position 768: 4.0818694471692343e-07
Position 257: 3.933968965151732e-07
Position 562: 2.4704491088947056e-07
Position 68: 5.3517508486847365e-08
Position 776: 3.556090986424139e-08
Position 593: 3.5102192862729626e-08
Position 238: 2.0837116462697644e-08
Position 1901: 9.586245995872668e-09
Position 1665: 8.192677798555973e-09
Position 1520: 5.1526668885455085e-09
Position 1648: 4.901934601381629e-09
Position 527: 1.1968960957141701e-09
Position 709: 8.170330665189281e-10
Position 435: 6.772040885141312e-10
Position 475: 6.553008231490329e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5647: 0.42310251565151474
Position 11360: 0.3899302231862572
Position 18433: 0.34512471381441506
Position 16738: 0.15279904831085137
Position 7658: 0.0770655819275998
Position 3520: 0.07537192239469316
Position 7996: 0.062306085750466936
Position 1246: 0.05177791550195696
Position 11568: 0.045552308113889516
Position 6180: 0.037077318921411764
Position 3894: 0.03504122731691829
