Gene = RP11-229P13.27
index = 1165
Annotated 5SS: [  31  417 7652 8409]
Annotated 3SS: [ 319 7507 8324 8661]
SMsplice 5SS: [  31  417 1163]
SMsplice 3SS: [ 319 1037 8825]
top_k =  500
Partition function (log Z): -1.3149634003877866

Sorted 5' Splice Sites (High to Low Probability):
Position 417: 0.9992450335581033
Position 31: 0.9316021801389207
Position 1163: 0.9094982025176678
Position 1453: 0.39692228569149374
Position 239: 0.20157723655814933
Position 874: 0.17418786473322986
Position 1403: 0.06255101935471842
Position 878: 0.06035753880596255
Position 2043: 0.018863467272080763
Position 538: 0.009903789241279154
Position 3485: 0.005992005080569449
Position 1435: 0.005648742101449624
Position 1585: 0.0037102148478531673
Position 3530: 0.0031297030959419165
Position 988: 0.002916782811019726
Position 3990: 0.0025011725170507016
Position 821: 0.001298451918165069
Position 1186: 0.0008780407185558301
Position 3506: 0.0008647693104111323
Position 949: 0.0008174408244829347
Position 3522: 0.0007195797094833956
Position 816: 0.00043179041957052035
Position 2860: 0.0003601102879600593
Position 1907: 0.00031341307136224697
Position 1262: 0.0002519514180945734
Position 570: 0.00019814769723088734
Position 857: 0.0001646522519517877
Position 798: 9.211499524063848e-05
Position 392: 8.980558713898299e-05
Position 906: 8.157250047969498e-05
Position 712: 7.994536060159323e-05
Position 1286: 7.002765897196246e-05
Position 431: 4.785106976587111e-05
Position 552: 2.8574317356730275e-05
Position 714: 2.0628353376380576e-05
Position 3195: 1.68753168019571e-05
Position 475: 1.5021039067312506e-05
Position 212: 1.345607238335021e-05
Position 2684: 1.3000373412822989e-05
Position 1207: 1.0052810072200284e-05
Position 1181: 1.0030415769647882e-05
Position 701: 8.695548485819502e-06
Position 248: 7.345848919157377e-06
Position 1004: 6.951028163085245e-06
Position 3061: 3.81781740931555e-06
Position 3470: 2.6839141198334024e-06
Position 2069: 2.14473224181718e-06
Position 3433: 2.0815113127459707e-06
Position 19: 1.603919412208786e-06
Position 35: 1.310829553491347e-06
Position 390: 1.097246089135118e-06
Position 398: 3.273760668918215e-07
Position 421: 6.850001434817714e-09
Position 460: 1.4757914761540384e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 319: 0.8662531710769107
Position 1037: 0.49776131199420975
Position 1067: 0.44377288703439144
Position 1306: 0.3655901236887726
Position 125: 0.16290387637540857
Position 3408: 0.12404943347988648
Position 8825: 0.11916865725017121
Position 8661: 0.10203769520259173
Position 786: 0.10139168946075341
Position 231: 0.09182186252224435
Position 6225: 0.07840881722337034
Position 761: 0.07787905836918366
Position 1248: 0.06265700453475148
Position 3611: 0.05500431019452011
Position 4123: 0.05275672966476653
Position 3432: 0.051847622321008896
Position 1808: 0.05181743699235512
Position 6428: 0.05130530768174957
Position 8048: 0.036596643455929216
Position 5970: 0.03148777183611341
Position 8832: 0.027181100606753068
Position 7507: 0.024896701905070304
Position 6060: 0.0240130722033559
Position 741: 0.021610717964109495
Position 826: 0.020133854122783734
Position 522: 0.018994345730501627
Position 2944: 0.018192517185380556
Position 1375: 0.01492994790991302
Position 4012: 0.014612909377609756
Position 5579: 0.012081174362921837
Position 3975: 0.011601323528199215
Position 4602: 0.011536533361329768
Position 7530: 0.011204801590323839
Position 5136: 0.010296751248490676
Position 502: 0.010109796680248383
Position 1366: 0.009743722030830753
Position 5417: 0.009720103829794588
Position 593: 0.009684536635354056
Position 3955: 0.00665197826045046
Position 6118: 0.006563675195635831
Position 261: 0.006084848349361101
Position 1783: 0.006040431985700005
Position 7625: 0.006014648392906994
Position 3607: 0.005319476155849138
Position 1310: 0.005016524784447031
Position 1250: 0.004715961386697031
Position 6103: 0.004321768117058178
Position 1227: 0.003934973534658203
Position 4842: 0.0033566882890041375
Position 327: 0.0029943134439235
Position 1858: 0.0026412819256733376
Position 4283: 0.0024430020067186062
Position 4217: 0.0023853658301615536
Position 2702: 0.0019236969060961043
Position 2488: 0.0018886105320768236
Position 1090: 0.0015580740112559254
