Gene = GLIPR2
index = 596
Annotated 5SS: [   47 11150 11906 14205]
Annotated 3SS: [11040 11801 14126 25616]
SMsplice 5SS: [  133  9095  9471 11150 11906 14205 19917 25774]
SMsplice 3SS: [ 8983  9235 11040 11801 14126 19807 25616 26733]
top_k =  500
Partition function (log Z): -6.066653878156557

Sorted 5' Splice Sites (High to Low Probability):
Position 14205: 0.9546778002106533
Position 11150: 0.7956095520369744
Position 11906: 0.7451414677000112
Position 9095: 0.676026817862909
Position 133: 0.5968511977414382
Position 9471: 0.5172655650914484
Position 15701: 0.5099266516812984
Position 10862: 0.4733843352621847
Position 19917: 0.427634725028704
Position 8297: 0.3410689590781931
Position 13632: 0.3244329642800082
Position 19907: 0.31890190798835627
Position 47: 0.266902656622935
Position 25774: 0.2629628502086054
Position 25634: 0.20221294269933474
Position 10867: 0.16166216109719583
Position 158: 0.12985028379670513
Position 25853: 0.10713863638201625
Position 12924: 0.09551025580333633
Position 26670: 0.09268425710773495
Position 2071: 0.09069590129178477
Position 26665: 0.08949216109234209
Position 11172: 0.08605942841202484
Position 10712: 0.05942102202612587
Position 25788: 0.05351219316140161
Position 25799: 0.05110974583717926
Position 17262: 0.04916771558791059
Position 10390: 0.043733321253512675
Position 25528: 0.04175340408827486
Position 25680: 0.039224536888801925
Position 5347: 0.02870659782473057
Position 25873: 0.02753783992814928
Position 3764: 0.02532016044125364
Position 11696: 0.024911441854002677
Position 19921: 0.018100422334862365
Position 26676: 0.01582346344497764
Position 9042: 0.01478547976683595
Position 12873: 0.012294764318161172
Position 14253: 0.01186637756163007
Position 9348: 0.011011843810770527
Position 1065: 0.006279304706113231
Position 25867: 0.006239731508520165
Position 5640: 0.005484580013718867
Position 3331: 0.005221546478864986
Position 9772: 0.004776221320851861
Position 1187: 0.004141729963049422
Position 25898: 0.0035669926002147327
Position 14901: 0.0032489989604571573
Position 2828: 0.0027239759498228263
Position 5788: 0.002675414517059968
Position 17634: 0.0026545913714083194
Position 4794: 0.002521451358495926
Position 143: 0.0022347316567358725
Position 14929: 0.00206411651712071
Position 15116: 0.0019624802980413884
Position 15143: 0.0017246263807116327
Position 1756: 0.0008902744582092652
Position 14434: 0.0008770909896354394
Position 15729: 0.0007393072239382995
Position 78: 0.0006423275848155343
Position 15681: 0.000575979611702047
Position 14872: 0.000421647437710592
Position 730: 0.0002160645046008426
Position 267: 0.00020684849051467153
Position 3100: 0.00017286924387810302
Position 510: 0.00017089776918091445
Position 2007: 9.634383211485073e-05
Position 4002: 6.0870292938659676e-05
Position 3111: 3.454742424908541e-05
Position 3786: 3.259174399332363e-05
Position 3899: 3.217768870740811e-05
Position 3116: 2.120725260283098e-05
Position 2528: 1.6146787412756503e-05
Position 2042: 1.5606760358968628e-05
Position 671: 1.5306677418375435e-05
Position 164: 1.1745834013486404e-05
Position 108: 3.375684373552337e-06
Position 117: 3.296883607699114e-06
Position 42: 3.1260296805263974e-06
Position 907: 3.073006272151889e-06
Position 197: 3.0144239307267632e-06
Position 1319: 2.284842234018755e-06
Position 887: 1.8051457812281956e-06
Position 369: 1.1967549116964846e-06
Position 722: 8.356493072867786e-07
Position 744: 6.776204595835635e-07
Position 630: 4.829209032383125e-07
Position 675: 3.035357844900679e-07
Position 935: 2.4793400631471133e-07
Position 890: 2.345985440781479e-07
Position 861: 2.1188659596118703e-07
Position 498: 2.1082907156885847e-07
Position 829: 1.8973559402804045e-07
Position 351: 7.195738075922094e-08
Position 923: 6.909655073998602e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 14126: 0.9444566777858928
Position 11040: 0.8264829701913368
Position 26733: 0.760719030091956
Position 11801: 0.7273225767106763
Position 25616: 0.7256666238314398
Position 8983: 0.687495554522807
Position 19807: 0.6384252163159388
Position 10591: 0.5628333863298929
Position 15565: 0.5001851938306083
Position 9235: 0.474300109795915
Position 8161: 0.3410689590781932
Position 13399: 0.32443296428000795
Position 25486: 0.22851618879490915
Position 26580: 0.20748332592367208
Position 10755: 0.1345668043279766
Position 19720: 0.12704972200814685
Position 12759: 0.10117395983443046
Position 1899: 0.07346376300773828
Position 11051: 0.05225333798529988
Position 17219: 0.04937269466937672
Position 10263: 0.04373332125351264
Position 9366: 0.03600518181155391
Position 11605: 0.03543119229085827
Position 26761: 0.034199964354619077
Position 25959: 0.03184082013034461
Position 3662: 0.023683849546208204
Position 5100: 0.020840025507862417
Position 14105: 0.017447579987402515
Position 1902: 0.015538620817719739
Position 9164: 0.012404831095811546
Position 15597: 0.011426971533207767
Position 11822: 0.007299140552479131
Position 5277: 0.006911949812886996
Position 14857: 0.0063916211183602445
Position 992: 0.006054279288704845
Position 9189: 0.0055672861989385395
Position 9605: 0.0047762213208518605
Position 5488: 0.0045221582954579195
Position 8739: 0.0033167431069378024
Position 12739: 0.0032985928341676854
Position 2708: 0.0027170663070038774
Position 13922: 0.0025334691802397047
Position 4678: 0.0024824887739337913
Position 12895: 0.0022932907567209254
Position 3286: 0.0021775193174168165
Position 14953: 0.0021168139816755776
Position 17553: 0.0021031612783322315
Position 3675: 0.0016819749088841942
Position 5435: 0.001673169296568462
Position 13925: 0.0016478613459195402
Position 2954: 0.0016049294110280874
Position 14755: 0.0012343158770973975
Position 5639: 0.0011870346353329761
Position 1959: 0.0010704652132524648
Position 12637: 0.0010418960555642744
Position 5314: 0.0009546225039811869
Position 14355: 0.0009057866663250567
Position 5657: 0.0007776323034194806
Position 878: 0.0007701709066128508
Position 1060: 0.0007198764346964922
Position 17540: 0.0006816509054864116
Position 15567: 0.0006425206026740645
Position 21534: 0.0005833421290480823
Position 3209: 0.00055388359936527
Position 973: 0.000499258187731393
Position 955: 0.00046545406452716954
Position 17991: 0.0004639427839755339
Position 2041: 0.0004141506702677205
Position 20292: 0.00036815643287883756
Position 19536: 0.00035641281461215536
Position 3245: 0.00033766959997340524
Position 3008: 0.00033510277583161574
Position 13914: 0.0002884599786250128
Position 2983: 0.00019959897289605373
Position 13897: 0.00018044534357844296
Position 3107: 0.00015207358395195937
Position 21088: 0.00013850585177959329
Position 21512: 0.00011207079966778497
Position 801: 9.675258600636892e-05
Position 19080: 7.185323926049193e-05
Position 17972: 5.529832038646653e-05
Position 2923: 4.395739739479683e-05
Position 16504: 4.2067297737994635e-05
Position 3903: 3.492974231971013e-05
Position 16646: 2.703389888015878e-05
Position 14388: 2.5281702692407748e-05
Position 4700: 2.165707798624094e-05
Position 1500: 1.7802384986893195e-05
Position 4756: 1.7305506575895094e-05
Position 3032: 1.7033992707859625e-05
Position 3075: 1.615952532088894e-05
Position 1524: 1.5908886313151815e-05
Position 335: 1.5830434821199133e-05
Position 3739: 1.4449088618144818e-05
Position 2402: 1.3125789604158127e-05
