Gene = MSTO1
index = 889
Annotated 5SS: [ 108  336  884 1067 1379 1603 1876 2092 2346 2751 3009 3342 3542]
Annotated 3SS: [ 199  813  990 1323 1463 1757 1956 2192 2618 2823 3236 3431 3833]
SMsplice 5SS: [ 108  336 1379 1603 1876 2092 2346 2751 3009 3342 3542]
SMsplice 3SS: [ 199 1201 1463 1695 1956 2192 2618 2823 3199 3431 3833]
top_k =  500
Partition function (log Z): 13.836345185414686

Sorted 5' Splice Sites (High to Low Probability):
Position 2751: 0.9666665934351182
Position 336: 0.9415858212185315
Position 2092: 0.9136228255191617
Position 3009: 0.9108096049586301
Position 1603: 0.8897553144769196
Position 108: 0.8505524490562856
Position 3342: 0.8062719631271272
Position 1876: 0.7706252970843367
Position 3542: 0.7632154678668888
Position 1379: 0.7441620222441337
Position 2346: 0.7435351094659016
Position 1067: 0.28618600004205685
Position 1727: 0.19656201535093554
Position 1131: 0.14755636452296483
Position 3509: 0.12257638656750164
Position 920: 0.11446643100955667
Position 751: 0.11311139184341959
Position 113: 0.1117557901582629
Position 884: 0.09022527205760432
Position 737: 0.04800316239138621
Position 541: 0.039537617143768
Position 3575: 0.03493422001889784
Position 270: 0.032193696018643636
Position 3553: 0.02971372530167667
Position 924: 0.024344787082796852
Position 2984: 0.022633060435971845
Position 897: 0.01934308460482063
Position 341: 0.01803357147984051
Position 2967: 0.01699133776353824
Position 909: 0.013980883766862108
Position 2775: 0.01263160193344298
Position 1534: 0.011276107748340859
Position 1439: 0.011071746349934235
Position 1766: 0.009640696268809897
Position 729: 0.008789567257091077
Position 1999: 0.008245719179522984
Position 1575: 0.006085542018705741
Position 2287: 0.004587901001175471
Position 2763: 0.004340511623631393
Position 4029: 0.0037317824529077203
Position 45: 0.003691434577437947
Position 3751: 0.003032298429646254
Position 658: 0.0026845009211611103
Position 1237: 0.0022321243831100912
Position 719: 0.0021579440118234578
Position 2111: 0.0020035802787762105
Position 1588: 0.0018749953166799906
Position 265: 0.0016167649351391462
Position 3348: 0.001465068537061211
Position 2356: 0.001330488213118548
Position 2712: 0.001304304518359951
Position 1334: 0.0011409238509981522
Position 1529: 0.0011285833921471167
Position 22: 0.0009697307037175453
Position 2933: 0.0009020837407717967
Position 3354: 0.0008847616948217473
Position 1099: 0.000874897672528611
Position 1862: 0.0008158481899240826
Position 76: 0.000640762025985959
Position 352: 0.0006131206119429313
Position 3018: 0.0005876816168548719
Position 841: 0.0005528645492091521
Position 888: 0.0005512429184130459
Position 3546: 0.0004408594030274652
Position 705: 0.00037017118873166694
Position 814: 0.0002903910633828213
Position 3213: 0.0002588067635472396
Position 2974: 0.00025272167026207584
Position 2740: 0.0002336157566054771
Position 1343: 0.00021730835950353774
Position 1300: 0.00019556414036930867
Position 1115: 0.0001430210322570597
Position 567: 0.0001221655038379349
Position 2770: 0.0001029503632278596
Position 2350: 7.615671667705762e-05
Position 582: 7.175813826156352e-05
Position 2703: 6.067403764462224e-05
Position 1852: 4.880907903587697e-05
Position 494: 3.990139934895917e-05
Position 2075: 3.42233967997815e-05
Position 732: 3.230873217906291e-05
Position 2319: 3.110314348869414e-05
Position 95: 3.077668014762672e-05
Position 2087: 3.0471982590405532e-05
Position 344: 1.3624261477470874e-05
Position 59: 1.2931387542455121e-05
Position 81: 1.1313766161021104e-05
Position 1416: 6.8463650924428655e-06
Position 676: 6.442382101387507e-06
Position 3633: 4.867675096810881e-07
Position 1815: 3.2598304141177737e-07
Position 250: 2.590507750228493e-07
Position 163: 1.8779976238843773e-07
Position 155: 1.3031205417426318e-07
Position 9: 9.621038348986892e-08
Position 3514: 7.980266861885902e-08
Position 3022: 3.088617665382345e-09
Position 2236: 1.7891689204162692e-09
Position 389: 5.430623671697663e-10
Position 260: 1.9706782599058236e-10
Position 585: 1.355928120474716e-11
Position 181: 4.831691504833742e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 199: 0.9630962411340402
Position 1463: 0.9290167920239064
Position 3431: 0.9044982348736801
Position 1695: 0.8847718105849515
Position 1956: 0.7581639264038569
Position 3833: 0.7373743261558101
Position 2192: 0.7149286969086165
Position 2823: 0.5934745496701116
Position 1201: 0.5814135953783888
Position 2618: 0.4845447103787328
Position 813: 0.45566157655639444
Position 3199: 0.35221501238530684
Position 2866: 0.33681274653334115
Position 2641: 0.28991346730394507
Position 3236: 0.2652279251287898
Position 990: 0.2095870507150673
Position 2580: 0.20442262179119494
Position 3155: 0.12305904739345608
Position 1965: 0.12188181114580415
Position 3889: 0.11527233617262096
Position 1221: 0.10113987291128576
Position 604: 0.09692901375472425
Position 414: 0.06667673587444599
Position 3461: 0.06145573427497621
Position 3121: 0.05816401317394435
Position 1757: 0.04895472602589353
Position 1323: 0.04563931285010832
Position 4389: 0.04526346157924711
Position 2002: 0.039155008657576484
Position 674: 0.0287736497695737
Position 3836: 0.028460331651483227
Position 1185: 0.02821109391318172
Position 3808: 0.026009094538166647
Position 2895: 0.02260537726238408
Position 2229: 0.019214528569849194
Position 1514: 0.016648558642392154
Position 439: 0.010910023749032301
Position 4275: 0.008900339738110828
Position 2195: 0.007373909500912628
Position 2260: 0.006764367602068375
Position 1033: 0.006524110637666818
Position 3240: 0.0063588506484185455
Position 433: 0.0054990092314582606
Position 4480: 0.0054663726588916025
Position 994: 0.0051408355107996255
Position 2658: 0.004253268371089286
Position 4587: 0.004060757068186472
Position 3494: 0.0038784609631260973
Position 953: 0.0037198554932394838
Position 931: 0.0037093016705175455
Position 1806: 0.0035735837143673383
Position 3205: 0.0032988428172701983
Position 907: 0.002576585230452755
Position 1789: 0.0025651568385046952
Position 1165: 0.0024916215771772043
Position 1656: 0.002394480451279103
Position 4356: 0.00219775174548902
Position 389: 0.0021557727283980483
Position 817: 0.0019326182625368684
Position 2703: 0.0018251269158913075
Position 559: 0.0017931409971078545
Position 571: 0.0015964865826283928
Position 3945: 0.00156325790638903
Position 4178: 0.0014528444636806818
Position 879: 0.001438909878466874
Position 520: 0.001313217608118299
Position 1064: 0.001291515078469026
Position 2871: 0.0012438484099843142
Position 960: 0.00120922552620522
Position 1902: 0.001160221021056875
Position 3615: 0.0010932153777322513
Position 3250: 0.0010389532239516884
Position 4452: 0.0009877689893880918
Position 3668: 0.0009140880612933042
Position 853: 0.0008679831423039214
Position 4518: 0.0007762267340005747
Position 1157: 0.000761316093758467
Position 3133: 0.0007120175975990854
Position 1049: 0.000664160833730392
Position 1796: 0.0006239387357618833
Position 4222: 0.0006087155865929793
Position 641: 0.0005764937904993467
Position 1875: 0.0005758520492660162
Position 1815: 0.000546927707105206
Position 4123: 0.0005019121306250865
Position 232: 0.00045823265301794553
Position 4320: 0.0004400108846923244
Position 4522: 0.000437754319920535
Position 3776: 0.00043487748422244975
Position 1821: 0.00041208997483443895
Position 4507: 0.00036685177722953335
Position 3768: 0.00036612789693825793
Position 630: 0.0003590394934022347
Position 494: 0.0003536118712002664
Position 3324: 0.0003455171150931481
Position 686: 0.00034091783058724437
Position 3633: 0.0003226172743821348
Position 1225: 0.00030764443051536157
Position 2323: 0.00024334784869290806
Position 1701: 0.00023430060851174788
Position 863: 0.0002336109996163202
Position 2439: 0.00016517614348979866
Position 2967: 0.00014968430977350042
Position 2201: 0.00014800991021976468
Position 2833: 0.0001296834741846349
Position 2476: 0.00012760287221773572
Position 2836: 0.0001275182890289948
Position 2501: 0.00011941906854896707
Position 541: 0.00010592319099436673
Position 1246: 0.00010573433793213155
Position 2379: 0.00010507997241934432
Position 4200: 9.926899255670357e-05
Position 1124: 8.65148770583972e-05
Position 1585: 7.766858701398656e-05
Position 1857: 7.695442091290613e-05
Position 2587: 7.344341930598966e-05
Position 1765: 7.054751331735234e-05
Position 3500: 6.432345731020026e-05
Position 690: 5.652632060011406e-05
Position 3321: 5.5298290485093985e-05
Position 3534: 4.642711352941609e-05
Position 4704: 4.270660442117758e-05
Position 834: 4.0920679771220346e-05
Position 235: 3.483762332648964e-05
Position 616: 3.3530762779984364e-05
Position 1378: 3.2727451104132774e-05
Position 955: 3.085247853221801e-05
Position 657: 3.025900493463688e-05
Position 652: 2.6652665794531284e-05
Position 503: 2.0551113256568112e-05
Position 2971: 1.6283269690760348e-05
Position 2405: 8.254668801090697e-06
Position 334: 7.770972919836358e-06
Position 295: 7.678709400140815e-06
Position 447: 7.055608020228072e-06
Position 528: 6.0385525825181345e-06
Position 155: 5.2983495583988764e-06
Position 107: 5.069034486937616e-06
Position 247: 4.527710834534663e-06
Position 481: 3.146048842426899e-06
Position 218: 2.9740212534299642e-06
Position 840: 2.08787133906017e-06
Position 836: 2.083272523378231e-06
Position 505: 1.6164141354972446e-06
Position 104: 1.2897746930730025e-06
Position 298: 1.2168903242817011e-06
Position 245: 9.058007886381009e-07
Position 138: 5.231773674798179e-07
Position 537: 2.856497859791651e-07
Position 168: 1.0512026128047734e-07
Position 135: 4.432994572108901e-08
Position 452: 1.8721477709731175e-08
Position 455: 1.3576515455479817e-08
Position 124: 1.2087874450969516e-08
Position 350: 3.3261367242736255e-09
Position 340: 2.9444640977376756e-09
Position 460: 6.265974524108536e-10
Position 117: 3.446476200201342e-10
Position 112: 1.8695341802449267e-10
