Gene = NPPA
index = 956
Annotated 5SS: [222 671]
Annotated 3SS: [ 343 1768]
SMsplice 5SS: [222 671]
SMsplice 3SS: [ 343 1768]
top_k =  500
Partition function (log Z): -6.23121333911873

Sorted 5' Splice Sites (High to Low Probability):
Position 222: 0.9320627617587492
Position 671: 0.7710422335336985
Position 458: 0.2917022405472628
Position 504: 0.058597390032765435
Position 411: 0.04749434180597672
Position 123: 0.020672874713307605
Position 160: 0.013135599417124411
Position 479: 0.007941296974597526
Position 1668: 0.0059363167101440855
Position 240: 0.00204247055342678
Position 1654: 0.00181355168550203
Position 969: 0.0013237841354893011
Position 389: 0.0010099401831775807
Position 1665: 0.00099046590296426
Position 1322: 0.0006531039860892615
Position 1009: 0.0005212275551861071
Position 404: 0.00045017704992088086
Position 1644: 0.00034027633087748896
Position 300: 0.00032391811447337205
Position 182: 0.0002601823310188434
Position 1680: 0.00011867902149665012
Position 1733: 0.00011465509007883375
Position 1672: 8.906300813496594e-05
Position 1597: 8.2882348684696e-05
Position 15: 7.71030576753181e-05
Position 304: 6.957808759914883e-05
Position 1092: 3.541096352141008e-05
Position 309: 3.171812606078302e-05
Position 192: 6.618493317214537e-06
Position 194: 3.921378729692327e-06
Position 245: 2.690853145791767e-06
Position 273: 3.544314202801366e-07
Position 657: 1.0415036109997533e-07
Position 73: 3.168330470017401e-08
Position 802: 1.3045695955578077e-08
Position 325: 1.7699153155148928e-09
Position 392: 5.3320708990072544e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 343: 0.7573822715467092
Position 1768: 0.5452688751966575
Position 558: 0.34956966881280965
Position 1552: 0.11024129295964279
Position 2004: 0.08405642572628502
Position 562: 0.051354063472798216
Position 591: 0.04815986281351243
Position 1723: 0.04434886190299055
Position 903: 0.0396898358140434
Position 621: 0.03304150994031757
Position 300: 0.01378297658198412
Position 1728: 0.01161546056377341
Position 1664: 0.006960179145450975
Position 829: 0.006412662201079204
Position 606: 0.006220125757972823
Position 787: 0.005934467134772043
Position 365: 0.0055137094189807
Position 768: 0.004227312413366937
Position 2008: 0.0038831496561198605
Position 1197: 0.002660319457513482
Position 2029: 0.0023649504421109843
Position 1503: 0.002318210127097075
Position 404: 0.002041198216388047
Position 1532: 0.0020099358997150885
Position 1946: 0.0017952935941589238
Position 1901: 0.001474809590915867
Position 1535: 0.0014424145339685935
Position 1621: 0.0012492673800377045
Position 1710: 0.0011993763667146203
Position 1036: 0.0011825192010375537
Position 304: 0.0010639762265050785
Position 920: 0.0009121222947512828
Position 457: 0.0007692755605915203
Position 881: 0.00067713748163741
Position 1881: 0.0006641700977300011
Position 1661: 0.0006575070163834381
Position 600: 0.0006156491727350742
Position 806: 0.000548638589821796
Position 1907: 0.0005367446480685408
Position 204: 0.0005205391780942621
Position 370: 0.0004970379207079184
Position 1214: 0.00046059612471292734
Position 862: 0.00045503122442552705
Position 411: 0.0003673610238143299
Position 444: 0.0003232489517556418
Position 479: 0.00023704195443860504
Position 383: 0.00021523056996606633
Position 630: 0.00019943182833911846
Position 663: 0.00017653541535686396
Position 2066: 0.00016837207396765694
Position 2054: 0.00013743245331468304
Position 567: 0.0001295378576052476
Position 2069: 0.00010013937219225966
Position 1776: 9.625490641465792e-05
Position 924: 9.331416664528096e-05
Position 749: 8.498900193580705e-05
Position 1732: 7.842315250066674e-05
Position 483: 7.522793699445252e-05
Position 1085: 7.296231697415544e-05
Position 643: 7.078384323635336e-05
Position 1353: 6.693522546396474e-05
Position 1076: 6.04173188873756e-05
Position 2040: 5.639379476006908e-05
Position 503: 5.3165267344438935e-05
Position 1952: 4.952139928431596e-05
Position 833: 4.9219382577382396e-05
Position 1164: 3.32786020404828e-05
Position 1299: 3.115731273493004e-05
Position 1315: 2.9519104270883577e-05
Position 428: 2.4483187761555394e-05
Position 914: 2.1636164141679087e-05
Position 152: 1.777534477182386e-05
Position 380: 1.6597595783482123e-05
Position 97: 1.3582876266346045e-05
Position 221: 5.970733483816284e-06
Position 425: 5.470564323520104e-06
Position 488: 3.328940742995932e-06
Position 388: 7.632152074913478e-07
Position 308: 7.070885652044267e-07
Position 225: 3.670989598401212e-07
Position 127: 2.2105944400714935e-07
Position 415: 1.8015369541114873e-07
Position 159: 1.548811023638766e-07
Position 493: 1.1838939996101524e-07
Position 645: 1.0818653298365047e-07
Position 256: 7.215931394341899e-08
Position 497: 7.201186090735334e-08
Position 103: 1.4122417370349754e-08
Position 164: 1.3542167339466877e-08
Position 245: 1.2767371054889704e-08
Position 231: 2.71443414780495e-09
Position 169: 3.5723242038983646e-10
Position 171: 2.2098427253230656e-11
Position 236: 1.5964530139075844e-11
