Gene = DLD
index = 448
Annotated 5SS: [  320  2309 10848 11424 12578 14089 14535 15399 24727 25995 26493 27092
 28130]
Annotated 3SS: [ 2229 10767 11354 12507 13987 14390 15296 24535 25823 26302 26953 28039
 28223]
SMsplice 5SS: [  320  2309 10487 10848 12578 13777 15399 24727 25995 26493 27092 28130
 28414]
SMsplice 3SS: [ 2229 10322 10767 12507 13651 15296 24535 25823 26302 26953 28039 28223
 28486]
top_k =  500
Partition function (log Z): 15.404800989444164

Sorted 5' Splice Sites (High to Low Probability):
Position 24727: 1.000000000000001
Position 15399: 1.0000000000000009
Position 28130: 0.9782317810847252
Position 2309: 0.9641628329342575
Position 27092: 0.9385000422106555
Position 28414: 0.9368595480855294
Position 12578: 0.9235842330895098
Position 10848: 0.9058774020513397
Position 13777: 0.8663113224602896
Position 26493: 0.7892165836968551
Position 25995: 0.7853283311658862
Position 10487: 0.7411818449689416
Position 14089: 0.6693633369238341
Position 320: 0.619226116435731
Position 28767: 0.4650223066752363
Position 14535: 0.42042005015624445
Position 10217: 0.37287202925739227
Position 27824: 0.36747256173309867
Position 27639: 0.31863562826635433
Position 11424: 0.2979827970284323
Position 14469: 0.24504344364312158
Position 4103: 0.2414463313148752
Position 1357: 0.21700787953619624
Position 27821: 0.20903651713929805
Position 10502: 0.1956178683823069
Position 26249: 0.15311420311432303
Position 335: 0.12063774057169584
Position 14830: 0.09489636820444897
Position 14797: 0.07802553107799329
Position 29013: 0.07254278990710857
Position 10115: 0.06936303314101122
Position 15198: 0.06605981317941255
Position 644: 0.060716616633957186
Position 22640: 0.05691105576318723
Position 331: 0.05604104588868466
Position 14278: 0.05215006585640531
Position 1506: 0.050898412297718694
Position 904: 0.05074337290853416
Position 18630: 0.04670874733358975
Position 135: 0.0456430032981185
Position 7255: 0.04564245577418415
Position 10665: 0.04526504119473513
Position 385: 0.04319270782842849
Position 18801: 0.0407577620298193
Position 19802: 0.037786399967570605
Position 22010: 0.036875248168437486
Position 10853: 0.036223312369393634
Position 10456: 0.031387227688473185
Position 2589: 0.028922289616626757
Position 28722: 0.0271882668174653
Position 169: 0.02681863176284419
Position 12659: 0.023074868739538474
Position 13367: 0.020672661537381985
Position 13431: 0.020325245407024965
Position 26527: 0.01846827430902035
Position 1106: 0.016504173734843402
Position 11127: 0.01605642522086473
Position 12842: 0.01553546992676273
Position 7454: 0.014838397154938655
Position 6362: 0.014405733213321899
Position 959: 0.014368733483379303
Position 14503: 0.013700545708060282
Position 5531: 0.012473266636564288
Position 1202: 0.011964869384303765
Position 6234: 0.011064829157643691
Position 13917: 0.010458710192784666
Position 244: 0.009746181640313049
Position 177: 0.009399438582276267
Position 979: 0.009277271939425732
Position 12350: 0.009177401557521425
Position 28425: 0.00911743034048672
Position 13188: 0.008978054855949076
Position 745: 0.00779302201082978
Position 14057: 0.007182319797525596
Position 7589: 0.007049738259778823
Position 100: 0.006522386249691146
Position 14743: 0.0062545939726214245
Position 8209: 0.004255247486471858
Position 10937: 0.002930753287754297
Position 4005: 0.002786868991547032
Position 130: 0.0026568202863372155
Position 29342: 0.002631219842436984
Position 819: 0.00222922651183772
Position 1147: 0.002213063005222399
Position 29620: 0.0019162442556836547
Position 14316: 0.0018014090904716498
Position 10719: 0.0017484325892651298
Position 366: 0.0016576458905444593
Position 16794: 0.0016150427551133554
Position 340: 0.0013635304117793551
Position 2485: 0.0011534890826502033
Position 824: 0.0010562328659634564
Position 13309: 0.000980764847030924
Position 986: 0.0009764849304932188
Position 1235: 0.0008537836206822622
Position 29328: 0.0007331964678025427
Position 12582: 0.0006932487900200239
Position 3479: 0.0006910240441710425
Position 28881: 0.000677132753323163
Position 12996: 0.0005405239397310674
Position 28498: 0.0004683953544662063
Position 11836: 0.0004063221339825646
Position 28112: 0.00036537920130027234
Position 301: 0.00033083624740828065
Position 13034: 0.00030181995452599193
Position 28055: 0.0002902030926330843
Position 13329: 0.00026007599648345935
Position 11174: 0.0002186909679120163
Position 250: 0.0001989562088996882
Position 12690: 0.00019119889669904068
Position 4001: 0.00016991687753915063
Position 13116: 0.0001364153675552656
Position 1169: 0.00010358877001489188
Position 955: 0.00010343103551537884
Position 28688: 9.678338864982792e-05
Position 17980: 9.64746928693918e-05
Position 486: 8.805102662440468e-05
Position 376: 8.626669921675927e-05
Position 297: 8.544809318366783e-05
Position 1061: 8.452610222625397e-05
Position 5793: 7.898358925631003e-05
Position 1206: 7.620989884456182e-05
Position 28620: 6.817815066551764e-05
Position 5103: 3.969062627982193e-05
Position 4429: 2.7934495073977433e-05
Position 380: 2.690886445582562e-05
Position 27584: 2.6441506071474633e-05
Position 345: 4.689329991491526e-06
Position 613: 3.7498366964201387e-06
Position 294: 3.0795275861735844e-06
Position 190: 1.1493815558464678e-06
Position 551: 1.1102821519280442e-06
Position 848: 5.746742430513212e-07
Position 662: 5.569769332878185e-07
Position 16: 3.34674976027709e-07
Position 3910: 1.0235328447732203e-07
Position 2817: 7.420887850517559e-08
Position 3445: 6.629539373099815e-08
Position 3387: 5.826503602955625e-08
Position 541: 1.3959429881371589e-08
Position 667: 1.0439144679693258e-08
Position 642: 9.830679202963546e-09
Position 299: 9.047213503961595e-09
Position 402: 9.10489044303648e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 24535: 1.0000000000000013
Position 15296: 0.9968524049757141
Position 28223: 0.9962841505682924
Position 10322: 0.9736632420049209
Position 28039: 0.9551779810704177
Position 12507: 0.9490085668365273
Position 13651: 0.9066680280333369
Position 2229: 0.8438578826877667
Position 10767: 0.8045182240148065
Position 25823: 0.785328331165886
Position 26302: 0.5671647833298348
Position 14390: 0.5463255025038539
Position 26953: 0.5294129062534358
