Gene = BCL10
index = 129
Annotated 5SS: [ 795 6473]
Annotated 3SS: [6183 9107]
SMsplice 5SS: [ 795 5982 6473]
SMsplice 3SS: [5882 6183 7875]
top_k =  500
Partition function (log Z): -9.21502842496849

Sorted 5' Splice Sites (High to Low Probability):
Position 795: 0.8424682792114188
Position 6473: 0.8229949444576126
Position 5982: 0.5242886283838897
Position 569: 0.14474090502831988
Position 160: 0.13403251880490785
Position 3902: 0.1265376613727704
Position 3952: 0.11662347781896755
Position 2147: 0.09155329565699223
Position 1928: 0.06683933012721961
Position 4001: 0.06370528324374272
Position 2519: 0.050651183032702204
Position 7616: 0.036971827558734516
Position 8194: 0.0336925498870097
Position 192: 0.028684644105024117
Position 1681: 0.01777432933790274
Position 1291: 0.01718548328546885
Position 6359: 0.014104972374442784
Position 9013: 0.013167812949872319
Position 3547: 0.010063418887163979
Position 5996: 0.009586281031564095
Position 5974: 0.009052850623389404
Position 9296: 0.007538969101820415
Position 896: 0.007126641084408673
Position 2257: 0.006118622666224274
Position 359: 0.006050630175206822
Position 2766: 0.005411650479079779
Position 8199: 0.004953502156987173
Position 2121: 0.0032789241116085266
Position 2647: 0.003003022120573708
Position 71: 0.0027136056629678907
Position 6127: 0.002700493450901149
Position 9417: 0.0026634179492965727
Position 2296: 0.0025755232365111663
Position 57: 0.002188522997792075
Position 1362: 0.0021567762695390434
Position 8187: 0.001960226249705252
Position 7681: 0.0015875943475917773
Position 2810: 0.0015192928446408117
Position 4090: 0.001428967782342389
Position 2664: 0.0012748956864987405
Position 1870: 0.0010192186780612347
Position 4642: 0.00098114109954428
Position 1686: 0.0009181193683417307
Position 799: 0.0008879795447239086
Position 3146: 0.0007403356828298018
Position 7714: 0.0007216561038190048
Position 1820: 0.0006832505243348338
Position 520: 0.0004907141996872236
Position 2600: 0.00044385349599326005
Position 994: 0.0004269715259814323
Position 47: 0.000373516638693928
Position 134: 0.00035251197204855494
Position 124: 0.0002972347669706631
Position 783: 0.00022531326795507844
Position 95: 0.00013095885179732552
Position 1850: 0.00011024385944464648
Position 65: 0.0001007206472581387
Position 61: 8.781260928578805e-05
Position 332: 8.317025171718841e-05
Position 1192: 7.165292369715144e-05
Position 108: 6.94555949537906e-05
Position 457: 6.530184260950206e-05
Position 2275: 4.4141675824019234e-05
Position 1596: 4.333977910436063e-05
Position 1441: 4.2526156633429614e-05
Position 1609: 3.339572797962673e-05
Position 28: 3.328306538783475e-05
Position 2129: 2.9463333216323853e-05
Position 582: 2.881637608859762e-05
Position 23: 2.225746282188649e-05
Position 31: 2.141930826025061e-05
Position 43: 9.166635641814901e-06
Position 1518: 7.968382681152089e-06
Position 7642: 7.091945204111216e-06
Position 39: 6.895069367314284e-06
Position 79: 4.555416770864116e-06
Position 55: 4.1338117141440205e-08
Position 83: 3.4575570342409615e-08
Position 81: 3.062965973041703e-08
Position 216: 2.8832281514724664e-08
Position 18: 2.733908640858651e-08
Position 395: 8.704124268222075e-09
Position 75: 6.624639195067629e-09
Position 449: 3.880516261245919e-09
Position 45: 1.3692937966564794e-09
Position 912: 1.1924721557301102e-10
Position 63: 6.505292369281617e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6183: 0.8595412422412745
Position 5882: 0.4817186193819736
Position 7875: 0.33922148850357153
Position 9107: 0.28175566095528876
Position 3761: 0.28021045968651215
Position 659: 0.13193070042124203
Position 2064: 0.10295126491813068
Position 9695: 0.08028253886509969
Position 2382: 0.07819602891378227
Position 8081: 0.0675962664715322
Position 7385: 0.05168567461598143
Position 8823: 0.04668204002153476
Position 5731: 0.04233393111020055
Position 1777: 0.032445219271935735
Position 3790: 0.029275205991753275
Position 714: 0.029263089209638476
Position 1685: 0.02839806991217254
Position 5839: 0.0219311016341977
Position 10220: 0.020353649994312325
Position 9140: 0.018806726939081878
Position 10385: 0.01613275799879328
Position 1502: 0.015446998907402422
Position 9293: 0.013448565338748093
Position 9377: 0.013295938088883835
Position 9342: 0.012864901926221162
Position 8324: 0.012810803473487902
Position 717: 0.01211748847976518
Position 9802: 0.009561312768884962
Position 1870: 0.008184489016236326
Position 10216: 0.008031422601770213
Position 9967: 0.007846672840284787
Position 3830: 0.005840584092549712
Position 7820: 0.005494506339307848
Position 3328: 0.0054042400393539015
Position 8106: 0.005148224813683869
Position 9732: 0.005142098594115279
Position 9165: 0.004632745862875624
Position 5913: 0.0041322693518953965
Position 3357: 0.003879075081899697
Position 6558: 0.003646399315221481
Position 7289: 0.003059316244777919
Position 6143: 0.002876113018212183
Position 8399: 0.0026629362934219238
Position 1596: 0.00258849243152809
Position 523: 0.0025291840937316816
Position 8349: 0.0024904896551684913
Position 2191: 0.002002481775001958
Position 307: 0.001994273754023053
Position 677: 0.0019898124142304625
Position 692: 0.0015913313123138342
Position 1980: 0.0014862678227580202
Position 8710: 0.0013683635245439383
Position 673: 0.0013356099183129187
Position 1727: 0.0013294226214049204
Position 2583: 0.0011694536625215697
Position 6686: 0.0011455992954623323
Position 1147: 0.0011283355281529403
Position 2430: 0.0010220711440959449
Position 4544: 0.00098114109954428
Position 6533: 0.000976829597397449
Position 1414: 0.0009288195045270861
Position 599: 0.0008636698374407065
Position 9438: 0.0008625834365888517
Position 7684: 0.0007725268552290159
Position 666: 0.0007601686688454015
Position 2677: 0.0007273127068051152
Position 1169: 0.0007196891643589827
Position 7416: 0.0006605010297423222
Position 1115: 0.0006541085440551384
Position 1543: 0.000614513418257995
