Gene = DNALI1
index = 458
Annotated 5SS: [ 157  830 2578 4817 5327]
Annotated 3SS: [ 683 2407 4637 5161 8106]
SMsplice 5SS: [ 157  830 2578 5327 8912]
SMsplice 3SS: [ 683 2407 5161 8852 9660]
top_k =  500
Partition function (log Z): 2.538730319502029

Sorted 5' Splice Sites (High to Low Probability):
Position 5327: 0.9897108163006794
Position 157: 0.937113697828895
Position 830: 0.9287492451391545
Position 8912: 0.6167575678646355
Position 2064: 0.5323048200921555
Position 2578: 0.5084598845314412
Position 4817: 0.41272198645250463
Position 2591: 0.3968442008103081
Position 5637: 0.3207725538175114
Position 2857: 0.3004211773994246
Position 5980: 0.1857164249037421
Position 4741: 0.11362290800551755
Position 8752: 0.0971250284569195
Position 4170: 0.08094484477981709
Position 3057: 0.07771279338979652
Position 9452: 0.07681678053655012
Position 1933: 0.0662399268603206
Position 9076: 0.0618613143373193
Position 1610: 0.06180808204587639
Position 5885: 0.03713694688246507
Position 2136: 0.03580992428160245
Position 4974: 0.02782263091117196
Position 6104: 0.027330327889116254
Position 4955: 0.026635725857958818
Position 569: 0.02654813532949213
Position 124: 0.022120570535991597
Position 3016: 0.021407568433233774
Position 299: 0.019592756257357288
Position 9165: 0.017182761700725253
Position 2285: 0.015475702097068484
Position 5835: 0.01368445546032563
Position 8794: 0.007645137496231602
Position 2582: 0.005855779496332986
Position 2072: 0.00555037642034766
Position 5354: 0.004865321348699754
Position 105: 0.004525426704403313
Position 2036: 0.00442339816893655
Position 620: 0.003961669074712741
Position 3078: 0.003749792756511806
Position 5343: 0.003089484051767043
Position 13: 0.0026715340997383436
Position 2786: 0.0026089306799419515
Position 838: 0.0025149147588898386
Position 3350: 0.0022283450439269893
Position 3610: 0.0020591470831062657
Position 3214: 0.0019340940912000982
Position 2289: 0.0018648653211780295
Position 4912: 0.0018077280223098174
Position 5264: 0.0013236770923259157
Position 3834: 0.0012474098495336011
Position 2908: 0.0012338292087056071
Position 407: 0.0012293217483696432
Position 229: 0.0011395432243352023
Position 4303: 0.0009396351829836796
Position 4144: 0.0007168821692688345
Position 459: 0.0006798058593510012
Position 8340: 0.000617576014839864
Position 2445: 0.0005287269226581898
Position 2238: 0.0004622748934660195
Position 727: 0.0002863626490786227
Position 2495: 0.0002769593775291582
Position 2598: 0.00027593120950803287
Position 332: 0.00025296740925374737
Position 2076: 0.00020448741668110197
Position 435: 0.0002017515727408053
Position 2185: 0.0001933931276357541
Position 5674: 0.0001914546551727453
Position 2242: 0.00016776347970500635
Position 268: 0.00016716230468130923
Position 1929: 0.0001535820221671016
Position 1910: 0.00011500377024253162
Position 1774: 4.5637595310643016e-05
Position 1653: 4.5159960528860035e-05
Position 4: 3.7426751709877725e-05
Position 285: 3.5379755408485034e-05
