Gene = CAPZB
index = 277
Annotated 5SS: [    42  65817  99973 106938 128056 128843 140291 141120]
Annotated 3SS: [ 65726  99850 106823 127913 128725 140224 141042 145859]
SMsplice 5SS: [    42  14323  16439  41987  46447  48435  49179  65453  65817  71057
  71724  73413  79181  98432  99973 103284 106938 122098 123543 128056
 128843 135099 135251 140291 141120]
SMsplice 3SS: [ 14235  16304  41917  46323  48351  49081  65339  65726  70967  71626
  73165  78943  98359  99850 102963 106823 121936 123413 127913 128725
 135027 135223 140224 141042 145859]
top_k =  500
Partition function (log Z): -73.70835252622605

Sorted 5' Splice Sites (High to Low Probability):
Position 42: 0.8823261092801394
Position 4338: 0.5576097310569749
Position 6393: 0.48295024704504796
Position 1594: 0.39776370084916646
Position 6738: 0.25424077365218173
Position 16439: 0.23314869826469378
Position 1288: 0.1649462558575536
Position 9504: 0.15601852635246583
Position 8634: 0.07933984967303895
Position 1023: 0.06442471874918498
Position 5520: 0.052302687818288396
Position 2672: 0.04730916775958369
Position 2544: 0.04563618649813498
Position 2188: 0.041926963649603494
Position 10747: 0.02528343663585694
Position 5613: 0.025018320213809755
Position 5552: 0.02421729906676173
Position 16620: 0.0221633417123439
Position 1340: 0.020648530866364923
Position 6006: 0.01694403786874553
Position 2129: 0.013386907059775447
Position 2987: 0.012178360348533349
Position 6631: 0.01048384638322583
Position 543: 0.008582499218577072
Position 416: 0.006514131256898538
Position 3098: 0.005224637865779397
Position 568: 0.004537996274331511
Position 1861: 0.004425304118097582
Position 5958: 0.003397121983298031
Position 2886: 0.002945654449118583
Position 307: 0.002899417767817095
Position 2668: 0.00285634689151639
Position 372: 0.002695102109517484
Position 5515: 0.0025880500617970177
Position 7846: 0.002528294449806962
Position 2414: 0.0025074647584375437
Position 2482: 0.002320990163584653
Position 129: 0.0022494123465891425
Position 142: 0.0021720670887313367
Position 2200: 0.0021607878508725607
Position 1725: 0.0019471703444663374
Position 2480: 0.001699187612274732
Position 1014: 0.0016285932338772288
Position 5702: 0.0015440568953513705
Position 2486: 0.0014732134195363316
Position 3389: 0.0012582768426342918
Position 6801: 0.0012336532825067215
Position 8081: 0.0011612775893504348
Position 1778: 0.0011235006951975876
Position 726: 0.0011164135096494855
Position 2720: 0.0008356902270814572
Position 7532: 0.0007000141485248109
Position 1139: 0.0005784800504943388
Position 297: 0.0004266889843171697
Position 1018: 0.00035665877459561593
Position 6830: 0.00035002713692949583
Position 1027: 0.00018560557779295154
Position 1515: 0.00012374598651566704
Position 1774: 5.955791602655524e-05
Position 2078: 4.0275499093120805e-05
Position 2125: 2.9896952808004695e-05
Position 2192: 2.7400113504174167e-05
Position 818: 2.3220784695300838e-05
Position 792: 1.5691473047680582e-05
Position 806: 1.2825070620568434e-05
Position 383: 1.0456421539924165e-05
Position 749: 9.068517708663435e-06
Position 201: 8.500688652270127e-06
Position 231: 7.186397624428133e-06
Position 181: 6.630736733393647e-06
Position 775: 4.731601623374524e-06
Position 347: 1.219628442996328e-06
