Gene = DHDDS
index = 444
Annotated 5SS: [   22   654  5930 10519 14078 15306 25551 27790]
Annotated 3SS: [  535  5812 10375 13960 15203 25435 27681 36536]
SMsplice 5SS: [  654  5930 10519 14078 15306 25551 27790]
SMsplice 3SS: [ 5812 10375 13960 15203 25435 27681 36539]
top_k =  500
Partition function (log Z): -2.4933482228630406

Sorted 5' Splice Sites (High to Low Probability):
Position 15306: 0.9986632217495072
Position 27790: 0.9915926648707329
Position 14078: 0.9643983135704688
Position 10519: 0.9291279023811717
Position 5930: 0.8911222790074429
Position 654: 0.8861462075331819
Position 4346: 0.5072508003801115
Position 10018: 0.35629956713673566
Position 9941: 0.2580640778058818
Position 4601: 0.24526747225134676
Position 397: 0.22078713983307138
Position 2092: 0.21256818480528764
Position 9777: 0.1350616816493511
Position 2217: 0.11006686200754301
Position 287: 0.10154062961875628
Position 689: 0.09604898829953011
Position 10463: 0.07007848225514304
Position 5934: 0.06918687210666857
Position 22: 0.06211889889158216
Position 14485: 0.05114037776887482
Position 2610: 0.04150137044563838
Position 1233: 0.03948650534204632
Position 369: 0.03555917141729984
Position 3862: 0.03388764793632922
Position 5974: 0.022558097536037252
Position 1064: 0.022520204986231484
Position 4035: 0.020832271690667408
Position 11909: 0.02006381849255885
Position 4633: 0.017359633636820238
Position 1969: 0.015288307873925166
Position 5882: 0.015217031826127572
Position 4686: 0.015003873584854832
Position 14496: 0.013344145780096612
Position 164: 0.012673958883394992
Position 4371: 0.011191058943348545
Position 61: 0.01068377140261742
Position 4027: 0.01066423810903378
Position 14907: 0.010569405181538642
Position 7415: 0.0104227238417491
Position 9987: 0.00899567046149533
Position 1908: 0.00607534485197842
Position 14824: 0.005827097102301271
Position 138: 0.004713021011828158
Position 32385: 0.0034373611014284528
Position 2149: 0.0034046931295757163
Position 11116: 0.003377214306905625
Position 5634: 0.002982243001985921
Position 28878: 0.002689631677808795
Position 2065: 0.0023667538532138868
Position 41: 0.0022722433206516456
Position 677: 0.0021292702019332747
Position 6180: 0.0020279552953950193
Position 147: 0.0018299782555709786
Position 168: 0.001715274845885395
Position 5938: 0.0015160421080594399
Position 240: 0.0014892075882411873
Position 476: 0.0014746630639792253
Position 276: 0.0013098719811064099
Position 14192: 0.001208842040801874
Position 797: 0.0011894713013215275
Position 324: 0.0009931674590662326
Position 4558: 0.0009664654743987664
Position 15073: 0.0007985236745190344
Position 3721: 0.000786557982515665
Position 394: 0.0005126221015488494
Position 503: 0.00041282260120984604
Position 4970: 0.0004085267008158067
Position 15328: 0.0003421393593689817
Position 14511: 0.0003130942059228635
Position 14537: 0.0002782534972107231
Position 11875: 0.0002604399944239461
Position 10458: 0.00019427415372987085
Position 291: 0.00013299943611313044
Position 11330: 0.00012393833728730543
Position 1615: 9.576349437005008e-05
Position 16594: 8.65093528753748e-05
Position 1221: 8.181729898233817e-05
Position 16435: 7.802376164488339e-05
Position 3060: 6.551422338686957e-05
Position 2153: 4.4758713389563305e-05
Position 456: 2.4446184353631213e-05
Position 185: 2.0245089538409185e-05
Position 254: 1.9264412381981814e-05
Position 133: 1.2545744337888688e-05
Position 821: 1.151281520759235e-05
Position 808: 7.629925952338099e-06
Position 16096: 5.704238176430426e-06
Position 632: 3.8289166780404175e-06
Position 897: 3.479538750612245e-06
Position 480: 3.2681020878754536e-06
Position 10495: 2.631165582850161e-06
Position 421: 2.182652553901438e-06
Position 727: 2.139330024101752e-06
Position 5955: 7.319931515345303e-07
Position 736: 7.006308970952196e-07
Position 1161: 2.2724126250179525e-07
Position 1508: 2.1898823292120174e-07
Position 548: 2.082418733347086e-07
Position 755: 1.2370062514922073e-07
Position 693: 7.80106177741257e-08
Position 566: 1.1304397611840555e-11
Position 379: 1.615677060507409e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5812: 0.9941556644959988
Position 15203: 0.9825124811059722
Position 27681: 0.981991200582789
Position 10375: 0.883913294038803
Position 13960: 0.6611917473939304
Position 4093: 0.4655958501656409
Position 36539: 0.4651487120030164
Position 535: 0.3871531444891382
Position 9854: 0.3802440773787905
Position 1953: 0.2833444349639639
Position 4418: 0.27859744494742067
Position 9698: 0.20630566705122727
Position 14033: 0.2054831981514775
Position 10352: 0.10619734876889697
Position 9907: 0.09752370775028295
Position 32318: 0.09640999299459573
Position 13915: 0.09534073567377238
Position 34752: 0.07360582450318755
Position 9647: 0.0723443605378402
Position 36536: 0.07218076397956749
Position 14373: 0.06575133373788432
Position 32080: 0.061478267007529695
Position 31664: 0.06099597543131731
Position 977: 0.056755503779493184
Position 32481: 0.03963461472634357
Position 3974: 0.03781830184591287
Position 32953: 0.034587763351931484
Position 29050: 0.03129858599889361
Position 473: 0.021664813447192944
Position 1874: 0.021586313803941323
Position 4113: 0.01912934904168948
Position 15112: 0.01710743355107073
Position 11699: 0.015995391575183284
Position 3720: 0.015822929258494694
Position 14733: 0.015394005828582424
Position 4251: 0.014861760552171544
Position 2490: 0.014420269699149646
Position 28563: 0.014348234030379933
Position 30177: 0.014179740307305169
Position 2487: 0.014159506881996194
Position 3766: 0.012936666952650947
Position 1816: 0.012067708538949388
Position 1803: 0.011929221115216127
Position 476: 0.01189902991713029
Position 27470: 0.011362882777568195
Position 4089: 0.010359088164200317
Position 7312: 0.010244975886781985
Position 1862: 0.010049420774516168
Position 10409: 0.00904632897108325
Position 31196: 0.008838995517689801
