Gene = ATP6V0B
index = 113
Annotated 5SS: [ 460 1201 1526 1732 2012 2177 2569]
Annotated 3SS: [1151 1441 1653 1941 2124 2377 3332]
SMsplice 5SS: [ 660  940 1526 1732 2012 2177]
SMsplice 3SS: [ 828 1441 1653 1941 2124 2294]
top_k =  500
Partition function (log Z): 5.708765332240372

Sorted 5' Splice Sites (High to Low Probability):
Position 1732: 0.9949604220050418
Position 1526: 0.9944295793457056
Position 2177: 0.9175545325609137
Position 2012: 0.7223640420429445
Position 1201: 0.625784826013195
Position 940: 0.6230182660884916
Position 2569: 0.4547552905847768
Position 660: 0.4137850332623803
Position 460: 0.2996807191643994
Position 1327: 0.06747664947486166
Position 650: 0.051623174006071144
Position 289: 0.038002058520757866
Position 956: 0.036712692826644196
Position 261: 0.031188587952526277
Position 511: 0.01681906556855764
Position 276: 0.013033212506870076
Position 3210: 0.010389698485869103
Position 2407: 0.0069006515018576655
Position 2191: 0.0058260346496110645
Position 284: 0.005406797488554046
Position 837: 0.005246913149113878
Position 919: 0.004971172711606598
Position 456: 0.004461755612238866
Position 258: 0.003958939338669762
Position 3035: 0.003941314444326006
Position 1062: 0.002299295101068201
Position 85: 0.002207929929399302
Position 893: 0.0019027833363203525
Position 2305: 0.0017663415105579354
Position 947: 0.0016323913512740365
Position 1121: 0.0015864083273032198
Position 1727: 0.001195475587173307
Position 2932: 0.001036535049955423
Position 1353: 0.0008385699290484917
Position 329: 0.0008326122307886083
Position 2049: 0.000740286283207455
Position 345: 0.0005027104223257533
Position 3231: 0.0004987415217079421
Position 1786: 0.0003872051429228273
Position 1574: 0.0003842473244786497
Position 470: 0.00033848638167321087
Position 1350: 0.0003376569132446971
Position 1530: 0.00031983647359640216
Position 1541: 0.0002896249997748401
Position 1368: 0.00024235690474749873
Position 161: 0.0002277222583252331
Position 1019: 0.0001867885816178115
Position 195: 0.00017056637420809857
Position 2181: 0.00013598595127888415
Position 2027: 0.00011259557974499046
Position 530: 0.00010128960331226496
Position 1512: 9.665907316099146e-05
Position 253: 9.191245018444411e-05
Position 788: 8.60731715963079e-05
Position 423: 8.268432430913251e-05
Position 1953: 7.863703741230798e-05
Position 248: 7.43346209285092e-05
Position 1744: 6.733044910453757e-05
Position 349: 5.694808393220452e-05
Position 1738: 5.660267786394393e-05
Position 2030: 3.93919866143279e-05
Position 1377: 2.946577019746278e-05
Position 1505: 2.038857375467662e-05
Position 1358: 1.7313753540316372e-05
Position 1331: 1.678298541028913e-05
Position 1091: 1.432119172542873e-05
Position 2296: 1.3256059474010157e-05
Position 1538: 9.818836218802552e-06
Position 115: 9.29088177166751e-06
Position 1267: 9.065689910538021e-06
Position 1758: 8.403465239065484e-06
Position 2440: 6.992269376716891e-06
Position 1509: 5.596825809175205e-06
Position 121: 4.404642548046865e-06
Position 2802: 3.7309336581245368e-06
Position 705: 2.7543293905250085e-06
Position 1826: 2.6776599792940792e-06
Position 1469: 2.573386624391436e-06
Position 723: 1.951308760828981e-06
Position 1883: 1.2315871449390647e-06
Position 1472: 1.217835462092223e-06
Position 203: 1.1441359153317097e-06
Position 2053: 9.985158342009322e-07
Position 1991: 7.111723771178401e-07
Position 2051: 6.541178150421523e-07
Position 2595: 3.8920433521544793e-07
Position 768: 3.5265427084240127e-07
Position 366: 1.7895636237115054e-07
Position 384: 1.1307216431660008e-07
Position 2548: 1.103236066306016e-07
Position 734: 9.761726692563638e-08
Position 2083: 1.2373813517496156e-09
Position 959: 8.315412072377316e-10
Position 429: 6.619935551193737e-10
Position 2497: 6.030620805594569e-10
Position 832: 1.442055368959336e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1441: 0.9257947981653021
Position 2124: 0.9135812431624858
Position 1653: 0.8128497625025921
Position 828: 0.6311612179153121
Position 1941: 0.5824355812847468
Position 2377: 0.2794988655476204
Position 1117: 0.2061642077462359
Position 3332: 0.2023549480709399
Position 2294: 0.1861329319238671
Position 2726: 0.18576414229472946
Position 1634: 0.17614946611205787
Position 3151: 0.14585466262108734
Position 2502: 0.1289146711235823
Position 1151: 0.12885233848231656
Position 2481: 0.12164912779419956
Position 1057: 0.08791258818146333
Position 1874: 0.0742155501754504
Position 1407: 0.06752290863117433
Position 1844: 0.06280528268070537
Position 3196: 0.056132928246720226
Position 803: 0.054532308129429795
Position 2132: 0.040853885008954836
Position 1016: 0.03479045360471702
Position 1038: 0.03230752112425605
Position 1248: 0.028578573118816283
Position 2873: 0.018422120962251057
Position 1090: 0.01759819308900465
Position 2456: 0.017469351831182957
Position 2922: 0.01563141888701455
Position 1594: 0.00901529737064321
Position 1114: 0.00846752139289833
Position 1073: 0.008234075978081967
Position 2410: 0.008101647103828586
Position 2245: 0.007906132940127765
Position 3419: 0.007178977785994682
Position 2671: 0.00705822784426242
Position 2891: 0.006408479881011841
Position 2348: 0.006013674710174864
Position 2434: 0.004578179904463833
Position 2615: 0.004280684199033783
Position 3446: 0.004152106766632717
Position 574: 0.004072672957287021
Position 2070: 0.0035053323787080162
Position 3019: 0.0030695923789205537
Position 844: 0.003045231112731319
Position 3503: 0.00281315792447512
Position 1957: 0.0026187864514131457
Position 3612: 0.0025115677669116797
Position 775: 0.002354814569840948
Position 1081: 0.0023217847070258514
Position 2813: 0.002296493034723906
Position 1273: 0.0020653245984332672
Position 352: 0.0018102731183954211
Position 3255: 0.001703594022951228
Position 1818: 0.001666010763625855
Position 3438: 0.0015570696277153032
Position 2489: 0.0015405989686753658
Position 2091: 0.0014775450906404112
Position 2637: 0.0014359112669952987
Position 2140: 0.001318292857461744
Position 2568: 0.0012674562318610257
Position 3214: 0.0012356360242764513
Position 2321: 0.0011907355139335694
Position 939: 0.0011492079836316995
Position 3566: 0.0011328377209275753
Position 2685: 0.0008337090395677657
Position 2528: 0.0007167157215082897
Position 1998: 0.0006827335504872942
Position 1409: 0.0005790693398703005
Position 2176: 0.0005410987124656111
Position 1615: 0.0004613655191374797
Position 1878: 0.00042383848913357056
Position 1851: 0.00032914628418211176
Position 618: 0.0003225558189719231
Position 1234: 0.0002995037349062616
Position 1609: 0.00024557574711166875
Position 965: 0.00019351917723704767
Position 489: 0.00018305209091821947
Position 1044: 0.00017337212803553005
Position 1344: 0.00016530874755641935
Position 3031: 0.00011997339955858813
Position 1097: 9.27850464460842e-05
Position 2148: 9.179204760379412e-05
Position 1691: 6.903678396011717e-05
Position 635: 5.9274738100226374e-05
Position 2072: 5.8913190162571165e-05
Position 621: 5.17910636172509e-05
Position 1205: 3.954913257532237e-05
Position 1154: 3.665709285078217e-05
Position 2049: 2.704206527749049e-05
Position 2517: 2.4205946311059345e-05
Position 1061: 2.240666255366678e-05
Position 2296: 1.7774880624661547e-05
Position 1694: 1.6846533552978452e-05
Position 530: 1.3803512574113657e-05
Position 1382: 1.2763026754265906e-05
Position 1364: 1.1998072502315054e-05
Position 979: 1.1300814004738892e-05
Position 598: 1.0919595160151908e-05
Position 1604: 7.294698125256612e-06
Position 405: 6.923053320459496e-06
Position 1762: 6.816666974164148e-06
Position 1521: 6.24230585533951e-06
Position 1454: 6.028892597924993e-06
Position 1699: 5.543954316233944e-06
Position 201: 4.09971298429156e-06
Position 217: 3.7816194338961253e-06
Position 1331: 3.450237479164865e-06
Position 186: 1.400493669096509e-06
Position 486: 9.458439074091933e-07
Position 1707: 9.183174279912984e-07
Position 1714: 7.686582067467046e-07
Position 1768: 6.338288371160757e-07
Position 2020: 4.655808746412424e-07
Position 998: 3.9142671894108427e-07
Position 313: 3.2770176114939066e-07
Position 502: 3.038906684466627e-07
