Gene = CMSS1
index = 383
Annotated 5SS: [   210 329228 342668 344599 348561 350007 354066 354570 358582]
Annotated 3SS: [329138 342595 344468 348500 349903 354004 354481 358492 360470]
SMsplice 5SS: [   210  20406  27115  32901  49336  63279 111180 111444 116768 130194
 144325 147793 186316 201952 207725 230566 251933 284696 291496 295677
 296774 296967 297165 307971 329228 342668 344599 350015 354066 354570
 358582]
SMsplice 3SS: [ 20290  27036  32791  49166  63168 111068 111303 116647 130092 144212
 147709 186196 201860 207622 230501 251811 284651 291353 295523 296535
 296864 297100 307814 329138 342595 344468 349903 354004 354481 358492
 360470]
top_k =  500
Partition function (log Z): -175.81620644721696

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.992566027984106
Position 1688: 0.29476460299805396
Position 2736: 0.2001924364058589
Position 8966: 0.17299048982334428
Position 5227: 0.12428495183740382
Position 9220: 0.11888001655556495
Position 3454: 0.1114674614729492
Position 1319: 0.10414094480491064
Position 8791: 0.08759397454951393
Position 1351: 0.06422127570936548
Position 4597: 0.05538336310306495
Position 9636: 0.04003079568923937
Position 8087: 0.03145521968816052
Position 9638: 0.019477351167384395
Position 3744: 0.017939042226203194
Position 552: 0.004216802391074197
Position 1769: 0.0014702285759681424
Position 696: 0.0014070551726609111
Position 744: 0.0012510112556603033
Position 172: 0.0008392992279707023
Position 886: 0.0007670414323299581
Position 1018: 0.0006609692895279284
Position 312: 0.0006295752310554785
Position 1306: 0.0006219031232233815
Position 2986: 0.0006152531399082334
Position 1447: 0.0005831077277542662
Position 2641: 0.0004796279903033857
Position 3431: 0.0003085890120977387
Position 1126: 0.00027330341057626317
Position 1790: 0.00023071079511851415
Position 677: 0.00020991760767435547
Position 3150: 0.00016513515491571858
Position 705: 0.00013796388663043772
Position 260: 0.00013623313310887346
Position 3499: 9.540468854418304e-05
Position 1023: 7.238494749963193e-05
Position 1103: 6.424380409873478e-05
Position 1204: 5.8036763219796354e-05
Position 1621: 5.6485671521538e-05
Position 355: 5.551001234405196e-05
Position 1731: 4.93986557258224e-05
Position 1614: 4.2301738068011154e-05
Position 1713: 3.630754675039822e-05
Position 295: 3.539413659514603e-05
Position 1792: 3.180348627450687e-05
Position 84: 2.6953823900046895e-05
Position 128: 1.8277849039664588e-05
Position 276: 1.3779347182126923e-05
Position 1099: 1.1554074437546847e-05
Position 1028: 9.421157438644065e-06
Position 512: 7.694180223923399e-06
Position 940: 4.303840535470025e-06
Position 1045: 1.913092329182592e-06
Position 641: 9.28679827679807e-07
Position 605: 8.701529685009494e-07
Position 618: 8.50780832882048e-07
Position 1526: 4.3099148820795746e-07
Position 519: 2.953568694898546e-07
Position 51: 2.681245303035777e-07
Position 169: 2.6722657624568197e-07
Position 376: 2.591720653436669e-07
Position 117: 2.418175833433932e-07
Position 101: 1.7816193545057267e-07
Position 504: 1.702002535358789e-07
Position 2064: 1.2493461323499187e-07
