Gene = SPRR2G
index = 1323
Annotated 5SS: [18]
Annotated 3SS: [737]
SMsplice 5SS: [18]
SMsplice 3SS: [737]
top_k =  500
Partition function (log Z): -6.798392376124125

Sorted 5' Splice Sites (High to Low Probability):
Position 18: 0.701878618964594
Position 574: 0.5673262806345605
Position 149: 0.24683559304676106
Position 388: 0.028499634541307755
Position 186: 0.02319516973962785
Position 606: 0.019541827607058793
Position 642: 0.006743274453279268
Position 76: 0.0051325751832707375
Position 430: 0.0037712292929927057
Position 581: 0.0037243589211605863
Position 235: 0.003387818353951637
Position 163: 0.002652231759463852
Position 959: 0.0022495233921146743
Position 315: 0.0013321929062524369
Position 590: 0.000980336784820973
Position 170: 0.0006518388073138229
Position 627: 0.0006097007785256617
Position 140: 0.0005941597065959613
Position 723: 0.0004455365057492779
Position 977: 0.00025383836267117585
Position 322: 0.00023122370715212325
Position 851: 0.00017652267408231064
Position 595: 0.00016880826696605162
Position 597: 0.00012350153897209626
Position 22: 0.00011817433556359637
Position 646: 0.00010437247798180352
Position 534: 9.117374062481257e-05
Position 59: 8.453629553906271e-05
Position 615: 4.528294801680739e-05
Position 824: 3.922171165640016e-05
Position 57: 3.168128888818753e-05
Position 259: 3.074682220135328e-05
Position 670: 2.617272744191759e-05
Position 65: 2.4998910734723334e-05
Position 254: 1.8983990940016568e-05
Position 807: 1.834806867139788e-05
Position 328: 5.001201084951933e-06
Position 425: 9.459102856058404e-07
Position 300: 4.5753664364923445e-07
Position 90: 1.621820908887998e-09
Position 476: 6.479611687650731e-10
Position 277: 4.2938251840749083e-11
Position 203: 3.4878043876576195e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 737: 0.8374524994137619
Position 511: 0.383332721955397
Position 470: 0.15787693372472858
Position 527: 0.05830794599345982
Position 121: 0.049086641215885254
Position 474: 0.038504627549281356
Position 695: 0.026907536376244136
Position 956: 0.015516572800413728
Position 1206: 0.00694097024315282
Position 1041: 0.006630207625525582
Position 230: 0.004901884318468691
Position 914: 0.004323716666903422
Position 953: 0.00380962269713755
Position 440: 0.003607931083376827
Position 1264: 0.003280361797732883
Position 1063: 0.0032784461416738436
Position 487: 0.002889555109790582
Position 395: 0.0027837775812057557
Position 173: 0.0027527949588720523
Position 773: 0.0020756645982318855
Position 676: 0.0010444328189867218
Position 81: 0.0009982726755116363
Position 362: 0.0009586511631592397
Position 824: 0.0006428641128760868
Position 776: 0.00041994202823905554
Position 1157: 0.0003901372966755249
Position 159: 0.0003726719997255794
Position 851: 0.00027769784209434487
Position 653: 0.00020226873872585823
Position 770: 0.0002001992047140377
Position 1117: 0.0001959292365490493
Position 890: 0.00014001702473243803
Position 1283: 0.00012544248535744181
Position 128: 0.00011465514396063593
Position 959: 0.0001034575302284354
Position 713: 0.0001019847359113734
Position 971: 9.510425326822702e-05
Position 537: 7.587724646842823e-05
Position 1124: 5.882879112501671e-05
Position 999: 5.623634817516488e-05
Position 148: 4.075899590440954e-05
Position 300: 3.157464452202163e-05
Position 408: 2.9528631788433302e-05
Position 753: 2.6055030697312846e-05
Position 779: 2.305450212669025e-05
Position 328: 2.0856543493212798e-05
Position 831: 2.0686415228142985e-05
Position 370: 1.9655470161031456e-05
Position 235: 1.9025300182070693e-05
Position 185: 1.5737292674825116e-05
Position 1069: 1.5530367443993887e-05
Position 456: 1.4350932412927524e-05
Position 131: 8.82971094537107e-06
Position 550: 6.760216034037341e-06
Position 413: 4.25006825476015e-06
Position 248: 3.814755652339331e-06
Position 374: 3.3052259727212836e-06
Position 420: 2.9671061113757817e-06
Position 233: 2.8641060028408278e-06
Position 203: 6.524393436131353e-07
Position 239: 1.8728602237995135e-07
Position 241: 1.6988766234041474e-07
Position 139: 1.0437906650709422e-07
Position 193: 9.440768889176715e-08
