Gene = CSPG5
index = 415
Annotated 5SS: [ 2196  3960  8107 11722]
Annotated 3SS: [ 2863  7917 11564 18030]
SMsplice 5SS: [ 318 3028 3419 8107]
SMsplice 3SS: [ 2863  3354  7917 18030]
top_k =  500
Partition function (log Z): 0.035953851767880796

Sorted 5' Splice Sites (High to Low Probability):
Position 3419: 0.9884405616676262
Position 8107: 0.9106019240478673
Position 3028: 0.7723240575487385
Position 11722: 0.5078574830770649
Position 1610: 0.4575927002688107
Position 318: 0.3752005777260808
Position 15276: 0.3386349737342887
Position 160: 0.3065641378894408
Position 8428: 0.2930723382330187
Position 15014: 0.24553590729391153
Position 15338: 0.23667613773770174
Position 11856: 0.2183116570654889
Position 3960: 0.20650088127026558
Position 2428: 0.19858406139709087
Position 13216: 0.1869685308315876
Position 11641: 0.17624118798835106
Position 1224: 0.1276498960314859
Position 903: 0.1260848481382012
Position 2704: 0.12461869516101369
Position 293: 0.09902778977375841
Position 3049: 0.09029866488820507
Position 14870: 0.08471447137106299
Position 13896: 0.08305766985472904
Position 236: 0.07631991511752952
Position 1563: 0.06193843235211245
Position 11823: 0.060998994464312756
Position 15990: 0.05779719312795694
Position 13784: 0.05046499659569672
Position 7985: 0.05042519335131992
Position 18143: 0.04982357921829699
Position 3879: 0.0486466812956239
Position 1798: 0.0430701294475662
Position 13741: 0.041719565509262854
Position 9322: 0.041234588729634626
Position 14994: 0.032646359461397295
Position 7990: 0.032313551550472046
Position 2196: 0.02921315666966047
Position 13959: 0.025352709780438597
Position 8138: 0.02044494668355461
Position 1876: 0.01914614771735938
Position 1768: 0.018364124637787915
Position 3289: 0.01819399019498734
Position 13408: 0.01627103766650434
Position 558: 0.015746083846051372
Position 1155: 0.013650124658621155
Position 2393: 0.012948396470724653
Position 3002: 0.01172025395504537
Position 1772: 0.011040319133041055
Position 9443: 0.010425244651560927
Position 75: 0.009706670819547876
Position 8307: 0.009232163649160465
Position 2399: 0.008573471964338362
Position 3163: 0.008097355907074059
Position 10207: 0.007907660349361627
Position 15484: 0.007750389351592104
Position 2200: 0.0076381747891671875
Position 6583: 0.00729318198204825
Position 18234: 0.006124757786997995
Position 120: 0.005662322201855566
Position 996: 0.005325836740477691
Position 5652: 0.005056269421043893
Position 9318: 0.004397771557748596
Position 633: 0.004381284169199575
Position 1624: 0.0025687173680061185
Position 11917: 0.0025297794376933666
Position 929: 0.0024133333268645117
Position 13585: 0.0023264142190315092
Position 466: 0.0019176299275493938
Position 2902: 0.00191049416330659
Position 286: 0.0017652724029513156
Position 2546: 0.0016220261716772277
Position 1848: 0.0015946965745814155
Position 2488: 0.0015826803974991074
Position 6228: 0.0014998021716942425
Position 2356: 0.0014813392694687211
Position 2867: 0.001453088582475873
Position 2347: 0.001397531951378161
Position 245: 0.0012752971534867028
Position 229: 0.0012284522086303926
Position 2560: 0.0011927834057872606
Position 8097: 0.0011581440593861094
Position 3638: 0.001132254498944057
Position 2282: 0.0009221803578026143
Position 2083: 0.0008140507317610233
Position 2274: 0.0007626329442446468
Position 468: 0.0007235373616941785
Position 188: 0.00045830389193009946
Position 3039: 0.000411720636964611
Position 276: 0.00036098162350194497
Position 1724: 0.0003608433524934161
Position 1774: 0.00032601707860629276
Position 2350: 0.0003120759937438736
Position 1776: 0.0002822754724504187
Position 2734: 0.0002819476134874703
Position 1746: 0.00026516163315946884
Position 1018: 0.00023640763582247705
Position 2377: 0.00010324667593395272
Position 1355: 7.857016651790945e-05
Position 683: 4.7127961584960364e-05
Position 738: 4.1350534498492276e-05
Position 601: 3.062400629588534e-05
Position 3631: 2.3153787975982993e-05
Position 933: 1.9540301534993703e-05
Position 1455: 1.9042600055730654e-05
Position 571: 1.3791135108612677e-05
Position 922: 8.034420788210929e-06
Position 1505: 6.3909426919777446e-06
Position 1074: 4.846140262092993e-06
Position 1614: 2.3056091149509074e-06
Position 339: 8.714478383627972e-07
Position 73: 2.634809237914668e-07
Position 454: 1.9791025800794232e-07
Position 346: 1.120485595501937e-07
Position 322: 8.597253327895647e-08
Position 37: 6.60905731838273e-08
Position 218: 5.59626272536562e-08
Position 79: 1.542787305277793e-08
Position 309: 9.823239515725987e-09
Position 384: 6.294845887018039e-09
Position 472: 5.638003812725525e-09
Position 82: 3.857903139815775e-09
Position 363: 3.4321082759379243e-09
Position 64: 2.3081462807717782e-09
Position 85: 2.3706611765863678e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3354: 0.9820342129064049
Position 2863: 0.894732923654402
Position 18030: 0.8736019433780612
Position 7917: 0.8035022427153207
Position 11564: 0.6936188106743106
Position 15192: 0.6004771116448369
Position 1505: 0.4518067231095226
Position 14786: 0.3703438591752398
Position 11794: 0.27578660792879356
Position 8233: 0.26436811705388313
Position 2244: 0.19586857506114405
Position 7984: 0.19474945519547815
Position 13077: 0.1910406579144698
Position 13693: 0.18624697369451834
Position 3744: 0.15805163697102934
Position 2611: 0.12261124047915997
Position 1679: 0.10776477250473081
Position 1114: 0.0975817697815427
Position 15833: 0.08504529049144674
Position 1376: 0.053887778558069456
Position 18343: 0.0384988472587451
Position 3883: 0.029709196216291107
Position 2273: 0.026187423358109353
Position 1049: 0.025480835890751185
Position 17902: 0.02249208220751025
Position 1818: 0.021471649915952077
Position 17937: 0.02141987147320641
Position 8263: 0.02129313551064778
Position 3706: 0.020592474392545936
Position 18266: 0.017449489746549904
Position 438: 0.017384054658426306
Position 8059: 0.016359909170448786
Position 9188: 0.01568900850035638
Position 9180: 0.013421403716887778
Position 3773: 0.013084210759236296
Position 13254: 0.01108749328515822
Position 9143: 0.010959955565164605
Position 13822: 0.010596497758869786
Position 3770: 0.01018737736174746
Position 828: 0.009883059087162537
Position 1095: 0.008347223697315016
Position 737: 0.008290005206697629
Position 10006: 0.008098783601973506
Position 2199: 0.007726573787375736
Position 13527: 0.007707331688256574
Position 3848: 0.007301540217316624
Position 16095: 0.005816897177635517
Position 3139: 0.0057859751005974215
Position 8189: 0.005778427990898078
Position 13668: 0.005585754263898845
Position 9370: 0.005537698954072454
Position 3328: 0.005406403911591714
Position 3824: 0.0050004083316868755
Position 1408: 0.004942935423400244
Position 9373: 0.004887545697488476
Position 8342: 0.00482171423633131
Position 6506: 0.004806579815643447
Position 11721: 0.0048053845735087685
Position 3902: 0.0047307940134589605
Position 987: 0.004689248373455025
Position 8364: 0.004238706976022362
