Gene = SAXO1
index = 1226
Annotated 5SS: [  318 82431 91552]
Annotated 3SS: [ 82250  91348 104132]
SMsplice 5SS: [  318  6081  7652 22962 82431 84538 91552 92501]
SMsplice 3SS: [  6008   7460  22813  82250  84326  91348  92398 104132]
top_k =  500
Partition function (log Z): -52.18847286904859

Sorted 5' Splice Sites (High to Low Probability):
Position 318: 0.991693209549388
Position 6081: 0.7033421331474699
Position 7652: 0.5163089501679365
Position 3809: 0.3749300843868176
Position 4610: 0.272031107219733
Position 7578: 0.11295619656008357
Position 1186: 0.06430159629248369
Position 4605: 0.04285154251481748
Position 2608: 0.03423237896178222
Position 10755: 0.02477432258378629
Position 5942: 0.01797338953473278
Position 11774: 0.017709103063550287
Position 8865: 0.013636824718859677
Position 7553: 0.011372231019241234
Position 1182: 0.010688153456928664
Position 1165: 0.00816824564818056
Position 12089: 0.007871424325488232
Position 3339: 0.007283456494299853
Position 6418: 0.006944436182927095
Position 4180: 0.006111187404809676
Position 2361: 0.005859730463121786
Position 8914: 0.003986867964181778
Position 7672: 0.00355373058615661
Position 2406: 0.0035263193689091523
Position 1196: 0.0033354709121371138
Position 323: 0.0030311332584625037
Position 417: 0.002914735245093754
Position 8347: 0.002814511184147927
Position 38: 0.002116781670630813
Position 1101: 0.0017290514596370933
Position 884: 0.00149373772179749
Position 751: 0.0010334900206440175
Position 3185: 0.0010025792277245271
Position 6662: 0.0008475969508619004
Position 935: 0.0007583275252779582
Position 3058: 0.0007516192430622601
Position 2744: 0.0006904583404117759
Position 1460: 0.000520851744574624
Position 7025: 0.000508823748022913
Position 4107: 0.0004058617552908482
Position 5802: 0.00032388639720267815
Position 208: 0.00019774406454230514
Position 421: 0.00014145763841802694
Position 157: 8.111500900499256e-05
Position 6211: 3.521868404703116e-05
Position 2379: 3.4083739447588175e-05
Position 43: 2.1459435411118197e-05
Position 7550: 1.6764105019287636e-05
Position 2018: 1.1237592120736104e-05
Position 1515: 7.129785863284135e-06
Position 1171: 7.039470945529712e-06
Position 878: 6.635220245070279e-06
Position 1273: 5.806624341519643e-06
Position 669: 4.804489569170006e-06
Position 834: 3.2404204408102856e-06
Position 610: 7.911052899588192e-07
Position 257: 6.744281115603342e-07
Position 640: 6.225453181732578e-07
Position 26: 3.9091392061689884e-07
Position 2045: 3.899966224064532e-07
Position 291: 3.5650956556326496e-07
Position 554: 3.231105545792412e-07
Position 1116: 2.927906400539862e-07
Position 1218: 2.624076690676044e-07
Position 1846: 2.3977859373732786e-07
Position 492: 1.3226972809062667e-07
Position 62: 1.1396339746559393e-07
Position 211: 8.280551080886603e-08
Position 744: 5.588980481303405e-08
Position 217: 5.0613694122760645e-08
Position 299: 5.0300790451364244e-08
Position 694: 3.456832671557666e-08
Position 757: 3.221841642510442e-08
Position 567: 1.1152950353283438e-08
Position 306: 9.180927031816173e-09
Position 358: 2.294636557323329e-09
Position 31: 1.372056242244398e-09
Position 194: 6.596335124217134e-10
Position 225: 1.4134938839968787e-11
Position 697: 2.7878183000094863e-12
Position 504: 5.546464484625554e-13
Position 471: 3.391252195355833e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 7460: 0.7109261726035224
Position 6008: 0.6334743004679184
Position 3705: 0.3656967663465023
Position 4502: 0.2588691405339807
Position 13467: 0.2574223782158802
Position 8949: 0.14224778643961702
Position 18072: 0.08284820406921539
Position 11658: 0.0601213153649917
Position 986: 0.05753967008558007
Position 11956: 0.056537274474370534
Position 8172: 0.04943302591754987
Position 5897: 0.04499044420392084
Position 7501: 0.04393518423516185
Position 16554: 0.04087654457536974
Position 15023: 0.035370577688959626
Position 11071: 0.03406115808160762
Position 4406: 0.03338570735061963
Position 2497: 0.02939613771967349
Position 8804: 0.029288506431051027
Position 10628: 0.02926079184092699
Position 5677: 0.022244124726486778
Position 854: 0.014997432689332431
Position 9420: 0.01476047284203207
Position 4456: 0.014060910032907272
Position 6170: 0.012916666634254413
Position 11355: 0.011185646269702745
Position 14081: 0.011100677473364
Position 2277: 0.010608668210407578
Position 5941: 0.010590514749514304
Position 13463: 0.01057117557211512
Position 6003: 0.01044590635268798
Position 7908: 0.010421264261468147
Position 9242: 0.010258437951913139
Position 4066: 0.008301749264063884
Position 7787: 0.006624257693966712
Position 1096: 0.006376105822178376
Position 4535: 0.00621910967929964
Position 8208: 0.005718770520502204
Position 11331: 0.005603336574470868
Position 6203: 0.005369716465138042
Position 3676: 0.005139447898174452
Position 7482: 0.004748818146517102
Position 3260: 0.004741515400209328
Position 7967: 0.00463735739915758
Position 8346: 0.003968892581896182
Position 11996: 0.003944036181950009
Position 6584: 0.003002399393152722
Position 3664: 0.00294240682063919
Position 1115: 0.002939640202156903
Position 1016: 0.0028087472222089807
Position 6767: 0.002649771072115163
Position 7772: 0.002294502506789541
Position 10335: 0.002284990121260276
Position 6308: 0.002196668954851327
Position 991: 0.00219390824942272
Position 1157: 0.002183390629917975
Position 2444: 0.002152411643166179
Position 5638: 0.001803673121209756
Position 4568: 0.0017708247150235432
Position 2521: 0.0016395602498894617
Position 9216: 0.001373203843481611
Position 8954: 0.0011463297432367904
Position 3631: 0.0010971743014846146
Position 3309: 0.0010683671779721472
Position 7964: 0.0009927379009214883
Position 817: 0.0009592992210041674
Position 2246: 0.0009488797371659013
Position 4599: 0.0008621875079481201
Position 2902: 0.0008502358353657291
Position 3505: 0.0008410408999967692
Position 2299: 0.0008343903285626626
Position 6206: 0.0007727130554527646
Position 3118: 0.0007231941425657846
Position 4756: 0.0006689238500977748
Position 4815: 0.0006365832891983172
Position 8098: 0.0006350253555532178
Position 3236: 0.0006350183749344515
Position 781: 0.0006325124761357629
Position 3081: 0.0005977134867935392
Position 962: 0.0005066426890520024
Position 833: 0.00043288177993879815
Position 3944: 0.0004252280181874136
Position 3995: 0.00040856141141555147
Position 599: 0.0003629832821232882
Position 4327: 0.0003065405708466836
Position 2956: 0.00028863530110063057
Position 222: 0.0002628174662236513
Position 3097: 0.0002583093354629268
Position 4379: 0.0002550709977143452
Position 1375: 0.00023623179105540718
Position 164: 0.00023268560727827912
Position 3156: 0.00022255225580999463
Position 405: 0.0002050919146500667
Position 719: 0.00018164001446719613
Position 447: 0.00016567405969265624
Position 1654: 0.00015689201626011156
Position 2649: 0.00014290278090897007
Position 7544: 0.00013938095593389013
Position 3062: 0.00012489219756825343
Position 2646: 0.00010642058285314743
Position 5175: 0.00010603183706628256
Position 1434: 9.053225700689586e-05
Position 2503: 8.107938361928493e-05
Position 2385: 7.475941656134548e-05
Position 1960: 7.027116271022862e-05
Position 492: 6.335997916417962e-05
Position 1630: 5.2677388120711884e-05
Position 2150: 4.9220637794657995e-05
Position 2088: 4.793450864636223e-05
Position 1634: 4.78537048428364e-05
Position 207: 4.641775486064413e-05
Position 466: 4.5174916714381276e-05
Position 1222: 4.429512388570276e-05
Position 549: 4.1838687192113883e-05
Position 1319: 3.5632624789207764e-05
Position 604: 3.495833620355742e-05
Position 578: 3.0410680186364598e-05
Position 1243: 2.9189266556029983e-05
Position 1480: 2.795755456620714e-05
Position 1282: 2.6176700564187328e-05
Position 1459: 1.9250023916627586e-05
Position 1845: 1.6735424103335565e-05
Position 669: 1.6694047105840976e-05
