Gene = SPATA31D4
index = 1303
Annotated 5SS: [ 186  988 1647]
Annotated 3SS: [ 941 1585 1940]
SMsplice 5SS: [ 186 1647 1841]
SMsplice 3SS: [1585 1731 1940]
top_k =  500
Partition function (log Z): -6.260760393835639

Sorted 5' Splice Sites (High to Low Probability):
Position 186: 0.9456083413140997
Position 1841: 0.7863863057847909
Position 1647: 0.6958084831116498
Position 2032: 0.5083201095859781
Position 988: 0.28272061330771797
Position 458: 0.23757440262247118
Position 3685: 0.08239521778274646
Position 1336: 0.07747727356309317
Position 1860: 0.026184101709542766
Position 903: 0.010442739173725877
Position 440: 0.010115512753444847
Position 268: 0.007171334960925764
Position 97: 0.005182035111813308
Position 196: 0.003755598384512579
Position 135: 0.0020460254926994545
Position 5580: 0.0017887596755646433
Position 586: 0.0017475923379989295
Position 2639: 0.0009400321598790172
Position 371: 0.0008121290840708486
Position 200: 0.0007543532173828481
Position 1020: 0.0006876876738477473
Position 649: 0.0005286714011261029
Position 1202: 0.0004912796915248713
Position 338: 0.00048267058710838224
Position 101: 0.0004487186550046693
Position 1256: 0.00039911674092057785
Position 1072: 0.0003460917873560627
Position 1298: 0.0003080982930962618
Position 1816: 0.00024456733451933476
Position 1821: 0.00024162055814201905
Position 1391: 0.00012660860542367786
Position 1361: 0.00010530209163707034
Position 1189: 7.593401045261911e-05
Position 723: 6.56068587719348e-05
Position 993: 6.184315234012188e-05
Position 1865: 4.411575774232826e-05
Position 119: 1.8866873068607422e-05
Position 349: 1.8025612858086028e-05
Position 107: 1.131151617464653e-05
Position 568: 5.050691548397917e-06
Position 272: 4.793658191259324e-06
Position 355: 4.587662654477625e-06
Position 263: 3.6150021841995576e-06
Position 499: 3.5648120921306285e-06
Position 64: 3.354732291658853e-06
Position 230: 1.1593071065456586e-06
Position 146: 8.76072156308542e-07
Position 110: 2.9645818928608746e-08
Position 125: 2.554527155668827e-08
Position 224: 1.3824851237948122e-08
Position 2027: 1.306993120872744e-08
Position 2036: 1.2931243806467543e-08
Position 298: 1.232872410704134e-08
Position 2007: 1.1786195876915393e-08
Position 2023: 7.095077949556392e-09
Position 381: 3.1424963847791368e-09
Position 284: 1.4174453739658132e-09
Position 16: 1.1784153298887052e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1585: 0.7468363811069304
Position 1731: 0.6791602510743189
Position 1940: 0.5879708518540241
Position 337: 0.22585145416484767
Position 941: 0.20567351787289606
Position 2125: 0.16732067253071253
Position 6009: 0.11850397610786378
Position 1964: 0.09038097187271449
Position 1519: 0.06794459112740088
Position 6265: 0.06572343021688613
Position 5540: 0.057378529629841094
Position 5858: 0.05176549941175145
Position 4948: 0.051128633182279705
Position 3461: 0.04853049846306639
Position 2861: 0.04458141552288375
Position 5388: 0.044448334311595866
Position 831: 0.04295014993926834
Position 1068: 0.04060641329705675
Position 3598: 0.03552176919512671
Position 2364: 0.029464480770659357
Position 4741: 0.027050336943083265
Position 5426: 0.02073985001733275
Position 1491: 0.016385058256004167
Position 5752: 0.01314395260966414
Position 5173: 0.012302822807040007
Position 2629: 0.011921335356221816
Position 384: 0.01186920785041933
Position 2170: 0.010653959243618281
Position 2017: 0.010124001627337741
Position 3579: 0.00904019320622715
Position 2701: 0.008664606663346402
Position 1271: 0.00843939932201246
Position 1507: 0.007617379293253315
Position 762: 0.006886252091832204
Position 1899: 0.006769831218185904
Position 2042: 0.00627414373491192
Position 1045: 0.006060395802993435
Position 3752: 0.006010585550905264
Position 754: 0.005908138192530581
Position 662: 0.005892140934428278
Position 737: 0.005521148044957629
Position 1156: 0.00546452585927181
Position 3437: 0.0050279801011460954
Position 4506: 0.004442698024100468
Position 947: 0.004289498055257749
Position 4523: 0.0034547093144563085
Position 3173: 0.0032481172154848236
Position 2809: 0.002760898740650681
Position 3308: 0.002719613985058238
Position 1744: 0.0025966144793141722
Position 890: 0.0025312995910595232
Position 6090: 0.0015207809759572126
Position 263: 0.0014419528473448551
Position 1076: 0.0014128424529122015
Position 2310: 0.0014086157942590838
Position 2479: 0.0013793858838110733
Position 2671: 0.0013620363388469833
Position 4427: 0.001361637091543378
Position 3528: 0.0013571010047299674
Position 2838: 0.0013066567070326403
Position 2490: 0.001290123180946843
Position 683: 0.001084897310326758
Position 4893: 0.0009819701855987135
Position 2560: 0.00093699578845671
Position 272: 0.0008901884210134592
Position 1189: 0.0008424424409117813
Position 740: 0.0008298782485623764
Position 290: 0.0007970096210152955
Position 3620: 0.0007648814933769845
Position 4625: 0.000754643839957534
Position 4704: 0.0007421226549802838
Position 2334: 0.0006975896080088649
Position 1136: 0.0006944914504994755
Position 1243: 0.0006942738831934177
Position 3677: 0.0006275825663657789
Position 1116: 0.0006198462661076078
Position 4308: 0.0006127825055421411
Position 811: 0.0005712568218844922
Position 457: 0.0005567277744232296
Position 4270: 0.0005418614656547985
Position 1298: 0.0004957126989917032
Position 653: 0.000483426238222537
Position 2263: 0.0004578168770544435
Position 1083: 0.0004447538393523264
Position 833: 0.0004303187686663358
Position 1754: 0.0004096421318832205
Position 723: 0.0003988973752047401
Position 1977: 0.00038830934205212245
Position 1052: 0.00031734979700849823
Position 1109: 0.000291327073268782
Position 3056: 0.0002647313799831718
Position 556: 0.0002561861696775196
Position 2966: 0.00022307993865085455
Position 2604: 0.00021935296564702583
Position 352: 0.00019276086248382383
Position 1602: 0.00019230887984236807
Position 1267: 0.00018507357785605197
Position 1018: 0.00017548616132839634
Position 1646: 0.000170264878693116
Position 1907: 0.00016880884071566687
Position 2211: 0.00015913947943194207
Position 346: 0.00014598488965715566
Position 581: 0.0001436260706962075
Position 1809: 0.00014086333468346288
Position 491: 0.00011616250027995549
