Gene = MZB1
index = 904
Annotated 5SS: [ 235 1454 1894]
Annotated 3SS: [1328 1782 1992]
SMsplice 5SS: [ 235  588 1454 1894]
SMsplice 3SS: [ 493 1328 1782 1992]
top_k =  500
Partition function (log Z): -4.6857359347818806

Sorted 5' Splice Sites (High to Low Probability):
Position 235: 0.9874637483151725
Position 1454: 0.7555699029766036
Position 588: 0.6925436223437524
Position 1894: 0.39101048746029776
Position 1503: 0.0550537417082675
Position 658: 0.04359132693975347
Position 653: 0.012767994430042114
Position 2123: 0.007469944107649789
Position 592: 0.007174425013578304
Position 574: 0.004566939501476276
Position 885: 0.0018271522516988964
Position 1202: 0.0017873456550018979
Position 1642: 0.0015200348744463335
Position 1862: 0.0011841028340863285
Position 598: 0.0009609792967726214
Position 1015: 0.0006332455532698746
Position 844: 0.0005947839657768393
Position 1868: 0.0004520116039705132
Position 1075: 0.00017200206539412117
Position 2091: 0.00012210203639320493
Position 1403: 0.00010450058192343802
Position 968: 9.330895970197704e-05
Position 2125: 7.953874976949493e-05
Position 600: 7.224663589708733e-05
Position 1808: 5.1378958382096965e-05
Position 1614: 4.971829402772459e-05
Position 672: 3.807786252760752e-05
Position 558: 3.663724325334104e-05
Position 572: 3.36688704269537e-05
Position 1407: 3.166933976592227e-05
Position 1939: 3.0213195686001542e-05
Position 1650: 2.942933856232717e-05
Position 174: 2.832734618822107e-05
Position 239: 2.647122850684715e-05
Position 2197: 2.638220260483879e-05
Position 206: 2.5892391482917927e-05
Position 602: 1.9727388113891302e-05
Position 956: 1.803551789870999e-05
Position 564: 1.4405458767468174e-05
Position 390: 1.4266546498962505e-05
Position 647: 1.3044856739684671e-05
Position 551: 8.742565401167158e-06
Position 1507: 6.806024266499609e-06
Position 680: 6.227140447895889e-06
Position 645: 3.900857263028838e-06
Position 223: 1.1383046504759399e-06
Position 252: 6.663191622753774e-08
Position 1419: 2.3474646163073552e-08
Position 678: 8.278151277831154e-09
Position 66: 7.182561161599799e-09
Position 439: 6.980649748661013e-09
Position 506: 1.0954156120823803e-09
Position 470: 2.6625956162555877e-12
Position 549: 1.129229202924954e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 1328: 0.7860315215802701
Position 1782: 0.61158018346329
Position 493: 0.6101714264996522
Position 1992: 0.5741760495207531
Position 477: 0.1372555924064396
Position 1246: 0.064467483908436
Position 2216: 0.04383300857379291
Position 1553: 0.039281936481434396
Position 2104: 0.016237638586581393
Position 1312: 0.010278215686763797
Position 2274: 0.009382571142962594
Position 2001: 0.00842271616518132
Position 414: 0.0045558346523745285
Position 1288: 0.004463272535236388
Position 2178: 0.004323704488599084
Position 776: 0.004204772107081762
Position 1893: 0.003495480526009521
Position 1664: 0.003355169073307787
Position 2175: 0.002820527628113636
Position 1349: 0.0023803879366180083
Position 1963: 0.0022950173395418962
Position 1157: 0.0022811387952179967
Position 1719: 0.0022040281557400105
Position 417: 0.0021349697106915156
Position 1074: 0.0021316751624086997
Position 1567: 0.0019824668409554095
Position 390: 0.001494672856588573
Position 455: 0.0012737401048332233
Position 2117: 0.0011229981084035045
Position 1698: 0.0010729152732184709
Position 1823: 0.000984237385585066
Position 1291: 0.0008711370119454521
Position 1917: 0.0007481229753326444
Position 1353: 0.000544108762725823
Position 1707: 0.0005285051503766462
Position 2063: 0.0005064163731512977
Position 2280: 0.0004625581610190268
Position 1248: 0.000347494744741994
Position 2220: 0.0003303588550087366
Position 701: 0.00026672655883575963
Position 1125: 0.00026202289682209065
Position 1451: 0.0002620197317693354
Position 1201: 0.00023202992622751973
Position 1355: 0.00022505207433433933
Position 2036: 0.00021271318652824736
Position 1492: 0.00019959182869079106
Position 506: 0.00015118318691098936
Position 1589: 0.00013616146554683317
Position 439: 0.00013074137503108152
Position 1874: 0.00012539379429883044
Position 1790: 0.00012198329788552155
Position 1829: 0.00011735555118083924
Position 1285: 0.00011110846561269047
Position 880: 0.00010866562498198795
Position 354: 0.00010462154115582839
Position 448: 8.320774416536517e-05
Position 564: 6.679635164689036e-05
Position 360: 6.381529609158997e-05
Position 1099: 5.613771972012105e-05
Position 1394: 3.2150007106166786e-05
Position 1497: 2.7985192876638523e-05
Position 1524: 2.5252522446039513e-05
Position 1432: 2.3083377094448592e-05
Position 1603: 1.9455465417215194e-05
Position 961: 1.620070140944501e-05
Position 1799: 1.4522546546430224e-05
Position 793: 1.2017515578567156e-05
Position 955: 1.1945141484417178e-05
Position 2338: 1.1255200405328337e-05
Position 1298: 9.932346039566341e-06
Position 1193: 8.481271943791874e-06
Position 816: 6.673317527079102e-06
Position 1106: 6.548927466236867e-06
Position 366: 6.542209666061698e-06
Position 906: 6.488524875207788e-06
Position 1161: 6.106848643125401e-06
Position 997: 3.990104206631876e-06
Position 787: 3.009160413385583e-06
Position 936: 2.0791513022425514e-06
Position 1090: 1.2863103157703501e-06
Position 657: 1.1406891438371598e-06
Position 912: 8.359495998240258e-07
Position 645: 8.169404329192197e-07
Position 929: 4.879145460949967e-07
Position 592: 3.46830551917643e-08
Position 1159: 2.5985367505431417e-08
Position 283: 1.5666651478123363e-08
Position 287: 1.2809853784205421e-08
Position 578: 1.2238790883888275e-09
Position 429: 1.1452666636175645e-09
Position 968: 5.288479079129042e-10
Position 819: 3.2406823945448526e-10
Position 923: 2.0162324794545562e-10
Position 629: 1.839337231663442e-10
Position 830: 7.311038602678572e-13
Position 825: 5.699673144973791e-13
Position 218: 2.4999560243405582e-17
Position 239: 2.4109586452978573e-17
Position 142: 3.3451269057054014e-18
