Gene = UTP15
index = 1542
Annotated 5SS: [  172  1694  2587  2864  3935  4971  6884 11296 12265 13112 13410 13635]
Annotated 3SS: [ 1520  2493  2678  3755  4844  6747 11210 12114 13009 13275 13575 14135]
SMsplice 5SS: [  172  1694  4971 11296 13112 13410 13635]
SMsplice 3SS: [ 1520  4844 11142 13009 13275 13575 14135]
top_k =  500
Partition function (log Z): 3.2043021424188534

Sorted 5' Splice Sites (High to Low Probability):
Position 4971: 0.9854241086389749
Position 11296: 0.9725863055091699
Position 13112: 0.9511834023712895
Position 1694: 0.8526433211677386
Position 13410: 0.8424070693809886
Position 2864: 0.6891435825466335
Position 172: 0.5523215503683329
Position 13635: 0.5410740892249675
Position 2587: 0.45800772533929945
Position 12265: 0.337200111230107
Position 12038: 0.3230308444729301
Position 3935: 0.29115264154113
Position 5268: 0.27749108781127396
Position 446: 0.2679339633216164
Position 14928: 0.2540632372328387
Position 97: 0.15591717154478596
Position 14518: 0.1281797290874431
Position 13364: 0.1154232886254803
Position 2770: 0.09851623973092806
Position 3408: 0.09520266741387243
Position 3244: 0.08873552380353357
Position 3189: 0.08385513862238544
Position 1253: 0.08268616053537427
Position 3702: 0.07003151372760298
Position 13775: 0.06362158049006957
Position 11557: 0.05450174654350133
Position 2078: 0.05022792404614859
Position 683: 0.04712696926736766
Position 3252: 0.043769246699381155
Position 15069: 0.04273358034926321
Position 3891: 0.03366588484585649
Position 2153: 0.027748395211915747
Position 13116: 0.027576524020288696
Position 2187: 0.021510488359009823
Position 11478: 0.01823506971968965
Position 4374: 0.01450499767759059
Position 605: 0.01405174437743514
Position 687: 0.013543405816523054
Position 2416: 0.013006493829577309
Position 25: 0.012836094113419266
Position 4235: 0.010942303667942566
Position 1707: 0.010718574635445679
Position 176: 0.01018367311510201
Position 12773: 0.010127864061477945
Position 2420: 0.010095814886464213
Position 2979: 0.009141059901320468
Position 15588: 0.007777614097692385
Position 14505: 0.0060977748508918945
Position 2459: 0.004822899887096063
Position 1335: 0.0047297411026206
Position 62: 0.003727039643575908
Position 14595: 0.003720510510586381
Position 13940: 0.0037055381132953175
Position 14157: 0.003507755613153853
Position 4953: 0.0030364836258074033
Position 14537: 0.0028411946777184725
Position 139: 0.002258968814602922
Position 3601: 0.001677102241083735
Position 1302: 0.0014929015873400946
Position 34: 0.0014393007168283906
Position 365: 0.001432634068456276
Position 1027: 0.0013361645473586768
Position 4887: 0.0012009141864999754
Position 1394: 0.001114584048694894
Position 13679: 0.0009222099467178849
Position 56: 0.0008905961074457407
Position 32: 0.0008761153822255875
Position 13793: 0.0008267038501296216
Position 1242: 0.0006815584768184647
Position 451: 0.0005774425861014446
