Gene = CMBL
index = 381
Annotated 5SS: [  402 17479 19605 21673 25830]
Annotated 3SS: [17244 19496 21529 25737 27393]
SMsplice 5SS: [  512 19088 19605 21673 25830]
SMsplice 3SS: [18994 19496 21529 25737 27465]
top_k =  500
Partition function (log Z): -16.795447594524752

Sorted 5' Splice Sites (High to Low Probability):
Position 5388: 0.6776831665358974
Position 512: 0.5593320883071269
Position 402: 0.43195158128907984
Position 5143: 0.3853181329032381
Position 1814: 0.1656306569650938
Position 14402: 0.14529955611916895
Position 7963: 0.11761067375277474
Position 12638: 0.11685848814657239
Position 12612: 0.09275353396275163
Position 7780: 0.07306287924675477
Position 5503: 0.06890286057726264
Position 14336: 0.028989104801858318
Position 3158: 0.027556722142148216
Position 7957: 0.02456227210026625
Position 2101: 0.02185951157600623
Position 7828: 0.01890162524923847
Position 943: 0.01783383505241197
Position 1232: 0.017799581582210466
Position 10205: 0.015960766235209384
Position 642: 0.015686131508443377
Position 2909: 0.011766182861321977
Position 688: 0.010895994902842881
Position 2154: 0.009997084650759049
Position 777: 0.009393705306357499
Position 7751: 0.0077825432355581765
Position 4293: 0.006921787171133593
Position 3783: 0.006231803531425663
Position 6383: 0.005715126075689884
Position 988: 0.005164547389435097
Position 880: 0.004734158113737655
Position 4787: 0.004622811040470585
Position 4721: 0.004461050849998003
Position 5086: 0.002699204019604909
Position 760: 0.0026256919655803135
Position 1955: 0.0023398435818474486
Position 5311: 0.0014179423068565594
Position 6226: 0.0013214902672324764
Position 5271: 0.0008509504175654358
Position 5812: 0.0007260151585748985
Position 493: 0.0006167422602485848
Position 356: 0.00042764874000232145
Position 5853: 0.00037102558922020126
Position 1090: 0.0002936503045086158
Position 632: 0.0002563779105201975
Position 6048: 0.00022279693561510214
Position 899: 0.00021068206469934876
Position 1110: 0.00019881904315701692
Position 3973: 0.00015853040911516632
Position 468: 0.00014911888574638667
Position 947: 0.00013638288435702112
Position 406: 7.466902577182135e-05
Position 129: 6.902471998833621e-05
Position 372: 5.9748698420706974e-05
Position 992: 5.4336897680958494e-05
Position 1416: 4.343420485791262e-05
Position 5302: 4.101298122883458e-05
Position 884: 2.5799613190818002e-05
Position 646: 2.306569236509024e-05
Position 790: 1.6696556881481613e-05
Position 1345: 1.595649672045427e-05
Position 793: 1.1736829928363257e-05
Position 529: 8.071574906228207e-06
Position 559: 3.6700383297324303e-06
Position 299: 6.435721506262875e-07
Position 307: 2.0912698483991576e-07
Position 274: 1.6506105175245613e-07
Position 472: 8.980471738776259e-08
Position 648: 8.08013020761784e-08
Position 504: 7.40690183192441e-08
Position 604: 5.660806820875999e-08
Position 470: 1.6744513453457446e-08
Position 313: 5.364790713778077e-09
Position 324: 3.6534191326771676e-09
Position 382: 1.8438775250646407e-09
Position 412: 1.4355030865521598e-09
Position 569: 4.4024656910225135e-10
Position 620: 6.56739377649958e-12
Position 702: 5.414120102770699e-16
Position 292: 1.637907010232903e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 5230: 0.682061325754271
Position 18487: 0.5630863818568903
Position 14242: 0.3360056659584169
Position 12559: 0.19288140727526532
Position 5000: 0.1892009940441283
Position 5059: 0.18486403939586424
Position 7868: 0.15359984282011577
Position 1621: 0.13545712820119127
Position 7597: 0.1181644815530919
Position 9894: 0.09341034661721084
Position 5433: 0.06569052671789687
Position 13250: 0.056011812071502846
Position 13890: 0.03206041284219826
Position 1637: 0.027303702499164202
Position 2015: 0.024461380824214486
Position 12339: 0.019811188173104104
Position 645: 0.019228140899213243
Position 578: 0.0185703582369029
Position 4754: 0.015000567055875033
Position 2989: 0.012749154973498997
Position 6147: 0.011611539800844005
Position 8193: 0.010548595420785482
Position 5270: 0.009755767069102417
Position 878: 0.009090580157008915
Position 777: 0.008159670696508274
Position 1071: 0.007048720588904682
Position 13988: 0.006691320776689855
Position 3046: 0.006474696587541065
Position 4613: 0.006273640905597795
Position 2833: 0.005562926491569102
Position 4122: 0.005373116769489247
Position 7744: 0.005334503238396819
Position 10061: 0.005011519829894359
Position 2860: 0.0048888938288547045
Position 1675: 0.004681677755089549
Position 10106: 0.004576883197604649
Position 10463: 0.004470548578105751
Position 14435: 0.0038639938305046985
Position 7871: 0.003859640631507729
Position 11964: 0.0033730701448703077
Position 3663: 0.003342580847394594
Position 1150: 0.0032987187743701066
Position 10844: 0.0031738044110169294
Position 3683: 0.003007726343912152
Position 1977: 0.002665233327745617
Position 540: 0.002451885847058551
Position 1131: 0.0023966378314836815
Position 5429: 0.0022468565758319704
Position 4616: 0.0022117893723646136
Position 7253: 0.0020841357862754943
Position 1087: 0.002025485640956691
Position 1834: 0.001970732355801348
Position 720: 0.0017949995352856782
Position 2821: 0.0016614989800747735
Position 2809: 0.0014511605500618513
Position 3013: 0.0013529201083753509
Position 983: 0.0012639861120308233
Position 1901: 0.0012471859747703192
Position 9923: 0.001235072775025756
Position 3008: 0.001226957188996623
Position 5778: 0.0011728114784732384
Position 3125: 0.0011595271681219775
Position 2052: 0.001120055868058194
Position 4078: 0.0010698067807312461
Position 851: 0.0010230488303687715
Position 867: 0.0008554896182780045
Position 583: 0.0007789441989826675
Position 2725: 0.0007565774199838372
Position 2055: 0.0007401520509698722
Position 2735: 0.0006856755969199329
Position 1447: 0.0006672740881497816
Position 2138: 0.0006121436196560398
Position 4162: 0.0005641347130581353
Position 2956: 0.0005523657888094353
Position 9780: 0.0005499728878730479
Position 2938: 0.0004764279087542268
Position 8197: 0.00045450057399148383
Position 1536: 0.00042670071543816446
Position 9136: 0.00042342609687242867
Position 2778: 0.00041596826904747165
Position 7779: 0.00041261744339546287
Position 2579: 0.00038857814227895814
Position 6002: 0.00035418161167577103
Position 1741: 0.0003144004307247307
Position 1049: 0.0003126378059673781
Position 543: 0.0002585676892508963
Position 1707: 0.00024674900838359383
Position 796: 0.00018459783680375343
Position 668: 0.00017492725028862255
Position 2556: 0.00014980474729846054
Position 3207: 0.00014857936615976985
Position 1264: 0.00010541124712033821
Position 3832: 0.00010486188222298101
Position 5546: 6.320289234454588e-05
Position 251: 5.503591925495429e-05
Position 5924: 5.4714885953923144e-05
Position 3858: 5.3668526892185415e-05
Position 3471: 4.632747598412136e-05
Position 946: 4.404855523409194e-05
Position 3495: 4.288369150433094e-05
Position 1000: 4.037561578325109e-05
Position 492: 3.739004679502436e-05
Position 611: 3.058401626387759e-05
Position 2509: 2.6759110167904834e-05
Position 3463: 2.1241445227718597e-05
Position 559: 1.9571103218370147e-05
Position 516: 1.8562012671678796e-05
Position 1231: 1.679651487443803e-05
Position 489: 1.5572704408651196e-05
Position 1328: 1.2764695026703069e-05
Position 1156: 1.216275817214441e-05
Position 614: 1.098167327154891e-05
Position 2191: 1.0280152611218398e-05
Position 204: 9.137079473738377e-06
Position 529: 8.263182472195879e-06
Position 1094: 4.190591429480732e-06
Position 955: 3.5741830722841084e-06
Position 1937: 3.383610617131701e-06
Position 1948: 2.8176734121655664e-06
Position 1785: 2.010755399487173e-06
Position 282: 1.9062807553299088e-06
