Gene = HEG1
index = 644
Annotated 5SS: [  384 26764 28754 35167 36697 43336 45520 46254 50694 53702 54107 58270
 65015 65172 78100 82228]
Annotated 3SS: [26469 28450 34827 36360 41967 45402 46133 50589 53642 53945 58134 64971
 65133 78011 82052 85156]
SMsplice 5SS: [  384  5372 13213 28754 34956 35167 45520 46254 49957 50694 58270 65015
 65172 78100 87461]
SMsplice 3SS: [ 5255 13125 28450 34827 35049 45402 46133 49855 50589 58134 64971 65133
 78011 87336 89000]
top_k =  500
Partition function (log Z): -40.51798287464326

Sorted 5' Splice Sites (High to Low Probability):
Position 13213: 0.9882716984025023
Position 384: 0.841952155285144
Position 5372: 0.7793792711121093
Position 10813: 0.6182603365816042
Position 9020: 0.5039328890546267
Position 2200: 0.2585553118469925
Position 772: 0.24881957988152636
Position 1312: 0.2156111972587924
Position 3138: 0.18696094449444256
Position 3984: 0.1713548009904884
Position 2362: 0.0967649076087598
Position 2150: 0.08466281311559018
Position 10268: 0.08229291640403763
Position 10192: 0.06309029742768685
Position 2254: 0.05639457176262666
Position 8077: 0.03451177987804742
Position 4349: 0.033168403542573
Position 2461: 0.02772835769299401
Position 11935: 0.02641077076253174
Position 13432: 0.02025944177322066
Position 2191: 0.016852539554185263
Position 9011: 0.013447586886859679
Position 9323: 0.011358951750282677
Position 7594: 0.011315273386689351
Position 537: 0.010680616795363203
Position 1659: 0.010185529763905162
Position 4469: 0.009763319249987867
Position 14724: 0.007161623193952711
Position 1940: 0.00668852850626216
Position 14645: 0.004949463041212437
Position 2283: 0.004406514873792765
Position 13484: 0.003934331507774628
Position 2274: 0.0035931786320055354
Position 8504: 0.003132740541319799
Position 850: 0.002952472846863615
Position 8187: 0.0023394571521948774
Position 2084: 0.001895551575356004
Position 388: 0.0016097458359078374
Position 14546: 0.0011828642501085541
Position 1853: 0.0010198503451249673
Position 1991: 0.0009975433833206522
Position 1403: 0.0009441237282138524
Position 1874: 0.0008531743986634947
Position 43: 0.000798232852416367
Position 2630: 0.0007855023835968927
Position 3275: 0.0004949496311642323
Position 1698: 0.00042270736784186155
Position 2110: 0.00041478952128973473
Position 2097: 0.00034974755428590474
Position 906: 0.0002996057814589336
Position 1825: 0.0002626242700518242
Position 529: 0.0002378215216693586
Position 1501: 0.0002251194927215424
Position 630: 0.00016749188414860627
Position 1246: 0.00013848033536704838
Position 575: 8.553520616114255e-05
Position 462: 7.038316121622358e-05
Position 491: 6.349650830396656e-05
Position 513: 4.1536651954131784e-05
Position 637: 4.080476786040458e-05
Position 880: 3.793113261217787e-05
Position 2301: 3.1273901553299467e-05
Position 7660: 2.765994129901851e-05
Position 8091: 2.5598104839830757e-05
Position 7958: 2.5086791238899135e-05
Position 1979: 1.8157095976113798e-05
Position 920: 1.7479967191021232e-05
Position 417: 1.0257637067357565e-05
Position 11544: 9.13702626637896e-06
Position 1009: 8.603408724368822e-06
Position 432: 5.072606021854046e-06
Position 1070: 4.815505733304514e-06
Position 1068: 2.812459040849161e-06
Position 1286: 2.1449554648892648e-06
Position 1194: 1.3401655601438301e-06
Position 834: 1.060618953405419e-06
Position 421: 9.464010518144062e-07
Position 577: 6.170411004041964e-07
Position 1277: 5.978490127694243e-07
Position 1337: 4.1911794613831537e-07
Position 1471: 4.174463160072697e-07
Position 511: 4.093045415307707e-07
Position 727: 2.8046651503424346e-07
Position 91: 2.73817528331704e-07
Position 558: 3.906089819002275e-08
Position 1723: 3.349601657085834e-08
Position 115: 1.2917522755432837e-09
Position 734: 7.439592468818398e-10
Position 62: 1.2932105783388849e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 13125: 0.7908749965281304
Position 5255: 0.7794091364050628
Position 10426: 0.6202208521466955
Position 28450: 0.6012918623652664
Position 8877: 0.479321409538789
Position 2062: 0.39280802909804574
Position 26469: 0.2506245003960495
Position 12899: 0.19863914355159704
Position 1216: 0.1894189793247729
Position 3912: 0.1569484422057416
Position 10127: 0.14563746813246142
Position 3067: 0.10424387227837956
Position 3049: 0.08074213757859536
Position 2251: 0.07558060036279751
Position 19646: 0.05381015914910282
Position 8857: 0.03838491177340069
Position 17152: 0.036306795716139734
Position 2190: 0.03575763142084517
Position 610: 0.031392507621391834
Position 13332: 0.02872987030223486
Position 11762: 0.026981414643031786
Position 672: 0.024909177095219406
Position 8019: 0.02354265749107267
Position 2235: 0.023217256194723843
Position 4223: 0.020480516978727003
Position 1032: 0.019950759409412048
Position 14600: 0.018916868547431225
Position 723: 0.016552778840547726
Position 9204: 0.01489097085500893
Position 459: 0.013787791444416369
Position 1820: 0.013743622084579694
Position 7952: 0.013498544967101778
Position 2361: 0.013150874221707815
Position 4076: 0.01140027452927938
Position 756: 0.009064979178145341
Position 3948: 0.008685471559092228
Position 21163: 0.007137307542407576
Position 1583: 0.006585995385363003
Position 734: 0.0060368797579810896
Position 4431: 0.00589882643022009
Position 7537: 0.005798974003576449
Position 3889: 0.005729950894960967
Position 1075: 0.0057026112729254485
Position 2393: 0.005556566632557805
Position 7392: 0.0055439593244119454
Position 4079: 0.005201411722055576
Position 20378: 0.004850632647398282
Position 21641: 0.004617279966999183
Position 558: 0.0035069744474805057
Position 8416: 0.00313274054131978
Position 14017: 0.0028965623503091416
Position 14433: 0.00272229283348362
Position 18999: 0.002457505443524544
Position 1498: 0.0023888740708405817
Position 3005: 0.0019653522424258655
Position 12448: 0.0018758169549349128
Position 489: 0.0017389133344294255
Position 14360: 0.0017091877623489084
Position 19755: 0.0015698381788215015
Position 18054: 0.0015477979598001084
Position 17677: 0.0013227858645268175
Position 11602: 0.0013211955942913985
Position 1870: 0.0010483456156955189
Position 1549: 0.0009197451684967712
Position 14281: 0.0008924047587012432
Position 14976: 0.0008777285034601152
Position 1458: 0.000824445100367052
Position 14146: 0.000653999524269069
Position 14193: 0.000627320817729968
Position 13379: 0.0006172659411161334
Position 540: 0.0005104554144233338
Position 15287: 0.0004816361132904094
Position 14401: 0.0004455680768395765
Position 1194: 0.00042933915803918074
Position 813: 0.000385460989976517
Position 1224: 0.00035972977429748234
Position 822: 0.0003539718786279615
Position 465: 0.0003365197736679227
Position 12146: 0.0002786776551812159
Position 16142: 0.000251107782084774
Position 1873: 0.00024899229541983835
Position 15844: 0.00021522358950037027
Position 2922: 0.0001996161702019252
Position 1732: 0.00019303513770647763
Position 3244: 0.00014271809662836187
Position 1479: 0.00013141075551574203
Position 1639: 0.00011993198194302623
Position 2559: 0.00011357433069814863
Position 2422: 0.00011118642250658941
Position 13885: 0.0001107047007564091
Position 1511: 0.00010692704722564084
Position 3172: 8.799719991957466e-05
Position 1983: 8.705106262547211e-05
Position 771: 8.356696629102245e-05
Position 13557: 7.521533517711385e-05
Position 694: 7.426074143716626e-05
Position 1324: 6.446646538507853e-05
Position 677: 5.907339987239715e-05
Position 1012: 5.721241908718513e-05
Position 3219: 4.9301251022621005e-05
Position 1500: 4.249846112894727e-05
Position 7762: 3.996859647902215e-05
Position 777: 3.9823621485281655e-05
Position 1743: 3.7777898244011765e-05
Position 2797: 3.4245109264436496e-05
Position 527: 2.9167290097908003e-05
Position 1846: 2.9133926047730137e-05
Position 685: 2.2224946460531655e-05
Position 1441: 1.9231959394728737e-05
Position 7105: 1.8289086161701933e-05
Position 4654: 1.5046222593302661e-05
Position 9262: 1.0899768946004532e-05
Position 839: 9.914913639051164e-06
Position 11290: 9.13702626637896e-06
Position 2365: 8.886385184101941e-06
Position 309: 8.853489545868901e-06
Position 8736: 7.82696477411583e-06
Position 1039: 6.256976370448627e-06
Position 1034: 6.209555674488331e-06
Position 6154: 5.606675063426473e-06
Position 369: 4.304925103851314e-06
Position 2199: 2.580099857748814e-06
Position 6368: 2.471342856773139e-06
Position 5548: 1.7549607899039786e-06
Position 315: 1.7319961909996537e-06
Position 3310: 1.5329347760048327e-06
Position 893: 1.1273023807275746e-06
Position 572: 8.580381496489367e-07
Position 544: 5.734028582504619e-07
Position 232: 5.350584835168358e-07
Position 280: 3.536799771024899e-07
Position 846: 2.1903817279653832e-07
Position 256: 2.1030403851899692e-07
Position 1298: 1.8880510069931452e-07
Position 1263: 1.8094667085366917e-07
Position 1277: 1.0462529195978433e-07
Position 857: 8.40417364132856e-08
Position 329: 5.735827174565018e-08
Position 1403: 5.5273737217354565e-08
Position 1356: 4.743896903369485e-08
Position 1114: 4.201825093634769e-08
Position 1281: 7.035101123249355e-09
Position 195: 6.417959858172805e-09
Position 250: 5.450847831815426e-09
Position 226: 2.9217375680355002e-09
Position 215: 2.1912964323102725e-09
Position 343: 7.288975465434614e-10
Position 371: 3.5949999931423946e-10
Position 417: 2.963102496152419e-10
Position 238: 3.697757499698955e-11
Position 1246: 2.7105278190094546e-11
Position 378: 7.251025159433619e-12
Position 325: 2.943762577689658e-12
Position 392: 4.4792683797943723e-13
Position 394: 2.0048484919328549e-13
Position 388: 4.560194892520918e-15
