Gene = CTBS
index = 417
Annotated 5SS: [  226  3883  4534  8624 10730 11208]
Annotated 3SS: [ 3743  4324  8451 10631 11045 19264]
SMsplice 5SS: [  226  3883  4534  8624 11220]
SMsplice 3SS: [ 3743  4324  8451 11045 19264]
top_k =  500
Partition function (log Z): -5.076652104873499

Sorted 5' Splice Sites (High to Low Probability):
Position 8624: 0.9915362723412666
Position 3883: 0.9765645997506804
Position 4534: 0.851531877094477
Position 226: 0.7565196163662234
Position 11220: 0.6704310816176505
Position 10730: 0.5539835168361072
Position 11208: 0.29765070454731296
Position 433: 0.1596922776065473
Position 3692: 0.1345803359239735
Position 3680: 0.11938290066159993
Position 14139: 0.11859486774573949
Position 2689: 0.11828703176794442
Position 4872: 0.11175507604677615
Position 549: 0.09793455598994771
Position 10693: 0.08768949101885086
Position 6319: 0.08155954751556055
Position 8367: 0.05699500021995827
Position 2718: 0.046449072016814884
Position 13811: 0.0405870269566456
Position 10257: 0.026404106358329994
Position 6389: 0.022884541625396576
Position 14146: 0.01923053646402454
Position 8335: 0.01909526023613567
Position 8269: 0.019049942006189938
Position 3663: 0.018906096167699896
Position 3364: 0.016777480775825044
Position 5030: 0.015057441407312518
Position 2986: 0.01495025035792319
Position 2965: 0.013900077152918038
Position 8236: 0.013711917992930107
Position 5952: 0.012191125387187926
Position 1280: 0.012009958535175596
Position 7107: 0.011670656468684223
Position 5147: 0.01089377096567313
Position 5859: 0.010761550163942328
Position 865: 0.01050809819688185
Position 252: 0.010043047493855773
Position 8925: 0.005494952749256565
Position 4222: 0.004954827369225644
Position 2745: 0.004670882072281857
Position 11988: 0.004592278008385204
Position 4251: 0.004572822343312051
Position 8843: 0.0042359939582227064
Position 10948: 0.0037244815383220913
Position 14: 0.003467964537793229
Position 284: 0.00316438901291771
Position 2902: 0.002827986918971121
Position 12346: 0.002576624034862292
Position 307: 0.002520601020408764
Position 2541: 0.002518301435158959
Position 8029: 0.0023596051829392704
Position 8574: 0.002278421332287889
Position 278: 0.002133523980023712
Position 16528: 0.00209188948869772
Position 11409: 0.0020574844583763443
Position 11115: 0.0019071703462075018
Position 10938: 0.0017726913135029819
Position 2600: 0.0014119836089989061
Position 3658: 0.0014059300705238343
Position 2453: 0.0013751834979042552
Position 10676: 0.0012377758307415402
Position 710: 0.0011563896684191415
Position 14220: 0.0009120129245550502
Position 8837: 0.0006435280469292378
Position 404: 0.0006382785843746942
