Gene = FOXL2NB
index = 563
Annotated 5SS: [ 231 2406]
Annotated 3SS: [2285 3030]
SMsplice 5SS: [774]
SMsplice 3SS: [2030]
top_k =  500
Partition function (log Z): -7.565497289713225

Sorted 5' Splice Sites (High to Low Probability):
Position 774: 0.6292551335380947
Position 2154: 0.5734397055171142
Position 231: 0.5334390506057667
Position 1834: 0.4424011301223921
Position 1618: 0.20827392644893358
Position 4481: 0.11557826809972849
Position 2615: 0.114467539701879
Position 4344: 0.0953319754484637
Position 1171: 0.08807318081798524
Position 2550: 0.08714431062632748
Position 583: 0.08544490040337631
Position 103: 0.07014600144315199
Position 813: 0.06755256528999115
Position 2146: 0.041981563639986036
Position 3186: 0.039639262910652694
Position 2578: 0.030725546520994768
Position 4239: 0.029306863706055737
Position 1573: 0.028460632645517705
Position 2451: 0.027028532875931925
Position 791: 0.02681135069370923
Position 3800: 0.02400256357021432
Position 146: 0.015537631893421324
Position 735: 0.014247321415082682
Position 2160: 0.011198436056785237
Position 334: 0.010955154632060805
Position 2142: 0.010087154404605276
Position 2140: 0.009888151646533075
Position 2972: 0.007462319232631941
Position 394: 0.0068396680913072
Position 610: 0.005861417283530457
Position 1332: 0.005577696029289576
Position 747: 0.004989026553446044
Position 2166: 0.004872523104034531
Position 5573: 0.004865566542712028
Position 2164: 0.003933669673447463
Position 2168: 0.0038960513221819406
Position 2162: 0.0037567126149198214
Position 2158: 0.0033528834605196602
Position 1935: 0.0031835509434288947
Position 1143: 0.0029668961751020176
Position 2170: 0.0027726300056122705
Position 1825: 0.002645013392448522
Position 2172: 0.0023617695028847097
Position 2174: 0.0019485289357624867
Position 2178: 0.0018719368079733794
Position 2176: 0.0017967906021235062
Position 590: 0.0017719862934100928
Position 386: 0.0016512082384779725
Position 555: 0.0014896334344841275
Position 675: 0.001283482513827891
Position 2182: 0.001115319723278838
Position 571: 0.001088467611550779
Position 339: 0.0010700391226341627
Position 2063: 0.0010298708755479666
Position 1843: 0.0007729628102400257
Position 151: 0.000764983675041108
Position 976: 0.0007408311108999749
Position 1087: 0.0007301275433379082
Position 2081: 0.0005108816743507
Position 784: 0.0004310849338140864
Position 1244: 0.00042828588767465756
Position 793: 0.0002641655631278192
Position 1919: 0.0001989516405839757
Position 1505: 0.00018611005368087113
Position 437: 0.00017702899459056065
Position 1510: 0.00016544416221544328
Position 864: 0.00014686362449720734
Position 260: 9.904035940749007e-05
Position 577: 9.760685459069815e-05
Position 679: 6.040051588064673e-05
Position 2635: 5.124218533557133e-05
Position 1294: 4.904413273607698e-05
Position 592: 4.705316223014671e-05
Position 370: 4.3006034040130965e-05
Position 7: 1.2104590456664097e-05
Position 753: 7.839652117197734e-06
Position 856: 6.15803625110792e-06
Position 388: 4.0447639122343115e-06
Position 553: 2.9083834121174885e-06
Position 481: 2.851128392934201e-06
Position 840: 1.3396426504090995e-07
Position 484: 1.8053320511637416e-08
Position 530: 1.713700528946432e-08
Position 870: 7.420556420911169e-09
Position 419: 1.8246644850065523e-09
Position 270: 4.398764420704264e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2030: 0.8160342746872112
Position 4143: 0.4213493122066389
Position 1721: 0.41822341602663016
Position 690: 0.38523451579031515
Position 2277: 0.3164983053051117
Position 1422: 0.24489382635145204
Position 5298: 0.20569424806638031
Position 5810: 0.19273866759144886
Position 3030: 0.0719859271280764
Position 2815: 0.05893603545836139
Position 974: 0.03841622181414093
Position 4366: 0.030632149034835972
Position 435: 0.030472149456108984
Position 993: 0.027339345513840867
Position 603: 0.02658845034276329
Position 530: 0.025744062827259495
Position 3654: 0.02400256357021432
Position 4236: 0.022035372964744747
Position 1078: 0.021907332311622008
