Gene = SRPRB
index = 1334
Annotated 5SS: [  112 21970 22671 23791 27167 31694 32900]
Annotated 3SS: [21642 22575 23712 27083 31556 32844 35519]
SMsplice 5SS: [  112  9415 13649 17333 22671 23791 27167 29119 32900]
SMsplice 3SS: [ 9321 13541 17094 22575 23712 27083 29015 32844 35519]
top_k =  500
Partition function (log Z): -1.4852938752075726

Sorted 5' Splice Sites (High to Low Probability):
Position 112: 0.9205403582940631
Position 32900: 0.8982484481633825
Position 22671: 0.8709557461228098
Position 13649: 0.828795429119757
Position 17333: 0.8096527144014019
Position 27167: 0.8091653308555136
Position 9415: 0.7938294939933189
Position 29119: 0.7169472848985147
Position 23791: 0.5972804090659823
Position 28332: 0.5217493310808531
Position 31694: 0.495600348580554
Position 5026: 0.3749223779055667
Position 17637: 0.36804615717747646
Position 23883: 0.3631796682366706
Position 29269: 0.2998581307516729
Position 5031: 0.2006944628164584
Position 13622: 0.17120457088024335
Position 11457: 0.14292740485406127
Position 35788: 0.13207770970818705
Position 9836: 0.12017633991265621
Position 33912: 0.1181246816965731
Position 10686: 0.11318463819827158
Position 26991: 0.1052426509801335
Position 35312: 0.08725546749985619
Position 29396: 0.08044953078363232
Position 8588: 0.07376646467075054
Position 12233: 0.06704308292874187
Position 32951: 0.06184324416177789
Position 570: 0.06061284589597258
Position 206: 0.046920195959685274
Position 8432: 0.04578844500327743
Position 35307: 0.04293194903309094
Position 28542: 0.039419152351784885
Position 31643: 0.024802734897471587
Position 29854: 0.021715806579404976
Position 5254: 0.01786031638268768
Position 33485: 0.01713981853236676
Position 4546: 0.01583081832366432
Position 3950: 0.014927624291374657
Position 3628: 0.011919822365669025
Position 5499: 0.01185432216145962
Position 2843: 0.009506629895578513
Position 8630: 0.008825976485016849
Position 34097: 0.008266819735346577
Position 379: 0.007967918456456845
Position 1006: 0.007859344232067461
Position 35422: 0.007631359497217617
Position 139: 0.007621247072634384
Position 31600: 0.007348229282163429
Position 33635: 0.006205995694252266
Position 2151: 0.005010164720211323
Position 4677: 0.004852110652351971
Position 31649: 0.004345398766403293
Position 736: 0.003941929617142883
Position 2020: 0.0036938850830254976
Position 33230: 0.0028581419758073458
Position 34398: 0.0027906772493373386
Position 3014: 0.0027273255156991774
Position 2860: 0.002459612833105563
Position 33602: 0.002446177241422397
Position 7408: 0.0019999679688203643
Position 34995: 0.0019276410546191923
Position 34077: 0.0018284607435497893
Position 34126: 0.0016182167466370525
Position 33275: 0.001298509320026371
Position 35820: 0.0010857780784036821
Position 4685: 0.0010179179352071215
Position 1636: 0.0009233703128958842
Position 33611: 0.0007652009474944258
Position 32923: 0.0007066592074502646
Position 4033: 0.0004798711338722924
Position 1182: 0.0004186005173571127
Position 751: 0.00036642364188393413
Position 3356: 0.00035271226241701036
Position 33291: 0.00034383695177919987
Position 144: 0.00022039741974832035
Position 369: 0.0001576478390576762
Position 371: 0.00014892991253477472
Position 92: 3.1552937843488394e-05
Position 188: 2.9644983214946345e-05
Position 397: 1.797203860382153e-05
Position 417: 1.301928747706724e-05
Position 121: 9.091689236884483e-06
Position 382: 5.619539919514344e-06
