Gene = IQCB1
index = 712
Annotated 5SS: [  114   689  6219  6610  9029 26164 27736 35884 37962 39623 45007 46796
 53337 62523]
Annotated 3SS: [  599  6106  6446  8898 26069 27635 35704 37851 39512 44863 46646 53204
 62365 64504]
SMsplice 5SS: [  114  6219  6610  9029 27736 37962 39623 45007 53337]
SMsplice 3SS: [ 6106  6446  8898 27635 37851 39512 44863 53204 62342]
top_k =  500
Partition function (log Z): -22.30199270771032

Sorted 5' Splice Sites (High to Low Probability):
Position 9029: 0.9993532225521654
Position 6219: 0.9948584676861225
Position 114: 0.9603608551837648
Position 17327: 0.6178594379190466
Position 15907: 0.5776958552628273
Position 6610: 0.4898452218822982
Position 16072: 0.4376370662896673
Position 6623: 0.4083377878633022
Position 6965: 0.2802875938000161
Position 15638: 0.2443343923064952
Position 23264: 0.24291278913033484
Position 15623: 0.19329580939938415
Position 15773: 0.15468319315027185
Position 27736: 0.13646810465381837
Position 22292: 0.13392631684473466
Position 3254: 0.11944184636329586
Position 15393: 0.07849173912096985
Position 689: 0.07294154844217242
Position 5905: 0.04604279317553244
Position 1594: 0.044185332406184726
Position 1725: 0.03820398220244939
Position 22277: 0.031092546165837308
Position 17753: 0.029249532414225423
Position 898: 0.026991443997980657
Position 5527: 0.01962273875357747
Position 210: 0.018593609910507885
Position 831: 0.0171675625338153
Position 5702: 0.013254756014410556
Position 11730: 0.013004162242400278
Position 80: 0.011678199172986079
Position 1782: 0.008942565636982652
Position 1293: 0.008281131689074827
Position 16092: 0.008188974441875852
Position 8439: 0.007913497189971924
Position 4333: 0.007560910857990563
Position 18789: 0.0068941619401507144
Position 5860: 0.006579609262448353
Position 950: 0.006345986133245257
Position 11395: 0.006176136308789388
Position 7011: 0.006087530856893121
Position 17152: 0.005593485125877816
Position 5233: 0.005406670073437377
Position 5133: 0.00465419973617992
Position 5357: 0.003964509929987076
Position 16413: 0.0032109227885906695
Position 818: 0.002619822981527876
Position 3435: 0.002539777182443448
Position 16404: 0.002476140715458045
Position 1497: 0.00232941889705683
Position 1771: 0.0020412215153972225
Position 8448: 0.0019540475800323086
Position 5900: 0.0018571881696290155
Position 3109: 0.0018270618569339056
Position 1075: 0.00175846146373531
Position 4282: 0.0015346340880951484
Position 3478: 0.0014741984488003076
Position 7843: 0.0013707235648741114
Position 5135: 0.0012361714603610688
Position 2711: 0.0012310896200843227
Position 7856: 0.001050811268605784
Position 6132: 0.001000721753756374
Position 6825: 0.000816246688218354
Position 7196: 0.0006808294951137696
Position 7494: 0.00042946724284580683
Position 291: 0.00036481833214257434
Position 6719: 0.00036149702525173133
Position 128: 0.00036133805850528493
Position 17780: 0.00035877255543613886
Position 6277: 0.0002443436537904269
Position 267: 0.00020968858618430626
Position 692: 0.00010243514078933363
Position 673: 9.393820835659063e-05
Position 335: 8.144860501956564e-05
Position 6211: 4.8321816702561055e-05
Position 427: 4.688743279038492e-05
Position 256: 2.3841099447356594e-05
Position 10486: 2.1011947080229365e-05
Position 198: 1.697489066279052e-05
Position 9335: 1.6421483801510685e-05
Position 638: 1.3379621996489469e-05
Position 748: 1.202900483425452e-05
Position 11564: 1.1884378669970114e-05
Position 9789: 1.0185957485281753e-05
Position 395: 7.790405182829418e-06
Position 1194: 7.473133233600825e-06
Position 9390: 5.949004160074326e-06
Position 57: 5.890332982718049e-06
Position 1418: 5.702865323038949e-06
Position 998: 4.801249667275893e-06
Position 11335: 4.6752634173559306e-06
Position 365: 3.5710963728954493e-06
Position 902: 3.3964978617791913e-06
Position 973: 3.338462004456244e-06
Position 67: 3.203755127540923e-06
Position 60: 3.1862340888756043e-06
Position 10214: 3.145942737038055e-06
Position 10176: 2.7380875609911817e-06
Position 131: 2.3118336875537846e-06
Position 10785: 2.181686361151581e-06
Position 7709: 1.4862705370208497e-06
Position 496: 7.091508429864686e-07
Position 615: 6.035238115093876e-07
Position 461: 4.912015156294849e-07
Position 351: 4.7205299956649783e-07
Position 449: 3.3875953553548386e-07
Position 471: 2.0410108958052016e-07
Position 298: 1.2016135921495191e-07
Position 418: 9.470545024623901e-08
Position 296: 7.691158552705869e-08
Position 494: 5.82579436743879e-08
Position 6647: 4.040445801738537e-08
Position 6570: 3.6626235996738535e-08
Position 794: 3.4346817332872316e-08
Position 805: 3.400768866393948e-08
Position 88: 1.3920137190484074e-11
Position 499: 1.547834808455735e-12
Position 21: 9.543413145692043e-13
Position 468: 2.200116472353862e-14
Position 316: 1.1179876245283127e-14
Position 269: 6.366570454409387e-15
Position 318: 2.961959510954479e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 8898: 0.9977337615648373
Position 6106: 0.9918135988077088
Position 6446: 0.8242230301763935
Position 17250: 0.6180553112283531
Position 15550: 0.6052230395520783
Position 15848: 0.5150923871351258
Position 16023: 0.43646792773147264
Position 22909: 0.4309415895083423
Position 27635: 0.309717491608646
Position 6778: 0.20443045628065346
Position 22204: 0.1792306965492655
Position 22894: 0.17708284166280858
Position 29604: 0.08962924700331121
Position 1482: 0.08653062165320834
Position 3144: 0.07957720126275304
Position 599: 0.07829412188563441
Position 17061: 0.07758352465801846
Position 15296: 0.0759088286609681
Position 27302: 0.05704221033260469
Position 6811: 0.04975749353994627
Position 15669: 0.04864124458784869
Position 27943: 0.04683885765050676
Position 17666: 0.04682203685386854
Position 5781: 0.03797393373809158
Position 6470: 0.03196533511764992
Position 18593: 0.029046604630569194
Position 6546: 0.02896371932758055
Position 23332: 0.021241347224649404
Position 18213: 0.02051544742040299
Position 817: 0.020137289530772352
Position 6885: 0.01964751275918773
Position 3065: 0.01916242734545773
Position 11673: 0.019129827615764157
Position 15560: 0.018705736046479807
Position 21996: 0.01359650796120274
Position 5415: 0.013415275933279725
Position 22429: 0.01321379679902919
Position 19500: 0.011245970856406124
Position 3024: 0.011176610494222835
Position 18932: 0.009516337014550139
Position 4882: 0.009500452211138231
Position 5614: 0.009026220287319555
Position 6722: 0.00866688861143254
Position 4209: 0.007936072022417846
Position 6364: 0.007847474066336192
Position 5761: 0.007832546624078016
Position 16298: 0.007574151969899345
Position 20591: 0.007564135032636809
Position 5382: 0.007182139683475691
Position 16473: 0.007124871812895472
Position 3207: 0.006879995521682937
Position 477: 0.006664812411211346
Position 5801: 0.0061776942486907165
Position 8360: 0.0054157500710622225
Position 11317: 0.005392431265250943
Position 5301: 0.00466999979408735
Position 3153: 0.00456575082044702
Position 1637: 0.004034724751731429
Position 1124: 0.003995370689922077
Position 873: 0.003924038782777751
Position 753: 0.0033901153249440447
Position 6050: 0.0033144681884377408
Position 6568: 0.003110106066852217
Position 6858: 0.0028253236675204116
Position 16717: 0.002784945659356789
Position 5814: 0.002755845841922574
Position 829: 0.0026054970178397262
Position 15119: 0.002582910460001751
Position 5526: 0.002548368999812778
Position 15392: 0.002467089832059916
Position 8271: 0.0021696031694758587
Position 18397: 0.002142630717621632
Position 7822: 0.0021359038500898216
Position 1214: 0.002084775791151245
Position 6310: 0.002074755254350102
Position 3324: 0.0020085079684626643
Position 1317: 0.0019274849513873156
Position 4951: 0.0017965890588401382
Position 455: 0.0017845228004645293
Position 1597: 0.0017651141244444792
Position 17932: 0.001700896523600814
Position 19107: 0.0014445391884427843
Position 776: 0.0014282720401231639
Position 8394: 0.0013915745954537575
Position 17827: 0.001381584788814763
Position 1034: 0.0012017615366793361
Position 11228: 0.0011958952546925784
Position 4221: 0.0011509171995894582
Position 18704: 0.0010586875602317403
Position 1511: 0.0010239700163671799
Position 16506: 0.0010186881230889238
Position 20423: 0.0010127238521329114
Position 1278: 0.0009969326226391864
Position 18557: 0.0009130433476014796
Position 18444: 0.0009006962069372754
Position 8348: 0.0008906169340123998
Position 8746: 0.0008807044898310564
Position 3253: 0.000853301635429267
Position 8826: 0.0008397480644119301
Position 949: 0.0007262728884704336
Position 16819: 0.0006757609134398928
Position 6158: 0.0006646938240840602
Position 6821: 0.0006591731214677853
Position 2486: 0.0006392533776728126
Position 11635: 0.0005644017939578089
Position 6474: 0.0005623084698167597
Position 7361: 0.0004294672428458068
Position 3080: 0.00042547756897136954
Position 10630: 0.0004145355440381615
Position 901: 0.0004126295774991556
Position 2387: 0.0003743434669397115
Position 7098: 0.00034981148413044244
Position 3359: 0.00034008858185315924
Position 6897: 0.00033267973330516795
Position 7074: 0.0003310180109833272
Position 6700: 0.0003169922098101317
Position 9654: 0.0003107189397413875
Position 7678: 0.0002856309833900744
Position 3302: 0.0002843172861968577
Position 10267: 0.0002733192193970094
Position 402: 0.00024962618694264986
Position 2621: 0.00021749277547180023
Position 16884: 0.0002150656924903524
Position 9233: 0.00019084377074603267
Position 1681: 0.00018281434406901699
Position 16403: 0.00017971425230542444
Position 11254: 0.00017286356687572693
Position 12240: 0.00017259024521199817
Position 10719: 0.00017101067663204413
Position 779: 0.000167693516539996
Position 11524: 0.00016592302545667952
Position 6946: 0.0001394538725638155
Position 11702: 0.00013425821044328509
Position 457: 0.00012061064545496225
Position 9611: 0.00011980699791732623
Position 13667: 0.0001196592024840247
Position 11890: 0.00011627112222390614
Position 5938: 0.00011467131032544739
Position 13560: 8.259156591794789e-05
Position 12509: 8.038853117974554e-05
Position 12565: 7.313983432764617e-05
Position 12651: 6.512586184831445e-05
Position 6411: 6.495481468060007e-05
Position 6394: 6.219126843131319e-05
Position 9155: 5.540257876981311e-05
Position 6332: 5.460243047380741e-05
Position 10339: 5.248031733202415e-05
Position 12218: 5.245714589300984e-05
Position 10518: 4.448618817434536e-05
Position 11381: 4.2526482441153256e-05
Position 10749: 2.7854369987607678e-05
Position 11129: 2.6867249693699885e-05
Position 10048: 2.605610098655123e-05
Position 9517: 2.4710886678565286e-05
Position 9753: 2.470879155012336e-05
Position 259: 2.461898235535341e-05
Position 10485: 2.1235374638488142e-05
Position 6551: 1.922539921956666e-05
Position 9756: 1.8438430592623564e-05
Position 1161: 1.794658556665646e-05
Position 1245: 1.5090215581793803e-05
Position 9347: 1.3943335307122293e-05
Position 9425: 1.3825560659862999e-05
Position 801: 1.1328171899424063e-05
Position 976: 1.1011499334052969e-05
Position 1761: 1.0560045488383104e-05
Position 545: 1.020009844108567e-05
Position 1050: 1.002378714173484e-05
Position 1683: 9.048869851701721e-06
Position 11351: 8.86505165933614e-06
Position 1168: 8.40575614001709e-06
Position 687: 8.237917385404639e-06
Position 3087: 7.793073935540346e-06
Position 1578: 7.524588901746699e-06
Position 6592: 6.870577974464439e-06
Position 9264: 5.104327156104604e-06
Position 1418: 4.973557635066589e-06
Position 4148: 4.672837079729595e-06
Position 6312: 4.08206701963449e-06
Position 1067: 2.6038010515058282e-06
