Gene = SPRTN
index = 1325
Annotated 5SS: [  557  1821  9878 13524]
Annotated 3SS: [ 1720  9748 13255 14561]
SMsplice 5SS: [  557  1821  9878 10112 10758]
SMsplice 3SS: [ 1720  9748  9993 10605 13255]
top_k =  500
Partition function (log Z): -6.939771307310978

Sorted 5' Splice Sites (High to Low Probability):
Position 9878: 0.9345566891713599
Position 1821: 0.8563924020856406
Position 10112: 0.8401411376071
Position 557: 0.7241577517303219
Position 10758: 0.6514160803084255
Position 6667: 0.501437097617951
Position 13524: 0.49561275166836477
Position 1430: 0.2985011209028687
Position 9297: 0.24040663030200932
Position 157: 0.198527625372671
Position 8879: 0.12339497680969548
Position 13720: 0.07755265206185241
Position 9663: 0.06454416334838181
Position 10128: 0.05993528666784445
Position 73: 0.049154837967983415
Position 83: 0.04088867307130762
Position 3059: 0.039134324737738965
Position 14723: 0.03541100054719829
Position 12756: 0.03514215225388242
Position 14292: 0.0320721623552128
Position 531: 0.03118849759286709
Position 778: 0.027668001149543087
Position 6267: 0.01799359097083384
Position 2931: 0.01793494274441696
Position 1488: 0.016554420409800766
Position 13396: 0.015323513228911055
Position 5848: 0.01473205719600156
Position 10293: 0.014463781998558285
Position 3087: 0.013862505297369258
Position 1454: 0.013531438234225722
Position 102: 0.009388516274292293
Position 947: 0.009005181779052443
Position 4526: 0.007905240825722352
Position 4657: 0.007222118191509317
Position 5756: 0.006935916752685808
Position 14577: 0.006760689637749267
Position 11739: 0.006701662888167719
Position 1127: 0.006505677339342902
Position 14747: 0.006153661846959687
Position 13987: 0.005758549016907778
Position 14440: 0.005005818161249205
Position 4: 0.004965340557517971
Position 10795: 0.00345015365642283
Position 12324: 0.0021075543053548384
Position 793: 0.0020303209948109736
Position 10422: 0.0019639088730600022
Position 13690: 0.0019494874437881835
Position 1575: 0.0019131216937764283
Position 8682: 0.0013952000514165072
Position 1901: 0.0012192907054853338
Position 14210: 0.001205534753649685
Position 25: 0.0011809010923197819
Position 931: 0.0010605085513911783
Position 10199: 0.0009103734969151612
Position 57: 0.0008282464939284814
Position 282: 0.0008051151049337976
Position 543: 0.0007588831006718139
Position 1586: 0.0007413974348194433
Position 6932: 0.0006990202193209276
Position 1559: 0.0006820672520917133
Position 10762: 0.0006819297815851352
Position 12644: 0.0006630432944782821
Position 446: 0.0006361731041384929
Position 10271: 0.0006030309625717392
Position 252: 0.0005811474333851127
Position 970: 0.0005380621415409436
Position 1606: 0.0004762937204658039
Position 6801: 0.00034965099394916284
Position 649: 0.0003383438991393211
Position 5098: 0.0003183243585695719
Position 6275: 0.00031234617196390115
Position 1294: 0.0002398133219741923
Position 996: 0.00018544291091488962
Position 274: 0.0001738361390879852
Position 479: 0.0001567926479874521
Position 1412: 0.00015545003480893507
Position 1107: 0.00011291765714529104
Position 13826: 0.00010109812431762628
Position 871: 9.111676686279827e-05
Position 1638: 8.858041593412735e-05
Position 1435: 8.270455310828061e-05
Position 1832: 3.478653677175337e-05
Position 353: 2.9579945459753035e-05
Position 450: 2.5595243738342357e-05
Position 915: 2.1909931447857222e-05
Position 760: 2.1213289173441345e-05
Position 1853: 1.4838413611574141e-05
Position 246: 1.1817653305399256e-05
Position 216: 6.2574968007533274e-06
Position 416: 4.630889847593113e-06
Position 321: 4.431207657148007e-06
Position 2100: 2.8658051902353194e-06
Position 440: 1.782288448718845e-06
Position 429: 1.0267247310426327e-06
Position 536: 1.0156286892471823e-06
Position 561: 9.193931991899662e-07
Position 104: 6.660761245659045e-07
Position 377: 5.803076096408895e-07
Position 422: 4.939941062206875e-07
Position 184: 4.692709406862624e-07
