Gene = ANAPC13
index = 78
Annotated 5SS: [ 704 3218]
Annotated 3SS: [3091 7307]
SMsplice 5SS: [ 323 3218]
SMsplice 3SS: [3091 7307]
top_k =  500
Partition function (log Z): -5.998779876483095

Sorted 5' Splice Sites (High to Low Probability):
Position 3218: 0.9321832515957256
Position 323: 0.5994604585057107
Position 72: 0.3543399206127904
Position 704: 0.25682165901039755
Position 1012: 0.09088601898443927
Position 3252: 0.05625756293893504
Position 4658: 0.054886906007650164
Position 7488: 0.0431131030220202
Position 4255: 0.03946849385983097
Position 6202: 0.03600441442049847
Position 1061: 0.02491210809388818
Position 5818: 0.024261597099100845
Position 5906: 0.016114649419094886
Position 708: 0.015966775608406755
Position 1251: 0.01517133655489948
Position 318: 0.010749624538634095
Position 5937: 0.01061648412636117
Position 4587: 0.010466930098521182
Position 558: 0.009529191819199112
Position 3419: 0.009324525737124122
Position 7165: 0.008472554989115786
Position 5291: 0.0062719680119536145
Position 4884: 0.005401914321194003
Position 993: 0.0052976230580758805
Position 541: 0.005223975322079522
Position 7470: 0.004196786118408828
Position 1271: 0.004047887503700579
Position 1341: 0.003981055908248285
Position 7397: 0.0034766300407163917
Position 562: 0.0034259130578968657
Position 644: 0.00301005078184781
Position 2768: 0.0029934521125639787
Position 332: 0.002814526650024926
Position 3222: 0.0022859173069898673
Position 986: 0.002174529226448524
Position 271: 0.0017487182053540615
Position 2204: 0.0016010367089622352
Position 746: 0.001554970254534277
Position 7938: 0.0014971074547071776
Position 1280: 0.001438911079064483
Position 7615: 0.001083821485278881
Position 1070: 0.001053768669241509
Position 7763: 0.0010401496556484446
Position 1076: 0.0009509725648691222
Position 4597: 0.0008840322098148157
Position 936: 0.0006967890293590274
Position 511: 0.0006913119052699492
Position 8: 0.0006420915167094955
Position 2872: 0.0005240113786282976
Position 753: 0.0004992355231628932
Position 135: 0.0004646650420167141
Position 2352: 0.00034998602437793646
Position 210: 0.0003453673483001025
Position 1926: 0.00032936750695990413
Position 6243: 0.00032032978737050045
Position 908: 0.00025366466181702416
Position 7520: 0.000251712180931821
Position 2162: 0.00024032304308072667
Position 2564: 0.00016956164830555877
Position 3767: 0.00012335274113290127
Position 717: 0.0001184988073340357
Position 66: 9.840490638254413e-05
Position 121: 9.608066042550132e-05
Position 100: 8.805431051553499e-05
Position 4286: 8.164134114444478e-05
Position 765: 6.708822333875282e-05
Position 335: 5.403008953467986e-05
Position 412: 3.8275506371379305e-05
Position 515: 3.70094194909928e-05
Position 587: 3.40412809509485e-05
Position 5110: 3.120028033754168e-05
Position 5370: 2.1048078197886472e-05
Position 3896: 2.0051073816496645e-05
Position 5960: 1.8446258229827826e-05
Position 436: 1.8071748793730783e-05
Position 6133: 1.660903187903997e-05
Position 736: 1.4341114190033225e-05
Position 739: 1.0016747522729023e-05
Position 78: 5.1514820257693194e-06
Position 648: 4.801981424083559e-06
Position 527: 2.715000714295382e-06
Position 133: 1.6419216563647363e-06
Position 58: 1.436247281807036e-06
Position 721: 1.2301746588232293e-06
Position 48: 4.373598879241398e-07
Position 252: 3.3969568329825974e-07
Position 169: 1.408712494874549e-07
Position 733: 5.1313468520267245e-08
Position 208: 2.631346720077876e-08
Position 315: 2.296522964128555e-08
Position 266: 1.82457847119897e-08
Position 3370: 6.485827588817483e-09
Position 469: 9.044994088241747e-10
Position 400: 4.544376652520321e-10
Position 33: 5.7856649612486556e-11
Position 125: 2.9595993580823776e-11
Position 189: 1.2995880471910362e-11
Position 438: 3.645031159255742e-14
Position 231: 1.0424709382105207e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3091: 0.9844567803244942
Position 7307: 0.5940385506251127
Position 8227: 0.20616411466308487
Position 834: 0.13414534983927118
Position 5644: 0.11643688091875933
Position 243: 0.10240234152944412
Position 4463: 0.06799460377472218
Position 534: 0.06709049774245338
Position 7762: 0.05440837341320665
Position 459: 0.053531739127764426
Position 4206: 0.04130882351303352
Position 7066: 0.03376028013602718
Position 7218: 0.031092496473006073
Position 5928: 0.02541749781784595
Position 502: 0.024683078222372517
Position 608: 0.014668073073903633
Position 5195: 0.010958805533427289
Position 1139: 0.007415260109302896
Position 4757: 0.007377785931835831
Position 5405: 0.006305880829822265
Position 3346: 0.006278634939214154
Position 2997: 0.006032166940599938
Position 6068: 0.0058843005770790316
Position 6028: 0.005503315502594169
Position 409: 0.005433599021548859
Position 7966: 0.004710528542820874
Position 4116: 0.0042683888475253005
Position 5043: 0.004088651018198488
Position 3690: 0.0040720354310320546
Position 8204: 0.004068486619304252
Position 5848: 0.0034044464953606386
Position 3386: 0.0029319166298974147
Position 7721: 0.0024553673188040513
Position 4521: 0.0024480203534937893
Position 5380: 0.0023617886070899257
Position 4770: 0.0020049957600487716
Position 2650: 0.001926730956485367
Position 636: 0.001741981153381452
Position 3069: 0.001709317732088729
Position 2131: 0.001443457314456115
Position 6366: 0.0012264172036547385
Position 6297: 0.0011976340877214824
Position 628: 0.0011849947423739804
Position 5906: 0.0010437801030179909
Position 4551: 0.0010390733215011288
Position 7176: 0.0010278629832316795
Position 7498: 0.0010238581845835072
Position 478: 0.0010152415595039883
Position 6408: 0.00101444196728891
Position 5321: 0.0009572523579482748
Position 6049: 0.000953776793671806
Position 7025: 0.0009351401231503487
Position 3870: 0.0008880090845841919
Position 290: 0.0008676512959011551
