Gene = GBA
index = 576
Annotated 5SS: [ 149  605 1349 1619 2718 3101 3894 4990 5554 6040]
Annotated 3SS: [ 516 1156 1471 2583 2927 3655 4764 5389 5922 6133]
SMsplice 5SS: [ 149  605 1349 1619 2718 4990 5554 6040]
SMsplice 3SS: [ 516 1156 1471 2583 4764 5389 5922 6133]
top_k =  500
Partition function (log Z): 11.28124964983683

Sorted 5' Splice Sites (High to Low Probability):
Position 2718: 0.994457449158986
Position 149: 0.9702723626041337
Position 1619: 0.9471989228293828
Position 1349: 0.8140979754967285
Position 6040: 0.711942676589558
Position 4990: 0.7100219427005267
Position 605: 0.6450736709970697
Position 5554: 0.6278679079214714
Position 3894: 0.5598331456851369
Position 4765: 0.48685000793716915
Position 3101: 0.4313468366458673
Position 5462: 0.29999843047384417
Position 6052: 0.2619932176725157
Position 5772: 0.13983432559525116
Position 3027: 0.09060018966751203
Position 609: 0.08259825105783242
Position 1398: 0.0275566384120008
Position 5838: 0.02519619886795546
Position 3891: 0.019066185163459544
Position 1058: 0.01882934420139331
Position 630: 0.017673096155698013
Position 880: 0.013875217455076427
Position 28: 0.012434741815964894
Position 6532: 0.012260005976032206
Position 1031: 0.011702616469644406
Position 6358: 0.01135274735914262
Position 2439: 0.011155476961943018
Position 6057: 0.010878894190978424
Position 4133: 0.010439340198677488
Position 2278: 0.009754155022098062
Position 5272: 0.009455195808576025
Position 1313: 0.009403899318537141
Position 678: 0.006002657724845167
Position 5317: 0.005810650101055702
Position 3584: 0.005232538039082846
Position 989: 0.005216736814987129
Position 5842: 0.004991756169208355
Position 4294: 0.004821019349828215
Position 541: 0.004453901056510525
Position 5648: 0.004153238215197512
Position 746: 0.003902704068633609
Position 2781: 0.0035994632697421212
Position 382: 0.0029248481773672653
Position 2455: 0.0028810644531724566
Position 333: 0.0025201728827352935
Position 5718: 0.002482445747922656
Position 6573: 0.0023500677584766014
Position 1262: 0.002242534175971525
Position 5850: 0.0018312909699307349
Position 299: 0.0016754082552290982
Position 4219: 0.0011501606572550819
Position 1201: 0.001018320904141938
Position 2142: 0.0009228775622028511
Position 700: 0.0008813674861398059
Position 5466: 0.0008631133612721814
Position 968: 0.0007995217799071321
Position 2100: 0.000666067862970728
Position 1157: 0.0005758718574450614
Position 6236: 0.000492505076175969
Position 1967: 0.0004536843555601969
Position 4736: 0.00043802198279253824
Position 3914: 0.0003959242167386999
Position 1033: 0.0003773957179894665
Position 311: 0.00037132394201225434
Position 4398: 0.00035735852809631473
Position 704: 0.00034895527538368176
Position 1513: 0.0003448518364271468
Position 4818: 0.00016836562433001075
Position 135: 0.00015534685061320983
Position 6294: 0.0001434208427188896
Position 409: 0.00014027298000049665
Position 1283: 0.0001244638262343949
Position 5846: 9.8728764773012e-05
Position 667: 9.781877697177174e-05
Position 1292: 9.507603211090555e-05
Position 689: 6.94610316230827e-05
Position 283: 6.890744100555084e-05
Position 2607: 6.709809058682754e-05
Position 3287: 5.574238231308389e-05
Position 2516: 3.776617212099713e-05
Position 2776: 3.585860057996137e-05
Position 289: 2.7974934074148954e-05
Position 388: 2.3636956227114653e-05
Position 1407: 2.2882657285771067e-05
Position 2785: 1.3048318781362026e-05
Position 2878: 1.2626442072845917e-05
Position 183: 9.886412691907501e-06
Position 92: 5.524722747741632e-06
Position 2765: 4.584073993437434e-06
Position 3120: 2.9867195161932012e-06
Position 2757: 2.748684091753006e-06
Position 308: 2.575888793022329e-06
Position 686: 2.2172502802823334e-06
Position 3805: 1.8767429508306339e-06
Position 359: 1.8320414647514756e-06
Position 344: 1.7410359000327835e-06
Position 6066: 1.4153677454181607e-06
Position 622: 8.452270697574587e-07
Position 461: 7.176552913664426e-07
Position 397: 6.053129947571306e-07
Position 591: 5.442285158862227e-07
Position 3041: 4.4687137273340097e-07
Position 464: 3.6075663187656514e-07
Position 127: 2.55616608892666e-07
Position 2830: 1.2935316290875972e-07
Position 536: 8.828988369072295e-08
Position 347: 7.354328838386849e-08
Position 613: 7.276260714624558e-08
Position 53: 6.661897400906461e-08
Position 48: 6.068769842290356e-08
Position 89: 5.582319434630952e-08
