Gene = AK2
index = 46
Annotated 5SS: [  257 12551 15400 15626 22471]
Annotated 3SS: [12424 15288 15530 22397 23589]
SMsplice 5SS: [  257  1904 12551 15400 15626 22471]
SMsplice 3SS: [ 1748 12424 15288 15530 22397 23589]
top_k =  500
Partition function (log Z): -2.345061198352894

Sorted 5' Splice Sites (High to Low Probability):
Position 15626: 0.9869761018686005
Position 22471: 0.9386147004112793
Position 12551: 0.9087319881399781
Position 15400: 0.8105399076989418
Position 1904: 0.6455464402971036
Position 257: 0.4711879869078134
Position 5449: 0.44873891646167946
Position 243: 0.27740058938381634
Position 17126: 0.2690260642379962
Position 1854: 0.17897381850259658
Position 13369: 0.14937682529102503
Position 7980: 0.1397789206665425
Position 8151: 0.13772951615001203
Position 17365: 0.1206501189742453
Position 15382: 0.08230103016855092
Position 196: 0.0822474596497284
Position 81: 0.06356238364913794
Position 5921: 0.06300178022185994
Position 18698: 0.05909816560302138
Position 18735: 0.054560309352503084
Position 1623: 0.04116890583404635
Position 4721: 0.04034980119066474
Position 14859: 0.038620093725962513
Position 2050: 0.035874480387853444
Position 1656: 0.028217528196839738
Position 8437: 0.027040559635320895
Position 18603: 0.025992114959126074
Position 17535: 0.022044902486011774
Position 17443: 0.021367617402455564
Position 23360: 0.020930239132286137
Position 16955: 0.019740607212831943
Position 15289: 0.018954078422280588
Position 90: 0.017832476539682625
Position 3955: 0.01759718879089336
Position 94: 0.017538524217522698
Position 15404: 0.015274015835861835
Position 398: 0.01435092394030467
Position 637: 0.011678108429435941
Position 430: 0.010346935002393117
Position 19504: 0.008603125905250789
Position 392: 0.007423464208122579
Position 17347: 0.0070797412882936195
Position 1368: 0.006309927367848269
Position 63: 0.006298869300247681
Position 18855: 0.0062742205274693656
Position 1580: 0.0055744761562090146
Position 15766: 0.005495002511768231
Position 757: 0.005252918789129616
Position 122: 0.004701245315038953
Position 23038: 0.0037608692192021213
Position 145: 0.0032187776887927884
Position 22475: 0.0032028780908071445
Position 18675: 0.0031392415280853316
Position 17500: 0.0028083791741184967
Position 678: 0.0027479311075514438
Position 23053: 0.0026858514587687
Position 15643: 0.002672738449831519
Position 1162: 0.002529064259953288
Position 23442: 0.0022139542188876573
Position 3597: 0.002146683027932598
Position 304: 0.001923135928585588
Position 4091: 0.0019059527101220504
Position 15246: 0.0014923249618539493
Position 23029: 0.0014679690364849836
Position 750: 0.0013641443042076069
Position 4508: 0.001165602090961574
Position 18486: 0.0009786872629341508
Position 1660: 0.0009386866030594778
Position 17621: 0.0008469341025641133
Position 386: 0.0008077582736296234
Position 771: 0.0006861814401959301
Position 541: 0.0006485358187632594
Position 488: 0.0006322267716718491
Position 498: 0.0005945559752725431
Position 1167: 0.00038482939775252585
Position 17060: 0.00036864109275487616
Position 445: 0.00028791691137353457
Position 417: 0.00026376976006477757
Position 17113: 0.0001498702413243009
Position 16770: 0.00014365192808534952
Position 16768: 0.000136689084297477
Position 129: 0.00013142620631442564
Position 831: 0.00012148473301770932
Position 619: 0.00011568454011139288
Position 17130: 0.00011534053839061664
Position 1675: 0.00010897088482598431
Position 74: 0.00010794794044889622
Position 1400: 0.00010395527552607438
Position 7: 7.692771676246179e-05
Position 740: 7.417230935123927e-05
Position 1327: 7.404554295270893e-05
Position 555: 6.988775136160469e-05
Position 1226: 3.3912906741877075e-05
Position 1140: 3.360842986349306e-05
Position 139: 3.2351745682099316e-05
Position 1916: 2.8588539224297607e-05
Position 1874: 1.8091433645474398e-05
Position 1239: 1.4084744195738353e-05
Position 1998: 7.192522749794601e-06
Position 1779: 7.110233819595651e-06
Position 1908: 3.931613959028461e-06
Position 61: 1.2190402418008705e-07
Position 98: 1.1803338538544049e-07
Position 903: 6.884601508889964e-08
Position 218: 2.7404312177659515e-08
Position 483: 3.14025217327499e-09
Position 176: 2.316933869404605e-09
Position 933: 8.51440286452156e-10
Position 85: 2.627844014334836e-10
Position 14: 5.689687851980029e-11
Position 11: 4.090631173804254e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 22397: 0.9683076628944725
Position 15288: 0.9086573779006056
Position 15530: 0.90241315073623
Position 12424: 0.8451160396688995
Position 1748: 0.8272359580748471
Position 23589: 0.6191373739825823
Position 5330: 0.35422588374802005
Position 16952: 0.19787128149045957
Position 23272: 0.17379206026223437
Position 18582: 0.14673595054240934
Position 8040: 0.13743590085762897
Position 17264: 0.13678861533801684
Position 7861: 0.13182658783022483
Position 5366: 0.09262873982566458
Position 15475: 0.0863279121674374
Position 13219: 0.08321298389324855
Position 23239: 0.07696904583423593
Position 13246: 0.06616384139777648
Position 12464: 0.06361594847107888
Position 1527: 0.056386876851397046
Position 5737: 0.04730756268743748
Position 16830: 0.03959701268610928
Position 14731: 0.038620093725962513
Position 17319: 0.03442582011506577
Position 23360: 0.026754265129889213
Position 1977: 0.026143308379600497
Position 22967: 0.023105077066125624
Position 17016: 0.021974043849669438
Position 4556: 0.020529853930563686
Position 15037: 0.020446403384134542
Position 4619: 0.01981994726010109
Position 23686: 0.019614620317903526
Position 16878: 0.019174815885334446
Position 3839: 0.01825709698985587
Position 1450: 0.017578043811452004
Position 5833: 0.01569421753442244
Position 8230: 0.015115749138187409
Position 22652: 0.014829719120166422
Position 23399: 0.013021502558168216
Position 8276: 0.0119248104971335
Position 18602: 0.010053968461059977
Position 17052: 0.00896742520846569
Position 19418: 0.008603125905250789
Position 7920: 0.008245948128700761
Position 23275: 0.006192412216473633
Position 1106: 0.005633048877962071
Position 22675: 0.0035205641155453414
Position 17468: 0.003450458285367436
Position 17442: 0.0033479033340043196
Position 15507: 0.0031578537974266377
Position 1808: 0.002819802603526079
Position 1973: 0.0027379407253672245
Position 23620: 0.002726813262800997
Position 303: 0.0026043656812110043
Position 23290: 0.0021472489373932538
Position 3492: 0.002146683027932601
Position 23140: 0.0020595886536753615
Position 5280: 0.0018842928879947737
Position 15712: 0.0018575757631058383
Position 1139: 0.0017607474988652768
Position 23420: 0.001654977855878622
Position 23484: 0.0016192877549032624
Position 22734: 0.0014935363810396089
Position 22739: 0.0014804327482281184
Position 1997: 0.0013634689935385486
Position 16894: 0.0011506142899435445
Position 3835: 0.0010331781473945211
Position 18382: 0.0010059320138895269
Position 618: 0.0008852857216222931
Position 1296: 0.0007839898933025537
Position 16955: 0.0007723818487943187
Position 1560: 0.0005900487618052821
Position 22882: 0.0005399658818741563
Position 1599: 0.0005381294535770674
Position 16901: 0.0005290908608599056
Position 4264: 0.0005123847772070954
Position 522: 0.0005037490572094791
Position 710: 0.0004505187545863045
Position 15717: 0.00043311993368050746
Position 23052: 0.0004038928958405635
Position 22944: 0.00036267149113100475
Position 22631: 0.00033230791710347975
Position 1258: 0.0003306983535760373
Position 4357: 0.0003299726171907704
Position 4294: 0.000323244696563709
Position 22586: 0.0002590709546386302
Position 16634: 0.00025860414774130536
Position 15663: 0.00024090034537653252
Position 15586: 0.0002326488628859268
Position 3859: 0.00021288736211226333
Position 579: 0.00017214515679208855
Position 17182: 0.0001663961984747027
Position 1184: 0.00016497006444331216
Position 16656: 0.00015435898511071723
Position 21569: 0.0001379748835556109
Position 586: 0.00013735625380813672
Position 668: 0.00013152744758376147
Position 1486: 0.00011307643262879093
Position 174: 0.0001066747545723853
Position 248: 0.00010221445429203894
Position 309: 9.674399730191196e-05
Position 17240: 8.902991668204337e-05
Position 19720: 7.962534855952431e-05
Position 18578: 7.766710807933223e-05
Position 19500: 6.729049795381329e-05
Position 1367: 5.817314576652367e-05
Position 287: 4.574977515139092e-05
Position 20838: 3.724593477228288e-05
Position 145: 3.5706581973964144e-05
Position 1255: 3.445480117289395e-05
Position 16154: 2.8572922392637548e-05
Position 325: 2.5319538587873237e-05
Position 1151: 2.4694195043872188e-05
Position 19540: 2.0954591812654807e-05
Position 1320: 1.9797516540435625e-05
Position 188: 1.7885785941981586e-05
Position 206: 1.679023492615895e-05
Position 18843: 1.5341617313192454e-05
Position 16012: 1.4427936585224006e-05
Position 182: 1.373127250722351e-05
Position 492: 1.3524952626021528e-05
Position 16681: 1.0679696027378139e-05
Position 15848: 8.320668617333942e-06
Position 1864: 1.1467222107409523e-06
Position 1754: 1.0495907949367614e-06
Position 1649: 7.173557440267435e-08
