Gene = UQCRQ
index = 1534
Annotated 5SS: [128 476]
Annotated 3SS: [308 927]
SMsplice 5SS: [132 476]
SMsplice 3SS: [308 927]
top_k =  500
Partition function (log Z): -6.349028092912993

Sorted 5' Splice Sites (High to Low Probability):
Position 132: 0.8397211050373163
Position 476: 0.5358918483883982
Position 128: 0.14162330561646327
Position 1042: 0.012224508532542793
Position 101: 0.007533130204156499
Position 1149: 0.004394983997352421
Position 156: 0.0036082342765332946
Position 834: 0.0034596961553690093
Position 1296: 0.0018118529965088104
Position 141: 0.0012219887407166011
Position 1088: 0.001130127215996778
Position 695: 0.0007732019548394577
Position 1121: 0.0006591340923779892
Position 704: 0.0003566297764926602
Position 575: 0.00021461656792557177
Position 146: 0.00019844316007972912
Position 136: 0.00013458279408609365
Position 469: 0.00012656632260596762
Position 466: 8.165200607414119e-05
Position 433: 7.817644737002962e-05
Position 1079: 5.314018598339777e-05
Position 728: 3.492894830883919e-05
Position 1093: 2.8434832160063716e-05
Position 384: 2.4534578592194574e-05
Position 361: 1.5137110400455614e-05
Position 1130: 1.4722101821506073e-05
Position 1242: 8.373609426453827e-06
Position 21: 5.301358403924689e-06
Position 1318: 5.16671272992635e-06
Position 107: 4.127756547165766e-06
Position 10: 3.4293985222606855e-06
Position 232: 9.772793656407041e-07
Position 88: 9.443022952485252e-07
Position 149: 5.228052838386993e-07
Position 300: 2.824373971582509e-07
Position 755: 2.6849680269475405e-07
Position 832: 1.5885732599298662e-07
Position 629: 1.211735262026619e-07
Position 154: 9.948614958286954e-08
Position 160: 8.936038997794313e-08
Position 453: 7.787198769973653e-08
Position 225: 4.7382483044795224e-08
Position 34: 4.6998078472195537e-08
Position 211: 3.896706985764228e-08
Position 333: 2.808045778715512e-08
Position 894: 2.6264058040138047e-08
Position 776: 2.190080445096332e-08
Position 529: 8.138105311423143e-10
Position 480: 6.08081876223709e-10
Position 289: 6.296854836142e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 308: 0.7131148981866015
Position 927: 0.5420732657758599
Position 1441: 0.1129638726980379
Position 1465: 0.04966586310919691
Position 781: 0.03807808635994416
Position 969: 0.022039109449288316
Position 393: 0.013417227938530452
Position 784: 0.0083725243295076
Position 929: 0.006867697551978136
Position 274: 0.006438964211109607
Position 1156: 0.005469904642345933
Position 625: 0.005237753237392414
Position 742: 0.003780242576910273
Position 421: 0.002801292796488407
Position 1205: 0.002519117843964669
Position 752: 0.002329493087968367
Position 936: 0.0022384169398945485
Position 1183: 0.00208758278565769
Position 278: 0.0019290124590067336
Position 368: 0.0016479582441434849
Position 1059: 0.0015260532975078752
Position 1370: 0.0012146001750238963
Position 1447: 0.001036097836228394
Position 713: 0.0010047603295215619
Position 971: 0.0009645115432873282
Position 1282: 0.0009277989859272262
Position 374: 0.0008003309236927
Position 849: 0.0006172887398425542
Position 821: 0.0005913177284760698
Position 694: 0.0005703810399217943
Position 567: 0.0004637524879608868
Position 202: 0.0003560842159234259
Position 390: 0.00028336964564306614
Position 1091: 0.00020838214598905433
Position 999: 0.00019849133855120695
Position 1248: 0.00016778223013535755
Position 846: 0.00015338766763987663
Position 1414: 0.0001456474853158193
Position 1023: 0.00012562343759468306
Position 727: 0.00012045632655631248
Position 673: 0.00011126457740300799
Position 550: 0.00011077842375599865
Position 1079: 9.321185592380462e-05
Position 1253: 7.938605606794464e-05
Position 1404: 7.522779517284554e-05
Position 333: 6.398467571283085e-05
Position 222: 4.089303933415674e-05
Position 208: 3.6227711078573895e-05
Position 992: 3.0884561186473455e-05
Position 986: 3.0818827743521704e-05
Position 1295: 2.818004553801143e-05
Position 1219: 2.546059894230347e-05
Position 225: 2.5148172104925045e-05
Position 216: 2.301531523512069e-05
Position 1074: 2.1934434583455875e-05
Position 1153: 2.0354018783655196e-05
Position 832: 1.68122619530382e-05
Position 1286: 1.3777892480372583e-05
Position 505: 1.1369282780080196e-05
Position 520: 1.0434078633694405e-05
Position 526: 9.34589283006214e-06
Position 1289: 9.087674817869413e-06
Position 453: 3.2906280702132912e-06
Position 283: 2.841312097415027e-06
Position 211: 1.0976679446284498e-06
Position 523: 6.380225490019661e-07
Position 517: 4.468865371766329e-07
Position 480: 3.513996577199864e-07
Position 499: 7.988648054655579e-08
Position 529: 7.536386559075385e-08
Position 1192: 9.955480056103683e-09
Position 178: 2.42682866853443e-09
Position 173: 1.415061591869699e-09
Position 154: 1.5648424926705268e-13
Position 88: 1.12635491240864e-13
