Gene = TMIGD3
index = 1459
Annotated 5SS: [  484 12833 14812 16903 17749]
Annotated 3SS: [12725 14463 16835 17647 19730]
SMsplice 5SS: [  484  4521  7487 14812 16903 17749]
SMsplice 3SS: [ 4400  7343 14463 16835 17647 18935]
top_k =  500
Partition function (log Z): -6.82558980944593

Sorted 5' Splice Sites (High to Low Probability):
Position 14812: 0.9972849193184234
Position 16903: 0.8962911444450642
Position 484: 0.8407140953715629
Position 4521: 0.7973142747619986
Position 17749: 0.7640038793121189
Position 7487: 0.6427536508103795
Position 2294: 0.5404470006422347
Position 12833: 0.338848589097793
Position 18095: 0.29020337017269227
Position 18103: 0.2457171938476919
Position 8152: 0.20962063131603118
Position 9784: 0.11639790238727804
Position 5250: 0.10537768393353841
Position 19064: 0.09669956154736183
Position 12313: 0.09340347238832178
Position 4753: 0.0748626508017647
Position 19519: 0.06655316585198635
Position 501: 0.060444951415683235
Position 9925: 0.05251534840666481
Position 6013: 0.04924921243902092
Position 7114: 0.03876738621750807
Position 14022: 0.03654198695166645
Position 115: 0.03638642010797955
Position 3002: 0.035088704707575004
Position 3113: 0.032977852701250455
Position 18990: 0.03223815559015766
Position 713: 0.023220398170543548
Position 571: 0.022003019821805008
Position 6713: 0.01816145754586779
Position 8072: 0.01589694693633762
Position 8424: 0.014406905265285756
Position 7160: 0.013099043821671204
Position 911: 0.011194125159151889
Position 13787: 0.010604556241546546
Position 4311: 0.009652206167144711
Position 3654: 0.009313593451389707
Position 7773: 0.008166292670926877
Position 18709: 0.006373867346034141
Position 3237: 0.0053364169765741844
Position 19032: 0.005317291700497045
Position 2252: 0.005067279344261557
Position 16952: 0.005004210383028385
Position 8987: 0.004429277380422551
Position 2604: 0.0036908160909207583
Position 3160: 0.0035384164115595685
Position 10109: 0.002933747724586904
Position 628: 0.002539374835608651
Position 5574: 0.0022142353017046233
Position 230: 0.0020719909130560593
Position 16784: 0.002018115121654881
Position 2748: 0.0016967488728101097
Position 632: 0.0011130744901728666
Position 215: 0.0010095389600504724
Position 479: 0.0009783588379014211
Position 640: 0.0009410008899150864
Position 242: 0.0008720822322317703
Position 467: 0.0007394755127937269
Position 1664: 0.0006194656865806694
Position 915: 0.0006009605485315282
Position 320: 0.0005848175219247407
Position 563: 0.0005841483455964975
Position 2032: 0.0005486629012905921
Position 736: 0.0004770304449624649
Position 1025: 0.0003745317860699417
Position 1606: 0.00029097468746324686
Position 4: 0.00025844840158548046
Position 4757: 0.00020191254837142254
Position 224: 0.00018481794059987676
Position 326: 0.0001586731961529769
Position 287: 0.00014956288301921458
Position 347: 0.0001419256808540971
Position 2583: 0.00012895686564749564
Position 4663: 0.00012373424910177614
Position 239: 0.00010557716032403365
Position 958: 0.00010481025705096697
Position 717: 0.00010251541553289633
Position 314: 0.0001011324513310399
Position 18486: 9.763797596611526e-05
Position 1091: 7.089512721605112e-05
Position 2629: 7.079995349414379e-05
Position 496: 6.264380342926065e-05
Position 1124: 5.90781152633541e-05
Position 4083: 5.750975898634659e-05
Position 789: 5.409185053010863e-05
Position 1058: 5.061386636735066e-05
Position 1705: 4.0216950384896184e-05
Position 2059: 3.85927132747533e-05
Position 2191: 3.849231937700198e-05
Position 1157: 3.829255111937611e-05
Position 5246: 2.8500451944445824e-05
Position 892: 1.5050314454200151e-05
Position 3351: 1.396823384761927e-05
Position 1518: 1.3153256809462365e-05
Position 1624: 5.7840859948078255e-06
Position 109: 4.179504091116143e-06
Position 49: 2.243174978451765e-06
Position 170: 1.7401805704269797e-06
Position 157: 2.8087795579381625e-07
Position 103: 2.538553585181835e-07
Position 21: 2.5339351871675643e-08
Position 592: 1.2696889876508733e-08
Position 620: 7.402001479145347e-09
Position 610: 5.098769790782746e-09
Position 430: 6.638281406586087e-11
Position 344: 5.0560382481726206e-11
Position 612: 3.791014659611965e-11
Position 449: 1.1880435284676747e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14463: 0.9999242602600181
Position 17647: 0.7704038107454283
Position 7343: 0.6358369330901237
Position 4400: 0.606959571212438
Position 16835: 0.5962759377835031
Position 2190: 0.5106030319895302
Position 18026: 0.47766989931990744
Position 18935: 0.434097606179206
Position 12725: 0.338848589097793
Position 8009: 0.21070574540260084
Position 19385: 0.1928023773575066
Position 18463: 0.1771637043222037
Position 4424: 0.1744244179899985
Position 9698: 0.1689252246508631
Position 16674: 0.1632455806056583
Position 16657: 0.13449770794780647
Position 19160: 0.12307951067265074
Position 19899: 0.07370511317322981
Position 18938: 0.06593884783700556
Position 4594: 0.06231582595879334
Position 12138: 0.0548331948459738
Position 5855: 0.04924921243902094
Position 7031: 0.04758230642426368
Position 12223: 0.038570277542347986
Position 13893: 0.03654198695166645
Position 2128: 0.03603757286057373
Position 19822: 0.03264466654551196
Position 18044: 0.03246008916913754
Position 4886: 0.030756865263121175
Position 5187: 0.030388054891357014
Position 19666: 0.030357197233511327
Position 2931: 0.02859779160235946
Position 17975: 0.026400713509207602
Position 2889: 0.026087253843777948
Position 2867: 0.01940288212739252
Position 4179: 0.018144899214138973
Position 6594: 0.01589465104562602
Position 5065: 0.0133015628323663
Position 8316: 0.01321270464100127
Position 5122: 0.012767373435097708
Position 7982: 0.01226722634834592
Position 18012: 0.011185137833249677
Position 13576: 0.010604556241546546
Position 4918: 0.010543526532075296
Position 19942: 0.010504968440763216
Position 16577: 0.009294243612779791
Position 17329: 0.009034299457112992
