Gene = ARV1
index = 98
Annotated 5SS: [  231  9391 11215 16936 18219]
Annotated 3SS: [ 9270 11060 16710 18071 21088]
SMsplice 5SS: [  231  9391 11215 16936 17935 18219 20339]
SMsplice 3SS: [ 9270 11060 16710 17800 18071 20120 20573]
top_k =  500
Partition function (log Z): -1.3563033191774525

Sorted 5' Splice Sites (High to Low Probability):
Position 9391: 0.9992605710345972
Position 11215: 0.9339496331296411
Position 18219: 0.9332564878444959
Position 16936: 0.7923375070762336
Position 20339: 0.715191589707
Position 2856: 0.5337732864241149
Position 231: 0.4914431212887615
Position 17935: 0.4489233682113692
Position 17882: 0.4199879692550771
Position 9708: 0.3949786539384356
Position 710: 0.3387053850833021
Position 17539: 0.33790980435314205
Position 21395: 0.31170538405598747
Position 11650: 0.2635810957722426
Position 20172: 0.22657994002167614
Position 471: 0.2112191452145549
Position 243: 0.16449614053442368
Position 7521: 0.10715506920870137
Position 11421: 0.10305120749130794
Position 155: 0.09824838353403398
Position 16176: 0.0883635567826568
Position 11370: 0.08177845246442372
Position 18754: 0.07384480289687234
Position 17095: 0.06849882440427534
Position 19476: 0.05709703244415132
Position 13422: 0.05104217572803806
Position 20611: 0.04934781070115643
Position 208: 0.04871651379261415
Position 20753: 0.04572075797287921
Position 18090: 0.04112595584015625
Position 3255: 0.029838661426943015
Position 9817: 0.027984300995760845
Position 7893: 0.021958523088283388
Position 1199: 0.017928097364012838
Position 2429: 0.015096139790629659
Position 11634: 0.010626835913394275
Position 718: 0.0068341710660992875
Position 18159: 0.006586311490072682
Position 738: 0.0062323293429035745
Position 1602: 0.006119732843539522
Position 695: 0.005958490191683675
Position 11800: 0.005116731566784366
Position 2544: 0.0037374554163377375
Position 17178: 0.003388516482582012
Position 328: 0.0026073063308534586
Position 2631: 0.0016915354848321424
Position 21364: 0.0014404559534215578
Position 18990: 0.0011052345561370128
Position 477: 0.0006252735032356221
Position 102: 0.000213115611016414
Position 149: 0.00017577075284452493
Position 188: 0.0001446096157417055
Position 250: 9.725364067686564e-05
Position 46: 9.336796558980111e-05
Position 303: 9.193709884380828e-05
Position 740: 6.948979788069725e-05
Position 426: 6.68952262774519e-05
Position 513: 5.627560001804708e-05
Position 238: 5.5657011916276525e-05
Position 235: 4.489533371163951e-05
Position 633: 4.23069949310046e-05
Position 185: 3.613003674158595e-05
Position 905: 3.4960713240565625e-05
Position 229: 2.7981035487056092e-05
Position 688: 2.197106444232079e-05
Position 368: 1.7258041320447674e-05
Position 33: 1.7167271398699494e-05
Position 210: 1.4418684699676607e-05
Position 1009: 1.378755613736318e-05
Position 784: 1.3652052293838748e-05
Position 577: 1.1279141829395525e-05
Position 916: 9.473283391688499e-06
Position 245: 9.096818825142428e-06
Position 692: 8.936843633975531e-06
Position 525: 8.794151776362741e-06
Position 1118: 7.336014225185742e-06
Position 323: 5.035749921357144e-06
Position 111: 4.889435117823158e-06
